,label
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
47,3
48,3
49,3
50,3
51,3
52,3
53,3
55,3
57,3
58,3
59,3
60,3
61,3
62,3
64,3
65,3
70,3
72,3
75,3
79,3
83,3
86,3
91,3
95,3
143,3
144,3
146,3
147,3
150,3
151,3
153,3
155,3
156,3
159,3
161,3
163,3
165,3
167,3
169,3
171,3
174,3
176,3
179,3
182,3
186,3
190,3
203,3
211,3
218,3
224,3
229,3
238,3
243,3
259,3
268,3
271,3
272,3
275,3
279,3
282,3
283,3
286,3
290,3
293,3
296,3
300,3
305,3
307,3
311,3
318,3
323,3
333,3
337,3
339,3
343,3
347,3
349,3
351,3
355,3
356,3
359,3
363,3
364,3
367,3
371,3
374,3
378,3
381,3
384,3
389,3
391,3
394,3
398,3
402,3
404,3
406,3
408,3
410,3
419,3
425,3
430,3
435,3
439,3
1744,3
1746,3
1750,3
1751,3
1766,3
1767,3
1777,3
1778,3
1781,3
1782,3
1787,3
1788,3
1799,3
1800,3
1803,3
1805,3
1816,3
1817,3
1818,3
1819,3
1824,3
1826,3
1834,3
1838,3
1840,3
1841,3
1846,3
1848,3
1859,3
1861,3
1862,3
1863,3
1866,3
1868,3
1871,3
1874,3
1877,3
1879,3
1883,3
1884,3
1886,3
1887,3
1899,3
1900,3
1902,3
1903,3
1908,3
1910,3
1912,3
1914,3
1917,3
1918,3
1919,3
1920,3
1922,3
1924,3
1925,3
1926,3
1937,3
1940,3
1942,3
1943,3
1946,3
1952,3
1953,3
1954,3
1956,3
1957,3
1959,3
1962,3
1963,3
1967,3
1968,3
1970,3
1971,3
1978,3
1980,3
1984,3
1985,3
1987,3
1989,3
1990,3
1992,3
1993,3
1994,3
1998,3
1999,3
2000,3
2002,3
2003,3
2005,3
2010,3
2012,3
2014,3
2022,3
2023,3
2027,3
2028,3
2029,3
2030,3
2031,3
2034,3
2035,3
2036,3
2038,3
2039,3
2041,3
2044,3
2047,3
2049,3
2050,3
2054,3
2055,3
2056,3
2068,3
2073,3
2075,3
2076,3
2077,3
2079,3
2080,3
2082,3
2083,3
2084,3
2085,3
2086,3
2088,3
2092,3
2093,3
2096,3
2098,3
2099,3
2101,3
2107,3
2108,3
2109,3
2112,3
2117,3
2118,3
2122,3
2126,3
2129,3
2130,3
2132,3
2133,3
2135,3
2136,3
2137,3
2140,3
2141,3
2144,3
2145,3
2146,3
2147,3
2150,3
2154,3
2158,3
2160,3
2161,3
2162,3
2166,3
2170,3
2171,3
2172,3
2177,3
2179,3
2180,3
2182,3
2183,3
2184,3
2186,3
2187,3
2188,3
2191,3
2192,3
2193,3
2195,3
2196,3
2201,3
2203,3
2204,3
2207,3
2210,3
2212,3
2217,3
2218,3
2221,3
2226,3
2228,3
2229,3
2231,3
2232,3
2234,3
2235,3
2237,3
2240,3
2241,3
2246,3
2247,3
2248,3
2249,3
2251,3
2252,3
2255,3
2256,3
2258,3
2260,3
2263,3
2270,3
2271,3
2272,3
2275,3
2278,3
2279,3
2280,3
2281,3
2283,3
2284,3
2285,3
2288,3
2293,3
2296,3
2297,3
2299,3
2303,3
2305,3
2307,3
2308,3
2309,3
2311,3
2312,3
2313,3
2316,3
2317,3
2318,3
2319,3
2320,3
2322,3
2323,3
2324,3
2326,3
2329,3
2336,3
2337,3
2338,3
2340,3
2342,3
2343,3
2344,3
2345,3
2348,3
2349,3
2350,3
2351,3
2356,3
2357,3
2359,3
2360,3
2364,3
2365,3
2366,3
2367,3
2368,3
2371,3
2372,3
2373,3
2376,3
2381,3
2382,3
2383,3
2384,3
2386,3
2389,3
2394,3
2395,3
2397,3
2398,3
2399,3
2403,3
2404,3
2406,3
2407,3
2410,3
2411,3
2415,3
2417,3
2419,3
2420,3
2421,3
2422,3
2423,3
2426,3
2427,3
2428,3
2429,3
2430,3
2433,3
2438,3
2440,3
2441,3
2442,3
2446,3
2451,3
2452,3
2453,3
2455,3
2456,3
2457,3
2458,3
2459,3
2460,3
2463,3
2464,3
2465,3
2467,3
2470,3
2471,3
2473,3
2475,3
2476,3
2477,3
2479,3
2480,3
2481,3
2484,3
2485,3
2488,3
2492,3
2493,3
2494,3
2499,3
2505,3
2506,3
2507,3
2509,3
2512,3
2513,3
2514,3
2515,3
2516,3
2518,3
2519,3
2520,3
2522,3
2525,3
2526,3
2529,3
2530,3
2531,3
2533,3
2534,3
2535,3
2536,3
2537,3
2538,3
2540,3
2543,3
2546,3
2551,3
2553,3
2554,3
2555,3
2557,3
2563,3
2564,3
2566,3
2567,3
2568,3
2571,3
2574,3
2575,3
2576,3
2577,3
2578,3
2579,3
2580,3
2581,3
2583,3
2584,3
2585,3
2586,3
2587,3
2590,3
2593,3
2595,3
2599,3
2600,3
2601,3
2602,3
2603,3
2606,3
2607,3
2611,3
2612,3
2613,3
2616,3
2617,3
2618,3
2619,3
2620,3
2621,3
2622,3
2626,3
2628,3
2630,3
2631,3
2635,3
2639,3
2640,3
2642,3
2644,3
2648,3
2650,3
2651,3
2652,3
2653,3
2654,3
2655,3
2656,3
2657,3
2658,3
2659,3
2661,3
2662,3
2664,3
2668,3
2669,3
2671,3
2672,3
2674,3
2675,3
2680,3
2684,3
