,label
1142,1
1145,1
1146,1
1150,1
1153,1
1160,1
1164,1
1168,1
1175,1
1180,1
1184,1
1187,1
1188,1
1190,1
1195,1
1201,1
1202,1
1206,1
1212,1
1216,1
1225,1
1227,1
1228,1
1230,1
1231,1
1234,1
1235,1
1236,1
1240,1
1245,1
1248,1
1250,1
1256,1
1257,1
1259,1
1266,1
1268,1
1269,1
1270,1
1272,1
1277,1
1278,1
1279,1
1280,1
1283,1
1285,1
1286,1
1292,1
1295,1
1296,1
1297,1
1300,1
1308,1
1310,1
1312,1
1315,1
1317,1
1319,1
1320,1
1321,1
1322,1
1323,1
1329,1
1330,1
1332,1
1334,1
1339,1
1343,1
1344,1
1346,1
1349,1
1353,1
1355,1
1357,1
1358,1
1359,1
1362,1
1364,1
1365,1
1367,1
1368,1
1371,1
1372,1
1375,1
1376,1
1377,1
1380,1
1381,1
1383,1
1384,1
1387,1
1392,1
1394,1
1397,1
1399,1
1401,1
1402,1
1403,1
1405,1
1406,1
1407,1
1411,1
1413,1
1415,1
1416,1
1417,1
1418,1
1420,1
1423,1
1425,1
1426,1
1427,1
1428,1
1430,1
1431,1
1434,1
1437,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1451,1
1453,1
1454,1
1456,1
1459,1
1460,1
1461,1
1462,1
1464,1
1469,1
1470,1
1472,1
1473,1
1476,1
1477,1
1479,1
1480,1
1481,1
1482,1
1486,1
1487,1
1488,1
1490,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1499,1
1500,1
1501,1
1503,1
1507,1
1511,1
1512,1
1514,1
1515,1
1516,1
1517,1
1519,1
1521,1
1523,1
1524,1
1526,1
1527,1
1528,1
1530,1
1532,1
1535,1
1536,1
1537,1
1538,1
1539,1
1541,1
1542,1
1543,1
1544,1
1548,1
1550,1
1551,1
1553,1
1554,1
1555,1
1556,1
1558,1
1562,1
1563,1
1564,1
1565,1
1566,1
1569,1
1571,1
1572,1
1573,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1584,1
1585,1
1586,1
1588,1
1589,1
1590,1
1592,1
1593,1
1594,1
1595,1
1597,1
1600,1
1601,1
1603,1
1606,1
1608,1
1614,1
1620,1
1621,1
1623,1
1624,1
1626,1
1627,1
1628,1
1629,1
1631,1
1632,1
1634,1
1635,1
1637,1
1638,1
1640,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1650,1
1651,1
1652,1
1653,1
1656,1
1657,1
1659,1
1660,1
1661,1
1664,1
1665,1
1666,1
1667,1
1668,1
1671,1
1672,1
1673,1
1674,1
1675,1
1677,1
1679,1
1680,1
1683,1
1684,1
1685,1
1686,1
1687,1
1689,1
1690,1
1692,1
1693,1
1696,1
1697,1
1698,1
1700,1
1702,1
