x,y,z,U_0,U_1,U_2
1.08573,0.522747,0.05,0,0,0
1.08573,0.525263,0.05,-0.000433467,0.000285991,-3.50055e-20
1.08573,0.527779,0.05,-0.000809636,0.000534129,6.66873e-21
1.08573,0.530294,0.05,-0.001112,0.000734483,1.84102e-20
1.08573,0.53281,0.05,-0.00133397,0.000882175,2.31945e-20
1.08573,0.535326,0.05,-0.00149313,0.000988658,2.08013e-20
1.08573,0.537842,0.05,-0.00159145,0.00105518,1.18172e-20
1.08573,0.540357,0.05,-0.001651,0.00109647,2.42408e-21
1.08573,0.542873,0.05,-0.00169644,0.00112859,-9.6611e-21
1.08573,0.545389,0.05,-0.00172317,0.00114856,-1.2068e-20
1.08573,0.547905,0.05,-0.00174247,0.00116384,-3.24516e-21
1.08573,0.55042,0.05,-0.00175542,0.00117503,3.49451e-21
1.08573,0.552936,0.05,-0.00176144,0.00118192,2.53363e-21
1.08573,0.555452,0.05,-0.00176536,0.00118746,4.50398e-21
1.08573,0.557968,0.05,-0.0017632,0.00118934,7.83155e-21
1.08573,0.560484,0.05,-0.00176046,0.00119081,8.17752e-21
1.08573,0.562999,0.05,-0.00175249,0.00118924,-1.5919e-21
1.08573,0.565515,0.05,-0.0017444,0.00118755,-7.14516e-21
1.08573,0.568031,0.05,-0.00173192,0.00118339,-4.55692e-21
1.08573,0.570547,0.05,-0.00171923,0.00117909,-4.2272e-21
1.08573,0.573062,0.05,-0.00170301,0.00117288,-6.99005e-21
1.08573,0.575578,0.05,-0.00168618,0.00116631,-7.08903e-21
1.08573,0.578094,0.05,-0.00166677,0.0011584,-3.88325e-21
1.08573,0.58061,0.05,-0.00164604,0.0011498,-1.59998e-21
1.08573,0.583125,0.05,-0.00162191,0.00113928,6.54441e-22
1.08573,0.585641,0.05,-0.00159939,0.00112999,4.57752e-21
1.08573,0.588157,0.05,-0.00157488,0.00111951,6.3389e-21
1.08573,0.590673,0.05,-0.00154664,0.00110722,3.78038e-21
1.08573,0.593189,0.05,-0.00151838,0.00109497,3.28208e-21
1.08573,0.595704,0.05,-0.0014859,0.00108047,2.80794e-21
1.08573,0.59822,0.05,-0.00145609,0.00106782,2.87991e-23
1.08573,0.600736,0.05,-0.00142401,0.00105388,2.33017e-22
1.08573,0.603252,0.05,-0.00138831,0.00103827,9.46009e-21
1.08573,0.605767,0.05,-0.00135232,0.00102268,8.38572e-21
1.08573,0.608283,0.05,-0.00131632,0.00100708,7.31136e-21
1.08573,0.610799,0.05,-0.00127529,0.000989305,-2.83006e-21
