x,y,z,UDNS_0,UDNS_1,UDNS_2
1.87536,0.186438,0.05,-0.00558209,0.00212523,5.56638e-06
1.87536,0.1894,0.05,-0.00557456,0.00212771,4.53944e-06
1.87536,0.192362,0.05,-0.00556361,0.00212896,3.42423e-06
1.87536,0.195325,0.05,-0.00555193,0.00212953,2.27318e-06
1.87536,0.198287,0.05,-0.00553553,0.00212639,8.98837e-07
1.87536,0.201249,0.05,-0.00552276,0.00212916,-3.71436e-07
1.87536,0.204211,0.05,-0.0055058,0.00212783,-1.77628e-06
1.87536,0.207173,0.05,-0.00548671,0.00212443,-3.2464e-06
1.87536,0.210135,0.05,-0.00546935,0.00212467,-4.79108e-06
1.87536,0.213097,0.05,-0.00544806,0.00212181,-6.53722e-06
1.87536,0.216059,0.05,-0.00542677,0.00211895,-8.28335e-06
1.87536,0.219022,0.05,-0.00540208,0.00211318,-1.01926e-05
1.87536,0.221984,0.05,-0.00538006,0.00211193,-1.22308e-05
1.87536,0.224946,0.05,-0.00535489,0.00210763,-1.43988e-05
1.87536,0.227908,0.05,-0.00532829,0.00210181,-1.66229e-05
1.87536,0.23087,0.05,-0.00530313,0.00209858,-1.89543e-05
1.87536,0.233832,0.05,-0.00527474,0.00209308,-2.14919e-05
1.87536,0.236794,0.05,-0.00524635,0.00208758,-2.40295e-05
1.87536,0.239756,0.05,-0.00521439,0.002078,-2.66694e-05
1.87536,0.242719,0.05,-0.00518753,0.00207599,-2.9368e-05
1.87536,0.245681,0.05,-0.00515625,0.00206946,-3.21662e-05
1.87536,0.248643,0.05,-0.00512497,0.00206293,-3.49644e-05
1.87536,0.251605,0.05,-0.00508954,0.00205106,-3.77511e-05
1.87536,0.254567,0.05,-0.00506012,0.00204896,-4.07162e-05
1.87536,0.257529,0.05,-0.00502623,0.00204147,-4.36396e-05
1.87536,0.260491,0.05,-0.00499234,0.00203398,-4.6563e-05
1.87536,0.263453,0.05,-0.00495504,0.0020212,-4.93169e-05
1.87536,0.266416,0.05,-0.00492281,0.00201797,-5.24489e-05
1.87536,0.269378,0.05,-0.00488672,0.00200966,-5.53006e-05
1.87536,0.27234,0.05,-0.00485063,0.00200135,-5.81523e-05
1.87536,0.275302,0.05,-0.00481251,0.00198898,-6.06838e-05
1.87536,0.278264,0.05,-0.0047772,0.00198303,-6.35653e-05
1.87536,0.281226,0.05,-0.00473962,0.00197465,-6.61499e-05
1.87536,0.284188,0.05,-0.00470169,0.00196569,-6.86854e-05
1.87536,0.28715,0.05,-0.00466305,0.00195499,-7.10212e-05
1.87536,0.290113,0.05,-0.00462394,0.00194352,-7.30691e-05
1.87536,0.293075,0.05,-0.00458614,0.00193716,-7.55151e-05
1.87536,0.296037,0.05,-0.00454665,0.0019277,-7.77164e-05
1.87536,0.298999,0.05,-0.00450715,0.00191824,-7.99178e-05
1.87536,0.301961,0.05,-0.00446545,0.00190255,-8.13763e-05
1.87536,0.304923,0.05,-0.00442712,0.00189737,-8.37579e-05
1.87536,0.307885,0.05,-0.00438641,0.00188754,-8.57987e-05
1.87536,0.310847,0.05,-0.00434562,0.00187755,-8.78273e-05
1.87536,0.313809,0.05,-0.00430421,0.00186578,-8.96168e-05
1.87536,0.316772,0.05,-0.00426193,0.00185172,-9.10779e-05
1.87536,0.319734,0.05,-0.0042219,0.00184531,-9.35434e-05
1.87536,0.322696,0.05,-0.00417991,0.0018348,-9.55347e-05
1.87536,0.325658,0.05,-0.00413792,0.00182429,-9.7526e-05
1.87536,0.32862,0.05,-0.00409435,0.00180997,-9.88594e-05
1.87536,0.331582,0.05,-0.00405159,0.00179799,-0.000100711
1.87536,0.334544,0.05,-0.00401008,0.00179019,-0.000103367
1.87536,0.337506,0.05,-0.00396676,0.0017792,-0.000105405
1.87536,0.340469,0.05,-0.00392344,0.0017682,-0.000107443
1.87536,0.343431,0.05,-0.00387766,0.00175252,-0.000108457
1.87536,0.346393,0.05,-0.00383343,0.00174056,-0.000110772
1.87536,0.349355,0.05,-0.00379063,0.00173232,-0.000114052
1.87536,0.352317,0.05,-0.00374581,0.00172081,-0.00011614
1.87536,0.355279,0.05,-0.003701,0.00170931,-0.000118228
1.87536,0.358241,0.05,-0.00365358,0.00169344,-0.000118885
1.87536,0.361203,0.05,-0.00360689,0.00167967,-0.000120724
1.87536,0.364166,0.05,-0.00356304,0.00167199,-0.000125073
1.87536,0.367128,0.05,-0.00351649,0.00166014,-0.000127188
1.87536,0.37009,0.05,-0.00346994,0.00164829,-0.000129303
1.87536,0.373052,0.05,-0.0034216,0.0016335,-0.000130129
1.87536,0.376014,0.05,-0.0033714,0.00161608,-0.000129926
1.87536,0.378976,0.05,-0.0033259,0.00160905,-0.000135072
1.87536,0.381938,0.05,-0.00327816,0.00159803,-0.000137637
1.87536,0.3849,0.05,-0.00322986,0.00158601,-0.000139548
1.87536,0.387863,0.05,-0.00318138,0.00157364,-0.000141294
1.87536,0.390825,0.05,-0.00312907,0.00155423,-0.000139607
1.87536,0.393787,0.05,-0.00307985,0.00154326,-0.000142081
1.87536,0.396749,0.05,-0.0030315,0.00153485,-0.000145693
1.87536,0.399711,0.05,-0.0029816,0.00152258,-0.000147052
1.87536,0.402673,0.05,-0.0029317,0.00151031,-0.000148411
1.87536,0.405635,0.05,-0.00288001,0.00149401,-0.000148176
1.87536,0.408597,0.05,-0.00282684,0.00147471,-0.00014676
1.87536,0.41156,0.05,-0.00277668,0.0014673,-0.000150114
1.87536,0.414522,0.05,-0.00272568,0.00145704,-0.00015205
1.87536,0.417484,0.05,-0.00267397,0.00144434,-0.000152771
1.87536,0.420446,0.05,-0.00262227,0.00143165,-0.000153491
1.87536,0.423408,0.05,-0.00256826,0.00141238,-0.000152178
1.87536,0.42637,0.05,-0.00251425,0.00139509,-0.000151535
1.87536,0.429332,0.05,-0.00246163,0.00138735,-0.000154021
1.87536,0.432294,0.05,-0.00240825,0.00137614,-0.000155042
1.87536,0.435257,0.05,-0.00235445,0.00136299,-0.000155248
1.87536,0.438219,0.05,-0.00230065,0.00134984,-0.000155454
1.87536,0.441181,0.05,-0.00224484,0.00132895,-0.000153607
1.87536,0.444143,0.05,-0.00218933,0.00131151,-0.000152736
1.87536,0.447105,0.05,-0.0021349,0.00130361,-0.000154551
1.87536,0.450067,0.05,-0.00207959,0.00129249,-0.000155122
1.87536,0.453029,0.05,-0.00202361,0.00127889,-0.000154738
1.87536,0.455991,0.05,-0.00196763,0.0012653,-0.000154354
1.87536,0.458953,0.05,-0.00190938,0.00124416,-0.000152126
1.87536,0.461916,0.05,-0.00185111,0.00122404,-0.000150245
1.87536,0.464878,0.05,-0.00179454,0.00121595,-0.000151939
1.87536,0.46784,0.05,-0.00173747,0.00120602,-0.000152833
1.87536,0.470802,0.05,-0.00167929,0.00119191,-0.000151918
1.87536,0.473764,0.05,-0.00162111,0.00117781,-0.000151003
1.87536,0.476726,0.05,-0.00156092,0.00115796,-0.000148423
1.87536,0.479688,0.05,-0.00149968,0.00113517,-0.000144985
1.87536,0.48265,0.05,-0.00144054,0.00112412,-0.000146251
1.87536,0.485613,0.05,-0.00138191,0.00111593,-0.00014866
1.87536,0.488575,0.05,-0.00132166,0.00110211,-0.000147985
1.87536,0.491537,0.05,-0.00126115,0.00108739,-0.000146816
1.87536,0.494499,0.05,-0.00119965,0.00107039,-0.000144664
1.87536,0.497461,0.05,-0.00113519,0.00104658,-0.000139582
1.87536,0.500423,0.05,-0.00107166,0.00102707,-0.000136872
1.87536,0.503385,0.05,-0.00101044,0.00101828,-0.000140079
1.87536,0.506347,0.05,-0.000948764,0.00100798,-0.000142209
1.87536,0.50931,0.05,-0.000885557,0.000992593,-0.000140736
1.87536,0.512272,0.05,-0.000822349,0.000977211,-0.000139263
1.87536,0.515234,0.05,-0.000756054,0.000955819,-0.000134281
1.87536,0.518196,0.05,-0.000688164,0.000931324,-0.000127487
1.87536,0.521158,0.05,-0.000622385,0.000915447,-0.000126664
1.87536,0.52412,0.05,-0.000558123,0.000905758,-0.000130129
1.87536,0.527082,0.05,-0.000493009,0.000893504,-0.000131387
1.87536,0.530044,0.05,-0.000426669,0.000877562,-0.000129472
1.87536,0.533007,0.05,-0.000360329,0.000861619,-0.000127557
1.87536,0.535969,0.05,-0.000289175,0.000837882,-0.000120378
1.87536,0.538931,0.05,-0.000217388,0.00081312,-0.000112508
1.87536,0.541893,0.05,-0.000148658,0.000798089,-0.000112078
1.87536,0.544855,0.05,-8.12975e-05,0.000787412,-0.000114979
1.87536,0.547817,0.05,-1.29012e-05,0.000774446,-0.000115767
1.87536,0.550779,0.05,5.70496e-05,0.000758042,-0.000113385
1.87536,0.553741,0.05,0.000127,0.000741638,-0.000111003
1.87536,0.556704,0.05,0.00020305,0.000717426,-0.00010344
1.87536,0.559666,0.05,0.000279613,0.000692554,-9.54388e-05
1.87536,0.562628,0.05,0.000352609,0.000675637,-9.3154e-05
1.87536,0.56559,0.05,0.000423334,0.000663785,-9.4509e-05
1.87536,0.568552,0.05,0.000494682,0.000650964,-9.50425e-05
1.87536,0.571514,0.05,0.000568552,0.000634224,-9.22537e-05
1.87536,0.574476,0.05,0.000642422,0.000617484,-8.94649e-05
1.87536,0.577438,0.05,0.000722158,0.000594731,-8.34279e-05
1.87536,0.580401,0.05,0.000803613,0.000570214,-7.64384e-05
1.87536,0.583363,0.05,0.000882493,0.000549689,-7.17862e-05
1.87536,0.586325,0.05,0.000956397,0.000536874,-7.16456e-05
1.87536,0.589287,0.05,0.0010303,0.000524058,-7.15051e-05
1.87536,0.592249,0.05,0.00110726,0.000507951,-6.88998e-05
1.87536,0.595211,0.05,0.00118496,0.000491044,-6.56963e-05
1.87536,0.598173,0.05,0.00126629,0.000471122,-6.12946e-05
1.87536,0.601135,0.05,0.00135233,0.000447294,-5.53415e-05
1.87536,0.604097,0.05,0.00143836,0.000423466,-4.93883e-05
1.87536,0.60706,0.05,0.00151625,0.000408804,-4.75495e-05
1.87536,0.610022,0.05,0.00159303,0.000395383,-4.62674e-05
1.87536,0.612984,0.05,0.0016708,0.000381164,-4.45261e-05
1.87536,0.615946,0.05,0.00175209,0.00036409,-4.11417e-05
1.87536,0.618908,0.05,0.00183338,0.000347016,-3.77573e-05
1.87536,0.62187,0.05,0.00192311,0.000324247,-3.29787e-05
1.87536,0.624832,0.05,0.00201369,0.000300906,-2.80601e-05
1.87536,0.627794,0.05,0.00210184,0.000279705,-2.37496e-05
1.87536,0.630757,0.05,0.00218177,0.000265711,-2.1487e-05
1.87536,0.633719,0.05,0.00226171,0.000251718,-1.92244e-05
1.87536,0.636681,0.05,0.00234377,0.000236261,-1.65618e-05
1.87536,0.639643,0.05,0.00242855,0.000218936,-1.33886e-05
1.87536,0.642605,0.05,0.00251528,0.000200519,-1.01337e-05
1.87536,0.645567,0.05,0.0026103,0.000177494,-6.53363e-06
1.87536,0.648529,0.05,0.00270531,0.000154468,-2.93354e-06
1.87536,0.651491,0.05,0.00279573,0.000134584,4.19951e-07
1.87536,0.654454,0.05,0.00287881,0.000119711,3.38003e-06
1.87536,0.657416,0.05,0.00296189,0.000104839,6.34011e-06
1.87536,0.660378,0.05,0.00304753,8.87645e-05,9.15711e-06
1.87536,0.66334,0.05,0.00313608,7.13191e-05,1.1811e-05
1.87536,0.666302,0.05,0.00322787,5.24872e-05,1.41739e-05
1.87536,0.669264,0.05,0.00332786,3.01504e-05,1.58014e-05
1.87536,0.672226,0.05,0.00342785,7.8136e-06,1.74289e-05
1.87536,0.675188,0.05,0.0035232,-1.21573e-05,1.95001e-05
1.87536,0.678151,0.05,0.00360992,-2.77318e-05,2.23958e-05
1.87536,0.681113,0.05,0.00369664,-4.33063e-05,2.52916e-05
1.87536,0.684075,0.05,0.00378511,-5.9386e-05,2.78528e-05
1.87536,0.687037,0.05,0.00387758,-7.66298e-05,2.96432e-05
1.87536,0.689999,0.05,0.00397229,-9.46149e-05,3.10076e-05
1.87536,0.692961,0.05,0.00407683,-0.000115874,3.0491e-05
1.87536,0.695923,0.05,0.00418137,-0.000137133,2.99743e-05
1.87536,0.698885,0.05,0.00428416,-0.000157699,2.98839e-05
1.87536,0.701848,0.05,0.00437438,-0.000173318,3.2836e-05
1.87536,0.70481,0.05,0.0044646,-0.000188938,3.57882e-05
1.87536,0.707772,0.05,0.00455481,-0.000204557,3.87403e-05
1.87536,0.710734,0.05,0.00465074,-0.000221343,3.96259e-05
1.87536,0.713696,0.05,0.004747,-0.000238194,4.03941e-05
1.87536,0.716658,0.05,0.00485457,-0.000258128,3.81435e-05
1.87536,0.71962,0.05,0.00496347,-0.000278424,3.55388e-05
1.87536,0.722582,0.05,0.00507238,-0.00029872,3.29341e-05
1.87536,0.725545,0.05,0.00517114,-0.000315201,3.39413e-05
1.87536,0.728507,0.05,0.00526567,-0.000330085,3.64602e-05
1.87536,0.731469,0.05,0.00536019,-0.000344969,3.89791e-05
1.87536,0.734431,0.05,0.00545704,-0.000360494,4.04685e-05
1.87536,0.737393,0.05,0.00555737,-0.000376984,4.04087e-05
1.87536,0.740355,0.05,0.00566303,-0.000394982,3.88968e-05
1.87536,0.743317,0.05,0.0057762,-0.000415106,3.53398e-05
1.87536,0.746279,0.05,0.00588937,-0.000435231,3.17828e-05
1.87536,0.749241,0.05,0.00600119,-0.000454752,2.86868e-05
1.87536,0.752204,0.05,0.00610043,-0.000468668,2.98797e-05
1.87536,0.755166,0.05,0.00619966,-0.000482583,3.10726e-05
1.87536,0.758128,0.05,0.0062989,-0.000496499,3.22655e-05
1.87536,0.76109,0.05,0.00640193,-0.000511954,3.20394e-05
1.87536,0.764052,0.05,0.00650689,-0.000528193,3.10919e-05
1.87536,0.767014,0.05,0.0066215,-0.000547404,2.80246e-05
1.87536,0.769976,0.05,0.0067394,-0.000567627,2.42355e-05
1.87536,0.772938,0.05,0.00685731,-0.00058785,2.04463e-05
1.87536,0.775901,0.05,0.00697092,-0.000605895,1.77164e-05
1.87536,0.778863,0.05,0.00707456,-0.000618871,1.74518e-05
1.87536,0.781825,0.05,0.00717819,-0.000631847,1.71871e-05
1.87536,0.784787,0.05,0.00728183,-0.000644823,1.69225e-05
1.87536,0.787749,0.05,0.00738971,-0.000659838,1.57245e-05
1.87536,0.790711,0.05,0.00749909,-0.000675573,1.41976e-05
1.87536,0.793673,0.05,0.0076201,-0.000694883,1.10032e-05
1.87536,0.796635,0.05,0.00774256,-0.000714643,7.59945e-06
1.87536,0.799598,0.05,0.00786502,-0.000734402,4.19574e-06
1.87536,0.80256,0.05,0.00798258,-0.000751839,1.80177e-06
1.87536,0.805522,0.05,0.00808958,-0.000764272,1.5828e-06
1.87536,0.808484,0.05,0.00819657,-0.000776705,1.36383e-06
1.87536,0.811446,0.05,0.00830357,-0.000789138,1.14486e-06
1.87536,0.814408,0.05,0.00841447,-0.000803123,1.05189e-07
1.87536,0.81737,0.05,0.00852767,-0.000818018,-1.41495e-06
1.87536,0.820332,0.05,0.0086526,-0.000835859,-4.55569e-06
1.87536,0.823295,0.05,0.00877969,-0.000854243,-7.99534e-06
1.87536,0.826257,0.05,0.00890678,-0.000872628,-1.1435e-05
1.87536,0.829219,0.05,0.00903136,-0.000890102,-1.45138e-05
1.87536,0.832181,0.05,0.0091415,-0.000902365,-1.5528e-05
1.87536,0.835143,0.05,0.00925164,-0.000914627,-1.65421e-05
1.87536,0.838105,0.05,0.00936179,-0.00092689,-1.75562e-05
1.87536,0.841067,0.05,0.00947415,-0.000939736,-1.87983e-05
1.87536,0.844029,0.05,0.00959083,-0.000953715,-2.04833e-05
1.87536,0.846992,0.05,0.00971653,-0.000969145,-2.27622e-05
1.87536,0.849954,0.05,0.00984787,-0.000985482,-2.54123e-05
1.87536,0.852916,0.05,0.0099792,-0.00100182,-2.80624e-05
1.87536,0.855878,0.05,0.0101105,-0.00101816,-3.07125e-05
1.87536,0.85884,0.05,0.0102269,-0.00103083,-3.31699e-05
1.87536,0.861802,0.05,0.0103394,-0.00104258,-3.55786e-05
1.87536,0.864764,0.05,0.0104519,-0.00105433,-3.79872e-05
1.87536,0.867726,0.05,0.0105645,-0.00106608,-4.03959e-05
1.87536,0.870689,0.05,0.0106833,-0.00107876,-4.23144e-05
1.87536,0.873651,0.05,0.0108063,-0.00109185,-4.40148e-05
1.87536,0.876613,0.05,0.0109417,-0.00110597,-4.51509e-05
1.87536,0.879575,0.05,0.0110771,-0.0011201,-4.6287e-05
1.87536,0.882537,0.05,0.0112126,-0.00113423,-4.74231e-05
1.87536,0.885499,0.05,0.0113425,-0.00114737,-4.89889e-05
1.87536,0.888461,0.05,0.0114576,-0.00115782,-5.17277e-05
1.87536,0.891423,0.05,0.0115727,-0.00116828,-5.44665e-05
1.87536,0.894385,0.05,0.0116878,-0.00117873,-5.72053e-05
1.87536,0.897348,0.05,0.0118046,-0.0011894,-5.96612e-05
1.87536,0.90031,0.05,0.0119274,-0.00120083,-6.1134e-05
1.87536,0.903272,0.05,0.0120601,-0.00121287,-6.17593e-05
1.87536,0.906234,0.05,0.012199,-0.00122528,-6.18494e-05
1.87536,0.909196,0.05,0.0123379,-0.00123769,-6.19396e-05
1.87536,0.912158,0.05,0.0124768,-0.00125011,-6.20297e-05
1.87536,0.91512,0.05,0.0126044,-0.00126046,-6.30983e-05
1.87536,0.918082,0.05,0.0127231,-0.00126921,-6.49293e-05
1.87536,0.921045,0.05,0.0128418,-0.00127797,-6.67604e-05
1.87536,0.924007,0.05,0.0129605,-0.00128672,-6.85915e-05
1.87536,0.926969,0.05,0.013082,-0.0012959,-7.02373e-05
1.87536,0.929931,0.05,0.0132074,-0.0013057,-7.16117e-05
1.87536,0.932893,0.05,0.0133454,-0.00131627,-7.2469e-05
1.87536,0.935855,0.05,0.0134856,-0.00132698,-7.32318e-05
1.87536,0.938817,0.05,0.0136258,-0.00133769,-7.39946e-05
1.87536,0.941779,0.05,0.013766,-0.0013484,-7.47573e-05
1.87536,0.944742,0.05,0.0138935,-0.00135662,-7.608e-05
1.87536,0.947704,0.05,0.0140152,-0.00136369,-7.76617e-05
1.87536,0.950666,0.05,0.0141369,-0.00137075,-7.92434e-05
1.87536,0.953628,0.05,0.0142585,-0.00137782,-8.0825e-05
1.87536,0.95659,0.05,0.0143825,-0.00138524,-8.24151e-05
1.87536,0.959552,0.05,0.0145096,-0.00139316,-8.40166e-05
1.87536,0.962514,0.05,0.0146479,-0.00140152,-8.51589e-05
1.87536,0.965476,0.05,0.0147874,-0.00140994,-8.6253e-05
1.87536,0.968439,0.05,0.0149269,-0.00141835,-8.73471e-05
1.87536,0.971401,0.05,0.0150664,-0.00142676,-8.84412e-05
1.87536,0.974363,0.05,0.015195,-0.00143321,-8.95219e-05
1.87536,0.977325,0.05,0.0153173,-0.00143854,-9.05948e-05
1.87536,0.980287,0.05,0.0154397,-0.00144387,-9.16678e-05
1.87536,0.983249,0.05,0.015562,-0.0014492,-9.27408e-05
1.87536,0.986211,0.05,0.0156857,-0.00145469,-9.38452e-05
1.87536,0.989173,0.05,0.0158127,-0.00146061,-9.50333e-05
1.87536,0.992136,0.05,0.0159476,-0.00146648,-9.57868e-05
1.87536,0.995098,0.05,0.0160845,-0.00147234,-9.64289e-05
1.87536,0.99806,0.05,0.0162214,-0.00147821,-9.7071e-05
1.87536,1.00102,0.05,0.0163583,-0.00148407,-9.77131e-05
1.87536,1.00398,0.05,0.0164883,-0.00148896,-9.85728e-05
1.87536,1.00695,0.05,0.0166089,-0.00149252,-9.97239e-05
1.87536,1.00991,0.05,0.0167295,-0.00149608,-0.000100875
1.87536,1.01287,0.05,0.0168501,-0.00149965,-0.000102026
1.87536,1.01583,0.05,0.0169707,-0.00150321,-0.000103177
1.87536,1.01879,0.05,0.0170956,-0.00150712,-0.000103919
1.87536,1.02176,0.05,0.0172248,-0.00151075,-0.000103949
1.87536,1.02472,0.05,0.0173576,-0.00151412,-0.000103341
1.87536,1.02768,0.05,0.0174904,-0.00151748,-0.000102734
1.87536,1.03064,0.05,0.0176233,-0.00152084,-0.000102127
1.87536,1.03361,0.05,0.0177552,-0.0015241,-0.000101606
1.87536,1.03657,0.05,0.0178733,-0.00152585,-0.000102451
1.87536,1.03953,0.05,0.0179913,-0.0015276,-0.000103296
1.87536,1.04249,0.05,0.0181094,-0.00152935,-0.000104141
1.87536,1.04545,0.05,0.0182274,-0.0015311,-0.000104986
1.87536,1.04842,0.05,0.0183472,-0.00153303,-0.000105369
1.87536,1.05138,0.05,0.0184689,-0.00153505,-0.000105129
1.87536,1.05434,0.05,0.0185949,-0.00153621,-0.000103069
1.87536,1.0573,0.05,0.018721,-0.00153736,-0.000101008
1.87536,1.06026,0.05,0.0188471,-0.00153852,-9.8948e-05
1.87536,1.06323,0.05,0.0189731,-0.00153967,-9.68876e-05
1.87536,1.06619,0.05,0.019092,-0.00154043,-9.56145e-05
1.87536,1.06915,0.05,0.0192048,-0.00154086,-9.50156e-05
1.87536,1.07211,0.05,0.0193176,-0.00154129,-9.44166e-05
1.87536,1.07507,0.05,0.0194304,-0.00154171,-9.38177e-05
1.87536,1.07804,0.05,0.0195431,-0.00154214,-9.32188e-05
1.87536,1.081,0.05,0.0196584,-0.00154247,-9.22058e-05
1.87536,1.08396,0.05,0.0197752,-0.00154199,-9.06041e-05
1.87536,1.08692,0.05,0.0198931,-0.00154073,-8.84621e-05
1.87536,1.08989,0.05,0.0200111,-0.00153946,-8.63201e-05
1.87536,1.09285,0.05,0.020129,-0.0015382,-8.41781e-05
1.87536,1.09581,0.05,0.020247,-0.00153694,-8.2036e-05
1.87536,1.09877,0.05,0.0203548,-0.0015358,-8.06193e-05
1.87536,1.10173,0.05,0.0204612,-0.00153468,-7.93097e-05
1.87536,1.1047,0.05,0.0205675,-0.00153355,-7.8e-05
1.87536,1.10766,0.05,0.0206739,-0.00153243,-7.66904e-05
1.87536,1.11062,0.05,0.0207805,-0.00153125,-7.5372e-05
1.87536,1.11358,0.05,0.0208885,-0.00152983,-7.40093e-05
1.87536,1.11654,0.05,0.020996,-0.00152713,-7.25727e-05
1.87536,1.11951,0.05,0.0211033,-0.00152406,-7.11138e-05
1.87536,1.12247,0.05,0.0212105,-0.00152098,-6.96549e-05
1.87536,1.12543,0.05,0.0213178,-0.00151791,-6.8196e-05
1.87536,1.12839,0.05,0.0214246,-0.00151486,-6.67321e-05
1.87536,1.13136,0.05,0.0215238,-0.00151213,-6.5196e-05
1.87536,1.13432,0.05,0.021623,-0.0015094,-6.36598e-05
1.87536,1.13728,0.05,0.0217221,-0.00150667,-6.21236e-05
1.87536,1.14024,0.05,0.0218213,-0.00150395,-6.05875e-05
1.87536,1.1432,0.05,0.0219205,-0.00150117,-5.90774e-05
1.87536,1.14617,0.05,0.0220194,-0.00149826,-5.76303e-05
1.87536,1.14913,0.05,0.0221137,-0.00149423,-5.62091e-05
1.87536,1.15209,0.05,0.0222075,-0.00149007,-5.4791e-05
1.87536,1.15505,0.05,0.0223012,-0.0014859,-5.33729e-05
1.87536,1.15801,0.05,0.022395,-0.00148174,-5.19548e-05
1.87536,1.16098,0.05,0.0224883,-0.00147761,-5.05231e-05
1.87536,1.16394,0.05,0.0225779,-0.00147379,-4.89938e-05
1.87536,1.1669,0.05,0.0226676,-0.00146997,-4.74644e-05
1.87536,1.16986,0.05,0.0227572,-0.00146614,-4.59351e-05
1.87536,1.17282,0.05,0.0228468,-0.00146232,-4.44058e-05
1.87536,1.17579,0.05,0.0229361,-0.00145845,-4.27887e-05
1.87536,1.17875,0.05,0.0230243,-0.00145448,-4.09615e-05
1.87536,1.18171,0.05,0.0231053,-0.00144969,-3.87289e-05
1.87536,1.18467,0.05,0.0231855,-0.0014448,-3.64421e-05
1.87536,1.18764,0.05,0.0232656,-0.0014399,-3.41552e-05
1.87536,1.1906,0.05,0.0233457,-0.001435,-3.18684e-05
1.87536,1.19356,0.05,0.0234257,-0.00143013,-2.96165e-05
1.87536,1.19652,0.05,0.0235041,-0.00142573,-2.7967e-05
1.87536,1.19948,0.05,0.0235825,-0.00142133,-2.63174e-05
1.87536,1.20245,0.05,0.0236609,-0.00141694,-2.46679e-05
1.87536,1.20541,0.05,0.0237393,-0.00141254,-2.30184e-05
1.87536,1.20837,0.05,0.0238174,-0.00140811,-2.13073e-05
1.87536,1.21133,0.05,0.023894,-0.00140351,-1.93126e-05
1.87536,1.21429,0.05,0.0239638,-0.00139839,-1.69354e-05
1.87536,1.21726,0.05,0.0240313,-0.00139309,-1.44268e-05
1.87536,1.22022,0.05,0.0240988,-0.00138779,-1.19182e-05
1.87536,1.22318,0.05,0.0241663,-0.00138249,-9.40961e-06
1.87536,1.22614,0.05,0.0242338,-0.0013772,-6.901e-06
1.87536,1.22911,0.05,0.0243012,-0.00137228,-4.88623e-06
1.87536,1.23207,0.05,0.0243686,-0.00136742,-2.9459e-06
1.87536,1.23503,0.05,0.0244361,-0.00136256,-1.00558e-06
1.87536,1.23799,0.05,0.0245035,-0.0013577,9.34738e-07
1.87536,1.24095,0.05,0.0245709,-0.00135284,2.87506e-06
1.87536,1.24392,0.05,0.0246362,-0.00134794,4.72143e-06
1.87536,1.24688,0.05,0.0246966,-0.00134295,6.48247e-06
