x,y,z,UDNS_0,UDNS_1,UDNS_2
3.1585,0.12764,0.05,-0.00305747,-0.000448157,-0.000127944
3.1585,0.130679,0.05,-0.00301283,-0.000461124,-0.000127915
3.1585,0.133718,0.05,-0.00296773,-0.000474059,-0.00012794
3.1585,0.136757,0.05,-0.00292234,-0.000487036,-0.00012793
3.1585,0.139796,0.05,-0.00287694,-0.000500013,-0.00012792
3.1585,0.142835,0.05,-0.00283124,-0.000512954,-0.000128001
3.1585,0.145874,0.05,-0.0027853,-0.000525937,-0.000128032
3.1585,0.148913,0.05,-0.00273936,-0.00053892,-0.000128062
3.1585,0.151952,0.05,-0.00269331,-0.000551848,-0.000128252
3.1585,0.154991,0.05,-0.00264708,-0.000564789,-0.000128487
3.1585,0.15803,0.05,-0.00260085,-0.00057773,-0.000128722
3.1585,0.161069,0.05,-0.00255453,-0.000590622,-0.000128945
3.1585,0.164108,0.05,-0.00250818,-0.00060351,-0.000129784
3.1585,0.167147,0.05,-0.00246177,-0.000616394,-0.000130515
3.1585,0.170186,0.05,-0.00241536,-0.000629278,-0.000131245
3.1585,0.173225,0.05,-0.0023688,-0.000642111,-0.0001324
3.1585,0.176264,0.05,-0.00232223,-0.000654946,-0.000133776
3.1585,0.179303,0.05,-0.00227565,-0.000667782,-0.000135153
3.1585,0.182342,0.05,-0.00222908,-0.000680618,-0.00013653
3.1585,0.185381,0.05,-0.00218247,-0.000693401,-0.000138317
3.1585,0.18842,0.05,-0.00213592,-0.000706165,-0.00014009
3.1585,0.191459,0.05,-0.00208938,-0.000718929,-0.000141863
3.1585,0.194498,0.05,-0.00204283,-0.00073163,-0.000143203
3.1585,0.197538,0.05,-0.00199662,-0.000744392,-0.000145392
3.1585,0.200577,0.05,-0.00195041,-0.00075706,-0.000147135
3.1585,0.203616,0.05,-0.00190421,-0.000769728,-0.000148878
3.1585,0.206655,0.05,-0.00185807,-0.000782377,-0.000150323
3.1585,0.209694,0.05,-0.00181223,-0.000795005,-0.000151984
3.1585,0.212733,0.05,-0.00176637,-0.000807576,-0.000153394
3.1585,0.215772,0.05,-0.00172051,-0.000820147,-0.000154804
3.1585,0.218811,0.05,-0.00167457,-0.000832583,-0.000155462
3.1585,0.22185,0.05,-0.00162908,-0.000845306,-0.000157138
3.1585,0.224889,0.05,-0.00158336,-0.000857831,-0.000158138
3.1585,0.227928,0.05,-0.00153764,-0.000870355,-0.000159139
3.1585,0.230967,0.05,-0.00149192,-0.00088288,-0.000160139
3.1585,0.234006,0.05,-0.00144627,-0.000895532,-0.000160825
3.1585,0.237045,0.05,-0.00140039,-0.000908116,-0.00016159
3.1585,0.240084,0.05,-0.00135452,-0.0009207,-0.000162356
3.1585,0.243123,0.05,-0.00130865,-0.000933284,-0.000163121
3.1585,0.246162,0.05,-0.00126272,-0.000945972,-0.000163698
3.1585,0.249201,0.05,-0.00121629,-0.000958698,-0.000164286
3.1585,0.25224,0.05,-0.00116987,-0.000971423,-0.000164874
3.1585,0.255279,0.05,-0.00112345,-0.000984149,-0.000165461
3.1585,0.258318,0.05,-0.00107702,-0.000996874,-0.000166049
3.1585,0.261357,0.05,-0.00103002,-0.00100968,-0.000166537
3.1585,0.264396,0.05,-0.000982787,-0.0010225,-0.00016698
3.1585,0.267435,0.05,-0.000935551,-0.00103532,-0.000167424
3.1585,0.270474,0.05,-0.000888316,-0.00104814,-0.000167867
3.1585,0.273514,0.05,-0.000840944,-0.00106086,-0.000168266
3.1585,0.276553,0.05,-0.000793068,-0.00107369,-0.000168899
3.1585,0.279592,0.05,-0.000745054,-0.00108644,-0.000169253
3.1585,0.282631,0.05,-0.00069704,-0.00109919,-0.000169606
3.1585,0.28567,0.05,-0.000649026,-0.00111194,-0.00016996
3.1585,0.288709,0.05,-0.000600711,-0.00112446,-0.000170246
3.1585,0.291748,0.05,-0.000552148,-0.0011372,-0.000170973
3.1585,0.294787,0.05,-0.000503272,-0.00114974,-0.000171267
3.1585,0.297826,0.05,-0.000454397,-0.00116229,-0.000171562
3.1585,0.300865,0.05,-0.000405522,-0.00117484,-0.000171856
3.1585,0.303904,0.05,-0.000356647,-0.00118738,-0.000172151
3.1585,0.306943,0.05,-0.000306841,-0.00119969,-0.000172727
3.1585,0.309982,0.05,-0.000256899,-0.00121198,-0.000172836
3.1585,0.313021,0.05,-0.000206956,-0.00122426,-0.000172945
3.1585,0.31606,0.05,-0.000157014,-0.00123655,-0.000173055
3.1585,0.319099,0.05,-0.000107072,-0.00124883,-0.000173164
3.1585,0.322138,0.05,-5.631e-05,-0.00126098,-0.000173244
3.1585,0.325177,0.05,-5.14256e-06,-0.001273,-0.000172838
3.1585,0.328216,0.05,4.60249e-05,-0.00128502,-0.000172433
3.1585,0.331255,0.05,9.71924e-05,-0.00129704,-0.000172028
3.1585,0.334294,0.05,0.00014836,-0.00130907,-0.000171623
3.1585,0.337333,0.05,0.00019958,-0.00132105,-0.000171195
3.1585,0.340372,0.05,0.000252617,-0.00133288,-0.000170136
3.1585,0.343411,0.05,0.00030543,-0.00134467,-0.000169204
3.1585,0.34645,0.05,0.000358243,-0.00135646,-0.000168271
3.1585,0.349489,0.05,0.000411056,-0.00136824,-0.000167339
3.1585,0.352529,0.05,0.000463869,-0.00138003,-0.000166406
3.1585,0.355568,0.05,0.000517759,-0.00139096,-0.000165179
3.1585,0.358607,0.05,0.000572235,-0.00140332,-0.000163903
3.1585,0.361646,0.05,0.000627135,-0.00141495,-0.00016269
3.1585,0.364685,0.05,0.000682034,-0.00142658,-0.000161477
3.1585,0.367724,0.05,0.000736934,-0.00143822,-0.000160263
3.1585,0.370763,0.05,0.000791833,-0.00144985,-0.00015905
3.1585,0.373802,0.05,0.000847668,-0.00146062,-0.000157839
3.1585,0.376841,0.05,0.000904255,-0.0014728,-0.000156082
3.1585,0.37988,0.05,0.000961381,-0.00148437,-0.00015461
3.1585,0.382919,0.05,0.00101851,-0.00149593,-0.000153139
3.1585,0.385958,0.05,0.00107563,-0.0015075,-0.000151667
3.1585,0.388997,0.05,0.00113276,-0.00151906,-0.000150196
3.1585,0.392036,0.05,0.00119028,-0.00153031,-0.000148854
3.1585,0.395075,0.05,0.00124893,-0.00154181,-0.000146718
3.1585,0.398114,0.05,0.00130839,-0.00155326,-0.00014502
3.1585,0.401153,0.05,0.00136786,-0.00156471,-0.000143322
3.1585,0.404192,0.05,0.00142733,-0.00157617,-0.000141625
3.1585,0.407231,0.05,0.0014868,-0.00158762,-0.000139927
3.1585,0.41027,0.05,0.00154627,-0.00159907,-0.000138229
3.1585,0.413309,0.05,0.00160702,-0.0016101,-0.000136388
3.1585,0.416348,0.05,0.00166878,-0.00162132,-0.000134769
3.1585,0.419387,0.05,0.00173057,-0.00163254,-0.000133177
3.1585,0.422426,0.05,0.00179236,-0.00164375,-0.000131586
3.1585,0.425465,0.05,0.00185415,-0.00165497,-0.000129995
3.1585,0.428505,0.05,0.00191594,-0.00166618,-0.000128403
3.1585,0.431544,0.05,0.00197835,-0.00167724,-0.000127298
3.1585,0.434583,0.05,0.00204175,-0.0016883,-0.000126081
3.1585,0.437622,0.05,0.00210528,-0.00169913,-0.000125091
3.1585,0.440661,0.05,0.0021688,-0.00170995,-0.000124101
3.1585,0.4437,0.05,0.00223233,-0.00172078,-0.000123111
3.1585,0.446739,0.05,0.00229586,-0.0017316,-0.000122121
3.1585,0.449778,0.05,0.00235938,-0.00174243,-0.000121131
3.1585,0.452817,0.05,0.00242391,-0.00175299,-0.00012088
3.1585,0.455856,0.05,0.00248848,-0.00176382,-0.000120658
3.1585,0.458895,0.05,0.0025532,-0.00177417,-0.000120002
3.1585,0.461934,0.05,0.00261791,-0.00178453,-0.000119345
3.1585,0.464973,0.05,0.00268263,-0.00179488,-0.000118689
3.1585,0.468012,0.05,0.00274734,-0.00180523,-0.000118032
3.1585,0.471051,0.05,0.00281206,-0.00181558,-0.000117376
3.1585,0.47409,0.05,0.00287771,-0.00182568,-0.000116602
3.1585,0.477129,0.05,0.00294384,-0.00183621,-0.000116898
3.1585,0.480168,0.05,0.00300977,-0.00184608,-0.000115541
3.1585,0.483207,0.05,0.0030757,-0.00185594,-0.000114185
3.1585,0.486246,0.05,0.00314164,-0.0018658,-0.000112829
3.1585,0.489285,0.05,0.00320757,-0.00187567,-0.000111472
3.1585,0.492324,0.05,0.0032735,-0.00188553,-0.000110116
3.1585,0.495363,0.05,0.00333959,-0.00189534,-0.000108601
3.1585,0.498402,0.05,0.00340731,-0.00190526,-0.000107714
3.1585,0.501441,0.05,0.00347476,-0.00191456,-0.000105405
3.1585,0.50448,0.05,0.00354222,-0.00192386,-0.000103095
3.1585,0.50752,0.05,0.00360967,-0.00193317,-0.000100785
3.1585,0.510559,0.05,0.00367712,-0.00194247,-9.84758e-05
3.1585,0.513598,0.05,0.00374458,-0.00195177,-9.61662e-05
3.1585,0.516637,0.05,0.00381203,-0.00196107,-9.38565e-05
3.1585,0.519676,0.05,0.00388119,-0.00196982,-8.93826e-05
3.1585,0.522715,0.05,0.00394976,-0.00197928,-8.87281e-05
3.1585,0.525754,0.05,0.00401907,-0.00198808,-8.61321e-05
3.1585,0.528793,0.05,0.00408838,-0.00199688,-8.3536e-05
3.1585,0.531832,0.05,0.00415769,-0.00200568,-8.09399e-05
3.1585,0.534871,0.05,0.004227,-0.00201448,-7.83439e-05
3.1585,0.53791,0.05,0.00429631,-0.00202328,-7.57478e-05
3.1585,0.540949,0.05,0.00436563,-0.00203208,-7.31518e-05
3.1585,0.543988,0.05,0.00443714,-0.0020407,-6.92843e-05
3.1585,0.547027,0.05,0.00450772,-0.00204957,-6.78867e-05
3.1585,0.550066,0.05,0.00457897,-0.00205807,-6.56423e-05
3.1585,0.553105,0.05,0.00465023,-0.00206657,-6.33979e-05
3.1585,0.556144,0.05,0.00472149,-0.00207508,-6.11535e-05
3.1585,0.559183,0.05,0.00479275,-0.00208358,-5.89091e-05
3.1585,0.562222,0.05,0.00486401,-0.00209208,-5.66646e-05
3.1585,0.565261,0.05,0.00493526,-0.00210058,-5.44202e-05
3.1585,0.5683,0.05,0.00500882,-0.00210898,-5.13618e-05
3.1585,0.571339,0.05,0.00508105,-0.00211779,-5.04106e-05
3.1585,0.574378,0.05,0.00515425,-0.0021261,-4.89418e-05
3.1585,0.577417,0.05,0.00522744,-0.00213441,-4.74731e-05
3.1585,0.580456,0.05,0.00530064,-0.00214272,-4.60043e-05
3.1585,0.583495,0.05,0.00537384,-0.00215103,-4.45355e-05
3.1585,0.586535,0.05,0.00544704,-0.00215934,-4.30667e-05
3.1585,0.589574,0.05,0.00552024,-0.00216765,-4.15979e-05
3.1585,0.592613,0.05,0.00559613,-0.00217522,-3.94819e-05
3.1585,0.595652,0.05,0.00566952,-0.00218421,-3.92374e-05
3.1585,0.598691,0.05,0.00574514,-0.00219241,-3.83543e-05
3.1585,0.60173,0.05,0.00582075,-0.00220062,-3.74711e-05
3.1585,0.604769,0.05,0.00589636,-0.00220883,-3.6588e-05
3.1585,0.607808,0.05,0.00597197,-0.00221704,-3.57049e-05
3.1585,0.610847,0.05,0.00604759,-0.00222524,-3.48218e-05
3.1585,0.613886,0.05,0.0061232,-0.00223345,-3.39386e-05
3.1585,0.616925,0.05,0.00620025,-0.00224124,-3.29264e-05
3.1585,0.619964,0.05,0.00627735,-0.0022493,-3.20011e-05
3.1585,0.623003,0.05,0.00635504,-0.00225749,-3.14863e-05
3.1585,0.626042,0.05,0.00643338,-0.0022655,-3.09947e-05
3.1585,0.629081,0.05,0.00651172,-0.00227352,-3.05031e-05
3.1585,0.63212,0.05,0.00659007,-0.00228154,-3.00115e-05
3.1585,0.635159,0.05,0.00666841,-0.00228955,-2.952e-05
3.1585,0.638198,0.05,0.00674675,-0.00229757,-2.90284e-05
3.1585,0.641237,0.05,0.00682509,-0.00230558,-2.85368e-05
3.1585,0.644276,0.05,0.00690704,-0.00231273,-2.8372e-05
3.1585,0.647315,0.05,0.00698554,-0.00232077,-2.74151e-05
3.1585,0.650354,0.05,0.00706636,-0.0023283,-2.74334e-05
3.1585,0.653393,0.05,0.00714717,-0.00233584,-2.74517e-05
3.1585,0.656432,0.05,0.00722799,-0.00234337,-2.74699e-05
3.1585,0.659471,0.05,0.00730881,-0.0023509,-2.74882e-05
3.1585,0.662511,0.05,0.00738963,-0.00235844,-2.75065e-05
3.1585,0.66555,0.05,0.00747045,-0.00236597,-2.75247e-05
3.1585,0.668589,0.05,0.00755126,-0.0023735,-2.7543e-05
3.1585,0.671628,0.05,0.00763609,-0.00238028,-2.82384e-05
3.1585,0.674667,0.05,0.00771719,-0.00238751,-2.7772e-05
3.1585,0.677706,0.05,0.00779958,-0.00239446,-2.76596e-05
3.1585,0.680745,0.05,0.00788197,-0.0024014,-2.75473e-05
3.1585,0.683784,0.05,0.00796436,-0.00240835,-2.74349e-05
3.1585,0.686823,0.05,0.00804675,-0.00241529,-2.73225e-05
3.1585,0.689862,0.05,0.00812914,-0.00242224,-2.72101e-05
3.1585,0.692901,0.05,0.00821154,-0.00242919,-2.70978e-05
3.1585,0.69594,0.05,0.00829393,-0.00243613,-2.69854e-05
3.1585,0.698979,0.05,0.00837859,-0.00244274,-2.70093e-05
3.1585,0.702018,0.05,0.00846133,-0.00244922,-2.68883e-05
3.1585,0.705057,0.05,0.00854427,-0.00245565,-2.61136e-05
3.1585,0.708096,0.05,0.00862731,-0.00246207,-2.52831e-05
3.1585,0.711135,0.05,0.00871034,-0.00246849,-2.44526e-05
3.1585,0.714174,0.05,0.00879338,-0.00247491,-2.36221e-05
3.1585,0.717213,0.05,0.00887641,-0.00248133,-2.27916e-05
3.1585,0.720252,0.05,0.00895945,-0.00248776,-2.19611e-05
3.1585,0.723291,0.05,0.00904248,-0.00249418,-2.11306e-05
3.1585,0.72633,0.05,0.00912658,-0.00250054,-2.01885e-05
3.1585,0.729369,0.05,0.0092114,-0.00250687,-1.91449e-05
3.1585,0.732408,0.05,0.00929461,-0.00251298,-1.81403e-05
3.1585,0.735447,0.05,0.00937833,-0.00251873,-1.69825e-05
3.1585,0.738486,0.05,0.00946204,-0.00252447,-1.58247e-05
3.1585,0.741526,0.05,0.00954575,-0.00253021,-1.46668e-05
3.1585,0.744565,0.05,0.00962947,-0.00253595,-1.3509e-05
3.1585,0.747604,0.05,0.00971318,-0.00254169,-1.23512e-05
3.1585,0.750643,0.05,0.00979689,-0.00254743,-1.11934e-05
3.1585,0.753682,0.05,0.00988061,-0.00255318,-1.00356e-05
3.1585,0.756721,0.05,0.00996732,-0.00255834,-8.95803e-06
3.1585,0.75976,0.05,0.0100518,-0.00256431,-8.07102e-06
3.1585,0.762799,0.05,0.0101364,-0.00256948,-7.0175e-06
3.1585,0.765838,0.05,0.0102213,-0.00257442,-5.92039e-06
3.1585,0.768877,0.05,0.0103062,-0.00257936,-4.82328e-06
3.1585,0.771916,0.05,0.0103911,-0.0025843,-3.72618e-06
3.1585,0.774955,0.05,0.0104759,-0.00258924,-2.62907e-06
3.1585,0.777994,0.05,0.0105608,-0.00259418,-1.53197e-06
3.1585,0.781033,0.05,0.0106457,-0.00259912,-4.34861e-07
3.1585,0.784072,0.05,0.0107306,-0.00260406,6.62245e-07
3.1585,0.787111,0.05,0.0108196,-0.00260771,1.99098e-06
3.1585,0.79015,0.05,0.010904,-0.00261345,2.53196e-06
3.1585,0.793189,0.05,0.0109901,-0.00261768,3.13477e-06
3.1585,0.796228,0.05,0.0110763,-0.00262181,3.74224e-06
3.1585,0.799267,0.05,0.0111626,-0.00262594,4.3497e-06
3.1585,0.802306,0.05,0.0112488,-0.00263008,4.95717e-06
3.1585,0.805345,0.05,0.011335,-0.00263421,5.56464e-06
3.1585,0.808384,0.05,0.0114212,-0.00263834,6.1721e-06
3.1585,0.811423,0.05,0.0115074,-0.00264248,6.77957e-06
3.1585,0.814462,0.05,0.0115936,-0.00264661,7.38703e-06
3.1585,0.817502,0.05,0.0116843,-0.00264901,8.47408e-06
3.1585,0.820541,0.05,0.0117702,-0.00265347,8.27195e-06
3.1585,0.82358,0.05,0.0118569,-0.00265701,7.88713e-06
3.1585,0.826619,0.05,0.0119437,-0.00266034,7.48722e-06
3.1585,0.829658,0.05,0.0120306,-0.00266368,7.08731e-06
3.1585,0.832697,0.05,0.0121174,-0.00266702,6.6874e-06
3.1585,0.835736,0.05,0.0122043,-0.00267036,6.28749e-06
3.1585,0.838775,0.05,0.0122911,-0.0026737,5.88758e-06
3.1585,0.841814,0.05,0.012378,-0.00267704,5.48767e-06
3.1585,0.844853,0.05,0.0124649,-0.00268038,5.08777e-06
3.1585,0.847892,0.05,0.0125544,-0.00268269,4.97229e-06
3.1585,0.850931,0.05,0.0126418,-0.00268576,4.22328e-06
3.1585,0.85397,0.05,0.0127279,-0.00268885,3.11652e-06
3.1585,0.857009,0.05,0.0128143,-0.00269149,2.01152e-06
3.1585,0.860048,0.05,0.0129007,-0.00269413,9.06516e-07
3.1585,0.863087,0.05,0.0129871,-0.00269677,-1.98486e-07
3.1585,0.866126,0.05,0.0130734,-0.00269941,-1.30349e-06
3.1585,0.869165,0.05,0.0131598,-0.00270205,-2.40849e-06
3.1585,0.872204,0.05,0.0132462,-0.00270469,-3.51349e-06
3.1585,0.875243,0.05,0.0133326,-0.00270733,-4.6185e-06
3.1585,0.878282,0.05,0.0134199,-0.00270964,-5.56067e-06
3.1585,0.881321,0.05,0.0135081,-0.00271158,-6.46186e-06
3.1585,0.88436,0.05,0.0135933,-0.00271454,-8.43283e-06
3.1585,0.887399,0.05,0.0136789,-0.00271646,-9.62778e-06
3.1585,0.890438,0.05,0.0137645,-0.00271838,-1.08227e-05
3.1585,0.893477,0.05,0.0138501,-0.0027203,-1.20177e-05
3.1585,0.896517,0.05,0.0139357,-0.00272222,-1.32127e-05
3.1585,0.899556,0.05,0.0140213,-0.00272413,-1.44076e-05
3.1585,0.902595,0.05,0.0141069,-0.00272605,-1.56026e-05
3.1585,0.905634,0.05,0.0141925,-0.00272797,-1.67975e-05
3.1585,0.908673,0.05,0.0142781,-0.00272989,-1.79925e-05
3.1585,0.911712,0.05,0.0143655,-0.00273106,-1.80608e-05
3.1585,0.914751,0.05,0.0144516,-0.00273265,-1.86481e-05
3.1585,0.91779,0.05,0.0145361,-0.00273458,-1.99076e-05
3.1585,0.920829,0.05,0.014621,-0.00273579,-2.07186e-05
3.1585,0.923868,0.05,0.014706,-0.002737,-2.15297e-05
3.1585,0.926907,0.05,0.0147909,-0.0027382,-2.23407e-05
3.1585,0.929946,0.05,0.0148759,-0.00273941,-2.31518e-05
3.1585,0.932985,0.05,0.0149608,-0.00274062,-2.39628e-05
3.1585,0.936024,0.05,0.0150458,-0.00274183,-2.47739e-05
3.1585,0.939063,0.05,0.0151307,-0.00274304,-2.55849e-05
3.1585,0.942102,0.05,0.0152157,-0.00274425,-2.6396e-05
3.1585,0.945141,0.05,0.015303,-0.0027445,-2.59922e-05
3.1585,0.94818,0.05,0.0153878,-0.00274542,-2.65851e-05
3.1585,0.951219,0.05,0.0154715,-0.00274642,-2.75325e-05
3.1585,0.954258,0.05,0.0155556,-0.00274687,-2.81051e-05
3.1585,0.957297,0.05,0.0156397,-0.00274733,-2.86776e-05
3.1585,0.960336,0.05,0.0157239,-0.00274779,-2.92502e-05
3.1585,0.963375,0.05,0.015808,-0.00274824,-2.98228e-05
3.1585,0.966414,0.05,0.0158921,-0.0027487,-3.03954e-05
3.1585,0.969453,0.05,0.0159762,-0.00274916,-3.0968e-05
3.1585,0.972492,0.05,0.0160604,-0.00274961,-3.15405e-05
3.1585,0.975532,0.05,0.0161445,-0.00275007,-3.21131e-05
3.1585,0.978571,0.05,0.0162311,-0.0027497,-3.18567e-05
3.1585,0.98161,0.05,0.0163158,-0.00274976,-3.23914e-05
3.1585,0.984649,0.05,0.0163989,-0.00274993,-3.33188e-05
3.1585,0.987688,0.05,0.0164817,-0.00274951,-3.37599e-05
3.1585,0.990727,0.05,0.0165645,-0.00274909,-3.4201e-05
3.1585,0.993766,0.05,0.0166473,-0.00274868,-3.46421e-05
3.1585,0.996805,0.05,0.0167301,-0.00274826,-3.50832e-05
3.1585,0.999844,0.05,0.0168129,-0.00274784,-3.55243e-05
3.1585,1.00288,0.05,0.0168957,-0.00274742,-3.59654e-05
3.1585,1.00592,0.05,0.0169785,-0.002747,-3.64064e-05
3.1585,1.00896,0.05,0.0170613,-0.00274659,-3.68475e-05
3.1585,1.012,0.05,0.0171454,-0.0027456,-3.69164e-05
3.1585,1.01504,0.05,0.0172289,-0.00274462,-3.71126e-05
3.1585,1.01808,0.05,0.0173108,-0.00274405,-3.77902e-05
3.1585,1.02112,0.05,0.0173912,-0.00274274,-3.79541e-05
3.1585,1.02416,0.05,0.0174716,-0.00274142,-3.8118e-05
3.1585,1.0272,0.05,0.017552,-0.00274011,-3.82819e-05
3.1585,1.03023,0.05,0.0176324,-0.0027388,-3.84459e-05
3.1585,1.03327,0.05,0.0177128,-0.00273748,-3.86098e-05
3.1585,1.03631,0.05,0.0177932,-0.00273617,-3.87737e-05
3.1585,1.03935,0.05,0.0178736,-0.00273485,-3.89377e-05
3.1585,1.04239,0.05,0.0179541,-0.00273354,-3.91016e-05
3.1585,1.04543,0.05,0.0180346,-0.00273199,-3.92631e-05
3.1585,1.04847,0.05,0.0181155,-0.00272998,-3.94201e-05
3.1585,1.05151,0.05,0.0181939,-0.00272878,-4.01544e-05
3.1585,1.05455,0.05,0.0182713,-0.00272706,-4.04252e-05
3.1585,1.05759,0.05,0.018348,-0.0027249,-4.03193e-05
3.1585,1.06062,0.05,0.0184247,-0.00272275,-4.02134e-05
3.1585,1.06366,0.05,0.0185014,-0.0027206,-4.01074e-05
3.1585,1.0667,0.05,0.0185781,-0.00271845,-4.00015e-05
3.1585,1.06974,0.05,0.0186548,-0.0027163,-3.98956e-05
3.1585,1.07278,0.05,0.0187315,-0.00271415,-3.97897e-05
3.1585,1.07582,0.05,0.0188082,-0.002712,-3.96837e-05
3.1585,1.07886,0.05,0.0188849,-0.00270985,-3.95778e-05
3.1585,1.0819,0.05,0.0189615,-0.00270687,-3.90386e-05
3.1585,1.08494,0.05,0.0190369,-0.00270427,-3.87194e-05
3.1585,1.08798,0.05,0.0191105,-0.00270255,-3.88795e-05
3.1585,1.09102,0.05,0.0191829,-0.00269971,-3.83902e-05
3.1585,1.09405,0.05,0.0192552,-0.00269681,-3.78731e-05
3.1585,1.09709,0.05,0.0193275,-0.00269392,-3.73559e-05
3.1585,1.10013,0.05,0.0193999,-0.00269103,-3.68388e-05
3.1585,1.10317,0.05,0.0194722,-0.00268814,-3.63216e-05
3.1585,1.10621,0.05,0.0195446,-0.00268525,-3.58044e-05
3.1585,1.10925,0.05,0.0196169,-0.00268236,-3.52873e-05
3.1585,1.11229,0.05,0.0196892,-0.00267946,-3.47701e-05
3.1585,1.11533,0.05,0.0197616,-0.00267639,-3.41627e-05
3.1585,1.11837,0.05,0.019834,-0.00267214,-3.29792e-05
3.1585,1.12141,0.05,0.0199042,-0.00266922,-3.2184e-05
3.1585,1.12444,0.05,0.019973,-0.00266665,-3.15132e-05
3.1585,1.12748,0.05,0.0200408,-0.00266305,-3.06238e-05
3.1585,1.13052,0.05,0.0201086,-0.00265944,-2.97345e-05
3.1585,1.13356,0.05,0.0201764,-0.00265584,-2.88451e-05
3.1585,1.1366,0.05,0.0202442,-0.00265224,-2.79558e-05
3.1585,1.13964,0.05,0.0203119,-0.00264864,-2.70664e-05
3.1585,1.14268,0.05,0.0203797,-0.00264504,-2.61771e-05
3.1585,1.14572,0.05,0.0204475,-0.00264144,-2.52877e-05
3.1585,1.14876,0.05,0.0205153,-0.00263784,-2.43984e-05
3.1585,1.1518,0.05,0.0205831,-0.00263373,-2.3344e-05
3.1585,1.15483,0.05,0.0206511,-0.00262851,-2.19253e-05
3.1585,1.15787,0.05,0.0207164,-0.00262494,-2.07858e-05
3.1585,1.16091,0.05,0.0207808,-0.00262137,-1.98605e-05
3.1585,1.16395,0.05,0.0208443,-0.00261701,-1.92687e-05
3.1585,1.16699,0.05,0.0209079,-0.00261266,-1.86769e-05
3.1585,1.17003,0.05,0.0209714,-0.0026083,-1.8085e-05
3.1585,1.17307,0.05,0.0210349,-0.00260395,-1.74932e-05
3.1585,1.17611,0.05,0.0210984,-0.00259959,-1.69014e-05
3.1585,1.17915,0.05,0.0211619,-0.00259523,-1.63096e-05
3.1585,1.18219,0.05,0.0212254,-0.00259088,-1.57178e-05
3.1585,1.18523,0.05,0.021289,-0.00258652,-1.5126e-05
3.1585,1.18826,0.05,0.0213523,-0.00258165,-1.45571e-05
