x,y,z,U_0,U_1,U_2
2.36887,0,0.05,0,0,0
2.36887,0.00303904,0.05,-0.000921733,5.2618e-06,-7.30034e-23
2.36887,0.00607808,0.05,-0.00157666,8.33044e-06,-5.96621e-23
2.36887,0.00911712,0.05,-0.00197759,9.21871e-06,-4.36671e-24
2.36887,0.0121562,0.05,-0.00220439,8.53843e-06,7.03463e-24
2.36887,0.0151952,0.05,-0.0023337,6.79469e-06,5.11791e-23
2.36887,0.0182342,0.05,-0.00240738,4.26802e-06,5.54692e-23
2.36887,0.0212733,0.05,-0.00246396,1.44051e-06,1.804e-23
2.36887,0.0243123,0.05,-0.00250608,-1.68683e-06,-5.50758e-23
2.36887,0.0273514,0.05,-0.00253311,-5.12091e-06,-5.32388e-23
2.36887,0.0303904,0.05,-0.00255627,-8.64221e-06,-2.81675e-23
2.36887,0.0334294,0.05,-0.00257136,-1.24281e-05,8.83792e-24
2.36887,0.0364685,0.05,-0.00258293,-1.62638e-05,1.90085e-23
2.36887,0.0395075,0.05,-0.00259043,-2.0289e-05,5.71094e-24
2.36887,0.0425465,0.05,-0.00259457,-2.43632e-05,1.09996e-23
2.36887,0.0455856,0.05,-0.00259631,-2.86004e-05,2.98071e-23
2.36887,0.0486246,0.05,-0.0025953,-3.28662e-05,4.61505e-23
2.36887,0.0516637,0.05,-0.00259247,-3.72975e-05,5.1383e-23
2.36887,0.0547027,0.05,-0.00258768,-4.17215e-05,1.78008e-23
2.36887,0.0577417,0.05,-0.0025811,-4.6335e-05,-3.92865e-23
2.36887,0.0607808,0.05,-0.00257342,-5.08909e-05,-8.49247e-23
2.36887,0.0638198,0.05,-0.00256365,-5.56782e-05,-7.19444e-23
2.36887,0.0668589,0.05,-0.00255372,-6.0344e-05,-3.27763e-23
2.36887,0.0698979,0.05,-0.00254119,-6.52993e-05,1.16866e-23
2.36887,0.0729369,0.05,-0.00252866,-7.02546e-05,5.61495e-23
2.36887,0.075976,0.05,-0.00251447,-7.51744e-05,6.06685e-23
2.36887,0.079015,0.05,-0.00249949,-8.02938e-05,6.80624e-23
2.36887,0.0820541,0.05,-0.0024841,-8.52821e-05,9.3206e-23
2.36887,0.0850931,0.05,-0.0024669,-9.05635e-05,8.70034e-23
2.36887,0.0881321,0.05,-0.0024497,-9.5845e-05,8.08007e-23
2.36887,0.0911712,0.05,-0.00243131,-0.000101045,1.83076e-23
2.36887,0.0942102,0.05,-0.00241207,-0.000106487,-5.31302e-23
2.36887,0.0972492,0.05,-0.00239237,-0.000111181,-1.28762e-22
2.36887,0.100288,0.05,-0.00237195,-0.000117323,-1.51506e-22
2.36887,0.103327,0.05,-0.0023508,-0.000122926,-1.26848e-22
2.36887,0.106366,0.05,-0.0023292,-0.000127812,-3.75593e-23
2.36887,0.109405,0.05,-0.00230665,-0.000134098,-1.22409e-23
2.36887,0.112444,0.05,-0.00228371,-0.000139862,3.18919e-24
2.36887,0.115483,0.05,-0.00226062,-0.000145427,-4.41314e-23
2.36887,0.118523,0.05,-0.00223595,-0.000151355,-5.68518e-23
2.36887,0.121562,0.05,-0.00221127,-0.000157283,-6.95722e-23
2.36887,0.124601,0.05,-0.00218569,-0.000161882,-3.79196e-23
2.36887,0.12764,0.05,-0.00216024,-0.00016908,2.07855e-23
2.36887,0.130679,0.05,-0.00213389,-0.000175173,6.13982e-23
2.36887,0.133718,0.05,-0.00210671,-0.00018008,8.74334e-23
2.36887,0.136757,0.05,-0.00207988,-0.00018726,5.71491e-23
2.36887,0.139796,0.05,-0.00205189,-0.00019352,4.56308e-23
2.36887,0.142835,0.05,-0.00202391,-0.00019978,3.41125e-23
2.36887,0.145874,0.05,-0.00199517,-0.000205881,1.67695e-23
2.36887,0.148913,0.05,-0.00196557,-0.000212312,-2.50658e-23
2.36887,0.151952,0.05,-0.00193597,-0.000218742,-6.69012e-23
2.36887,0.154991,0.05,-0.00190505,-0.000223461,-1.26537e-22
2.36887,0.15803,0.05,-0.00187516,-0.000231533,-1.08301e-22
2.36887,0.161069,0.05,-0.00184395,-0.000238137,-7.86354e-23
2.36887,0.164108,0.05,-0.00181275,-0.000244741,-4.89699e-23
2.36887,0.167147,0.05,-0.00178091,-0.000251168,5.5728e-23
2.36887,0.170186,0.05,-0.0017481,-0.00025795,1.15204e-22
2.36887,0.173225,0.05,-0.00171529,-0.000264731,1.7468e-22
2.36887,0.176264,0.05,-0.00168212,-0.000271081,2.29202e-22
2.36887,0.179303,0.05,-0.00164863,-0.000278164,2.06876e-22
2.36887,0.182342,0.05,-0.0016142,-0.000285126,1.50428e-22
2.36887,0.185381,0.05,-0.00157977,-0.000292089,9.39805e-23
2.36887,0.18842,0.05,-0.00154392,-0.000297411,2.09491e-23
2.36887,0.191459,0.05,-0.00150969,-0.000305909,-6.99153e-23
2.36887,0.194498,0.05,-0.00147362,-0.000313056,-1.07526e-22
2.36887,0.197538,0.05,-0.00143756,-0.000320202,-1.45137e-22
2.36887,0.200577,0.05,-0.00140026,-0.000325993,-1.61796e-22
2.36887,0.203616,0.05,-0.00136427,-0.000334394,-1.23693e-22
2.36887,0.206655,0.05,-0.00132654,-0.000341728,-1.23452e-22
2.36887,0.209694,0.05,-0.00128882,-0.000349063,-1.23211e-22
2.36887,0.212733,0.05,-0.00125109,-0.000356397,-1.22969e-22
2.36887,0.215772,0.05,-0.00121252,-0.000363606,-2.21748e-22
2.36887,0.218811,0.05,-0.00117311,-0.000371132,-1.45076e-22
2.36887,0.22185,0.05,-0.00113369,-0.000378657,-6.84036e-23
2.36887,0.224889,0.05,-0.00109427,-0.000386182,8.26873e-24
2.36887,0.227928,0.05,-0.00105304,-0.000392184,2.81837e-22
2.36887,0.230967,0.05,-0.00101347,-0.000401251,3.95856e-22
2.36887,0.234006,0.05,-0.000972319,-0.00040897,3.98705e-22
2.36887,0.237045,0.05,-0.000931172,-0.000416688,4.01554e-22
2.36887,0.240084,0.05,-0.000888864,-0.000423348,3.34512e-22
2.36887,0.243123,0.05,-0.000847776,-0.000432069,9.79171e-24
2.36887,0.246162,0.05,-0.000804857,-0.000439982,-4.19812e-23
2.36887,0.249201,0.05,-0.000761937,-0.000447896,-9.3754e-23
2.36887,0.25224,0.05,-0.000719017,-0.00045581,-1.45527e-22
2.36887,0.255279,0.05,-0.000672702,-0.00046085,-3.96256e-23
2.36887,0.258318,0.05,-0.000631471,-0.000471674,1.23286e-22
2.36887,0.261357,0.05,-0.000586731,-0.000479784,1.66356e-22
2.36887,0.264396,0.05,-0.00054199,-0.000487894,2.09425e-22
2.36887,0.267435,0.05,-0.00049725,-0.000496005,2.52495e-22
2.36887,0.270474,0.05,-0.000449393,-0.000501845,1.29731e-22
2.36887,0.273514,0.05,-0.000405739,-0.000512326,8.86829e-23
2.36887,0.276553,0.05,-0.000359126,-0.000520632,2.51128e-23
2.36887,0.279592,0.05,-0.000312514,-0.000528938,-3.84574e-23
2.36887,0.282631,0.05,-0.000265901,-0.000537244,-1.02028e-22
2.36887,0.28567,0.05,-0.000215697,-0.000543081,-1.21892e-22
2.36887,0.288709,0.05,-0.000170632,-0.000553995,-2.82625e-22
2.36887,0.291748,0.05,-0.000122092,-0.000562495,-2.91502e-22
2.36887,0.294787,0.05,-7.35513e-05,-0.000570994,-3.00378e-22
2.36887,0.297826,0.05,-2.50108e-05,-0.000579494,-3.09255e-22
2.36887,0.300865,0.05,2.65862e-05,-0.000586019,-2.26498e-22
2.36887,0.303904,0.05,7.37794e-05,-0.000596643,-1.45197e-22
2.36887,0.306943,0.05,0.000124306,-0.000605333,-1.07735e-22
2.36887,0.309982,0.05,0.000174833,-0.000614022,-7.02732e-23
2.36887,0.313021,0.05,0.00022536,-0.000622711,-3.28111e-23
2.36887,0.31606,0.05,0.00027671,-0.000630924,-6.71947e-24
2.36887,0.319099,0.05,0.000329339,-0.000639041,-1.56316e-23
2.36887,0.322138,0.05,0.000379979,-0.000649101,-2.33403e-25
2.36887,0.325177,0.05,0.000432553,-0.000657973,1.60201e-25
2.36887,0.328216,0.05,0.000485127,-0.000666845,5.53804e-25
2.36887,0.331255,0.05,0.000537701,-0.000675718,9.47407e-25
2.36887,0.334294,0.05,0.000593761,-0.000682809,1.49729e-24
2.36887,0.337333,0.05,0.000644916,-0.000693685,1.1158e-24
2.36887,0.340372,0.05,0.00069949,-0.000702794,-6.39268e-24
2.36887,0.343411,0.05,0.000754174,-0.00071184,-1.40451e-23
2.36887,0.34645,0.05,0.000808858,-0.000720886,-2.16975e-23
2.36887,0.349489,0.05,0.000863542,-0.000729932,-2.935e-23
2.36887,0.352529,0.05,0.000923178,-0.000736782,-3.63114e-23
2.36887,0.355568,0.05,0.000975494,-0.000748424,-3.09492e-23
2.36887,0.358607,0.05,0.00103235,-0.000757631,-3.68106e-23
2.36887,0.361646,0.05,0.00108921,-0.000766838,-4.26719e-23
2.36887,0.364685,0.05,0.00114606,-0.000776045,-4.85333e-23
2.36887,0.367724,0.05,0.00120292,-0.000785252,-5.43946e-23
2.36887,0.370763,0.05,0.00126507,-0.000792461,-9.45287e-23
2.36887,0.373802,0.05,0.00131946,-0.000804153,-2.61571e-22
2.36887,0.376841,0.05,0.00137855,-0.000813504,-2.23087e-22
2.36887,0.37988,0.05,0.00143764,-0.000822856,-1.84604e-22
2.36887,0.382919,0.05,0.00149673,-0.000832207,-1.4612e-22
2.36887,0.385958,0.05,0.00155582,-0.000841558,-1.07637e-22
2.36887,0.388997,0.05,0.00161958,-0.000849417,6.55344e-23
2.36887,0.392036,0.05,0.00167769,-0.000860339,2.86097e-22
2.36887,0.395075,0.05,0.00173804,-0.00087029,3.14746e-22
2.36887,0.398114,0.05,0.00179942,-0.000879764,2.89551e-22
2.36887,0.401153,0.05,0.0018608,-0.000889238,2.64356e-22
2.36887,0.404192,0.05,0.00192218,-0.000898712,2.39161e-22
2.36887,0.407231,0.05,0.0019864,-0.000907441,1.21571e-22
2.36887,0.41027,0.05,0.00205013,-0.000916926,-8.95898e-23
2.36887,0.413309,0.05,0.00211069,-0.000927847,-2.48861e-22
2.36887,0.416348,0.05,0.00217441,-0.000937417,-3.02159e-22
2.36887,0.419387,0.05,0.00223814,-0.000946987,-3.55458e-22
