x,y,z,UDNS_0,UDNS_1,UDNS_2
1.08573,0.605767,0.05,-0.00347845,0.00240294,5.35342e-06
1.08573,0.608283,0.05,-0.0035096,0.00242863,5.5669e-06
1.08573,0.610799,0.05,-0.00353706,0.00245234,5.385e-06
1.08573,0.613315,0.05,-0.00355963,0.00247221,5.61492e-06
1.08573,0.61583,0.05,-0.0035822,0.00249208,5.84485e-06
1.08573,0.618346,0.05,-0.00360001,0.00250853,5.66865e-06
1.08573,0.620862,0.05,-0.00361352,0.00252265,5.98526e-06
1.08573,0.623378,0.05,-0.00362704,0.00253678,6.30187e-06
1.08573,0.625894,0.05,-0.00363537,0.00254849,6.19088e-06
1.08573,0.628409,0.05,-0.00364044,0.00255739,6.60938e-06
1.08573,0.630925,0.05,-0.00364551,0.0025663,7.02787e-06
1.08573,0.633441,0.05,-0.00364706,0.00257283,7.05434e-06
1.08573,0.635957,0.05,-0.00364445,0.00257713,7.57148e-06
1.08573,0.638472,0.05,-0.00364183,0.00258142,8.08863e-06
1.08573,0.640988,0.05,-0.00363465,0.00258504,8.60774e-06
1.08573,0.643504,0.05,-0.00362708,0.00258575,8.93431e-06
1.08573,0.64602,0.05,-0.00361738,0.00258613,9.53425e-06
1.08573,0.648535,0.05,-0.00360508,0.00258589,1.03269e-05
1.08573,0.651051,0.05,-0.00359053,0.00258291,1.06975e-05
1.08573,0.653567,0.05,-0.00357359,0.00257903,1.13404e-05
1.08573,0.656083,0.05,-0.00355665,0.00257516,1.19832e-05
1.08573,0.658599,0.05,-0.00353349,0.00256951,1.27905e-05
1.08573,0.661114,0.05,-0.00351088,0.00256239,1.32234e-05
1.08573,0.66363,0.05,-0.00348677,0.0025547,1.37912e-05
1.08573,0.666146,0.05,-0.00346236,0.00254689,1.43734e-05
1.08573,0.668662,0.05,-0.00343206,0.00253691,1.49258e-05
1.08573,0.671177,0.05,-0.00340147,0.00252587,1.52945e-05
1.08573,0.673693,0.05,-0.00337088,0.00251484,1.56632e-05
1.08573,0.676209,0.05,-0.00333373,0.00250098,1.62308e-05
1.08573,0.678725,0.05,-0.00329966,0.00248893,1.63561e-05
1.08573,0.68124,0.05,-0.00326226,0.00247463,1.65573e-05
1.08573,0.683756,0.05,-0.00322486,0.00246033,1.67586e-05
1.08573,0.686272,0.05,-0.00317776,0.00244159,1.71865e-05
1.08573,0.688788,0.05,-0.00313914,0.00242794,1.69748e-05
1.08573,0.691304,0.05,-0.00309491,0.00241048,1.70242e-05
1.08573,0.693819,0.05,-0.00305069,0.00239302,1.70735e-05
1.08573,0.696335,0.05,-0.00299718,0.00237108,1.73534e-05
1.08573,0.698851,0.05,-0.00294986,0.0023539,1.66693e-05
1.08573,0.701367,0.05,-0.00289861,0.00233363,1.66354e-05
1.08573,0.703882,0.05,-0.00284737,0.00231336,1.66014e-05
1.08573,0.706398,0.05,-0.00279289,0.00229154,1.67234e-05
1.08573,0.708914,0.05,-0.00273352,0.00226938,1.61714e-05
1.08573,0.71143,0.05,-0.00267504,0.00224647,1.59859e-05
1.08573,0.713945,0.05,-0.00261656,0.00222356,1.58004e-05
1.08573,0.716461,0.05,-0.00255809,0.00220065,1.56149e-05
1.08573,0.718977,0.05,-0.00248172,0.00217009,1.59828e-05
1.08573,0.721493,0.05,-0.0024238,0.00214936,1.44713e-05
1.08573,0.724009,0.05,-0.00235827,0.00212401,1.39424e-05
1.08573,0.726524,0.05,-0.00229274,0.00209866,1.34134e-05
1.08573,0.72904,0.05,-0.00221707,0.0020688,1.35573e-05
1.08573,0.731556,0.05,-0.00214687,0.00204352,1.21205e-05
1.08573,0.734072,0.05,-0.00207401,0.00201611,1.12796e-05
1.08573,0.736587,0.05,-0.00200116,0.0019887,1.04387e-05
1.08573,0.739103,0.05,-0.0019283,0.00196129,9.59779e-06
1.08573,0.741619,0.05,-0.0018279,0.0019227,1.03931e-05
1.08573,0.744135,0.05,-0.00176343,0.00190114,8.26308e-06
1.08573,0.74665,0.05,-0.00168301,0.00187188,7.21025e-06
1.08573,0.749166,0.05,-0.00160259,0.00184263,6.15742e-06
1.08573,0.751682,0.05,-0.00152217,0.00181338,5.10459e-06
1.08573,0.754198,0.05,-0.00140997,0.0017727,5.23569e-06
1.08573,0.756713,0.05,-0.00133979,0.00174931,3.84205e-06
1.08573,0.759229,0.05,-0.0012517,0.00171838,2.58915e-06
1.08573,0.761745,0.05,-0.00116361,0.00168745,1.33625e-06
1.08573,0.764261,0.05,-0.00107552,0.00165652,8.33476e-08
1.08573,0.766777,0.05,-0.000948573,0.00161298,-8.90712e-07
1.08573,0.769292,0.05,-0.000874308,0.00158871,-1.50482e-06
1.08573,0.771808,0.05,-0.000778202,0.00155635,-2.95756e-06
1.08573,0.774324,0.05,-0.000682096,0.00152399,-4.41031e-06
1.08573,0.77684,0.05,-0.000585989,0.00149163,-5.86305e-06
1.08573,0.779355,0.05,-0.000449849,0.00144755,-8.09149e-06
1.08573,0.781871,0.05,-0.000368087,0.00142161,-8.22893e-06
1.08573,0.784387,0.05,-0.000263852,0.00138803,-9.83817e-06
1.08573,0.786903,0.05,-0.000159616,0.00135445,-1.14474e-05
1.08573,0.789418,0.05,-5.53812e-05,0.00132088,-1.30566e-05
1.08573,0.791934,0.05,6.96704e-05,0.00128184,-1.52214e-05
1.08573,0.79445,0.05,0.000190543,0.00124502,-1.66252e-05
1.08573,0.796966,0.05,0.000291472,0.0012138,-1.7526e-05
1.08573,0.799482,0.05,0.000404351,0.00117918,-1.89947e-05
1.08573,0.801997,0.05,0.000517231,0.00114455,-2.04633e-05
1.08573,0.804513,0.05,0.00063011,0.00110993,-2.1932e-05
1.08573,0.807029,0.05,0.000804711,0.00106156,-2.45974e-05
1.08573,0.809545,0.05,0.000889213,0.00103548,-2.33825e-05
1.08573,0.81206,0.05,0.00101119,0.00100016,-2.42616e-05
1.08573,0.814576,0.05,0.00113316,0.000964835,-2.51406e-05
1.08573,0.817092,0.05,0.00125513,0.000929511,-2.60196e-05
1.08573,0.819608,0.05,0.00138736,0.000892242,-2.71404e-05
1.08573,0.822123,0.05,0.00156015,0.000847878,-2.85729e-05
1.08573,0.824639,0.05,0.00165925,0.00081886,-2.70231e-05
1.08573,0.827155,0.05,0.00179047,0.000783153,-2.72135e-05
1.08573,0.829671,0.05,0.0019217,0.000747446,-2.74039e-05
1.08573,0.832187,0.05,0.00205292,0.000711739,-2.75943e-05
1.08573,0.834702,0.05,0.00220873,0.000672197,-2.83851e-05
1.08573,0.837218,0.05,0.00238119,0.000631048,-2.87107e-05
1.08573,0.839734,0.05,0.00249051,0.000600968,-2.67562e-05
1.08573,0.84225,0.05,0.00263129,0.000565299,-2.6622e-05
1.08573,0.844765,0.05,0.00277208,0.00052963,-2.64878e-05
1.08573,0.847281,0.05,0.00291287,0.00049396,-2.63536e-05
1.08573,0.849797,0.05,0.00307668,0.000455423,-2.6785e-05
1.08573,0.852313,0.05,0.00327319,0.000413611,-2.75232e-05
1.08573,0.854828,0.05,0.00338366,0.000384225,-2.53637e-05
1.08573,0.857344,0.05,0.00353391,0.000349212,-2.52532e-05
1.08573,0.85986,0.05,0.00368415,0.000314199,-2.51427e-05
1.08573,0.862376,0.05,0.00383439,0.000279186,-2.50323e-05
1.08573,0.864892,0.05,0.00398679,0.000243979,-2.49599e-05
1.08573,0.867407,0.05,0.00423433,0.000200252,-2.65561e-05
1.08573,0.869923,0.05,0.00433447,0.000173164,-2.47183e-05
1.08573,0.872439,0.05,0.00449337,0.000139368,-2.41687e-05
1.08573,0.874955,0.05,0.00465302,0.000105486,-2.36355e-05
1.08573,0.87747,0.05,0.00481268,7.16044e-05,-2.31023e-05
1.08573,0.879986,0.05,0.00497233,3.77225e-05,-2.25692e-05
1.08573,0.882502,0.05,0.00519647,-2.19516e-07,-2.22341e-05
1.08573,0.885018,0.05,0.00537155,-3.35647e-05,-2.14446e-05
1.08573,0.887533,0.05,0.0055098,-6.36328e-05,-2.01845e-05
1.08573,0.890049,0.05,0.00567879,-9.58123e-05,-1.88822e-05
1.08573,0.892565,0.05,0.00584779,-0.000127992,-1.75798e-05
1.08573,0.895081,0.05,0.00601678,-0.000160171,-1.62774e-05
1.08573,0.897597,0.05,0.00618894,-0.00019242,-1.49649e-05
1.08573,0.900112,0.05,0.00646222,-0.000226877,-1.33284e-05
1.08573,0.902628,0.05,0.00658901,-0.000255202,-1.24144e-05
1.08573,0.905144,0.05,0.00675464,-0.000284612,-1.10356e-05
1.08573,0.90766,0.05,0.00693246,-0.000314398,-9.52904e-06
1.08573,0.910175,0.05,0.00711028,-0.000344184,-8.02243e-06
1.08573,0.912691,0.05,0.0072881,-0.000373969,-6.51582e-06
1.08573,0.915207,0.05,0.00749207,-0.000403332,-4.91428e-06
1.08573,0.917723,0.05,0.00775706,-0.000431398,-3.09759e-06
1.08573,0.920238,0.05,0.00788211,-0.000459121,-1.84259e-06
1.08573,0.922754,0.05,0.00806339,-0.000486119,-6.69919e-07
1.08573,0.92527,0.05,0.00824933,-0.000513057,4.95928e-07
1.08573,0.927786,0.05,0.00843528,-0.000539994,1.66178e-06
1.08573,0.930302,0.05,0.00862122,-0.000566932,2.82762e-06
1.08573,0.932817,0.05,0.00883543,-0.00059216,3.88214e-06
1.08573,0.935333,0.05,0.00910828,-0.000613555,4.84882e-06
1.08573,0.937849,0.05,0.00924226,-0.000640387,7.85952e-06
1.08573,0.940365,0.05,0.00942643,-0.000664418,9.12733e-06
1.08573,0.94288,0.05,0.00961919,-0.00068797,1.00969e-05
1.08573,0.945396,0.05,0.00981194,-0.000711522,1.10665e-05
1.08573,0.947912,0.05,0.0100047,-0.000735074,1.20361e-05
1.08573,0.950428,0.05,0.0102086,-0.000757403,1.26794e-05
1.08573,0.952943,0.05,0.0104945,-0.000770753,1.09275e-05
1.08573,0.955459,0.05,0.0106576,-0.000794442,1.4697e-05
1.08573,0.957975,0.05,0.0108342,-0.000816353,1.71016e-05
1.08573,0.960491,0.05,0.0110322,-0.00083602,1.80193e-05
1.08573,0.963007,0.05,0.0112303,-0.000855686,1.89369e-05
1.08573,0.965522,0.05,0.0114283,-0.000875353,1.98546e-05
1.08573,0.968038,0.05,0.0116263,-0.000895019,2.07723e-05
1.08573,0.970554,0.05,0.0118853,-0.000904154,1.7605e-05
1.08573,0.97307,0.05,0.0121066,-0.00091782,1.73234e-05
1.08573,0.975585,0.05,0.0122701,-0.000939336,2.12162e-05
1.08573,0.978101,0.05,0.0124712,-0.000954717,2.17958e-05
1.08573,0.980617,0.05,0.0126723,-0.000970098,2.23754e-05
1.08573,0.983133,0.05,0.0128734,-0.000985479,2.2955e-05
1.08573,0.985648,0.05,0.0130745,-0.00100086,2.35345e-05
1.08573,0.988164,0.05,0.0132887,-0.00101276,2.28026e-05
1.08573,0.99068,0.05,0.0135512,-0.00101178,1.72246e-05
1.08573,0.993196,0.05,0.0137312,-0.00102814,1.90556e-05
1.08573,0.995712,0.05,0.0139151,-0.00104327,2.03632e-05
1.08573,0.998227,0.05,0.0141162,-0.00105429,1.99179e-05
1.08573,1.00074,0.05,0.0143173,-0.00106532,1.94726e-05
1.08573,1.00326,0.05,0.0145185,-0.00107635,1.90273e-05
1.08573,1.00577,0.05,0.0147196,-0.00108738,1.8582e-05
1.08573,1.00829,0.05,0.0149397,-0.00109016,1.57811e-05
1.08573,1.01081,0.05,0.0151767,-0.00108506,1.06998e-05
1.08573,1.01332,0.05,0.0153527,-0.00109999,1.09403e-05
1.08573,1.01584,0.05,0.0155422,-0.00110965,9.86726e-06
1.08573,1.01835,0.05,0.0157395,-0.00111633,8.04942e-06
1.08573,1.02087,0.05,0.0159367,-0.00112301,6.23157e-06
1.08573,1.02338,0.05,0.016134,-0.00112969,4.41373e-06
1.08573,1.0259,0.05,0.0163312,-0.00113637,2.59589e-06
1.08573,1.02842,0.05,0.0165377,-0.00113377,-3.96446e-07
1.08573,1.03093,0.05,0.0167497,-0.00112444,-4.27865e-06
1.08573,1.03345,0.05,0.0169307,-0.00113485,-6.10539e-06
1.08573,1.03596,0.05,0.0171169,-0.00114055,-8.27871e-06
1.08573,1.03848,0.05,0.0173066,-0.00114308,-1.06861e-05
1.08573,1.041,0.05,0.0174964,-0.0011456,-1.30934e-05
1.08573,1.04351,0.05,0.0176861,-0.00114813,-1.55008e-05
1.08573,1.04603,0.05,0.0178759,-0.00115066,-1.79082e-05
1.08573,1.04854,0.05,0.0180634,-0.00114687,-2.02227e-05
1.08573,1.05106,0.05,0.0182474,-0.00113297,-2.2388e-05
1.08573,1.05357,0.05,0.0184295,-0.0011365,-2.52708e-05
1.08573,1.05609,0.05,0.0186101,-0.00113965,-2.78326e-05
1.08573,1.05861,0.05,0.0187885,-0.00113839,-2.96706e-05
1.08573,1.06112,0.05,0.0189669,-0.00113714,-3.15086e-05
1.08573,1.06364,0.05,0.0191453,-0.00113588,-3.33466e-05
1.08573,1.06615,0.05,0.0193237,-0.00113462,-3.51846e-05
1.08573,1.06867,0.05,0.0195007,-0.0011327,-3.69169e-05
1.08573,1.07118,0.05,0.0196511,-0.00111749,-3.65363e-05
1.08573,1.0737,0.05,0.0198149,-0.00111041,-3.77257e-05
1.08573,1.07622,0.05,0.0199917,-0.00111119,-4.04344e-05
1.08573,1.07873,0.05,0.0201556,-0.00110704,-4.16127e-05
1.08573,1.08125,0.05,0.0203186,-0.00110251,-4.26738e-05
1.08573,1.08376,0.05,0.0204815,-0.00109799,-4.3735e-05
1.08573,1.08628,0.05,0.0206445,-0.00109346,-4.47962e-05
1.08573,1.08879,0.05,0.0208074,-0.00108893,-4.58573e-05
1.08573,1.09131,0.05,0.0209469,-0.00107902,-4.55111e-05
1.08573,1.09383,0.05,0.0210644,-0.00106405,-4.38393e-05
1.08573,1.09634,0.05,0.0212266,-0.00105982,-4.57298e-05
1.08573,1.09886,0.05,0.0213859,-0.00105535,-4.74303e-05
1.08573,1.10137,0.05,0.0215306,-0.00104842,-4.80671e-05
1.08573,1.10389,0.05,0.0216752,-0.00104149,-4.87039e-05
1.08573,1.10641,0.05,0.0218199,-0.00103456,-4.93407e-05
1.08573,1.10892,0.05,0.0219646,-0.00102763,-4.99775e-05
1.08573,1.11144,0.05,0.0221092,-0.0010207,-5.06143e-05
1.08573,1.11395,0.05,0.0222089,-0.00100856,-4.91757e-05
1.08573,1.11647,0.05,0.022306,-0.000996085,-4.76571e-05
1.08573,1.11898,0.05,0.0224555,-0.000989486,-4.87792e-05
1.08573,1.1215,0.05,0.0225931,-0.000982006,-4.93871e-05
1.08573,1.12402,0.05,0.0227179,-0.000973586,-4.9447e-05
1.08573,1.12653,0.05,0.0228427,-0.000965165,-4.9507e-05
1.08573,1.12905,0.05,0.0229676,-0.000956745,-4.95669e-05
1.08573,1.13156,0.05,0.0230924,-0.000948324,-4.96269e-05
1.08573,1.13408,0.05,0.0232172,-0.000939904,-4.96868e-05
1.08573,1.13659,0.05,0.0232883,-0.000928882,-4.78859e-05
1.08573,1.13911,0.05,0.0233636,-0.00091793,-4.61847e-05
1.08573,1.14163,0.05,0.0234944,-0.000909076,-4.62002e-05
1.08573,1.14414,0.05,0.0236127,-0.000900169,-4.59322e-05
1.08573,1.14666,0.05,0.0237171,-0.000891202,-4.53482e-05
1.08573,1.14917,0.05,0.0238216,-0.000882235,-4.47643e-05
1.08573,1.15169,0.05,0.023926,-0.000873269,-4.41803e-05
1.08573,1.1542,0.05,0.0240305,-0.000864302,-4.35964e-05
1.08573,1.15672,0.05,0.024135,-0.000855335,-4.30124e-05
1.08573,1.15924,0.05,0.0241927,-0.000846501,-4.13562e-05
1.08573,1.16175,0.05,0.0242363,-0.000837684,-3.93804e-05
1.08573,1.16427,0.05,0.0243453,-0.000827861,-3.9031e-05
1.08573,1.16678,0.05,0.0244477,-0.000818345,-3.84891e-05
1.08573,1.1693,0.05,0.0245324,-0.000809656,-3.74304e-05
1.08573,1.17182,0.05,0.024617,-0.000800968,-3.63718e-05
1.08573,1.17433,0.05,0.0247017,-0.000792279,-3.53131e-05
1.08573,1.17685,0.05,0.0247863,-0.00078359,-3.42545e-05
1.08573,1.17936,0.05,0.024871,-0.000774901,-3.31958e-05
1.08573,1.18188,0.05,0.0249308,-0.000767257,-3.16225e-05
1.08573,1.18439,0.05,0.0249586,-0.000760959,-2.93855e-05
1.08573,1.18691,0.05,0.0250271,-0.000752353,-2.80471e-05
1.08573,1.18943,0.05,0.0251149,-0.000742648,-2.71365e-05
1.08573,1.19194,0.05,0.0251842,-0.000734549,-2.57526e-05
1.08573,1.19446,0.05,0.0252509,-0.000726667,-2.4305e-05
1.08573,1.19697,0.05,0.0253176,-0.000718785,-2.28575e-05
1.08573,1.19949,0.05,0.0253844,-0.000710903,-2.14099e-05
1.08573,1.202,0.05,0.0254511,-0.000703021,-1.99624e-05
1.08573,1.20452,0.05,0.0255179,-0.000695139,-1.85148e-05
1.08573,1.20704,0.05,0.0255392,-0.000690631,-1.64754e-05
1.08573,1.20955,0.05,0.0255644,-0.000685732,-1.44164e-05
1.08573,1.21207,0.05,0.0256324,-0.000677047,-1.24783e-05
1.08573,1.21458,0.05,0.0256953,-0.000668925,-1.06376e-05
1.08573,1.2171,0.05,0.0257468,-0.00066208,-9.01829e-06
1.08573,1.21961,0.05,0.0257983,-0.000655234,-7.39897e-06
1.08573,1.22213,0.05,0.0258498,-0.000648389,-5.77965e-06
1.08573,1.22465,0.05,0.0259013,-0.000641543,-4.16034e-06
1.08573,1.22716,0.05,0.0259528,-0.000634698,-2.54102e-06
1.08573,1.22968,0.05,0.0259947,-0.000628803,-1.07869e-06
1.08573,1.23219,0.05,0.0260076,-0.000625736,-8.37465e-08
1.08573,1.23471,0.05,0.0260365,-0.00062089,1.40374e-06
1.08573,1.23723,0.05,0.0260876,-0.000613549,3.58159e-06
1.08573,1.23974,0.05,0.0261322,-0.000607114,5.43722e-06
1.08573,1.24226,0.05,0.0261712,-0.000601428,7.02581e-06
1.08573,1.24477,0.05,0.0262102,-0.000595742,8.6144e-06
1.08573,1.24729,0.05,0.0262493,-0.000590056,1.0203e-05
1.08573,1.2498,0.05,0.0262883,-0.00058437,1.17916e-05
1.08573,1.25232,0.05,0.0263273,-0.000578685,1.33802e-05
1.08573,1.25484,0.05,0.0263553,-0.000574304,1.45044e-05
1.08573,1.25735,0.05,0.0263653,-0.000572047,1.48734e-05
1.08573,1.25987,0.05,0.0263897,-0.000567881,1.61713e-05
1.08573,1.26238,0.05,0.0264278,-0.00056189,1.83576e-05
1.08573,1.2649,0.05,0.0264605,-0.00055677,2.00083e-05
1.08573,1.26741,0.05,0.0264898,-0.000552211,2.13143e-05
1.08573,1.26993,0.05,0.026519,-0.000547653,2.26202e-05
1.08573,1.27245,0.05,0.0265483,-0.000543094,2.39262e-05
1.08573,1.27496,0.05,0.0265775,-0.000538535,2.52321e-05
1.08573,1.27748,0.05,0.0266068,-0.000533976,2.65381e-05
1.08573,1.27999,0.05,0.0266291,-0.000530378,2.72939e-05
1.08573,1.28251,0.05,0.0266371,-0.000528738,2.69292e-05
1.08573,1.28502,0.05,0.0266538,-0.000525758,2.72593e-05
1.08573,1.28754,0.05,0.0266823,-0.000520986,2.852e-05
1.08573,1.29006,0.05,0.0267075,-0.00051681,2.95285e-05
1.08573,1.29257,0.05,0.0267296,-0.000513247,3.02788e-05
1.08573,1.29509,0.05,0.0267516,-0.000509683,3.1029e-05
1.08573,1.2976,0.05,0.0267736,-0.00050612,3.17793e-05
1.08573,1.30012,0.05,0.0267956,-0.000502557,3.25295e-05
1.08573,1.30264,0.05,0.0268176,-0.000498993,3.32798e-05
1.08573,1.30515,0.05,0.0268381,-0.000495669,3.3909e-05
1.08573,1.30767,0.05,0.0268448,-0.000494483,3.34596e-05
1.08573,1.31018,0.05,0.0268539,-0.000492887,3.31403e-05
1.08573,1.3127,0.05,0.0268748,-0.000489281,3.3459e-05
1.08573,1.31521,0.05,0.0268947,-0.000485857,3.37625e-05
1.08573,1.31773,0.05,0.0269114,-0.000483129,3.40077e-05
1.08573,1.32025,0.05,0.0269281,-0.000480401,3.42529e-05
1.08573,1.32276,0.05,0.0269448,-0.000477673,3.44982e-05
1.08573,1.32528,0.05,0.0269614,-0.000474945,3.47434e-05
1.08573,1.32779,0.05,0.0269781,-0.000472217,3.49886e-05
1.08573,1.33031,0.05,0.0269948,-0.00046949,3.52338e-05
1.08573,1.33282,0.05,0.0270043,-0.000467943,3.51957e-05
1.08573,1.33534,0.05,0.0270107,-0.000466902,3.50362e-05
1.08573,1.33786,0.05,0.0270237,-0.000464742,3.49227e-05
1.08573,1.34037,0.05,0.027039,-0.000462193,3.48252e-05
1.08573,1.34289,0.05,0.0270526,-0.000459977,3.47961e-05
1.08573,1.3454,0.05,0.0270656,-0.000457869,3.47891e-05
1.08573,1.34792,0.05,0.0270786,-0.000455761,3.47822e-05
1.08573,1.35043,0.05,0.0270916,-0.000453653,3.47753e-05
1.08573,1.35295,0.05,0.0271046,-0.000451545,3.47683e-05
1.08573,1.35547,0.05,0.0271176,-0.000449436,3.47614e-05
1.08573,1.35798,0.05,0.0271298,-0.000447452,3.47625e-05
1.08573,1.3605,0.05,0.0271364,-0.000446277,3.48162e-05
1.08573,1.36301,0.05,0.0271438,-0.000445,3.48301e-05
1.08573,1.36553,0.05,0.0271555,-0.000443141,3.4618e-05
1.08573,1.36805,0.05,0.0271671,-0.000441312,3.44297e-05
1.08573,1.37056,0.05,0.0271777,-0.000439673,3.43869e-05
1.08573,1.37308,0.05,0.0271882,-0.000438033,3.4344e-05
1.08573,1.37559,0.05,0.0271988,-0.000436394,3.43012e-05
1.08573,1.37811,0.05,0.0272093,-0.000434755,3.42583e-05
1.08573,1.38062,0.05,0.0272199,-0.000433115,3.42154e-05
1.08573,1.38314,0.05,0.0272305,-0.000431476,3.41726e-05
1.08573,1.38566,0.05,0.0272395,-0.00043004,3.41915e-05
1.08573,1.38817,0.05,0.0272463,-0.000428906,3.43022e-05
1.08573,1.39069,0.05,0.0272542,-0.000427719,3.43306e-05
1.08573,1.3932,0.05,0.0272636,-0.000426453,3.4235e-05
1.08573,1.39572,0.05,0.0272729,-0.000425179,3.41347e-05
1.08573,1.39823,0.05,0.0272818,-0.000423891,3.40266e-05
1.08573,1.40075,0.05,0.0272908,-0.000422603,3.39185e-05
1.08573,1.40327,0.05,0.0272998,-0.000421315,3.38104e-05
1.08573,1.40578,0.05,0.0273088,-0.000420027,3.37023e-05
1.08573,1.4083,0.05,0.0273177,-0.000418739,3.35942e-05
1.08573,1.41081,0.05,0.0273267,-0.000417451,3.34861e-05
1.08573,1.41333,0.05,0.0273346,-0.000416219,3.33451e-05
1.08573,1.41584,0.05,0.0273416,-0.000415039,3.31733e-05
1.08573,1.41836,0.05,0.0273493,-0.000413952,3.29423e-05
1.08573,1.42088,0.05,0.0273577,-0.00041296,3.26512e-05
1.08573,1.42339,0.05,0.0273659,-0.000411935,3.23894e-05
1.08573,1.42591,0.05,0.027374,-0.000410871,3.2163e-05
1.08573,1.42842,0.05,0.0273822,-0.000409807,3.19365e-05
1.08573,1.43094,0.05,0.0273903,-0.000408744,3.17101e-05
1.08573,1.43346,0.05,0.0273984,-0.00040768,3.14837e-05
1.08573,1.43597,0.05,0.0274065,-0.000406616,3.12573e-05
1.08573,1.43849,0.05,0.0274146,-0.000405552,3.10309e-05
1.08573,1.441,0.05,0.0274221,-0.000404455,3.08629e-05
1.08573,1.44352,0.05,0.027429,-0.00040332,3.07575e-05
1.08573,1.44603,0.05,0.0274363,-0.000402325,3.05331e-05
1.08573,1.44855,0.05,0.027444,-0.000401501,3.01618e-05
1.08573,1.45107,0.05,0.0274517,-0.000400646,2.98308e-05
1.08573,1.45358,0.05,0.0274594,-0.000399743,2.95625e-05
1.08573,1.4561,0.05,0.027467,-0.00039884,2.92942e-05
1.08573,1.45861,0.05,0.0274746,-0.000397938,2.90259e-05
1.08573,1.46113,0.05,0.0274822,-0.000397035,2.87576e-05
1.08573,1.46364,0.05,0.0274899,-0.000396132,2.84893e-05
1.08573,1.46616,0.05,0.0274975,-0.000395229,2.82209e-05
1.08573,1.46868,0.05,0.0275049,-0.000394292,2.80427e-05
1.08573,1.47119,0.05,0.0275116,-0.000393275,2.80679e-05
1.08573,1.47371,0.05,0.0275185,-0.000392375,2.79858e-05
1.08573,1.47622,0.05,0.0275255,-0.000391806,2.75988e-05
1.08573,1.47874,0.05,0.0275326,-0.000391193,2.72603e-05
1.08573,1.48125,0.05,0.0275398,-0.000390401,2.71215e-05
1.08573,1.48377,0.05,0.027547,-0.000389609,2.69828e-05
1.08573,1.48629,0.05,0.0275542,-0.000388817,2.6844e-05
1.08573,1.4888,0.05,0.0275614,-0.000388026,2.67053e-05
1.08573,1.49132,0.05,0.0275686,-0.000387234,2.65665e-05
1.08573,1.49383,0.05,0.0275758,-0.000386442,2.64278e-05
1.08573,1.49635,0.05,0.0275831,-0.00038565,2.6289e-05
1.08573,1.49887,0.05,0.0275901,-0.000384542,2.65827e-05
1.08573,1.50138,0.05,0.0275972,-0.000383432,2.68774e-05
1.08573,1.5039,0.05,0.0276039,-0.000382889,2.68951e-05
1.08573,1.50641,0.05,0.0276105,-0.000382379,2.68961e-05
1.08573,1.50893,0.05,0.0276175,-0.000381664,2.69842e-05
1.08573,1.51144,0.05,0.0276245,-0.00038092,2.70849e-05
1.08573,1.51396,0.05,0.0276315,-0.000380176,2.71857e-05
