x,wallShearStress_0,wallShearStress_1,wallShearStress_2
0.025867183,-0.0042528983,-5.8373336e-06,2.8602748e-21
0.095543034,-0.0051947617,8.6430118e-05,2.6515656e-21
0.12328439,-0.0054140736,0.00019405486,9.6584837e-21
0.15194195,-0.0054028224,0.00031186907,7.7202534e-21
0.21062418,-0.0038444427,0.00049704608,-9.5429331e-20
0.24108689,-0.0027332787,0.000483494,-1.9395599e-19
0.25540541,-0.0020231619,0.00036358404,-1.6397629e-19
0.26969801,-0.0013143306,0.00024389115,-1.3405087e-19
0.31282512,0.00055736172,-0.00028824247,8.6492032e-21
0.36595983,0.0019189866,-0.00096978561,2.381625e-19
0.43377139,0.0019581549,-0.0012449695,-3.8255757e-20
0.53523828,0.0014416969,-0.0011274135,-5.0982776e-19
0.67276172,0.0010236511,-0.00086719465,-7.7740728e-20
0.79640239,0.00081613414,-0.00066513903,1.4444389e-19
0.9934234,0.00075839738,-0.00058812022,2.818931e-20
1.1902548,0.00088878246,-0.00065766249,1.320362e-19
1.3312855,0.00095650158,-0.0006260936,1.541336e-20
1.5256354,0.00097394019,-0.00044470564,5.1917976e-21
1.6801984,0.000963422,-0.00027402666,-9.5873838e-20
1.8216544,0.00093132028,-0.00011518773,-3.0690814e-20
1.8644841,0.00093818866,-7.0000877e-05,-3.0929473e-20
1.9209813,0.0010745982,-2.2236027e-05,-1.2750775e-21
2.01948,0.0014581838,-1.7549135e-06,2.1937764e-24
2.08992,0.0016182446,-1.3703227e-06,-1.3891453e-24
2.18839,0.001753456,-1.0977619e-06,-3.5442959e-24
2.27274,0.0018182054,-9.4414367e-07,8.3425525e-25
2.37115,0.0018555835,-8.0092943e-07,-4.6708617e-23
2.51158,0.0018566014,-6.260862e-07,-2.8513783e-24
2.69409,0.0017922467,-4.2069891e-07,-1.5092286e-23
2.89047,0.0016658092,-2.245013e-07,2.3800071e-23
3.0589,0.001526403,-7.8604962e-08,5.4658267e-23
3.25525,0.0013419034,6.2115663e-08,-2.0389786e-25
3.39549,0.0012026521,1.4317951e-07,-1.4411814e-22
3.64782,0.00094876188,2.5179821e-07,1.3241102e-22
3.85813,0.00074250682,3.1057607e-07,1.3605374e-25
4.06847,0.0005467617,3.4650013e-07,7.4093972e-23
4.25082,0.00038815673,3.6301286e-07,4.3518439e-27
4.40498,0.00026273928,3.6910349e-07,6.5731883e-23
4.69,5.4785298e-05,3.5774847e-07,-6.1620404e-23
4.82574,-3.2205928e-05,3.4749244e-07,5.4368714e-23
5.12031,-0.00019643988,3.2073111e-07,-5.4066115e-25
5.41486,-0.00032775021,2.8776327e-07,-1.3142429e-24
5.72352,-0.00042970286,2.4866431e-07,-3.8912203e-23
6.00423,-0.0004887651,2.0909721e-07,-3.0666694e-23
6.38315,-0.00050658766,1.4344616e-07,-1.2542589e-17
6.56566,-0.00048055501,9.6752315e-08,-8.6709871e-25
6.77635,-0.00040507003,1.2185155e-08,6.4001181e-25
6.93084,-0.00029975709,-1.1306651e-07,-2.6585788e-24
7.01519,-0.00021022913,-4.1618441e-07,1.6537462e-22
7.0574164,-0.00014790067,-1.0894434e-06,8.1479554e-21
7.1140945,-7.3016177e-05,-3.3330545e-06,3.594398e-20
7.199339,-6.7800506e-05,-1.0883521e-05,-4.7447304e-21
7.3100834,-0.00013253003,-3.845313e-05,-7.3052465e-20
7.4964281,-0.0003432786,-0.00016881206,-6.8165343e-20
7.6477811,-0.00066988126,-0.00043015822,1.0303337e-19
7.774441,-0.001103558,-0.00079884299,6.6349763e-20
7.9112787,-0.0017012456,-0.0012958435,-8.7152922e-20
8.0527671,-0.0022973997,-0.0017847055,2.0165847e-19
8.1924628,-0.0030224227,-0.0024435612,-1.7847631e-20
8.2306601,-0.0032900056,-0.0026979585,-8.7862736e-20
8.305346,-0.0040476186,-0.0034047369,-1.2510793e-20
8.3421638,-0.004590747,-0.0038685672,4.0308684e-20
8.3538795,-0.0047775287,-0.0040234971,4.5459381e-20
8.4281121,-0.0062641045,-0.0050712143,-2.7920886e-20
8.4529311,-0.0068945637,-0.0054295907,-2.5996738e-20
8.4915464,-0.0079942212,-0.0059688204,3.5130805e-20
8.5034319,-0.0083517334,-0.0061315678,6.3447549e-20
8.5736343,-0.010935159,-0.0067781438,4.8451345e-20
8.6200319,-0.012708002,-0.0066666729,-6.2174833e-20
8.6895113,-0.013604881,-0.004921051,-6.4621061e-20
8.7257144,-0.012830122,-0.0035937492,-1.0284375e-19
8.758302,-0.011457328,-0.002400567,-5.1145738e-20
8.7771454,-0.010518254,-0.0018873291,-5.6092804e-20
8.8091369,-0.0088905945,-0.0010689117,-7.0489978e-20
8.8678091,-0.0060840333,-0.00031684248,-1.3278596e-20
8.9095841,-0.0047120727,-7.0389921e-05,3.6447913e-21
8.909824,-0.0047054119,-6.9966606e-05,3.6336824e-21
