y,R_0,R_1,R_2,R_3,R_4,R_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,3.851916e-05,-4.6006254e-09,-4.4852806e-24,3.8519327e-05,3.3527763e-26,3.8519242e-05
0.0017874829,1.9304898e-05,-5.890218e-09,2.6432409e-24,1.9305334e-05,-4.2228551e-26,1.9305114e-05
0.0027624773,1.0205815e-05,-5.402407e-09,4.5901902e-24,1.0206522e-05,-3.7493317e-26,1.0206167e-05
0.0037959966,5.9823239e-06,-4.5410985e-09,-6.6704401e-24,5.9832389e-06,1.0609007e-25,5.9827796e-06
0.0048915537,3.8424017e-06,-3.7213994e-09,-7.6055599e-24,3.843419e-06,1.7479695e-25,3.8429087e-06
0.0060528726,2.5491481e-06,-2.4867283e-09,2.1432898e-24,2.5499558e-06,-5.4090677e-26,2.5495509e-06
0.0072839007,1.621898e-06,-1.1754529e-09,5.0315401e-24,1.6223182e-06,-1.2975747e-25,1.6221076e-06
0.0085888223,9.1232551e-07,-4.6677575e-10,-1.0798147e-24,9.1249519e-07,3.3094455e-26,9.1241017e-07
0.0099720729,4.0031514e-07,-1.26643e-10,-7.3351579e-32,4.0035949e-07,-4.0897825e-31,4.0033727e-07
0.011438354,1.0276396e-07,-1.580508e-11,1.7291952e-32,1.0276905e-07,5.0878613e-31,1.027665e-07
0.01299265,5.1935009e-09,-1.0746489e-13,6.6996547e-35,5.1935293e-09,2.0097828e-33,5.1935151e-09
0.014640245,2.666509e-11,-1.2421489e-18,8.2696877e-40,2.6665091e-11,-1.2319491e-38,2.666509e-11
0.016386737,1.7819164e-11,-5.251469e-19,8.0263787e-34,1.7819164e-11,-5.2773351e-35,1.7819164e-11
0.018238064,4.260381e-11,-4.5441203e-18,-4.0893069e-33,4.2603811e-11,3.317996e-34,4.260381e-11
0.020200518,2.6543618e-10,-2.7724517e-16,-1.6197588e-30,2.6543623e-10,6.8170401e-32,2.6543621e-10
0.022280771,6.4435423e-09,-2.2630828e-13,1.269084e-27,6.4435627e-09,-5.5734156e-29,6.4435523e-09
0.024485892,7.6688485e-08,-2.8131495e-11,1.2748597e-27,7.6690186e-08,-5.5605425e-29,7.6689326e-08
0.026823378,3.2409685e-07,-3.8931823e-10,4.2821211e-31,3.2409576e-07,-8.6824134e-30,3.2409615e-07
0.029301173,8.3149746e-07,-2.0996389e-09,-5.8893833e-24,8.312535e-07,2.0072805e-25,8.3137444e-07
0.0319277,1.6338663e-06,-6.2471736e-09,3.916513e-23,1.6316105e-06,-9.6844992e-25,1.632735e-06
0.034711887,2.7470174e-06,-9.7382059e-09,-2.0127038e-23,2.735166e-06,1.0158429e-25,2.7410771e-06
0.037663197,4.1630808e-06,5.7329537e-09,-6.5437749e-23,4.117911e-06,1.2702862e-24,4.1404531e-06
0.040791661,5.8444552e-06,9.2108353e-08,-5.0769249e-28,5.7069999e-06,3.3774253e-27,5.7756967e-06
0.044107915,7.7263019e-06,3.4857965e-07,-2.723314e-27,7.3775337e-06,-4.1327608e-27,7.5516941e-06
0.047623229,9.7283909e-06,9.1497693e-07,1.0156228e-21,8.9731697e-06,2.7826803e-22,9.3501157e-06
0.051349553,1.178002e-05,1.9107024e-06,-2.1694721e-22,1.0361193e-05,-4.2781231e-22,1.1070328e-05
0.055299553,1.3807929e-05,3.309843e-06,5.0384363e-22,1.1470172e-05,-9.2967375e-22,1.2638289e-05
0.059486654,1.5683551e-05,4.9034839e-06,-4.5325692e-22,1.2281503e-05,7.0773156e-22,1.3981247e-05
0.06392509,1.7201416e-05,6.279515e-06,-2.0502901e-21,1.2838844e-05,6.9347936e-22,1.5019035e-05
0.068629948,1.8110883e-05,6.9226697e-06,3.5192873e-21,1.3226277e-05,-9.8080638e-22,1.566579e-05
0.073617218,1.8305541e-05,6.8128291e-06,3.5175118e-22,1.3380514e-05,-7.8241135e-23,1.5840086e-05
0.078903853,1.7794745e-05,6.1948108e-06,5.4050183e-21,1.3176488e-05,-1.0784109e-21,1.5483949e-05
