y,k
0,1e-10
0.00086769924,9.8787848e-11
0.0017874829,9.7528857e-11
0.0027624773,9.6203263e-11
0.0037959966,9.4808175e-11
0.0048915537,9.3340662e-11
0.0060528726,9.1797773e-11
0.0072839007,9.0176547e-11
0.0085888223,8.8474042e-11
0.0099720729,8.6687354e-11
0.011438354,8.4813645e-11
0.01299265,8.2850184e-11
0.014640245,8.0794376e-11
0.016386737,7.8643817e-11
0.018238064,7.6396342e-11
0.020200518,7.4050088e-11
0.022280771,7.1603567e-11
0.024485892,6.9055741e-11
0.026823378,6.6406124e-11
0.029301173,6.3654881e-11
0.0319277,6.0802957e-11
0.034711887,5.7852214e-11
0.037663197,5.4805589e-11
0.040791661,5.1667278e-11
0.044107915,4.8442942e-11
0.047623229,4.5139943e-11
0.051349553,4.1767604e-11
0.055299553,3.8337521e-11
0.059486654,3.4863894e-11
0.06392509,3.1363923e-11
0.068629948,2.7858239e-11
0.073617218,2.4371399e-11
0.078903853,2.0932446e-11
0.084507823,1.7575536e-11
0.090448176,1.4340646e-11
0.096745104,1.1274371e-11
0.10342001,8.430829e-12
0.11049558,5.872663e-12
0.11799587,3.6721805e-12
0.12594638,1.9126383e-12
0.13437411,6.896325e-13
0.14330773,1.1301159e-13
0.1527776,1e-15
0.1628159,1e-15
0.17345677,1e-15
0.18473635,1e-15
0.19669301,1e-15
0.20936737,1e-15
0.22280253,1e-15
0.23704414,1e-15
0.25214061,1e-15
0.26814327,1e-15
0.28510649,1e-15
0.30308795,1e-15
0.32214876,1e-15
0.34235371,1e-15
0.36377149,1e-15
0.38647488,1e-15
0.41054106,1e-15
0.43605183,1e-15
0.46309391,1e-15
0.49175922,1e-15
0.52214518,1e-15
0.55435509,1e-15
0.58849842,1e-15
0.62469124,1e-15
0.66305656,1e-15
0.70372479,1e-15
0.74683417,1e-15
0.79253123,1e-15
0.84097128,1e-15
0.892319,1e-15
0.9467489,1e-15
1.004446,1e-15
1.0656064,1e-15
1.1304381,1e-15
1.1991613,1e-15
1.2720096,1e-15
1.3492308,1e-15
1.4310872,1e-15
1.5178571,1e-15
1.6046271,1e-15
1.6864835,1e-15
1.7637046,1e-15
1.836553,1e-15
1.9052762,1e-15
1.9701079,1e-15
2.0312683,1e-15
2.0889654,1e-15
2.1433953,1e-15
2.194743,1e-15
2.2431831,1e-15
2.2888801,1e-15
2.3319895,1e-15
2.3726577,1e-15
2.411023,1e-15
2.4472159,1e-15
2.4813592,1e-15
2.5135691,1e-15
2.5439551,1e-15
2.5726204,1e-15
2.582654,1e-15
2.5996625,1e-15
2.6251732,1e-15
2.6492394,1e-15
2.6719428,1e-15
2.6933606,1e-15
2.7135655,1e-15
2.7326263,1e-15
2.7506078,1e-15
2.767571,1e-15
2.7835737,1e-15
2.7986701,1e-15
2.8129118,1e-15
2.8263469,1e-15
2.8390213,1e-15
2.8509779,1e-15
2.8622575,1e-15
2.8728984,1e-15
2.8829367,1e-15
2.8924066,1.1338849e-13
2.9013402,6.9067507e-13
2.9097679,1.9142121e-12
2.9177184,3.6741709e-12
2.9252187,5.8749522e-12
2.9322943,8.4333266e-12
2.9389692,1.1277002e-11
2.9452661,1.434335e-11
2.9512065,1.7578266e-11
2.9568104,2.0935164e-11
2.9620971,2.4374074e-11
2.9670843,2.7860847e-11
2.9717892,3.1366448e-11
2.9762276,3.4866323e-11
2.9804147,3.8339843e-11
2.9843647,4.1769813e-11
2.9880911,4.5142035e-11
2.9916064,4.8444916e-11
2.9949226,5.1669132e-11
2.9980511,5.4807325e-11
3.0010024,5.7853833e-11
3.0037866,6.0804463e-11
3.0064131,6.3656275e-11
3.0088909,6.640741e-11
3.0112284,6.9056924e-11
3.0134335,7.160465e-11
3.0155138,7.4051076e-11
3.0174762,7.6397237e-11
3.0193275,7.8644624e-11
3.021074,8.07951e-11
3.0227216,8.2850828e-11
3.0242759,8.4814214e-11
3.0257422,8.668785e-11
3.0271255,8.8474471e-11
3.0284304,9.0176911e-11
3.0296614,9.1798075e-11
3.0308227,9.3340906e-11
3.0319183,9.4808364e-11
3.0329518,9.62034e-11
3.0339268,9.7528944e-11
3.0348466,9.8787889e-11
3.0357143,1e-10
