x,y,z,U_0,U_1,U_2
3.1585,0,0.05,0,0,0
3.1585,0.00303904,0.05,-0.000421173,-2.16338e-06,4.02145e-24
3.1585,0.00607808,0.05,-0.000635553,-6.79301e-06,5.72264e-24
3.1585,0.00911712,0.05,-0.000742092,-1.27944e-05,3.49428e-24
3.1585,0.0121562,0.05,-0.000799207,-1.96048e-05,1.16975e-23
3.1585,0.0151952,0.05,-0.000832004,-2.69803e-05,1.16041e-23
3.1585,0.0182342,0.05,-0.000850955,-3.47659e-05,-9.45805e-24
3.1585,0.0212733,0.05,-0.000859626,-4.292e-05,-3.35567e-23
3.1585,0.0243123,0.05,-0.000861739,-5.13574e-05,-3.05816e-23
3.1585,0.0273514,0.05,-0.000860153,-5.99703e-05,-1.26645e-23
3.1585,0.0303904,0.05,-0.000855179,-6.87517e-05,1.6243e-23
3.1585,0.0334294,0.05,-0.000846468,-7.77468e-05,1.91167e-23
3.1585,0.0364685,0.05,-0.000836314,-8.68299e-05,1.58849e-23
3.1585,0.0395075,0.05,-0.000823954,-9.60492e-05,3.966e-24
3.1585,0.0425465,0.05,-0.00080991,-0.000105384,1.62816e-26
3.1585,0.0455856,0.05,-0.000794968,-0.000114776,1.13516e-26
3.1585,0.0486246,0.05,-0.000778087,-0.000124308,1.32147e-23
3.1585,0.0516637,0.05,-0.000760863,-0.000133865,2.53684e-23
3.1585,0.0547027,0.05,-0.000741962,-0.000143541,-1.9955e-24
3.1585,0.0577417,0.05,-0.000722797,-0.000153239,-2.89439e-23
3.1585,0.0607808,0.05,-0.000702302,-0.000163032,-4.05901e-23
3.1585,0.0638198,0.05,-0.000681575,-0.000172843,-4.0073e-23
3.1585,0.0668589,0.05,-0.000659653,-0.000182739,2.89861e-23
3.1585,0.0698979,0.05,-0.000637642,-0.000192643,9.9875e-23
3.1585,0.0729369,0.05,-0.000614416,-0.00020263,8.72836e-23
3.1585,0.075976,0.05,-0.000591191,-0.000212617,7.46922e-23
3.1585,0.079015,0.05,-0.000566895,-0.000222676,3.16357e-23
3.1585,0.0820541,0.05,-0.000542456,-0.000232743,-7.78363e-24
3.1585,0.0850931,0.05,-0.000517331,-0.000242854,-3.07912e-23
3.1585,0.0881321,0.05,-0.000491742,-0.000252992,-3.9392e-23
3.1585,0.0911712,0.05,-0.000465923,-0.000263144,-4.49993e-23
3.1585,0.0942102,0.05,-0.000439229,-0.000273343,-6.25038e-23
3.1585,0.0972492,0.05,-0.000412535,-0.000283542,-8.00083e-23
3.1585,0.100288,0.05,-0.000385073,-0.000293781,-5.47582e-23
3.1585,0.103327,0.05,-0.000357305,-0.000304033,-6.59245e-24
3.1585,0.106366,0.05,-0.000329418,-0.000314292,4.91973e-23
3.1585,0.109405,0.05,-0.000300594,-0.000324589,6.56909e-23
3.1585,0.112444,0.05,-0.000271769,-0.000334886,8.21846e-23
3.1585,0.115483,0.05,-0.000242529,-0.000345199,5.98927e-23
3.1585,0.118523,0.05,-0.000212657,-0.000355533,1.67146e-23
3.1585,0.121562,0.05,-0.000182785,-0.000365868,-2.64636e-23
3.1585,0.124601,0.05,-0.000152321,-0.000376219,-3.75325e-23
3.1585,0.12764,0.05,-0.000121401,-0.000386583,-3.84778e-23
3.1585,0.130679,0.05,-9.04808e-05,-0.000396947,-3.9423e-23
3.1585,0.133718,0.05,-5.89186e-05,-0.000407325,-4.6196e-23
3.1585,0.136757,0.05,-2.69434e-05,-0.00041771,-5.75436e-23
3.1585,0.139796,0.05,5.03183e-06,-0.000428096,-6.88911e-23
3.1585,0.142835,0.05,3.7569e-05,-0.00043849,-7.46379e-23
3.1585,0.145874,0.05,7.06117e-05,-0.00044889,-5.09629e-23
3.1585,0.148913,0.05,0.000103654,-0.00045929,-2.72879e-23
