y,I01,I02
0.28510649,0.024017919,-0.011070346
0.30308795,0.02528773,-0.011516793
0.32214876,0.026611999,-0.011994843
0.34235371,0.027988302,-0.012506047
0.36377149,0.029413248,-0.013051755
0.38647488,0.030882563,-0.013633117
0.41054106,0.032391045,-0.014251004
0.43605183,0.033932856,-0.01490604
0.46309391,0.035501707,-0.015598588
0.49175922,0.037091593,-0.016329045
0.52214518,0.038697923,-0.017098389
0.55435509,0.040318192,-0.017908694
0.58849842,0.041950801,-0.018763679
0.62469124,0.043593151,-0.019670153
0.66305656,0.04525265,-0.020646647
0.70372479,0.046816087,-0.021651134
0.74683417,0.047793667,-0.022412258
0.79253123,0.048042763,-0.0228039
0.84097128,0.0480499,-0.023060854
0.87299488,0.048049898,-0.023215865
0.89232374,0.048049898,-0.023310915
0.94676656,0.0480499,-0.023549961
1.0044767,0.048049902,-0.023771107
1.06565,0.048049905,-0.023969638
1.1304945,0.048049908,-0.024137632
1.1992303,0.048049912,-0.024259602
1.2720909,0.048049917,-0.024310733
1.3493237,0.048049922,-0.024257908
1.4311909,0.048049929,-0.02405889
1.5179707,0.048049937,-0.023687048
1.6047488,0.048049948,-0.023165006
1.6866113,0.048049952,-0.022558207
1.7437929,0.047910062,-0.022086581
1.7638596,0.047864541,-0.021922287
1.8367875,0.046279286,-0.020818846
1.9055761,0.043394215,-0.01926191
1.9704609,0.040300651,-0.017634772
2.0316638,0.03697188,-0.015873373
2.0893941,0.033497559,-0.01404972
2.1438492,0.029977073,-0.012227482
2.1952152,0.026489218,-0.010451947
2.2436676,0.023094103,-0.008754734
2.289372,0.019839862,-0.0071594836
2.3324844,0.0167647,-0.0056847298
2.3731519,0.013899156,-0.0043459398
2.4115135,0.011271429,-0.0031580257
2.4477001,0.0089074433,-0.0021361171
2.481835,0.0068305692,-0.001295977
2.5140348,0.0050630124,-0.00065458289
2.5444093,0.0036259237,-0.00022997369
2.573062,0.0025391179,-4.0687317e-05
2.5828764,0.0022781847,-6.3941186e-05
2.6000986,0.0018201825,-0.00010481852
2.6256058,0.0014832692,-0.00043873497
2.6496662,0.0015371413,-0.0010550805
2.6723619,0.0019833396,-0.0019608052
2.6937705,0.0028140141,-0.0031548823
2.713965,0.0040098752,-0.0046261033
2.7330143,0.0055386559,-0.0063513419
2.7509836,0.0073544914,-0.0082946869
2.7679341,0.0093987281,-0.010407921
2.7839236,0.011602342,-0.012632566
2.7990067,0.013889985,-0.014903545
2.8132348,0.016185321,-0.017154136
2.8266564,0.018416756,-0.019321384
2.8393174,0.020522738,-0.02135116
2.8512607,0.02245557,-0.023201843
2.8625272,0.024183257,-0.024846162
2.8731552,0.025689613,-0.026271402
2.8831809,0.026972272,-0.027477577
2.8926385,0.028039712,-0.02847457
2.9015602,0.028909253,-0.029280355
2.9099764,0.029603942,-0.029918177
2.9179158,0.030148464,-0.030412611
2.9254053,0.030567256,-0.030787738
2.9324705,0.030883678,-0.031066426
2.9391354,0.031119139,-0.031269542
2.9454227,0.031292701,-0.031415587
2.9513538,0.031420926,-0.031520575
2.956949,0.031517959,-0.031598134
2.9622271,0.031595807,-0.031659788
2.9672063,0.031664494,-0.031715115
2.9719035,0.031732189,-0.031771885
2.9763345,0.031805463,-0.031836306
2.9805146,0.031889539,-0.031913276
2.9844579,0.031988491,-0.032006584
2.9881778,0.032105263,-0.032118922
2.9916871,0.032241785,-0.032251999
2.9949976,0.032399075,-0.032406645
2.9981205,0.032577181,-0.03258274
3.0010666,0.032775137,-0.032779183
3.0038458,0.032990736,-0.032993655
3.0064677,0.03322015,-0.033222234
3.008941,0.033457167,-0.033458636
3.0112742,0.033691742,-0.033692762
3.0134753,0.033907288,-0.03390798
3.0155518,0.034075614,-0.034076067
3.0175106,0.034147547,-0.03414783
3.0193585,0.034035491,-0.03403566
3.0211018,0.033583034,-0.033583139
3.0227463,0.032521426,-0.032521499
3.0242977,0.030440166,-0.030440207
3.0257612,0.02686694,-0.026866934
3.0271418,0.021598587,-0.021598541
3.0284443,0.015192128,-0.015192079
3.029673,0.0090024442,-0.0090024189
3.0308321,0.0043550109,-0.0043550033
3.0319256,0.0016651599,-0.0016651581
3.0329571,0.00047619082,-0.00047619044
3.0339302,9.072294e-05,-9.0722894e-05
3.0348483,8.9598293e-06,-8.9598277e-06
3.0357143,4.9620844e-07,-4.9620853e-07
