y,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
0.44812952,-2.89251e-05,7.4720971e-06,-1.4916226e-22,2.9015448e-05,2.2379626e-22,-9.034742e-08,8.4706553e-05,-2.1885902e-05,4.3927776e-22,-8.4475756e-05,-6.5033934e-22,-2.307968e-07
0.44889266,-8.3295122e-05,2.1181538e-05,2.7972944e-23,8.5863509e-05,4.8754305e-22,-2.5683859e-06,0.00028912147,-7.3698143e-05,-2.841227e-22,-0.00028816277,-1.1059919e-21,-9.586965e-07
0.44970152,-0.00032904471,8.2906126e-05,-1.0805264e-21,0.00035482759,1.7502457e-21,-2.5782875e-05,0.0010010454,-0.00025316691,3.7827676e-21,-0.00099056224,-4.7797854e-21,-1.0483187e-05
0.45055892,-0.0007543715,0.00018499809,6.4176238e-22,0.00088767925,9.9722849e-22,-0.00013330775,0.0024113408,-0.0005975043,-4.1725754e-21,-0.0023559702,-2.4207231e-21,-5.5370591e-05
0.45146777,-0.001355474,0.00031497989,-2.6206547e-21,0.0018248046,1.7596364e-20,-0.00046933065,0.0046939869,-0.0011206562,2.6669418e-20,-0.0044988919,-3.4265419e-20,-0.00019509505
0.45243114,-0.0020488736,0.0004327222,-5.0757365e-21,0.0033314903,-4.5086065e-20,-0.0012826168,0.0080023395,-0.0018068609,-5.0236637e-21,-0.0074694911,6.0875349e-20,-0.00053284844
0.45345231,-0.0026830591,0.00047917859,-2.3420955e-21,0.0056079776,8.4412079e-21,-0.0029249186,0.012469538,-0.002611241,-1.1874124e-19,-0.01125468,2.5948077e-20,-0.0012148582
0.45453475,-0.0030491826,0.00039693098,3.9058097e-20,0.0088316458,5.9205547e-20,-0.0057824634,0.018148203,-0.003462006,1.6797758e-19,-0.015746124,-9.6400968e-20,-0.002402079
0.45568213,-0.0029383114,0.0001718863,-4.0437246e-20,0.013019307,-9.257874e-20,-0.010080996,0.02487364,-0.0042738528,-2.2734617e-20,-0.020685351,7.123334e-20,-0.0041882895
0.45689834,-0.0022678494,-0.00012825155,6.1117861e-20,0.017841574,1.6301331e-19,-0.015573724,0.032086594,-0.0049784667,4.8202729e-20,-0.025618851,-6.7401133e-20,-0.0064677432
0.45818751,-0.0012119832,-0.00037548364,3.5873097e-19,0.022557365,-3.1914354e-19,-0.021345381,0.03879247,-0.0055639682,8.3339905e-19,-0.029937902,1.8382614e-20,-0.0088545677
0.45955401,-0.00016802642,-0.00046925919,-3.7392565e-19,0.026262106,-1.4156244e-18,-0.026094079,0.043872631,-0.0060912682,-5.632357e-19,-0.033063851,6.6306334e-19,-0.01080878
0.46100249,0.00048913715,-0.00039303738,-1.1403666e-18,0.028352093,1.3850223e-18,-0.02884123,0.046634596,-0.0066557265,-2.4306945e-18,-0.034699464,-2.6821685e-19,-0.011935132
0.46253785,0.00063227042,-0.00018103695,6.3219005e-19,0.028802444,1.9623697e-18,-0.029434715,0.047119087,-0.0073211806,1.0845792e-18,-0.034939098,-9.4920499e-19,-0.01217999
0.46416529,0.00037625449,0.00013339904,1.0937949e-18,0.028038203,-2.3545299e-18,-0.028414458,0.045913134,-0.008094802,2.5752755e-18,-0.034148109,6.6769701e-19,-0.011765025
0.46589035,-7.5012759e-05,0.00052853826,-8.4495621e-19,0.026606647,4.2367215e-19,-0.026531634,0.043742351,-0.0089555999,-1.9780708e-18,-0.032748718,1.0987548e-19,-0.010993633
0.46771887,-0.00055122421,0.00098612797,1.9858478e-19,0.024945093,3.3679576e-19,-0.024393869,0.041189772,-0.0098872336,5.9216755e-19,-0.031076472,-2.6320621e-19,-0.010113301
0.46965705,-0.00095271625,0.0014892008,6.5515333e-19,0.023321767,-2.3046748e-18,-0.022369051,0.038620871,-0.010885948,2.1154593e-18,-0.029344083,7.1920506e-19,-0.0092767883
0.47171146,-0.001236951,0.0020244078,-1.2235408e-19,0.021871752,-3.7516256e-19,-0.020634801,0.036224554,-0.011954596,-1.9557929e-19,-0.027665259,2.1968439e-19,-0.0085592957
0.47388905,-0.0013939066,0.0025833728,1.1484418e-19,0.020649284,-1.7065659e-18,-0.019255378,0.034078971,-0.013097337,1.2425072e-18,-0.02609053,6.0138629e-19,-0.0079884415
0.47619722,-0.0014275281,0.003162215,-3.9775641e-19,0.019666532,1.3689855e-18,-0.018239004,0.032202988,-0.014317867,-2.0103491e-18,-0.024635014,-1.218779e-19,-0.0075679744
0.47864379,-0.0013455079,0.0037602902,3.3138547e-20,0.018916602,5.5078831e-18,-0.017571094,0.030587579,-0.015619197,-4.0911082e-18,-0.023295642,-1.9001364e-18,-0.0072919362
0.48123703,-0.0011546946,0.0043789811,3.9077671e-19,0.018385853,-1.7622592e-18,-0.017231159,0.029212766,-0.017003733,2.7154466e-18,-0.022060895,-4.1859009e-20,-0.0071518716
0.48398573,-0.00085945754,0.0050208346,-7.0577287e-19,0.018059865,-8.0683762e-18,-0.017200407,0.028055965,-0.018473381,5.6007399e-18,-0.020915937,2.7017889e-18,-0.0071400277
0.4868992,-0.00046136281,0.0056890354,4.0450753e-19,0.017925972,5.3078247e-18,-0.017464609,0.027095691,-0.020029643,-4.8356511e-18,-0.019845148,-9.7725559e-19,-0.0072505431
