y,I01,I02
1.0002541,1.5892135e-07,-1.5896016e-07
1.0008359,3.1095556e-06,-3.1117421e-06
1.0014527,3.3345778e-05,-3.3383759e-05
1.0021064,0.00018705961,-0.00018735378
1.0027994,0.00071041273,-0.00071184764
1.0035339,0.0020614916,-0.0020666274
1.0043126,0.0048273654,-0.0048419012
1.005138,0.0093303437,-0.0093642535
1.006013,0.015114909,-0.015182075
1.0069405,0.021002555,-0.021118663
1.0079236,0.025874099,-0.026054413
1.0089658,0.029291413,-0.029550356
1.0100705,0.031395141,-0.031747339
1.0112415,0.032502212,-0.032963346
1.0124829,0.032864952,-0.033451879
1.0137987,0.032625265,-0.033355653
1.0151935,0.031859277,-0.032751
1.0166721,0.030620259,-0.031690497
1.0182393,0.028966974,-0.030231264
1.0199007,0.026973801,-0.028445374
1.0216618,0.024726389,-0.026415145
1.0235286,0.02233662,-0.024248461
1.0255075,0.01993097,-0.022068224
1.0276052,0.017611861,-0.019973682
1.0298287,0.015447625,-0.018030622
1.0321858,0.013480368,-0.016279677
1.0346843,0.011728319,-0.014738482
1.0373328,0.010192258,-0.013408031
1.0401402,0.0088640562,-0.01228152
1.0431162,0.007729197,-0.011346429
1.0462709,0.0067678277,-0.010584778
1.0496148,0.0059591379,-0.0099774557
1.0531596,0.0052837173,-0.0095066771
1.0569171,0.0047242658,-0.0091566355
1.0609001,0.0042658404,-0.0089136202
1.0651222,0.0038958593,-0.0087660502
1.0695978,0.0036038876,-0.008704297
1.074342,0.0033813215,-0.0087203985
1.079371,0.0032210318,-0.0088077331
1.0847018,0.0031170187,-0.0089607829
1.0903526,0.0030640675,-0.0091749256
1.0963427,0.0030573915,-0.0094461801
1.1026923,0.0030923217,-0.0097710344
1.109423,0.0031640102,-0.010146254
1.1165578,0.0032671747,-0.01056869
1.1241208,0.0033959092,-0.011035149
1.1321378,0.0035435531,-0.011542244
1.140636,0.0037026541,-0.012086261
1.1496443,0.0038650178,-0.012663016
1.1591934,0.0040218586,-0.013267731
1.1693157,0.004164054,-0.01389499
1.1800455,0.004282485,-0.014538641
1.1914194,0.0043684569,-0.015191747
1.2034761,0.0044141571,-0.015846686
1.2162565,0.0044131293,-0.016495267
1.229804,0.0043607463,-0.017128863
1.2441647,0.0042546161,-0.017738705
1.2593874,0.004094899,-0.018316203
1.2755239,0.0038845057,-0.018853262
1.292629,0.00362912,-0.019342675
1.3107609,0.003337044,-0.019778456
1.3299811,0.0030188969,-0.020156105
1.350355,0.0026871005,-0.020472897
1.3719519,0.0023552369,-0.020727997
1.3948452,0.0020373744,-0.020922428
1.4191127,0.0017473333,-0.021059001
1.4448368,0.0014979732,-0.021142035
1.472105,0.0013005723,-0.021176893
1.5010101,0.0011643397,-0.021169384
1.5316502,0.0010961477,-0.021124639
1.5641295,0.0011003454,-0.021046851
1.5985584,0.0011787756,-0.020938592
1.6350539,0.0013310916,-0.020800277
1.67374,0.0015551361,-0.020630054
1.7147484,0.0018474099,-0.020422666
1.7582183,0.0022035977,-0.020168674
1.8042975,0.0026190392,-0.019854665
1.8531427,0.0030884878,-0.019463316
1.9049198,0.0036027706,-0.018970603
1.9598049,0.0041376888,-0.018340526
2.0179846,0.0046434322,-0.017544869
2.0761642,0.0050731969,-0.016596274
2.1310493,0.0054153363,-0.015516585
2.1828264,0.0056669327,-0.014303132
2.2316716,0.0058221186,-0.012962985
2.2777508,0.005883772,-0.011525137
2.3212207,0.005860777,-0.010026182
2.362229,0.0057663232,-0.0085053125
2.4009152,0.0056182988,-0.0070040604
2.4374107,0.0054370377,-0.0055620283
2.4718395,0.0052452533,-0.004217347
2.5043188,0.0050691019,-0.0030083756
2.5349589,0.004935452,-0.0019701365
2.5638639,0.0048712346,-0.0011344
2.5911321,0.0049024246,-0.00052862312
2.6168562,0.0050524189,-0.00017454288
2.6411237,0.0053407963,-8.7176749e-05
2.6640169,0.0057823827,-0.00027396452
2.6856138,0.006386433,-0.00073432915
2.7059877,0.0071559837,-0.0014595195
2.7252079,0.0080873101,-0.0024326742
2.7433397,0.0091704697,-0.0036297167
2.7604448,0.010389287,-0.0050201517
2.7765813,0.01172183,-0.0065681543
2.791804,0.013141806,-0.0082344781
2.8061647,0.014619435,-0.0099780579
2.8197122,0.01612326,-0.01175798
2.8324926,0.01762234,-0.013535702
2.8445492,0.019087662,-0.015276567
2.8559231,0.02049324,-0.01695061
2.866653,0.021818042,-0.018534167
2.8767752,0.023047292,-0.020010938
2.8863243,0.024171923,-0.021371208
2.8953326,0.025188652,-0.022611567
2.9038308,0.02609997,-0.0237346
2.9118478,0.026911706,-0.024746381
2.9194108,0.027632695,-0.025655981
2.9265456,0.028275022,-0.026475629
2.9332763,0.028851937,-0.027218663
2.9396259,0.029375626,-0.02789753
2.9456159,0.029856996,-0.028523606
2.9512667,0.030306348,-0.029107591
2.9565976,0.030728078,-0.029654127
2.9616265,0.031123259,-0.030164456
2.9663707,0.031499112,-0.030646121
2.9708463,0.03186299,-0.031106912
2.9750684,0.032216174,-0.031548524
2.9790514,0.032557502,-0.031970197
2.9828089,0.032885543,-0.032370944
2.9863536,0.033199127,-0.032750059
2.9896976,0.033497098,-0.033106843
2.9928523,0.033778253,-0.03344055
2.9958282,0.034041776,-0.033750832
2.9986357,0.034287732,-0.034038207
3.0012842,0.034516253,-0.034303251
3.0037827,0.034727281,-0.034546331
3.0061397,0.034921085,-0.034768111
3.0083633,0.03509784,-0.034969156
3.010461,0.035256523,-0.035148809
3.0124398,0.035393677,-0.035303986
3.0143066,0.035505316,-0.035431078
3.0160677,0.035586431,-0.035525406
3.0177291,0.03562372,-0.035573957
3.0192964,0.03558914,-0.035548949
3.0207749,0.035432764,-0.035400687
3.0221698,0.035069286,-0.035044071
3.0234856,0.034358916,-0.034339484
3.0247269,0.033087949,-0.03307337
3.0258979,0.030970504,-0.030959968
3.0270027,0.027717483,-0.027710256
3.0280448,0.023217539,-0.023212906
3.029028,0.01777335,-0.017770599
3.0299554,0.012159211,-0.0121577
3.0308304,0.0073032328,-0.0073024759
3.0316558,0.0037969363,-0.0037966034
3.0324345,0.0016791968,-0.0016790765
3.0331691,0.00061146192,-0.00061142928
3.033862,0.0001717185,-0.00017171272
3.0345158,3.2730608e-05,-3.2730111e-05
3.0351325,3.2666138e-06,-3.2666075e-06
3.0357143,1.8569023e-07,-1.8569085e-07
