y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
0.44812952,-0.0001614832,4.1795086e-05,-9.3189844e-22,0.0001611606,1.1690479e-21,3.2259775e-07,-1.3936898e-08,-5.3821421e-08,-3.2093263e-25,1.3936898e-08,-2.4123008e-25,-4.1447258e-40,9.3186378e-09,-1.3493057e-11,1.6575856e-25,9.2143967e-09,1.1418732e-25,-1.8533034e-08
0.44889266,-0.00055015497,0.00014149301,4.6977171e-22,0.00055038134,2.0561193e-21,-2.2636911e-07,-2.4182403e-07,-9.4089572e-07,-5.3804695e-24,2.4182403e-07,-3.7608244e-25,-1.6951571e-39,1.6167676e-07,6.5500295e-11,7.9890205e-25,1.621865e-07,2.6403841e-24,-3.2386326e-07
0.44970152,-0.0018964962,0.0004920705,-1.9949919e-20,0.0018968938,-7.3147846e-22,-3.9759145e-07,-2.4235454e-06,-9.3301698e-06,1.8179396e-23,2.4235454e-06,-1.1741272e-22,-2.4242558e-39,1.6063586e-06,1.5526871e-10,5.3717589e-23,1.6075589e-06,-2.276634e-23,-3.2139174e-06
0.45055892,-0.0045319832,0.0011871215,4.2053764e-20,0.0045320865,3.1180666e-20,-1.0330083e-07,-1.2671186e-05,-4.833395e-05,-3.8075938e-22,1.2671186e-05,6.9992536e-22,4.4151252e-39,8.3301056e-06,6.3813706e-11,-2.8402267e-22,8.3305974e-06,2.6916543e-22,-1.6660703e-05
0.45146777,-0.0087117286,0.0023034672,-1.7968764e-20,0.0087118155,9.0727036e-20,-8.7074773e-08,-4.499335e-05,-0.00017005569,-1.8307823e-21,4.499335e-05,-1.0646609e-21,-1.1030357e-37,2.9328651e-05,2.7921345e-10,7.6011138e-22,2.9330752e-05,7.312608e-22,-5.8659403e-05
0.45243114,-0.014586577,0.0038954308,-1.8200611e-17,0.014587231,-1.4209082e-17,-6.5347899e-07,-0.00012405624,-0.00046429193,5.3555513e-19,0.00012405624,-6.8866351e-19,2.9543975e-33,8.0127861e-05,2.9623314e-09,2.6300866e-19,8.0149987e-05,-3.4807604e-19,-0.00016027785
0.45345231,-0.022190306,0.0059917678,1.2669405e-17,0.022191724,9.5663119e-18,-1.417498e-06,-0.00028569843,-0.0010575862,-7.6979162e-19,0.00028569843,1.0176434e-18,9.5413337e-33,0.00018267314,8.8673544e-09,-3.8693083e-19,0.00018273875,5.0762287e-19,-0.0003654119
0.45453475,-0.031345528,0.0085721955,1.2538774e-16,0.031346068,9.7049904e-17,-5.402778e-07,-0.00057125143,-0.0020878667,-6.8184032e-18,0.00057125143,8.8958539e-18,7.6790506e-32,0.00036106486,2.9596268e-09,-3.3722588e-18,0.0003610869,4.4788698e-18,-0.00072215176
0.45568213,-0.041513477,0.011526383,-6.6420216e-17,0.041509259,-5.1303858e-17,4.2178028e-06,-0.0010093316,-0.0036332812,6.5383082e-18,0.0010093316,-8.6083318e-18,2.613583e-31,0.00062935504,-5.4156814e-08,3.2188728e-18,0.00062896697,-4.3476753e-18,-0.001258322
0.45689834,-0.051688196,0.014617974,-1.2528153e-16,0.051677894,-9.6244677e-17,1.0301559e-05,-0.0015844532,-0.0055996319,8.7090487e-18,0.0015844532,-1.1506009e-17,2.0314933e-31,0.00097181444,-1.5449227e-07,4.3470573e-18,0.00097072383,-5.7619528e-18,-0.0019425383
0.45818751,-0.060531026,0.017515469,5.7557828e-17,0.060522166,4.4945849e-17,8.8599368e-06,-0.0022149879,-0.0076519702,-5.4628966e-18,0.0022149879,7.1421604e-18,2.2027129e-32,0.0013306515,-1.4982582e-07,-2.639883e-18,0.0013296092,3.6483778e-18,-0.0026602608
0.45955401,-0.066834589,0.019926819,1.9270927e-16,0.066837896,1.4462697e-16,-3.3066379e-06,-0.0027786756,-0.0093193267,-2.0121049e-17,0.0027786756,2.7624426e-17,2.5698243e-31,0.0016246221,7.4588959e-08,-1.0101959e-17,0.0016251037,1.3810235e-17,-0.0032497258
0.46100249,-0.070045728,0.021743703,-6.4062589e-17,0.070060944,-5.0472656e-17,-1.5215391e-05,-0.0031807217,-0.010250586,7.4423627e-18,0.0031807217,-1.0259061e-17,6.9642767e-31,0.0017940773,3.3371123e-07,3.3874854e-18,0.0017962163,-5.4019731e-18,-0.0035902936
0.46253785,-0.070416778,0.023058087,-2.3593396e-16,0.070432199,-1.7632778e-16,-1.5420903e-05,-0.0034001225,-0.01039279,2.5131446e-17,0.0034001225,-3.5172423e-17,4.4895964e-31,0.0018308614,3.5369339e-07,1.2567413e-17,0.0018330383,-1.7650838e-17,-0.0036638997
0.46416529,-0.068710399,0.024064254,-5.2194984e-19,0.068716886,3.8953276e-19,-6.4862127e-06,-0.0034768883,-0.0099406562,-6.7342247e-20,0.0034768883,-7.7685976e-20,8.8430823e-35,0.0017683487,1.5364445e-07,4.5470299e-20,0.001769255,2.0157507e-20,-0.0035376037
0.46589035,-0.065778129,0.02496158,-5.5749292e-19,0.065776258,-2.5962491e-18,1.8705933e-06,-0.0034715332,-0.0091633829,3.552519e-19,0.0034715332,-8.4256076e-20,2.1794472e-34,0.0016522453,-4.7997922e-08,-3.3577691e-20,0.0016520089,-1.8335938e-19,-0.0033042543
