y,R_0,R_1,R_2,R_3,R_4,R_5,RB_0,RB_1,RB_2,RB_3,RB_4,RB_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,8.367926e-07,1.0809549e-09,-1.1137703e-24,8.3680193e-07,-1.5562784e-27,8.367973e-07,8.367926e-07,1.0809548e-09,-1.1137703e-24,8.3680193e-07,-1.5562784e-27,8.367973e-07
0.0017874829,6.9655357e-06,2.4535944e-08,1.8958882e-23,6.9659161e-06,2.5391559e-26,6.9657264e-06,6.9655357e-06,2.4535944e-08,1.8958882e-23,6.9659161e-06,2.539156e-26,6.9657264e-06
0.0027624773,3.033212e-05,2.1226071e-07,5.8340541e-23,3.0337121e-05,8.9557607e-26,3.0334624e-05,3.033212e-05,2.1226071e-07,5.8340541e-23,3.0337121e-05,8.9557606e-26,3.0334624e-05
0.0037959966,9.1825143e-05,1.0748556e-06,3.8335333e-23,9.1861167e-05,6.2586761e-26,9.1843184e-05,9.1825143e-05,1.0748556e-06,3.8335332e-23,9.1861167e-05,6.2586758e-26,9.1843184e-05
0.0048915537,0.00022202753,3.8435825e-06,4.1730156e-28,0.00022220636,6.9031212e-28,0.00022211701,0.00022202753,3.8435825e-06,4.1730156e-28,0.00022220636,6.9031213e-28,0.00022211701
0.0060528726,0.00046093921,1.0626909e-05,-2.9376251e-20,0.0004616265,-2.0542545e-22,0.00046128263,0.00046093921,1.0626909e-05,-2.9376252e-20,0.0004616265,-2.0542545e-22,0.00046128263
0.0072839007,0.00085269471,2.359013e-05,1.4791706e-20,0.00085486853,7.5896568e-23,0.00085378065,0.00085269471,2.359013e-05,1.47917e-20,0.00085486853,7.5896535e-23,0.00085378065
0.0085888223,0.001430054,4.2258575e-05,1.0507336e-19,0.0014358942,7.6658611e-22,0.0014329747,0.001430054,4.2258574e-05,1.0507336e-19,0.0014358942,7.6658607e-22,0.0014329747
0.0099720729,0.0021914391,6.03216e-05,6.0975911e-20,0.0022050019,4.8579627e-22,0.0021982251,0.0021914391,6.0321599e-05,6.0975911e-20,0.0022050019,4.8579627e-22,0.0021982251
0.011438354,0.0030911406,6.6818148e-05,1.3326077e-19,0.0031187142,2.3235329e-21,0.0031049253,0.0030911406,6.6818148e-05,1.3326077e-19,0.0031187142,2.3235329e-21,0.0031049253
0.01299265,0.0040598609,5.2877264e-05,-7.3317696e-20,0.0041096522,-1.2784039e-21,0.0040847332,0.0040598609,5.2877264e-05,-7.3317711e-20,0.0041096522,-1.2784039e-21,0.0040847332
0.014640245,0.0050374663,1.6608434e-05,-2.0639313e-19,0.0051188409,-3.5988251e-21,0.0050781205,0.0050374663,1.6608434e-05,-2.0639315e-19,0.0051188409,-3.5988251e-21,0.0050781205
0.016386737,0.0059885942,-3.8624509e-05,-6.9813147e-26,0.0061114467,-6.6251414e-26,0.0060500044,0.0059885942,-3.8624509e-05,-6.9813146e-26,0.0061114467,-6.6251412e-26,0.0060500044
0.018238064,0.0068990086,-0.00010832172,1.4586029e-18,0.0070734552,4.9846782e-20,0.0069862408,0.0068990086,-0.00010832172,1.458603e-18,0.0070734552,4.9846784e-20,0.0069862408
0.020200518,0.0077664901,-0.00018905179,-3.7389506e-18,0.008002736,-1.3901414e-19,0.0078846354,0.0077664901,-0.0001890518,-3.7389507e-18,0.008002736,-1.3901414e-19,0.0078846354
0.022280771,0.0085941162,-0.00027874688,-1.1348028e-18,0.0089024189,-3.6598575e-20,0.0087482915,0.0085941162,-0.00027874688,-1.1348032e-18,0.0089024189,-3.6598583e-20,0.0087482915
0.024485892,0.0093867199,-0.00037634085,4.0645018e-18,0.0097774292,1.5232166e-19,0.0095820951,0.0093867199,-0.00037634085,4.0645015e-18,0.0097774292,1.5232165e-19,0.0095820951
0.026823378,0.010149325,-0.00048139194,4.9965676e-18,0.010632956,2.9470042e-19,0.010391157,0.010149325,-0.00048139194,4.9965675e-18,0.010632956,2.9470041e-19,0.010391157
0.029301173,0.010886553,-0.00059383042,2.3889148e-19,0.011473855,1.7294021e-20,0.011180217,0.010886553,-0.00059383042,2.3889139e-19,0.011473855,1.7294018e-20,0.011180217
0.0319277,0.011602456,-0.0007138115,-1.6356301e-18,0.012304469,2.1385261e-20,0.011953473,0.011602456,-0.0007138115,-1.6356301e-18,0.012304469,2.1385261e-20,0.011953473
0.034711887,0.012300523,-0.00084163286,-3.4271293e-18,0.013128621,-2.6590038e-19,0.01271458,0.012300523,-0.00084163287,-3.4271295e-18,0.013128621,-2.659004e-19,0.01271458
0.037663197,0.012983748,-0.00097768925,-3.3188785e-18,0.013949667,-2.8598844e-19,0.013466714,0.012983748,-0.00097768925,-3.3188788e-18,0.013949667,-2.8598847e-19,0.013466714
0.040791661,0.013654704,-0.0011224469,2.1627107e-18,0.014770567,1.7757115e-19,0.014212641,0.013654704,-0.0011224469,2.1627106e-18,0.014770567,1.7757114e-19,0.014212641
0.044107915,0.014315628,-0.001276429,-1.1338963e-18,0.015593949,-2.1588374e-19,0.014954793,0.014315628,-0.0012764289,-1.1338964e-18,0.015593949,-2.1588373e-19,0.014954793
0.047623229,0.014968483,-0.0014402076,-1.2090196e-18,0.016422171,-8.6434037e-20,0.01569533,0.014968483,-0.0014402076,-1.2090196e-18,0.016422171,-8.6434037e-20,0.01569533
0.051349553,0.015615016,-0.0016143991,-9.2908222e-18,0.017257363,-1.5523114e-18,0.016436191,0.015615016,-0.0016143991,-9.2908222e-18,0.017257363,-1.5523114e-18,0.016436191
0.055299553,0.01625681,-0.0017996611,1.7977089e-18,0.018101468,1.9013057e-19,0.01717914,0.01625681,-0.0017996611,1.7977088e-18,0.018101468,1.9013062e-19,0.01717914
0.059486654,0.016895324,-0.0019966908,9.929741e-18,0.018956271,1.7694155e-18,0.017925799,0.016895324,-0.0019966907,9.929741e-18,0.018956271,1.7694155e-18,0.017925799
0.06392509,0.017531928,-0.002206223,4.2770965e-18,0.019823421,1.235327e-18,0.018677675,0.017531928,-0.0022062229,4.2770966e-18,0.019823421,1.235327e-18,0.018677675
0.068629948,0.018167934,-0.0024290295,7.1140706e-19,0.020704447,4.2624336e-19,0.01943619,0.018167934,-0.0024290295,7.114071e-19,0.020704447,4.2624336e-19,0.01943619
0.073617218,0.018804623,-0.0026659172,-4.4902606e-18,0.021600773,-1.3054123e-18,0.020202697,0.018804623,-0.0026659172,-4.4902606e-18,0.021600773,-1.3054123e-18,0.020202697
0.078903853,0.019443271,-0.0029177261,-9.1057083e-19,0.022513724,-4.9182417e-19,0.020978495,0.019443271,-0.0029177261,-9.1057083e-19,0.022513724,-4.9182417e-19,0.020978495
0.084507823,0.020085169,-0.0031853291,7.7347842e-24,0.023444531,3.3602839e-24,0.021764843,0.020085169,-0.0031853291,7.7347842e-24,0.023444531,3.3602841e-24,0.021764843
0.090448176,0.020731654,-0.0034696304,-2.5142887e-18,0.024394314,-3.6255487e-18,0.022562971,0.020731654,-0.0034696305,-2.5142887e-18,0.024394314,-3.6255487e-18,0.022562971
0.096745104,0.021384164,-0.0037715177,-5.2512242e-19,0.025364044,-4.6462953e-19,0.023374089,0.021384164,-0.0037715177,-5.2512245e-19,0.025364044,-4.6462955e-19,0.023374089
0.10342001,0.022044273,-0.0040917164,2.5849117e-18,0.026354521,3.7200524e-18,0.024199393,0.022044273,-0.0040917164,2.5849117e-18,0.026354521,3.7200524e-18,0.024199393
0.11049558,0.022713738,-0.0044307631,6.0159739e-19,0.027366369,5.6859274e-19,0.025040068,0.022713738,-0.004430763,6.0159738e-19,0.027366369,5.6859274e-19,0.025040068
0.11799587,0.02339446,-0.0047891454,4.994251e-24,0.028400083,3.0840483e-23,0.025897297,0.02339446,-0.0047891453,4.994251e-24,0.028400083,3.084048e-23,0.025897297
0.12594638,0.024088384,-0.0051676161,1.5922679e-24,0.029456113,3.2012521e-23,0.026772263,0.024088384,-0.005167616,1.5922682e-24,0.029456113,3.2012518e-23,0.026772263
0.13437411,0.024797393,-0.0055674205,-2.9476507e-19,0.030534922,7.7292368e-19,0.027666148,0.024797393,-0.0055674205,-2.9476508e-19,0.030534922,7.7292371e-19,0.027666148
0.14330773,0.025523332,-0.0059900145,-7.038601e-18,0.031636972,6.5743691e-18,0.028580128,0.025523332,-0.0059900146,-7.038601e-18,0.031636972,6.5743694e-18,0.028580128
0.1527776,0.026268172,-0.0064367251,2.0222834e-18,0.032762596,-2.8603243e-18,0.029515365,0.026268172,-0.006436725,2.0222831e-18,0.032762596,-2.860324e-18,0.029515365
0.1628159,0.027034137,-0.0069086067,7.070106e-18,0.03391185,-6.6105494e-18,0.030472987,0.027034137,-0.0069086066,7.0701056e-18,0.03391185,-6.6105495e-18,0.030472987
0.17345677,0.027823672,-0.0074065171,-6.4203875e-18,0.035084475,5.40531e-18,0.03145407,0.027823672,-0.0074065171,-6.4203875e-18,0.035084475,5.40531e-18,0.03145407
0.18473635,0.028639334,-0.0079312552,-1.9668745e-18,0.036279912,1.4091621e-18,0.03245962,0.028639334,-0.0079312552,-1.9668745e-18,0.036279912,1.4091622e-18,0.03245962
0.19669301,0.029483757,-0.0084835362,4.7066981e-18,0.037497304,-3.3395475e-18,0.033490527,0.029483757,-0.0084835361,4.706698e-18,0.037497304,-3.3395473e-18,0.033490527
0.20936737,0.03035962,-0.0090639601,1.9513215e-18,0.038735455,-1.397133e-18,0.034547535,0.03035962,-0.00906396,1.9513214e-18,0.038735455,-1.3971329e-18,0.034547535
0.22280253,0.031269591,-0.0096729802,1.2480797e-22,0.039992762,-8.7365828e-23,0.035631176,0.031269591,-0.00967298,1.2480797e-22,0.039992762,-8.736583e-23,0.035631176
0.23704414,0.032216251,-0.010310865,-1.9578084e-17,0.041267145,8.9188623e-18,0.036741699,0.032216251,-0.010310864,-1.9578084e-17,0.041267145,8.918862e-18,0.036741699
0.25214061,0.033201994,-0.010977646,-3.4643826e-19,0.042555958,1.5815058e-19,0.037878977,0.033201994,-0.010977645,-3.4643815e-19,0.042555958,1.5815034e-19,0.037878977
0.26814327,0.034228904,-0.011673058,1.9326166e-17,0.043855886,-8.8063541e-18,0.039042391,0.034228904,-0.011673058,1.9326165e-17,0.043855885,-8.806354e-18,0.039042391
0.28510649,0.035298587,-0.012396468,-2.6693543e-17,0.045162764,1.0155463e-17,0.040230675,0.035298587,-0.012396468,-2.6693543e-17,0.045162764,1.0155463e-17,0.040230675
0.30308795,0.036411977,-0.013146813,-7.038928e-19,0.046471447,2.681027e-19,0.041441731,0.036411977,-0.013146813,-7.0389318e-19,0.046471447,2.6810295e-19,0.041441731
0.32214876,0.037569219,-0.013922134,2.6149352e-17,0.047775582,-9.9505273e-18,0.04267241,0.037569219,-0.013922134,2.6149352e-17,0.047775582,-9.9505273e-18,0.04267241
0.34235371,0.038768968,-0.014720095,-1.3645134e-17,0.04906751,4.596849e-18,0.043918222,0.038768968,-0.014720096,-1.3645134e-17,0.04906751,4.596849e-18,0.043918222
0.36377149,0.040008091,-0.015537619,-5.8105219e-19,0.050337823,1.9693694e-19,0.045172953,0.040008091,-0.015537619,-5.8105219e-19,0.050337823,1.9693682e-19,0.045172953
0.38647488,0.04128167,-0.016370047,2.7358475e-17,0.051574847,-8.4046281e-18,0.046428265,0.04128167,-0.016370047,2.7358475e-17,0.051574847,-8.4046282e-18,0.046428265
0.41054106,0.042582151,-0.017211552,3.9669624e-19,0.052764353,-1.1146785e-19,0.047673252,0.042582151,-0.017211552,3.9669624e-19,0.052764353,-1.1146785e-19,0.047673252
0.43605183,0.043898669,-0.01805478,8.9896333e-18,0.053889082,-2.3800095e-18,0.048893874,0.043898669,-0.01805478,8.9896345e-18,0.053889082,-2.3800095e-18,0.048893874
0.46309391,0.045216426,-0.018890465,8.0996443e-17,0.054928273,-2.0379684e-17,0.050072349,0.045216426,-0.018890466,8.0996445e-17,0.054928273,-2.0379684e-17,0.050072349
0.49175922,0.046515953,-0.019707165,-1.7956535e-17,0.0558571,4.9825712e-18,0.051186528,0.046515953,-0.019707165,-1.7956534e-17,0.0558571,4.9825714e-18,0.051186528
0.52214518,0.047772366,-0.020490979,-7.6234864e-17,0.056646198,1.9157271e-17,0.052209289,0.047772366,-0.020490979,-7.6234864e-17,0.056646197,1.9157271e-17,0.052209289
0.55435509,0.048954735,-0.02122531,4.1256007e-21,0.057261384,-9.4366964e-22,0.053108068,0.048954735,-0.021225309,4.1256006e-21,0.057261384,-9.4366959e-22,0.053108068
0.58849842,0.050025635,-0.021890635,7.2717205e-21,0.057663563,-1.5596136e-21,0.053844632,0.050025635,-0.021890635,7.2717203e-21,0.057663563,-1.5596136e-21,0.053844632
0.62469124,0.050937639,-0.02246467,-1.8081429e-17,0.057805793,3.3960631e-18,0.054371772,0.050937639,-0.022464671,-1.8081429e-17,0.057805793,3.3960631e-18,0.054371772
0.66305656,0.051641626,-0.022922591,-7.7491978e-19,0.057642709,1.4621434e-19,0.054642214,0.051641626,-0.022922592,-7.7491867e-19,0.057642709,1.4621423e-19,0.054642214
0.70372479,0.052089969,-0.023237449,-1.8619403e-17,0.057134384,2.9540333e-18,0.054612264,0.052089969,-0.023237449,-1.8619402e-17,0.057134384,2.9540333e-18,0.054612264
0.74683417,0.052226457,-0.023381714,-2.9031356e-18,0.056236191,5.0135905e-19,0.054231449,0.052226457,-0.023381714,-2.9031356e-18,0.056236191,5.0135905e-19,0.054231449
0.79253123,0.051996308,-0.023328744,3.3792812e-17,0.054909886,-5.8268382e-18,0.053453225,0.051996308,-0.023328744,3.3792812e-17,0.054909886,-5.8268384e-18,0.053453225
0.84097128,0.051358536,-0.023055086,2.8889634e-21,0.053137252,-4.7487379e-22,0.052248032,0.051358536,-0.023055086,2.888963e-21,0.053137252,-4.7487376e-22,0.052248032
0.892319,0.050291603,-0.022543949,1.4205959e-21,0.050925513,-1.8086834e-22,0.050608695,0.050291603,-0.022543948,1.4205958e-21,0.050925513,-1.8086839e-22,0.050608695
0.9467489,0.048803101,-0.021788693,-9.2841543e-17,0.048316262,1.0954851e-17,0.048559816,0.048803101,-0.021788693,-9.2841541e-17,0.048316262,1.0954851e-17,0.048559816
1.004446,0.046936721,-0.020796861,-5.2952727e-18,0.045391663,6.2690892e-19,0.04616423,0.046936721,-0.020796862,-5.2952702e-18,0.045391663,6.2690842e-19,0.04616423
1.0656064,0.044774313,-0.019594867,1.5288654e-16,0.042274334,-1.6837207e-17,0.043524138,0.044774313,-0.019594868,1.5288654e-16,0.042274334,-1.6837207e-17,0.043524138
1.1304381,0.042431274,-0.018229521,2.1654933e-18,0.039117178,-2.1547552e-19,0.040774141,0.042431274,-0.018229522,2.16549e-18,0.039117178,-2.1547519e-19,0.040774141
1.1991613,0.040045949,-0.016757748,-9.5203725e-17,0.036085641,8.9512065e-18,0.03806591,0.040045949,-0.016757749,-9.5203728e-17,0.036085641,8.9512067e-18,0.03806591
1.2720096,0.037745562,-0.015251492,-1.7063806e-16,0.033318813,1.3066395e-17,0.035532037,0.037745562,-0.015251492,-1.7063805e-16,0.033318813,1.3066395e-17,0.035532037
1.3492308,0.035610761,-0.013800147,-9.3349591e-18,0.030888081,2.2789123e-19,0.033248924,0.035610761,-0.013800147,-9.3349523e-18,0.03088808,2.2789099e-19,0.033248924
1.4310872,0.033677177,-0.012481229,1.8004249e-16,0.02879511,-1.3593937e-17,0.031235737,0.033677177,-0.012481229,1.8004249e-16,0.02879511,-1.3593937e-17,0.031235737
1.5178571,0.031960036,-0.011333993,3.540047e-17,0.027008036,-2.4932827e-18,0.029484093,0.031960036,-0.011333993,3.5400471e-17,0.027008036,-2.4932827e-18,0.029484093
1.6046271,0.030471745,-0.010364508,-2.3136269e-16,0.025499158,1.2541569e-17,0.027985709,0.030471745,-0.010364508,-2.3136269e-16,0.025499158,1.254157e-17,0.027985709
1.6864835,0.029179081,-0.0095441434,4.6036994e-18,0.024210715,-3.1423698e-19,0.026695041,0.029179081,-0.0095441433,4.6036881e-18,0.024210715,-3.1423619e-19,0.026695041
1.7637046,0.028013116,-0.008825939,-1.8242457e-16,0.02306347,6.5600424e-18,0.025538375,0.028013115,-0.0088259389,-1.8242458e-16,0.02306347,6.5600433e-18,0.025538375
1.836553,0.02692345,-0.0081730675,5.1061662e-17,0.022005064,-2.388729e-18,0.02446433,0.02692345,-0.0081730676,5.1061662e-17,0.022005064,-2.388729e-18,0.02446433
1.9052762,0.025882909,-0.0075618138,4.4425333e-16,0.02100964,-2.0450056e-17,0.023446335,0.025882909,-0.0075618138,4.4425333e-16,0.02100964,-2.0450056e-17,0.023446335
