y,nut,omega
0.44812865,0,83222.977
0.44889173,3.1550202e-12,48544.521
0.44970062,7.692234e-11,9167.131
0.45055804,7.2094322e-10,3237.2716
0.4514669,4.0123873e-09,1542.1855
0.4524303,1.6139746e-08,866.76349
0.4534515,5.2161454e-08,539.84704
0.45453396,1.441943e-07,360.47757
0.45568137,3.5459738e-07,253.15038
0.45689761,7.9585546e-07,184.73914
0.45818681,1.6583621e-06,138.97899
0.45955335,3.2454656e-06,107.17166
0.46100186,6.0115121e-06,84.342596
0.46253725,1.0593479e-05,67.492486
0.46416474,1.7823621e-05,54.740833
0.46588984,2.871393e-05,44.878512
0.46771841,4.4414354e-05,37.116949
0.46965663,6.6157168e-05,30.934687
0.47171109,9.5197667e-05,25.976823
0.47388874,0.00013275518,21.988792
0.47619696,0.00017995906,18.776086
0.47864358,0.00023780828,16.18318
0.48123688,0.00030715868,14.083413
0.48398565,0.00038873776,12.373955
0.48689919,0.00048317671,10.972612
0.48998737,0.00059104526,9.814677
0.49326063,0.00071288163,8.8497225
0.49673006,0.00084921518,8.0386645
0.50040738,0.0010005807,7.3512885
0.50430504,0.0011675226,6.7642009
0.50843621,0.001350587,6.2592107
0.51281485,0.0015503142,5.8220914
0.51745575,0.0017672344,5.4416483
0.5223746,0.0020018528,5.1090197
0.52758798,0.0022546171,4.8171526
0.5331135,0.0025258889,4.5604096
0.5389698,0.0028159189,4.334276
0.54517662,0.0031248038,4.1351409
0.55175487,0.0034524272,3.9601346
0.55872671,0.0037983874,3.807009
0.56611562,0.0041619093,3.6740528
0.57394645,0.0045417366,3.5600357
0.58224554,0.004936,3.4641781
0.59104077,0.0053420592,3.3861449
0.60036169,0.0057563172,3.326066
0.61023957,0.0061740069,3.2845853
0.62070753,0.0065889756,3.2629359
0.63180065,0.0069936723,3.2629621
0.64355608,0.0073784926,3.2875374
0.65601313,0.0077310405,3.3410684
0.66921344,0.0080370465,3.4294452
0.68320109,0.008280639,3.5606162
0.69802271,0.0084440947,3.7456841
0.71372771,0.0085088742,3.9998402
0.73036835,0.0084576353,4.343131
0.74799993,0.0082109089,4.8007998
0.76668101,0.0076839837,5.4010867
0.78647352,0.0070518803,6.1600916
0.80744298,0.0065552867,7.0398345
0.82965874,0.0062317244,7.9161029
0.85319413,0.00598329,8.6335269
0.87812672,0.0056945259,9.0854033
0.90453854,0.0054211117,9.2050874
0.93251635,0.0053259189,8.9549606
0.96215187,0.0055833408,8.329018
0.99354207,0.006326315,7.4015156
1.0138311,0.0071212268,6.754809
1.0267912,0.0076384635,6.3392211
1.0620087,0.0096047689,5.29659
1.0993063,0.012186928,4.3788371
1.1388048,0.015201235,3.6424105
1.1806322,0.018410439,3.086674
1.2249233,0.021641833,2.671626
1.2718207,0.024803235,2.3543573
1.321475,0.027839538,2.1044459
1.3740452,0.030715962,1.9023389
1.4296989,0.033363215,1.7352629
1.4886134,0.035705235,1.594363
1.5509756,0.03771515,1.4731976
1.6169826,0.039368566,1.3669589
1.6868426,0.040640069,1.2720691
1.760775,0.041498548,1.1870407
1.8345848,0.041920144,1.1133127
1.9041042,0.041940578,1.0516557
1.9695896,0.041625318,1.0005444
2.0312813,0.041027636,0.958318
2.0894046,0.040189137,0.92381572
2.0951232,0.040080316,0.92092663
2.1441731,0.039144004,0.89618289
2.1957821,0.037923721,0.87476169
2.244417,0.036556854,0.85904245
2.2902523,0.035070296,0.84863218
2.3334521,0.033489297,0.8432443
2.3741702,0.031846944,0.84243797
2.4125513,0.030171212,0.84592332
2.4487314,0.028462872,0.85419037
2.4828384,0.026735512,0.86743174
2.5149925,0.025017685,0.88543192
2.5453067,0.023326055,0.90831587
2.5738875,0.021674379,0.93630259
2.6008349,0.020074389,0.96967989
2.6262432,0.018535847,1.0088042
2.650201,0.017066625,1.0541011
2.6727917,0.015672776,1.1060668
2.6940941,0.014358627,1.1652703
2.714182,0.013126875,1.2323575
2.7331252,0.011978711,1.3080547
2.7509893,0.010913964,1.3931746
2.7678362,0.0099312581,1.4886225
2.7837241,0.009028186,1.5954059
2.7987078,0.0082014916,1.7146449
2.812839,0.0074472544,1.8475877
2.8261666,0.0067610713,1.9956294
2.8387363,0.0061382298,2.1603353
2.8505915,0.005573866,2.3434704
2.8617729,0.0050631056,2.547034
2.872319,0.0046011813,2.7732994
2.8822659,0.0041835276,3.0248581
2.8916478,0.0038058502,3.3046665
2.900497,0.0034641723,3.6160944
2.9088436,0.003154859,3.9629715
2.9167165,0.0028745541,4.3496358
2.9241424,0.0026203162,4.7809716
2.9311469,0.0023896396,5.2624247
2.9377539,0.0021801734,5.8000192
2.943986,0.0019897738,6.4003825
2.9498645,0.0018165756,7.0707512
2.9554096,0.0016589045,7.8189703
2.9606401,0.0015152489,8.653505
2.965574,0.0013842345,9.5834712
2.970228,0.0012646064,10.618702
2.9746182,0.0011552135,11.769864
2.9787594,0.0010549993,13.048648
2.9826658,0.00096299558,14.468049
2.9863508,0.00087831787,16.042759
2.9898268,0.00080016378,17.78969
2.9931058,0.00072781113,19.728652
2.996199,0.00066061654,21.883219
2.9991168,0.00059801347,24.281814
3.0018692,0.00053950871,26.959151
3.0044657,0.0004846905,29.957951
3.006915,0.00043319629,33.331097
3.0092255,0.00038472239,37.144644
3.0114051,0.00033904715,41.481679
3.0134612,0.00029599972,46.447443
3.0154008,0.00025546029,52.176552
3.0172305,0.00021736237,58.843285
3.0189565,0.00018169469,66.676883
3.0205847,0.00014850725,75.985653
3.0221207,0.00011792361,87.197832
3.0235696,9.0160923e-05,100.937
3.0249365,6.5554466e-05,118.17284
3.026226,4.4565747e-05,140.53916
3.0274424,2.77163e-05,171.01294
3.0285899,1.5369339e-05,215.33562
3.0296724,7.3954946e-06,284.96679
3.0306935,3.0039788e-06,403.71903
3.0316569,9.9716599e-07,625.457
3.0325656,2.5722374e-07,1091.9463
3.0334229,4.6979163e-08,2274.1487
3.0342316,5.0411354e-09,6425.5239
3.0349946,2.0700731e-10,34017.653
3.0357143,0,58320.775
