y,R_0,R_1,R_2,R_3,R_4,R_5,RB_0,RB_1,RB_2,RB_3,RB_4,RB_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,3.3759756e-07,1.0914301e-09,-7.1147193e-27,3.3758504e-07,5.951631e-29,3.3759116e-07,3.3759756e-07,1.0914301e-09,-7.114719e-27,3.3758504e-07,5.9516309e-29,3.3759116e-07
0.0017874829,2.8107728e-06,2.6263485e-08,1.4135981e-23,2.8102738e-06,-3.2155761e-26,2.8105222e-06,2.8107728e-06,2.6263484e-08,1.4135981e-23,2.8102738e-06,-3.2155761e-26,2.8105222e-06
0.0027624773,1.224729e-05,2.4237223e-07,-1.0288384e-22,1.2240925e-05,2.3197624e-25,1.2244108e-05,1.224729e-05,2.4237224e-07,-1.0288384e-22,1.2240925e-05,2.3197624e-25,1.2244108e-05
0.0037959966,3.7129706e-05,1.3221003e-06,-1.1688502e-22,3.7085419e-05,2.6380216e-25,3.7107611e-05,3.7129706e-05,1.3221003e-06,-1.1688502e-22,3.7085419e-05,2.6380216e-25,3.7107611e-05
0.0048915537,9.0050395e-05,5.1672805e-06,1.4866151e-26,8.9839463e-05,3.9163818e-26,8.9945261e-05,9.0050395e-05,5.1672806e-06,1.4866151e-26,8.9839463e-05,3.9163816e-26,8.9945261e-05
0.0060528726,0.0001881137,1.5976118e-05,2.63633e-20,0.00018734345,-1.8316385e-22,0.00018772903,0.0001881137,1.5976117e-05,2.6363299e-20,0.00018734345,-1.8316384e-22,0.00018772903
0.0072839007,0.00035227194,4.1164041e-05,-3.7951888e-20,0.00034997535,2.6413191e-22,0.00035111853,0.00035227194,4.116404e-05,-3.7951886e-20,0.00034997535,2.6413191e-22,0.00035111853
0.0085888223,0.00060391887,9.0661423e-05,-6.4244924e-20,0.00059810529,4.4722747e-22,0.00060098328,0.00060391887,9.0661422e-05,-6.4244921e-20,0.00059810529,4.4722747e-22,0.00060098328
0.0099720729,0.00095765181,0.00017258971,-8.2003403e-25,0.00094483654,-8.8242541e-25,0.00095118534,0.00095765181,0.00017258971,-8.2003395e-25,0.00094483654,-8.8242526e-25,0.00095118534
0.011438354,0.001412816,0.00028597843,1.4440229e-18,0.0013878828,-1.8076329e-20,0.0014003235,0.001412816,0.00028597843,1.4440229e-18,0.0013878828,-1.8076329e-20,0.0014003235
0.01299265,0.0019509454,0.00041669866,-8.7944408e-19,0.0019078089,1.1018815e-20,0.0019294824,0.0019509454,0.00041669866,-8.7944403e-19,0.0019078089,1.1018814e-20,0.0019294824
0.014640245,0.0025431969,0.00054256011,-2.3235174e-18,0.0024760477,2.9127763e-20,0.0025098355,0.0025431969,0.0005425601,-2.3235174e-18,0.0024760477,2.9127762e-20,0.0025098355
0.016386737,0.0031619077,0.00064393694,5.5168928e-24,0.0030659846,-7.7936734e-24,0.0031140954,0.0031619077,0.00064393693,5.5168928e-24,0.0030659846,-7.7936731e-24,0.0031140954
0.018238064,0.0037875054,0.00071061654,-4.2582475e-18,0.0036589656,5.342304e-20,0.0037231846,0.0037875054,0.00071061653,-4.2582472e-18,0.0036589656,5.3423037e-20,0.0037231846
0.020200518,0.0044089652,0.00074149367,1.219166e-18,0.0042445357,-1.526853e-20,0.00432652,0.0044089652,0.00074149366,1.219166e-18,0.0042445357,-1.526853e-20,0.00432652
0.022280771,0.0050214375,0.00074067132,-1.2583594e-18,0.0048183381,8.044222e-20,0.0049195843,0.0050214375,0.00074067132,-1.2583596e-18,0.0048183381,8.0442225e-20,0.0049195843
0.024485892,0.0056236335,0.00071384656,1.3902411e-18,0.0053796248,-3.0719645e-20,0.0055013355,0.0056236335,0.00071384656,1.3902411e-18,0.0053796248,-3.0719643e-20,0.0055013355
