y,I01,I02
0,8.9184474e-09,-8.9184456e-09
0.00086769924,1.7943175e-07,-1.7943116e-07
0.0017874829,1.9570709e-06,-1.9570522e-06
0.0027624773,1.119103e-05,-1.1190819e-05
0.0037959966,4.3722485e-05,-4.3721112e-05
0.0048915537,0.00013326501,-0.00013325865
0.0060528726,0.00033954907,-0.0003395256
0.0072839007,0.00074608298,-0.00074600954
0.0085888223,0.0014235251,-0.0014233261
0.0099720729,0.0023487269,-0.0023482627
0.011438354,0.0033493484,-0.0033484045
0.01299265,0.0041828809,-0.0041811477
0.014640245,0.0047009037,-0.0046979455
0.016386737,0.0049149566,-0.0049102172
0.018238064,0.0049259472,-0.0049187872
0.020200518,0.0048361761,-0.0048258809
0.022280771,0.0047140609,-0.0046998116
0.024485892,0.0045963713,-0.0045772192
0.026823378,0.0044999896,-0.004474847
0.029301173,0.0044313157,-0.0043989507
0.0319277,0.0043917954,-0.004350822
0.034711887,0.0043807932,-0.0043296576
0.037663197,0.004396971,-0.0043339362
0.040791661,0.0044389342,-0.0043620623
0.044107915,0.0045055009,-0.0044126347
0.047623229,0.0045957543,-0.0044844974
0.051349553,0.0047090778,-0.0045767737
0.055299553,0.0048451758,-0.0046888847
0.059486654,0.0050040095,-0.0048204856
0.06392509,0.0051857474,-0.0049714142
0.068629948,0.005390797,-0.0051417216
0.073617218,0.0056197567,-0.0053316243
0.078903853,0.0058733516,-0.0055414391
0.084507823,0.0061524791,-0.0057716283
0.090448176,0.0064581566,-0.0060227488
0.096745104,0.0067915001,-0.0062954308
0.10342001,0.0071537388,-0.0065903935
0.11049558,0.0075461566,-0.0069083889
0.11799587,0.0079701004,-0.0072502128
0.12594638,0.0084269836,-0.0076167109
0.13437411,0.0089182083,-0.0080087059
0.14330773,0.0094451665,-0.0084270046
0.1527776,0.010009255,-0.0088724153
0.1628159,0.010611808,-0.0093456915
0.17345677,0.011254085,-0.0098475224
0.18473635,0.011937203,-0.010378481
0.19669301,0.012662115,-0.010939004
0.20936737,0.013429626,-0.011529425
0.22280253,0.014240318,-0.012149902
0.23704414,0.015094467,-0.012800356
0.25214061,0.015992039,-0.013480468
0.26814327,0.016932692,-0.014189696
0.28510649,0.017915693,-0.014927196
0.30308795,0.018939859,-0.015691777
0.32214876,0.020003574,-0.016481919
0.34235371,0.021104755,-0.017295733
0.36377149,0.022240832,-0.018130941
0.38647488,0.023408796,-0.018984906
0.41054106,0.024605171,-0.019854579
0.43605183,0.025826044,-0.020736502
0.46309391,0.027067236,-0.021626922
0.49175922,0.028324099,-0.022521564
0.52214518,0.029592005,-0.023415939
0.55435509,0.030866694,-0.02430557
0.58849842,0.032143757,-0.025185496
0.62469124,0.033419416,-0.026050811
0.66305656,0.034690277,-0.026896348
0.70372479,0.035953678,-0.027716776
0.74683417,0.037208402,-0.028507147
0.79253123,0.038453391,-0.029261543
0.84097128,0.03968614,-0.029971626
0.892319,0.04090305,-0.030627021
0.9467489,0.042099438,-0.031215478
1.004446,0.043265438,-0.031719959
1.0656064,0.044381358,-0.032115992
1.1304381,0.045413256,-0.032370407
1.1668563,0.045882655,-0.032406173
1.1991613,0.046300388,-0.032438699
1.2720096,0.046918772,-0.032256928
1.3492308,0.047095366,-0.031736877
1.4310872,0.046685031,-0.030786818
1.5178571,0.045628815,-0.029373282
1.6046271,0.043994791,-0.027587199
1.6864835,0.041901578,-0.025573835
1.7637046,0.039441294,-0.023440065
1.836553,0.036722017,-0.021274265
1.9052762,0.033844199,-0.019139266
1.9701079,0.030883117,-0.017069957
2.0312683,0.027895964,-0.015084866
2.0889654,0.024926198,-0.013192838
2.1433953,0.02201007,-0.011399139
2.194743,0.019178858,-0.0097081371
2.2431831,0.016459544,-0.0081237612
2.2888801,0.013876095,-0.0066506559
2.3319895,0.011450633,-0.0052950772
2.3726577,0.0092041979,-0.0040651955
2.411023,0.0071568989,-0.0029711127
