y,gradU_0,gradU_1,gradU_2,gradU_3,gradU_4,gradU_5,gradU_6,gradU_7,gradU_8
1.0002541,-0.066083771,-0.0047895182,4.944668e-21,50.532969,0.0450482,7.2131585e-18,1.5121408e-14,-3.855646e-17,1.1691237e-33
1.0008359,-0.026777837,-0.007906561,1.1792159e-19,51.067321,0.0071429019,7.3197278e-18,-3.7096844e-16,2.0958666e-17,-4.3622493e-34
1.0014527,0.046685534,-0.014205824,2.366242e-19,52.165532,-0.068174746,-1.4385996e-17,-7.1780442e-15,1.9441142e-17,-5.7805329e-34
1.0021064,0.10885273,-0.020688923,-4.0087426e-20,53.309685,-0.13323393,-1.8511458e-17,7.5253954e-16,-2.0830877e-17,4.4408255e-34
1.0027994,0.15767005,-0.027444939,-1.0158185e-19,54.430695,-0.18078178,1.1217433e-17,6.4143746e-20,-7.3292518e-22,2.782351e-38
1.0035339,0.1913593,-0.034543112,-2.9335428e-19,55.332333,-0.21849897,1.7886128e-17,8.6549272e-14,-2.0145598e-16,4.5393719e-33
1.0043126,0.20871659,-0.042032325,2.2231251e-19,55.629559,-0.25317358,8.5301912e-18,4.8983983e-15,-1.1414257e-17,2.569526e-34
1.005138,0.20937489,-0.049940891,-5.9888757e-20,54.810466,-0.27394201,-5.4015148e-18,-1.9176765e-13,5.3495147e-16,-4.8852605e-33
1.006013,0.19384614,-0.058284652,-7.3994598e-19,52.506723,-0.25929547,-1.2282405e-17,-8.8930538e-15,9.435885e-17,-2.4764529e-34
1.0069405,0.16338,-0.067039927,4.496515e-19,48.796591,-0.21018881,-1.7231233e-18,1.0373541e-13,-3.2114114e-16,5.5441247e-34
1.0079236,0.11995818,-0.076142301,1.3478851e-20,44.19901,-0.15067283,1.5839714e-18,2.5082591e-15,-7.067062e-17,2.0182102e-34
1.0089658,0.06647423,-0.08555369,-7.4459154e-20,39.344896,-0.094873013,-3.6925127e-19,-5.5985424e-18,-2.6309839e-22,8.1494075e-38
1.0100705,0.006703281,-0.095283235,4.0269714e-19,34.677436,-0.039347599,2.8697747e-18,2.0033805e-18,5.4269154e-20,-2.1100695e-37
1.0112415,-0.055115051,-0.10533076,1.9378952e-19,30.39144,0.01967299,-6.5212807e-19,4.8616432e-18,3.4379842e-21,-7.944712e-38
1.0124829,-0.11485718,-0.11564486,8.6348037e-20,26.520681,0.079340526,-1.8229977e-18,2.9234391e-15,-7.9189344e-17,-4.7076054e-34
1.0137987,-0.16903981,-0.1261233,-5.0558989e-19,23.033336,0.13463713,1.7322242e-18,7.1088425e-14,-4.1406235e-16,-5.2577323e-35
1.0151935,-0.21510046,-0.13663141,2.5262802e-21,19.886851,0.18200824,2.8001674e-18,1.3793606e-13,-1.283402e-16,1.7916052e-33
1.0166721,-0.25152944,-0.14702192,6.6214139e-20,17.050395,0.21975598,2.9398791e-19,-1.2749654e-13,7.211746e-16,3.1967823e-34
1.0182393,-0.27794504,-0.15715868,-3.0990322e-19,14.509246,0.24754168,-2.5119649e-18,-1.3281487e-13,1.894477e-16,-1.2589928e-33
1.0199007,-0.29499322,-0.16693333,1.7776668e-19,12.258373,0.26597515,-4.0052432e-19,-2.7419651e-15,5.1269422e-18,-3.4140418e-34
1.0216618,-0.30403508,-0.17626894,7.1950871e-20,10.292972,0.2762077,2.2473269e-19,-3.8160672e-15,1.8947345e-17,-7.7491159e-36
1.0235286,-0.30674583,-0.18512646,-4.8066266e-20,8.6041996,0.2799062,-4.3474354e-19,6.5804021e-14,-3.6998686e-16,9.8547602e-35
1.0255075,-0.30485667,-0.19350552,-8.7614806e-20,7.1765389,0.27901657,7.2071107e-19,1.3708562e-16,-3.3108958e-18,-1.6138679e-36
1.0276052,-0.29992802,-0.2014289,-5.1251595e-20,5.9852372,0.27511875,-1.9669873e-19,-2.2817866e-15,5.486055e-17,2.725057e-35
1.0298287,-0.29318971,-0.20892833,2.4283387e-19,5.0000444,0.26933299,-5.4736294e-19,1.0153237e-13,4.848295e-16,-4.0284347e-35
1.0321858,-0.28555297,-0.21603939,1.1504049e-20,4.1903186,0.26254902,6.8328652e-19,5.7413487e-15,2.7377436e-17,-2.2170816e-36
1.0346843,-0.27766076,-0.2227976,-5.6547423e-20,3.5269492,0.25541218,-8.9703014e-20,-9.5784443e-14,-4.573962e-16,3.7978032e-35
1.0373328,-0.26995341,-0.22923701,9.7987338e-20,2.9838649,0.2483403,-3.8286097e-20,-1.8639189e-15,3.7046431e-17,1.0804228e-36
1.0401402,-0.26270831,-0.23538796,-1.1860772e-20,2.5391115,0.24162223,-1.2375793e-20,8.3647048e-14,6.6603548e-16,-7.296167e-35
1.0431162,-0.2560682,-0.24127446,-5.8912511e-20,2.1744054,0.23542309,-6.3317725e-20,6.5003956e-15,2.5092404e-18,-5.1384703e-36
1.0462709,-0.2500866,-0.24691458,1.5890699e-21,1.8744476,0.22979358,2.3132418e-19,-7.900497e-14,-6.2623452e-16,6.8881282e-35
1.0496148,-0.24475928,-0.25232085,2.4259321e-20,1.6267399,0.22473065,-2.8797517e-19,-2.886695e-18,-4.6971575e-20,3.1026718e-39
1.0531596,-0.24004467,-0.25750007,-2.1552316e-20,1.4212263,0.22020361,-1.3009541e-19,-6.9600237e-14,-7.553961e-16,2.3767577e-35
1.0569171,-0.23587845,-0.26245371,-5.039006e-20,1.2498477,0.2161572,3.0928954e-19,-3.9345904e-15,-4.2710167e-17,1.3385078e-36
1.0609001,-0.23218295,-0.26717842,8.3766409e-21,1.106154,0.21252015,1.0584304e-19,1.2827056e-13,1.5130993e-15,1.6980402e-35
1.0651222,-0.22887305,-0.27166652,-2.0837878e-20,0.98498617,0.20921263,-1.3920556e-19,4.798694e-15,2.9516756e-17,3.8514486e-36
1.0695978,-0.22585976,-0.27590638,8.0457156e-21,0.88221262,0.20615045,-4.5153734e-20,-5.8993304e-14,-7.5599863e-16,-3.7144443e-35
1.074342,-0.2230534,-0.27988281,2.5310575e-20,0.79451906,0.20324822,4.2078199e-20,-1.1944097e-15,1.4907748e-17,-1.5489697e-36
1.079371,-0.22036566,-0.28357753,-2.0949479e-20,0.71924249,0.20042129,-5.0146115e-20,-1.997349e-18,-4.5403145e-20,-8.1681106e-40
1.0847018,-0.21771087,-0.28696946,2.6310094e-20,0.65423888,0.19758753,-1.3108147e-20,-2.3633772e-14,-2.8879759e-16,-4.5721981e-37
1.0903526,-0.21500742,-0.29003516,4.1346713e-20,0.59777725,0.19466853,1.2144175e-19,-1.3488813e-15,-1.6365588e-17,-6.6253208e-38
1.0963427,-0.21217868,-0.29274914,-3.0482916e-20,0.5484559,0.19159069,-2.4160316e-21,2.2285252e-14,2.7244858e-16,3.9354805e-37
1.1026923,-0.20915399,-0.29508424,-2.3334942e-20,0.50513882,0.18828624,-1.0462161e-19,-2.3662301e-19,-2.0654639e-21,1.5441489e-39
1.109423,-0.20586957,-0.29701206,6.750287e-21,0.46690321,0.1846942,5.2288537e-20,-5.2158504e-20,3.3127519e-21,4.8455279e-40
1.1165578,-0.20226948,-0.29850338,-2.2320011e-20,0.43299698,0.18076141,-1.6091045e-20,-2.8250434e-19,8.9584139e-22,-7.1798486e-40
1.1241208,-0.19830639,-0.29952868,4.2826541e-21,0.40280659,0.17644331,-1.0281264e-19,-1.0741363e-18,-4.5812459e-20,2.7202373e-39
1.1321378,-0.19394237,-0.30005868,2.1166254e-20,0.37582984,0.17170464,4.0539308e-20,-1.5676061e-19,-4.2877964e-21,1.5886588e-40
1.140636,-0.18914986,-0.30006501,1.6199041e-21,0.35165429,0.16652029,1.1164673e-19,1.3927889e-18,4.2135354e-20,-1.8494295e-39
1.1496443,-0.183912,-0.29952089,7.4309362e-21,0.32993923,0.1608758,-2.0434687e-21,-5.5451348e-14,-1.9922724e-15,-1.2049549e-35
1.1591934,-0.17822304,-0.29840188,1.9628376e-21,0.31040104,0.15476757,-7.1537703e-20,-3.094178e-15,-1.1177655e-16,-6.9966028e-37
