x,wallShearStress_0,wallShearStress_1,wallShearStress_2
0.10000458,-0.0054339687,0.00010644791,3.6919055e-21
0.39775998,0.0020526083,-0.0011585689,1.8987617e-19
0.70039081,0.00093110166,-0.00078547722,-1.0865578e-20
0.99909327,0.00074422015,-0.00057663591,-3.5031107e-21
1.3017854,0.00093151542,-0.00063059316,1.8432673e-19
1.6007759,0.00095544879,-0.00035670767,2.4874019e-21
1.9000332,0.00098571052,-3.4996279e-05,-5.7545113e-21
2.2,0.0017474702,-1.0720394e-06,-3.9411612e-24
2.5,0.0018557727,-6.6733457e-07,-1.3014875e-23
2.8,0.0017424521,-3.3719015e-07,-7.9206758e-25
3.1,0.0015058613,-5.7419675e-08,7.4761124e-24
3.4,0.0012079614,1.5127582e-07,-1.4245733e-22
3.7,0.00089254057,2.8697674e-07,5.2539691e-23
4,0.00058721617,3.621169e-07,2.6963096e-26
4.3,0.00030712648,3.9361675e-07,6.1380679e-23
4.6,6.0167927e-05,3.8794443e-07,-6.957793e-23
4.9,-0.0001468531,3.6367043e-07,-5.5953453e-23
5.2,-0.00031667109,3.3108347e-07,-2.264678e-25
5.5,-0.00045028554,2.9277467e-07,-6.6784771e-23
5.8,-0.00054728988,2.5068816e-07,2.9052499e-23
6.1,-0.00060447482,2.0382564e-07,-5.3567831e-25
6.4,-0.0006128938,1.4562457e-07,-1.0330792e-17
6.7,-0.00054653327,4.4171492e-08,-1.1006286e-24
7,-0.00031392725,-3.19221e-07,1.6385546e-23
7.2998928,-0.00019604491,-5.3651282e-05,-6.3924614e-20
7.6001892,-0.00064966317,-0.0003886508,1.7234317e-19
7.8995713,-0.0017666528,-0.0013436814,-1.2702209e-19
8.2014087,-0.0031959376,-0.0025930177,-3.5420557e-20
8.7994087,-0.0097095293,-0.0013505656,-6.8084781e-20
