y,k
0,1e-10
0.00086769924,6.0244777e-07
0.0017874829,2.7032436e-06
0.0027624773,1.1588073e-05
0.0037959966,3.5075645e-05
0.0048915537,8.5039413e-05
0.0060528726,0.00017785482
0.0072839007,0.00033456685
0.0085888223,0.00057950632
0.0099720729,0.00093564425
0.011438354,0.0014159022
0.01299265,0.0020139677
0.014640245,0.0027027554
0.016386737,0.0034443955
0.018238064,0.004204261
0.020200518,0.0049589085
0.022280771,0.0056961665
0.024485892,0.0064116545
0.026823378,0.0071053302
0.029301173,0.0077791962
0.0319277,0.0084360341
0.034711887,0.0090787811
0.037663197,0.0097102538
0.040791661,0.010333046
0.044107915,0.010949506
0.047623229,0.011561755
0.051349553,0.012171711
0.055299553,0.012781125
0.059486654,0.013391607
0.06392509,0.014004656
0.068629948,0.014621683
0.073617218,0.015244036
0.078903853,0.015873011
0.084507823,0.016509872
0.090448176,0.017155867
0.096745104,0.017812233
0.10342001,0.018480212
0.11049558,0.019161058
0.11799587,0.019856043
0.12594638,0.020566462
0.13437411,0.021293639
0.14330773,0.022038929
0.1527776,0.022803714
0.1628159,0.023589399
0.17345677,0.024397406
0.18473635,0.02522916
0.19669301,0.026086063
0.20936737,0.026969471
0.22280253,0.027880646
0.23704414,0.0288207
0.25214061,0.02979052
0.26814327,0.030790687
0.28510649,0.031821349
0.30308795,0.032882051
0.32214876,0.033971534
0.34235371,0.035087477
0.36377149,0.036226133
0.38647488,0.037381916
0.41054106,0.038546906
0.43605183,0.039710262
0.46309391,0.040857515
0.49175922,0.041970139
0.52214518,0.043028901
0.55435509,0.044009878
0.58849842,0.044861034
0.62469124,0.045495745
0.66305656,0.045831084
0.70372479,0.045807698
0.74683417,0.045371509
0.79253123,0.044486495
0.84097128,0.043153741
0.892319,0.041412633
0.9467489,0.039346919
1.004446,0.037081017
1.0656064,0.034761273
1.1304381,0.032524665
1.1991613,0.030467143
1.2720096,0.028626832
1.3492308,0.02698843
1.4310872,0.025498195
1.5178571,0.024096754
1.6046271,0.022769458
1.6864835,0.021524972
1.7637046,0.020358917
1.836553,0.019261501
1.9052762,0.018223046
1.9701079,0.017239803
2.0312683,0.016311659
2.0889654,0.015438488
2.1433953,0.014619556
2.194743,0.013853596
2.2431831,0.013138872
2.2888801,0.01247331
2.3319895,0.011854705
2.3726577,0.011280825
2.411023,0.010749439
2.4472159,0.010258407
2.4813592,0.0098057779
2.5135691,0.0093898283
2.5439551,0.0090090944
2.5726204,0.0086623859
2.5826596,0.0085459627
2.5996625,0.0083487859
2.6251732,0.0080676386
2.6492394,0.0078185262
2.6719428,0.0076012339
2.6933606,0.0074157018
2.7135655,0.0072619661
2.7326263,0.007140089
2.7506078,0.0070500812
2.767571,0.0069919705
2.7835737,0.0069653671
2.7986701,0.006969392
2.8129118,0.0070031009
2.8263469,0.0070651915
2.8390213,0.0071538484
2.8509779,0.0072668408
2.8622575,0.0074015582
2.8728984,0.0075550729
2.8829367,0.007724226
2.8924066,0.0079057319
2.9013402,0.0080962938
2.9097679,0.0082928436
2.9177184,0.0084926958
2.9252187,0.0086920709
2.9322943,0.0088852644
2.9389692,0.009066131
2.9452661,0.0092293271
2.9512065,0.0093707503
2.9568104,0.0094875126
2.9620971,0.0095777162
2.9670843,0.0096401758
2.9717892,0.009674186
2.9762276,0.0096793998
2.9804147,0.0096555912
2.9843647,0.0096024695
2.9880911,0.0095196112
2.9916064,0.0094063067
2.9949226,0.0092614258
2.9980511,0.0090832878
3.0010024,0.0088695328
3.0037866,0.0086170015
3.0064131,0.0083216476
3.0088909,0.0079785147
3.0112284,0.0075818308
3.0134335,0.0071253077
3.0155138,0.0066027114
3.0174762,0.0060084669
3.0193275,0.005337956
3.021074,0.0045919032
3.0227216,0.0037842482
3.0242759,0.0029490282
3.0257422,0.0021426517
3.0271255,0.0014326254
3.0284304,0.00087218553
3.0296614,0.0004784437
3.0308227,0.00023242133
3.0319183,9.6548858e-05
3.0329518,3.2069919e-05
3.0339268,7.823254e-06
3.0348466,3.8978393e-06
3.0357143,1e-10
