y,R_0,R_1,R_2,R_3,R_4,R_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,1.9565542e-07,1.2460735e-10,1.9249697e-25,1.9565627e-07,2.1829323e-28,1.9565587e-07
0.0017874829,1.3674747e-06,2.6655287e-09,-5.6522271e-24,1.3675098e-06,-8.6150037e-27,1.3674924e-06
0.0027624773,5.9356252e-06,2.2858388e-08,1.477587e-23,5.9360906e-06,3.0503513e-26,5.9358578e-06
0.0037959966,1.7985121e-05,1.149319e-07,1.2753807e-22,1.7988475e-05,4.3852834e-25,1.7986799e-05
0.0048915537,4.363262e-05,4.0922424e-07,6.1547188e-22,4.36493e-05,3.2761222e-24,4.3640967e-05
0.0060528726,9.1371747e-05,1.1367209e-06,-4.5231887e-21,9.14363e-05,-2.4412767e-23,9.1404056e-05
0.0072839007,0.00017232791,2.5831385e-06,1.083184e-21,0.00017253633,9.7714737e-24,0.00017243224
0.0085888223,0.00029992376,4.8623512e-06,6.1160273e-21,0.00030050926,3.7147237e-23,0.00030021683
0.0099720729,0.0004880898,7.3957972e-06,4.2551648e-28,0.00048955664,-2.8367766e-25,0.00048882359
0.011438354,0.00074715562,8.2391467e-06,-3.5509893e-26,0.00075047414,-7.3817169e-25,0.00074881414
0.01299265,0.0010781753,3.9832137e-06,-2.4136248e-26,0.0010849914,-1.6178888e-25,0.0010815794
0.014640245,0.0014696112,-8.9836882e-06,1.4011751e-26,0.0014823702,1.0293483e-24,0.0014759828
0.016386737,0.0019005369,-3.253517e-05,-2.493729e-19,0.0019224449,-6.6093116e-21,0.0019114821
0.018238064,0.0023487101,-6.61088e-05,6.5497861e-20,0.0023835596,1.3258362e-21,0.0023661296
0.020200518,0.0027971793,-0.00010775438,5.174973e-19,0.0028491386,1.8371543e-20,0.0028231595
0.022280771,0.0032360454,-0.00015551295,7.0691473e-21,0.0033094883,-4.9203203e-22,0.0032727722
0.024485892,0.0036609513,-0.00020805105,-1.990211e-19,0.003760356,-1.106644e-20,0.0037106614
0.026823378,0.0040708942,-0.00026466081,4.7908927e-25,0.0042008009,2.4560821e-24,0.0041358557
0.029301173,0.0044665757,-0.0003250615,4.4302394e-19,0.0046315815,4.2890319e-20,0.0045490862
0.0319277,0.0048494264,-0.00038922421,-6.0127051e-19,0.0050541977,-7.2045276e-20,0.0049518187
0.034711887,0.0052211007,-0.00045726183,-4.4021622e-19,0.0054703898,-4.0873352e-20,0.0053457509
0.037663197,0.0055832397,-0.00052936861,6.073304e-19,0.0058819015,7.4488883e-20,0.0057325753
0.040791661,0.005937374,-0.00060578862,5.7820692e-25,0.0062903792,-8.0312495e-24,0.0061138805
0.044107915,0.0062848945,-0.00068679993,4.5363907e-24,0.0066973383,6.3050709e-24,0.0064911197
0.047623229,0.0066270546,-0.00077270716,-2.0991617e-18,0.0071041611,-7.5412295e-19,0.0068656105
0.051349553,0.0069649847,-0.00086383845,1.1055269e-18,0.0075121063,5.3587246e-19,0.0072385475
0.055299553,0.0072997148,-0.00096054268,2.561542e-18,0.0079223222,1.2094528e-18,0.0076110198
0.059486654,0.0076321967,-0.0010631773,-1.4369386e-18,0.008335858,-8.3424743e-19,0.0079840284
