x,wallShearStress_0,wallShearStress_1,wallShearStress_2
0.10000458,-0.0053487789,0.00010508145,3.6739112e-21
0.39775998,0.0020343999,-0.0011493419,1.9075965e-19
0.70039081,0.00093195209,-0.0007860397,-1.0905085e-20
0.99909327,0.00072789482,-0.00056407611,-3.5617833e-21
1.3017854,0.00091976184,-0.00062264867,1.8538965e-19
1.6007759,0.00094412641,-0.00035245754,2.507648e-21
1.9000332,0.00096463607,-3.4248939e-05,-5.7634805e-21
2.2,0.0017324565,-1.0884705e-06,-3.9692541e-24
2.5,0.0018372138,-6.5935649e-07,-1.3844159e-23
2.8,0.0017135835,-3.250477e-07,-7.9649067e-25
3.1,0.0014717534,-5.1706926e-08,7.6113844e-24
3.4,0.0011756987,1.4760987e-07,-1.4003376e-22
3.7,0.00086776835,2.7536794e-07,5.0944358e-23
4,0.00057331198,3.4517852e-07,2.6417368e-26
4.3,0.0003054558,3.7409722e-07,5.840721e-23
4.6,7.0912368e-05,3.6842307e-07,-6.5979434e-23
4.9,-0.00012505699,3.4589724e-07,-5.296985e-23
5.2,-0.00028528526,3.1551481e-07,-2.2051468e-25
5.5,-0.00041070509,2.7941899e-07,-6.2805452e-23
5.8,-0.00050064255,2.3924993e-07,2.6864396e-23
6.1,-0.0005515021,1.9387888e-07,-5.2374738e-25
6.4,-0.00055405006,1.370287e-07,-1.0115436e-17
6.7,-0.0004826172,3.9385118e-08,-1.0791277e-24
7,-0.0002558451,-2.7706567e-07,1.6073032e-23
7.2998928,-0.0001340265,-3.7305879e-05,-6.2593069e-20
7.6001892,-0.00055781488,-0.00033454077,1.6985205e-19
7.8995713,-0.0016956591,-0.0012896964,-1.2694509e-19
8.2014087,-0.0031424732,-0.0025492867,-3.584275e-20
8.7994087,-0.009607916,-0.0013379664,-6.7835534e-20
