"U:0","U:1","U:2","k","nut","omega","p","Points:0","Points:1","Points:2"
0.29222,6.1215e-05,-0.00069458,0.0011019,5.6188e-06,204.5,-0.069791,8.595,3.0287,2.25
0.2898,4.6873e-05,-0.00066397,0.0010745,5.3768e-06,208.47,-0.071991,8.64,3.0288,2.25
0.28749,5.2323e-05,-0.0006338,0.0010533,5.1848e-06,211.96,-0.074309,8.6849,3.0289,2.25
0.28617,3.2702e-05,-0.00060046,0.0010389,5.0471e-06,214.81,-0.076215,8.7299,3.0289,2.25
0.28453,7.566e-05,-0.00057111,0.0010351,4.9808e-06,216.87,-0.07884,8.775,3.029,2.25
0.28534,1.954e-06,-0.00053379,0.0010317,4.9322e-06,218.33,-0.079948,8.82,3.029,2.25
0.2829,0.00014281,-0.0005064,0.0010427,4.9683e-06,219.04,-0.084121,8.865,3.029,2.25
0.28791,-9.8236e-05,-0.00046685,0.0010357,4.9248e-06,219.5,-0.082166,8.91,3.029,2.25
0.2795,8.2414e-05,-0.00043019,0.0010539,5.0069e-06,219.65,-0.092115,8.955,3.029,2.25
0.26125,0.00080071,-0.00043347,0.0010973,5.2171e-06,219.39,-0.10911,9,3.029,2.25
0.25167,-0.0003662,-0.00029494,0.00064865,2.3737e-06,289.43,-0.01913,0.045009,3.03,2.25
0.28126,-0.00010494,-0.0003338,0.00064838,2.3876e-06,287.7,-0.051364,0,3.03,2.25
0.24097,4.7573e-05,-0.0002679,0.00066065,2.4171e-06,289.56,-0.0042057,0.090017,3.03,2.25
0.25144,0.00017149,-0.00024449,0.00066921,2.4555e-06,288.75,-0.015373,0.13503,3.03,2.25
0.24686,-0.00011673,-0.00020468,0.00067285,2.472e-06,288.34,-0.013151,0.18003,3.0299,2.25
0.24962,3.706e-05,-0.00018067,0.00068664,2.5414e-06,286.18,-0.01663,0.22504,3.0299,2.25
0.24997,-1.828e-05,-0.00015249,0.00070479,2.6333e-06,283.44,-0.017516,0.27005,3.0299,2.25
0.25225,1.7845e-05,-0.00013255,0.00072862,2.76e-06,279.52,-0.019358,0.31505,3.0298,2.25
0.25455,9.3873e-06,-0.00011398,0.00075625,2.9131e-06,274.79,-0.020715,0.36004,3.0298,2.25
0.25747,1.3265e-05,-9.9716e-05,0.00078752,3.0928e-06,269.42,-0.022244,0.40503,3.0297,2.25
0.26052,7.5448e-06,-8.7884e-05,0.00082143,3.2943e-06,263.72,-0.023666,0.45002,3.0296,2.25
0.26375,4.0818e-06,-7.9078e-05,0.00085766,3.5162e-06,257.85,-0.025092,0.495,3.0296,2.25
0.26703,-1.0594e-06,-7.2777e-05,0.00089574,3.7562e-06,251.97,-0.026467,0.53998,3.0295,2.25
0.27035,-5.5742e-06,-6.9017e-05,0.00093542,4.0132e-06,246.14,-0.027806,0.58496,3.0294,2.25
0.27366,-1.0219e-05,-6.7546e-05,0.00097639,4.2859e-06,240.45,-0.0291,0.62994,3.0293,2.25
0.27695,-1.4712e-05,-6.8327e-05,0.0010183,4.5728e-06,234.92,-0.030349,0.67491,3.0292,2.25
0.28018,-1.9329e-05,-7.1134e-05,0.001061,4.8721e-06,229.59,-0.031551,0.71989,3.0291,2.25
0.28332,-2.423e-05,-7.5697e-05,0.001104,5.182e-06,224.49,-0.032707,0.76486,3.029,2.25
0.28637,-2.9091e-05,-8.1919e-05,0.0011472,5.5011e-06,219.62,-0.033812,0.80984,3.029,2.25
0.28932,-3.3351e-05,-8.982e-05,0.0011906,5.8294e-06,214.97,-0.03486,0.85482,3.0289,2.25
0.29219,-3.7087e-05,-9.9379e-05,0.0012342,6.1672e-06,210.53,-0.035853,0.8998,3.0288,2.25
0.29498,-4.0466e-05,-0.00011053,0.0012781,6.5145e-06,206.29,-0.036789,0.94477,3.0287,2.25
0.29769,-4.3615e-05,-0.00012325,0.0013223,6.8716e-06,202.22,-0.037669,0.98975,3.0286,2.25
0.30035,-4.6461e-05,-0.00013755,0.0013667,7.2387e-06,198.32,-0.038492,1.0347,3.0285,2.25
0.30294,-4.9093e-05,-0.00015342,0.0014115,7.6161e-06,194.56,-0.039259,1.0797,3.0284,2.25
0.30549,-5.1492e-05,-0.00017085,0.0014565,8.004e-06,190.95,-0.039971,1.1247,3.0284,2.25
0.30799,-5.3464e-05,-0.00018974,0.0015019,8.4027e-06,187.46,-0.040629,1.1697,3.0283,2.25
0.31045,-5.5173e-05,-0.00020994,0.0015476,8.8125e-06,184.1,-0.041233,1.2147,3.0282,2.25
0.31286,-5.6904e-05,-0.00023134,0.0015934,9.2323e-06,180.85,-0.041789,1.2596,3.0281,2.25
0.31523,-5.8783e-05,-0.00025378,0.0016393,9.6605e-06,177.73,-0.042298,1.3046,3.028,2.25
0.31753,-6.0676e-05,-0.00027711,0.0016849,1.0095e-05,174.73,-0.042762,1.3496,3.0279,2.25
0.31976,-6.2545e-05,-0.00030119,0.0017301,1.0534e-05,171.86,-0.043182,1.3946,3.0279,2.25
0.32189,-6.4397e-05,-0.00032587,0.0017746,1.0975e-05,169.13,-0.043561,1.4396,3.0278,2.25
0.32393,-6.6199e-05,-0.00035094,0.0018181,1.1414e-05,166.55,-0.0439,1.4845,3.0277,2.25
0.32584,-6.8017e-05,-0.00037626,0.0018602,1.1847e-05,164.11,-0.044202,1.5295,3.0276,2.25
0.32761,-7.0069e-05,-0.00040146,0.0019006,1.227e-05,161.83,-0.044468,1.5745,3.0276,2.25
0.32922,-7.2439e-05,-0.00042635,0.0019387,1.2678e-05,159.72,-0.044701,1.6195,3.0275,2.25
0.33065,-7.4695e-05,-0.00045079,0.0019741,1.3064e-05,157.78,-0.044901,1.6645,3.0274,2.25
0.33189,-7.6733e-05,-0.00047441,0.0020069,1.3428e-05,156.01,-0.045067,1.7095,3.0274,2.25
0.33293,-7.8565e-05,-0.00049732,0.0020363,1.3761e-05,154.42,-0.045201,1.7545,3.0273,2.25
0.33376,-8.0267e-05,-0.00051923,0.0020623,1.4063e-05,153,-0.045304,1.7995,3.0273,2.25
0.33436,-8.1945e-05,-0.00053989,0.0020847,1.4329e-05,151.77,-0.045377,1.8445,3.0272,2.25
0.33473,-8.358e-05,-0.00055939,0.002103,1.4552e-05,150.72,-0.045422,1.8895,3.0272,2.25
0.33485,-8.5348e-05,-0.00057727,0.002117,1.4732e-05,149.86,-0.045437,1.9345,3.0272,2.25
0.33472,-8.6645e-05,-0.00059353,0.0021266,1.4864e-05,149.19,-0.045428,1.9795,3.0271,2.25
0.33432,-8.9225e-05,-0.00060791,0.0021315,1.4945e-05,148.71,-0.045385,2.0245,3.0271,2.25
0.33364,-9.5527e-05,-0.00061998,0.0021307,1.4968e-05,148.43,-0.045321,2.0695,3.0271,2.25
0.33272,-9.7995e-05,-0.00063075,0.0021268,1.4956e-05,148.29,-0.045187,2.1145,3.0271,2.25
0.33176,-9.3917e-05,-0.00064114,0.0021233,1.4943e-05,148.18,-0.044973,2.1596,3.0271,2.25
0.33083,-9.08e-05,-0.0006514,0.0021198,1.4929e-05,148.08,-0.044732,2.2046,3.0271,2.25
0.3299,-8.9339e-05,-0.00066134,0.0021161,1.4914e-05,147.98,-0.044455,2.2496,3.0271,2.25
0.32898,-8.8113e-05,-0.00067105,0.0021122,1.4897e-05,147.88,-0.04415,2.2946,3.0271,2.25
0.32807,-8.7547e-05,-0.00068052,0.0021079,1.4878e-05,147.78,-0.043816,2.3396,3.0271,2.25
0.32716,-8.7551e-05,-0.00068984,0.0021034,1.4857e-05,147.68,-0.043455,2.3846,3.0271,2.25
0.32625,-8.7859e-05,-0.00069843,0.0020986,1.4833e-05,147.58,-0.043068,2.4296,3.0271,2.25
0.32534,-8.7719e-05,-0.0007066,0.0020934,1.4808e-05,147.48,-0.042657,2.4746,3.0271,2.25
0.32443,-8.7254e-05,-0.00071403,0.0020882,1.4781e-05,147.39,-0.04222,2.5196,3.0271,2.25
0.32353,-8.7078e-05,-0.00072056,0.0020828,1.4754e-05,147.29,-0.04176,2.5646,3.0271,2.25
0.32263,-8.7005e-05,-0.00072652,0.0020771,1.4725e-05,147.19,-0.041277,2.6096,3.0271,2.25
0.32172,-8.6962e-05,-0.00073181,0.0020713,1.4694e-05,147.09,-0.040772,2.6546,3.0271,2.25
0.32082,-8.6906e-05,-0.00073651,0.0020653,1.4662e-05,146.99,-0.040246,2.6997,3.0271,2.25
0.31992,-8.6806e-05,-0.00074076,0.0020592,1.463e-05,146.89,-0.039699,2.7447,3.0271,2.25
0.31902,-8.6684e-05,-0.00074457,0.002053,1.4596e-05,146.79,-0.039131,2.7897,3.0271,2.25
0.31813,-8.6531e-05,-0.0007479,0.0020466,1.4562e-05,146.69,-0.038544,2.8347,3.0271,2.25
0.31723,-8.6341e-05,-0.00075083,0.0020402,1.4527e-05,146.59,-0.037938,2.8797,3.0271,2.25
0.31634,-8.6138e-05,-0.00075342,0.0020336,1.4491e-05,146.49,-0.037314,2.9247,3.0271,2.25
0.31545,-8.5915e-05,-0.00075554,0.002027,1.4454e-05,146.39,-0.036672,2.9697,3.0271,2.25
0.31456,-8.5666e-05,-0.00075731,0.0020202,1.4416e-05,146.3,-0.036014,3.0147,3.0271,2.25
0.31368,-8.5378e-05,-0.00075865,0.0020133,1.4377e-05,146.2,-0.035339,3.0597,3.0271,2.25
0.3128,-8.506e-05,-0.00075955,0.0020063,1.4338e-05,146.1,-0.034649,3.1047,3.0271,2.25
0.31192,-8.4706e-05,-0.00075995,0.0019992,1.4297e-05,146.01,-0.033945,3.1497,3.0271,2.25
0.31105,-8.431e-05,-0.00075988,0.001992,1.4256e-05,145.91,-0.033226,3.1948,3.0271,2.25
0.31018,-8.3873e-05,-0.00075935,0.0019847,1.4214e-05,145.81,-0.032494,3.2398,3.0271,2.25
0.30932,-8.3387e-05,-0.00075842,0.0019773,1.4171e-05,145.72,-0.03175,3.2848,3.0271,2.25
0.30846,-8.2852e-05,-0.00075708,0.0019698,1.4128e-05,145.62,-0.030995,3.3298,3.0271,2.25
0.30761,-8.2296e-05,-0.00075529,0.0019623,1.4083e-05,145.53,-0.030229,3.3748,3.0271,2.25
0.30676,-8.1701e-05,-0.00075305,0.0019546,1.4038e-05,145.43,-0.029452,3.4198,3.0271,2.25
0.30592,-8.1065e-05,-0.00075044,0.0019469,1.3993e-05,145.34,-0.028667,3.4648,3.0271,2.25
0.30509,-8.0379e-05,-0.00074747,0.0019392,1.3947e-05,145.25,-0.027874,3.5098,3.0271,2.25
0.30427,-7.9575e-05,-0.00074417,0.0019313,1.39e-05,145.15,-0.027072,3.5548,3.0271,2.25
0.30345,-7.8689e-05,-0.00074059,0.0019235,1.3853e-05,145.06,-0.026265,3.5998,3.0271,2.25
0.30264,-7.7801e-05,-0.00073678,0.0019156,1.3806e-05,144.97,-0.025451,3.6448,3.0271,2.25
0.30185,-7.6894e-05,-0.00073269,0.0019076,1.3758e-05,144.88,-0.024632,3.6898,3.0271,2.25
0.30106,-7.5923e-05,-0.00072833,0.0018996,1.371e-05,144.79,-0.023808,3.7349,3.0271,2.25
0.30028,-7.4872e-05,-0.0007238,0.0018916,1.3661e-05,144.7,-0.022981,3.7799,3.0271,2.25
0.29952,-7.3763e-05,-0.00071914,0.0018836,1.3612e-05,144.61,-0.022152,3.8249,3.0271,2.25
0.29876,-7.2605e-05,-0.00071428,0.0018755,1.3563e-05,144.53,-0.021321,3.8699,3.0271,2.25
0.29802,-7.1389e-05,-0.00070928,0.0018675,1.3513e-05,144.44,-0.020488,3.9149,3.0271,2.25
0.29729,-7.0105e-05,-0.0007042,0.0018594,1.3464e-05,144.36,-0.019655,3.9599,3.0271,2.25
0.29657,-6.8758e-05,-0.00069885,0.0018514,1.3414e-05,144.27,-0.018823,4.0049,3.0271,2.25
0.29587,-6.7347e-05,-0.00069332,0.0018434,1.3364e-05,144.19,-0.017992,4.0499,3.0271,2.25
0.29518,-6.5891e-05,-0.0006876,0.0018353,1.3314e-05,144.11,-0.017162,4.0949,3.0271,2.25
0.29451,-6.4409e-05,-0.00068168,0.0018273,1.3264e-05,144.03,-0.016336,4.1399,3.0271,2.25
0.29385,-6.2876e-05,-0.00067555,0.0018194,1.3214e-05,143.96,-0.015513,4.1849,3.0271,2.25
0.2932,-6.1273e-05,-0.00066925,0.0018114,1.3164e-05,143.88,-0.014695,4.2299,3.0271,2.25
0.29258,-5.9612e-05,-0.00066258,0.0018035,1.3114e-05,143.8,-0.013882,4.275,3.0271,2.25
0.29196,-5.7843e-05,-0.00065558,0.0017956,1.3064e-05,143.73,-0.013074,4.32,3.0271,2.25
0.29137,-5.61e-05,-0.00064815,0.0017878,1.3014e-05,143.66,-0.012274,4.365,3.0271,2.25
0.29079,-5.4376e-05,-0.00064077,0.00178,1.2965e-05,143.59,-0.011481,4.41,3.0271,2.25
0.29023,-5.2362e-05,-0.00063288,0.0017723,1.2915e-05,143.52,-0.010696,4.455,3.0271,2.25
0.28969,-5.0318e-05,-0.00062481,0.0017646,1.2866e-05,143.45,-0.0099203,4.5,3.0271,2.25
0.28917,-4.8225e-05,-0.00061659,0.001757,1.2817e-05,143.39,-0.009154,4.545,3.0271,2.25
0.28867,-4.5999e-05,-0.00060803,0.0017495,1.2769e-05,143.32,-0.0083981,4.59,3.0271,2.25
0.28818,-4.4105e-05,-0.00059915,0.0017421,1.2721e-05,143.26,-0.0076534,4.635,3.0271,2.25
0.28772,-4.2051e-05,-0.00058989,0.0017347,1.2673e-05,143.2,-0.0069208,4.68,3.0271,2.25
0.28728,-3.9808e-05,-0.00058054,0.0017274,1.2625e-05,143.14,-0.0062007,4.725,3.0271,2.25
0.28686,-3.7541e-05,-0.00057111,0.0017202,1.2578e-05,143.09,-0.0054939,4.7701,3.0271,2.25
0.28646,-3.5167e-05,-0.00056148,0.0017131,1.2531e-05,143.03,-0.0048012,4.8151,3.0271,2.25
0.28608,-3.2758e-05,-0.00055172,0.0017061,1.2485e-05,142.98,-0.0041232,4.8601,3.0271,2.25
0.28572,-3.026e-05,-0.00054186,0.0016992,1.244e-05,142.93,-0.0034607,4.9051,3.0271,2.25
0.28539,-2.7724e-05,-0.00053189,0.0016925,1.2395e-05,142.89,-0.0028144,4.9501,3.0271,2.25
0.28508,-2.5114e-05,-0.00052176,0.0016858,1.235e-05,142.84,-0.0021851,4.9951,3.0271,2.25
0.2848,-2.248e-05,-0.00051152,0.0016793,1.2306e-05,142.8,-0.0015734,5.0401,3.0271,2.25
0.28454,-1.9782e-05,-0.0005012,0.0016728,1.2263e-05,142.76,-0.00098023,5.0851,3.0271,2.25
0.2843,-1.7041e-05,-0.00049084,0.0016665,1.2221e-05,142.72,-0.00040614,5.1301,3.0271,2.25
0.28409,-1.4213e-05,-0.00048041,0.0016603,1.2179e-05,142.68,0.00014807,5.1751,3.0271,2.25
0.28391,-1.1347e-05,-0.00046998,0.0016543,1.2138e-05,142.65,0.00068175,5.2201,3.0271,2.25
0.28375,-8.4208e-06,-0.00045953,0.0016484,1.2097e-05,142.62,0.0011941,5.2651,3.0271,2.25
0.28361,-5.4428e-06,-0.00044907,0.0016426,1.2058e-05,142.59,0.0016844,5.3102,3.0271,2.25
0.28351,-2.337e-06,-0.00043852,0.001637,1.2019e-05,142.56,0.0021519,5.3552,3.0271,2.25
0.28343,8.8229e-07,-0.000428,0.0016315,1.1981e-05,142.54,0.0025958,5.4002,3.0271,2.25
0.28338,4.253e-06,-0.00041767,0.0016262,1.1944e-05,142.52,0.0030155,5.4452,3.0271,2.25
0.28336,7.7022e-06,-0.00040717,0.001621,1.1908e-05,142.5,0.0034104,5.4902,3.0271,2.25
0.28338,1.1231e-05,-0.00039616,0.001616,1.1872e-05,142.48,0.0037797,5.5352,3.0271,2.25
0.28342,1.4716e-05,-0.0003852,0.0016111,1.1838e-05,142.47,0.0041226,5.5802,3.0271,2.25
0.28349,1.8264e-05,-0.00037445,0.0016064,1.1804e-05,142.46,0.0044383,5.6252,3.0271,2.25
0.2836,2.1792e-05,-0.00036367,0.0016019,1.1772e-05,142.45,0.0047261,5.6702,3.0271,2.25
0.28374,2.5335e-05,-0.00035341,0.0015975,1.174e-05,142.45,0.004985,5.7152,3.0271,2.25
0.2839,2.9001e-05,-0.00034352,0.0015933,1.171e-05,142.45,0.0052143,5.7602,3.0271,2.25
0.2841,3.2548e-05,-0.00033318,0.0015893,1.168e-05,142.45,0.0054134,5.8052,3.0271,2.25
0.28434,3.6251e-05,-0.00032241,0.0015856,1.1652e-05,142.45,0.005581,5.8503,3.0271,2.25
0.2846,4.0105e-05,-0.00031157,0.001582,1.1625e-05,142.46,0.0057168,5.8953,3.0271,2.25
0.2849,4.4008e-05,-0.00030062,0.0015787,1.16e-05,142.47,0.0058198,5.9403,3.0271,2.25
0.28523,4.7961e-05,-0.00028953,0.0015755,1.1576e-05,142.49,0.0058892,5.9853,3.0271,2.25
0.2856,5.1814e-05,-0.00027817,0.0015726,1.1553e-05,142.5,0.0059243,6.0303,3.0271,2.25
0.286,5.5818e-05,-0.00026657,0.00157,1.1532e-05,142.52,0.005924,6.0753,3.0271,2.25
0.28643,5.9828e-05,-0.00025498,0.0015676,1.1512e-05,142.55,0.0058875,6.1203,3.0271,2.25
0.2869,6.3863e-05,-0.00024367,0.0015654,1.1494e-05,142.58,0.0058138,6.1653,3.0271,2.25
0.2874,6.7959e-05,-0.00023238,0.0015635,1.1477e-05,142.61,0.0057024,6.2103,3.0271,2.25
0.28794,7.2111e-05,-0.00022121,0.0015619,1.1462e-05,142.64,0.0055522,6.2553,3.0271,2.25
0.28852,7.6302e-05,-0.00021013,0.0015605,1.1449e-05,142.68,0.0053622,6.3003,3.0271,2.25
0.28913,8.0625e-05,-0.00019943,0.0015594,1.1437e-05,142.72,0.0051315,6.3454,3.0271,2.25
0.28978,8.5e-05,-0.00018943,0.0015585,1.1427e-05,142.76,0.0048596,6.3904,3.0271,2.25
0.29046,8.9211e-05,-0.0001799,0.0015579,1.1418e-05,142.81,0.0045453,6.4354,3.0271,2.25
0.29118,9.3812e-05,-0.00017086,0.0015575,1.1411e-05,142.86,0.0041873,6.4804,3.0271,2.25
0.29194,9.8616e-05,-0.00016213,0.0015574,1.1405e-05,142.92,0.0037852,6.5254,3.0271,2.25
0.29274,0.00010324,-0.00015469,0.0015575,1.1401e-05,142.98,0.0033378,6.5704,3.0271,2.25
0.29358,0.00010803,-0.00014936,0.0015579,1.1399e-05,143.04,0.002844,6.6154,3.0271,2.25
0.29447,0.00011303,-0.00014569,0.0015587,1.1399e-05,143.1,0.0023026,6.6604,3.0271,2.25
0.29539,0.00011808,-0.00014345,0.0015598,1.1401e-05,143.17,0.0017132,6.7054,3.0271,2.25
0.29636,0.00012342,-0.00014353,0.0015613,1.1406e-05,143.25,0.0010732,6.7504,3.0271,2.25
0.29738,0.00012881,-0.00014661,0.0015632,1.1413e-05,143.33,0.0003848,6.7954,3.0271,2.25
0.29844,0.00013566,-0.00015168,0.0015654,1.1422e-05,143.41,-0.00036071,6.8404,3.0271,2.25
0.29957,0.00014531,-0.00015879,0.0015684,1.1436e-05,143.5,-0.001148,6.8855,3.0271,2.25
0.30072,0.00015087,-0.00016842,0.0015701,1.1436e-05,143.65,-0.002016,6.9305,3.0271,2.25
0.3017,0.00014962,-0.00017975,0.0015684,1.1399e-05,143.96,-0.0029844,6.9755,3.0271,2.25
0.30244,0.00014894,-0.00019284,0.0015635,1.1324e-05,144.47,-0.0040124,7.0205,3.0271,2.25
0.30297,0.00015117,-0.00020742,0.0015556,1.1213e-05,145.17,-0.0050991,7.0655,3.0272,2.25
0.30332,0.00015418,-0.00022327,0.0015446,1.1066e-05,146.07,-0.0062358,7.1105,3.0272,2.25
0.30348,0.00015688,-0.00024077,0.0015307,1.0886e-05,147.16,-0.0074234,7.1555,3.0272,2.25
0.30346,0.00015914,-0.00025994,0.0015141,1.0677e-05,148.44,-0.0086629,7.2005,3.0273,2.25
0.30328,0.00016102,-0.00028061,0.0014951,1.0442e-05,149.91,-0.0099549,7.2455,3.0273,2.25
0.30294,0.00016258,-0.00030284,0.0014741,1.0185e-05,151.56,-0.0113,7.2905,3.0274,2.25
0.30244,0.00016378,-0.00032696,0.0014512,9.9094e-06,153.39,-0.012697,7.3355,3.0274,2.25
0.30181,0.00016446,-0.00035248,0.0014268,9.6187e-06,155.41,-0.014148,7.3805,3.0275,2.25
0.30103,0.0001646,-0.00037883,0.0014009,9.3156e-06,157.6,-0.015651,7.4255,3.0276,2.25
0.30013,0.00016427,-0.00040604,0.0013739,9.0038e-06,159.96,-0.017206,7.4705,3.0276,2.25
0.29912,0.00016361,-0.00043353,0.0013461,8.6872e-06,162.49,-0.018811,7.5155,3.0277,2.25
0.29802,0.0001627,-0.0004612,0.0013177,8.3688e-06,165.17,-0.020468,7.5604,3.0278,2.25
0.29684,0.00016144,-0.00048948,0.001289,8.0513e-06,168,-0.022177,7.6054,3.0279,2.25
0.29558,0.00015979,-0.00051803,0.00126,7.7367e-06,170.97,-0.023938,7.6504,3.0279,2.25
0.29426,0.00015779,-0.00054628,0.0012311,7.4268e-06,174.07,-0.025749,7.6954,3.028,2.25
0.29289,0.0001554,-0.00057383,0.0012022,7.1228e-06,177.31,-0.027612,7.7404,3.0281,2.25
0.29146,0.00015281,-0.00060032,0.0011736,6.8261e-06,180.68,-0.029524,7.7853,3.0282,2.25
0.29,0.00015004,-0.00062516,0.0011452,6.5374e-06,184.17,-0.031484,7.8303,3.0283,2.25
0.28849,0.00014687,-0.00064804,0.0011171,6.2567e-06,187.78,-0.033493,7.8753,3.0284,2.25
0.28693,0.00014314,-0.00066859,0.0010893,5.9835e-06,191.53,-0.035551,7.9203,3.0284,2.25
0.28532,0.00013886,-0.00068642,0.0010615,5.717e-06,195.42,-0.037654,7.9653,3.0285,2.25
0.28363,0.00013413,-0.00070151,0.0010338,5.457e-06,199.47,-0.039802,8.0102,3.0286,2.25
0.28188,0.00012897,-0.0007137,0.0010061,5.2031e-06,203.68,-0.04199,8.0552,3.0287,2.25
0.28003,0.00012344,-0.00072285,0.00097841,4.9549e-06,208.08,-0.044215,8.1002,3.0288,2.25
0.2781,0.00011754,-0.00072876,0.0009507,4.7126e-06,212.67,-0.046474,8.1452,3.0289,2.25
0.27606,0.00011113,-0.00073131,0.00092285,4.4754e-06,217.48,-0.048764,8.1902,3.029,2.25
0.27391,0.00010399,-0.00073043,0.00089491,4.2436e-06,222.51,-0.05108,8.2351,3.029,2.25
0.27165,9.635e-05,-0.00072615,0.00086683,4.0172e-06,227.78,-0.053417,8.2801,3.0291,2.25
0.26927,8.8811e-05,-0.00071837,0.00083904,3.7986e-06,233.27,-0.055764,8.3251,3.0292,2.25
0.26682,8.1328e-05,-0.00070715,0.00081162,3.5886e-06,238.96,-0.058116,8.3701,3.0293,2.25
0.2643,7.3998e-05,-0.00069266,0.00078504,3.3895e-06,244.82,-0.060472,8.415,3.0294,2.25
0.26175,6.6289e-05,-0.00067488,0.00075925,3.2014e-06,250.79,-0.062819,8.46,3.0295,2.25
0.25918,5.91e-05,-0.00065423,0.00073494,3.0272e-06,256.83,-0.065164,8.505,3.0296,2.25
0.25668,5.0363e-05,-0.0006306,0.0007119,2.8664e-06,262.84,-0.067472,8.55,3.0296,2.25
0.25421,4.47e-05,-0.0006053,0.00069141,2.7243e-06,268.68,-0.069791,8.595,3.0297,2.25
0.25202,3.3263e-05,-0.00057749,0.00067314,2.6001e-06,274.16,-0.071991,8.64,3.0298,2.25
0.2499,3.8299e-05,-0.00055041,0.00065899,2.5019e-06,278.98,-0.07431,8.685,3.0298,2.25
0.24873,2.2237e-05,-0.00052032,0.00064937,2.4313e-06,282.94,-0.076215,8.73,3.0299,2.25
0.24715,5.8427e-05,-0.00049448,0.00064666,2.3973e-06,285.78,-0.078841,8.775,3.0299,2.25
0.24804,-3.4427e-06,-0.00046068,0.00064429,2.3722e-06,287.78,-0.079948,8.82,3.0299,2.25
0.2455,0.00011506,-0.00043723,0.00065141,2.3905e-06,288.72,-0.084122,8.865,3.03,2.25
0.25065,-8.5233e-05,-0.00040158,0.0006468,2.3688e-06,289.31,-0.082165,8.91,3.03,2.25
0.24195,6.4949e-05,-0.00036925,0.00065844,2.4112e-06,289.3,-0.092115,8.955,3.03,2.25
0.22311,0.00066459,-0.00037529,0.00068654,2.5184e-06,288.73,-0.10912,9,3.03,2.25
0.21522,-0.00029337,-0.00024657,0.00037694,1.0186e-06,400.06,-0.019128,0.045007,3.0308,2.25
0.24509,-9.0912e-05,-0.00028236,0.00037801,1.0262e-06,398.2,-0.051361,0,3.0308,2.25
0.20463,4.1657e-05,-0.00022504,0.00038364,1.0358e-06,400.58,-0.004207,0.090015,3.0308,2.25
0.21519,0.0001343,-0.000206,0.00038898,1.0523e-06,399.8,-0.015373,0.13502,3.0308,2.25
0.21036,-9.6424e-05,-0.00017077,0.00039082,1.0596e-06,398.86,-0.013149,0.18003,3.0308,2.25
0.21303,2.8761e-05,-0.00015145,0.00039915,1.0904e-06,395.85,-0.01663,0.22503,3.0308,2.25
0.21315,-1.6407e-05,-0.00012752,0.00040995,1.1313e-06,391.81,-0.017516,0.27004,3.0308,2.25
0.21516,1.2963e-05,-0.00011166,0.00042428,1.1879e-06,386.13,-0.019358,0.31504,3.0307,2.25
0.21712,6.0972e-06,-9.6709e-05,0.00044088,1.2565e-06,379.22,-0.020714,0.36004,3.0307,2.25
0.21966,9.364e-06,-8.5748e-05,0.00045973,1.3374e-06,371.41,-0.022244,0.40503,3.0306,2.25
0.2223,4.9054e-06,-7.6838e-05,0.00048024,1.4285e-06,363.1,-0.023666,0.45002,3.0306,2.25
0.22511,2.3495e-06,-7.0614e-05,0.00050222,1.5292e-06,354.56,-0.025091,0.495,3.0305,2.25
0.22795,-1.5464e-06,-6.6535e-05,0.00052542,1.6387e-06,345.99,-0.026467,0.53998,3.0304,2.25
0.23084,-4.9108e-06,-6.465e-05,0.00054968,1.7566e-06,337.51,-0.027807,0.58497,3.0304,2.25
0.23372,-8.3709e-06,-6.471e-05,0.00057483,1.8823e-06,329.22,-0.0291,0.62995,3.0303,2.25
0.23657,-1.1705e-05,-6.6685e-05,0.00060071,2.0152e-06,321.18,-0.03035,0.67493,3.0302,2.25
0.23939,-1.5137e-05,-7.0354e-05,0.00062713,2.1547e-06,313.43,-0.031552,0.7199,3.0301,2.25
0.24213,-1.881e-05,-7.5457e-05,0.00065389,2.2998e-06,306.02,-0.032707,0.76488,3.0301,2.25
0.24479,-2.2472e-05,-8.1918e-05,0.00068088,2.4501e-06,298.94,-0.033812,0.80986,3.03,2.25
0.24737,-2.5658e-05,-8.9769e-05,0.00070812,2.6056e-06,292.2,-0.034861,0.85485,3.0299,2.25
0.24988,-2.8438e-05,-9.8996e-05,0.00073564,2.7663e-06,285.77,-0.035854,0.89983,3.0298,2.25
0.25232,-3.0943e-05,-0.00010954,0.00076345,2.9325e-06,279.62,-0.03679,0.94481,3.0298,2.25
0.2547,-3.3288e-05,-0.00012139,0.00079156,3.1043e-06,273.73,-0.037669,0.98979,3.0297,2.25
0.25703,-3.5398e-05,-0.00013457,0.00081998,3.2818e-06,268.08,-0.038493,1.0348,3.0296,2.25
0.25932,-3.7347e-05,-0.00014907,0.00084872,3.4652e-06,262.66,-0.03926,1.0798,3.0295,2.25
0.26156,-3.9123e-05,-0.00016489,0.00087781,3.6547e-06,257.44,-0.039972,1.1247,3.0295,2.25
0.26377,-4.0546e-05,-0.00018192,0.00090725,3.8506e-06,252.41,-0.04063,1.1697,3.0294,2.25
0.26595,-4.1761e-05,-0.00020006,0.00093706,4.0529e-06,247.56,-0.041234,1.2147,3.0293,2.25
0.2681,-4.3003e-05,-0.00021917,0.00096714,4.2613e-06,242.89,-0.04179,1.2597,3.0293,2.25
0.27021,-4.4378e-05,-0.00023913,0.00099736,4.475e-06,238.4,-0.042299,1.3047,3.0292,2.25
