0.000000000000000000e+00	1.019649999999999945e+00	1.785710000000000075e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.158990000000000187e-02	2.504319999999999879e+00	0.000000000000000000e+00	1.068030000000000035e+00	2.276800000000000004e-02	-1.069459999999999942e-03	1.273810000000000046e-02	-2.239399999999999898e-03	1.395520000000000083e-04	8.225329999999999447e-03	5.322189999999999945e-05	9.662520000000000830e-03	1.531300000000000022e-02
9.168709999999999360e-02	2.471839999999999815e+00	0.000000000000000000e+00	1.068640000000000034e+00	2.480579999999999938e-02	-1.629809999999999983e-03	1.335229999999999924e-02	-2.617299999999999922e-03	1.303999999999999983e-04	8.699220000000000563e-03	4.445010000000000324e-05	9.860610000000000555e-03	1.595610000000000084e-02
9.179009999999999947e-02	2.437419999999999920e+00	0.000000000000000000e+00	1.068030000000000035e+00	2.554069999999999951e-02	-2.153630000000000128e-03	1.402379999999999946e-02	-3.032829999999999814e-03	1.161980000000000012e-04	9.244139999999999649e-03	4.350130000000000311e-05	1.017850000000000005e-02	1.672320000000000056e-02
9.189930000000000321e-02	2.400920000000000165e+00	0.000000000000000000e+00	1.067779999999999951e+00	2.775189999999999949e-02	-2.255210000000000114e-03	1.466660000000000012e-02	-3.437169999999999809e-03	1.552419999999999885e-04	9.821949999999999431e-03	2.628299999999999891e-05	1.052810000000000031e-02	1.750840000000000035e-02
9.201499999999999957e-02	2.362239999999999895e+00	0.000000000000000000e+00	1.066840000000000011e+00	2.853560000000000124e-02	-2.182869999999999949e-03	1.531839999999999938e-02	-3.908179999999999814e-03	1.756209999999999911e-04	1.050150000000000042e-02	3.016629999999999949e-05	1.094589999999999973e-02	1.838290000000000063e-02
9.213770000000000293e-02	2.321229999999999905e+00	0.000000000000000000e+00	1.065320000000000045e+00	3.063429999999999973e-02	-2.160930000000000142e-03	1.612979999999999969e-02	-4.402149999999999640e-03	1.293060000000000119e-04	1.119389999999999968e-02	4.851729999999999709e-05	1.142929999999999988e-02	1.937650000000000136e-02
9.226779999999999704e-02	2.277759999999999785e+00	0.000000000000000000e+00	1.062570000000000014e+00	3.244699999999999668e-02	-2.572979999999999885e-03	1.708099999999999896e-02	-4.955919999999999943e-03	9.231729999999999786e-05	1.193229999999999985e-02	6.003209999999999737e-05	1.200739999999999967e-02	2.051040000000000155e-02
9.240569999999999340e-02	2.231679999999999886e+00	0.000000000000000000e+00	1.058880000000000043e+00	3.382299999999999890e-02	-3.474309999999999985e-03	1.809749999999999900e-02	-5.592830000000000024e-03	5.358690000000000019e-05	1.274289999999999971e-02	4.273339999999999984e-05	1.263590000000000026e-02	2.173819999999999919e-02
9.255180000000000351e-02	2.182840000000000114e+00	0.000000000000000000e+00	1.054259999999999975e+00	3.549959999999999921e-02	-3.995440000000000276e-03	1.934769999999999893e-02	-6.215349999999999694e-03	3.416420000000000063e-05	1.366470000000000011e-02	2.434869999999999949e-05	1.335150000000000052e-02	2.318189999999999834e-02
