,label
9762,2
9787,2
9792,2
9793,2
9795,2
9797,2
9800,2
9806,2
9807,2
9811,2
9813,2
9815,2
9817,2
9822,2
9831,2
9840,2
9843,2
9847,2
9852,2
9854,2
9865,2
9867,2
9872,2
9881,2
9892,2
9898,2
9916,2
9921,2
9923,2
9937,2
9947,2
9955,2
9957,2
9981,2
9987,2
9989,2
9990,2
9993,2
9995,2
9998,2
10001,2
10005,2
10006,2
10007,2
10015,2
10017,2
10019,2
10027,2
10028,2
10032,2
10039,2
10051,2
10052,2
10058,2
10068,2
10070,2
10071,2
10077,2
10080,2
10088,2
10093,2
10097,2
10106,2
10109,2
10112,2
10120,2
10121,2
10123,2
10144,2
10151,2
10154,2
10161,2
10163,2
10164,2
10167,2
10169,2
10171,2
10174,2
10175,2
10178,2
10179,2
10185,2
10187,2
10192,2
10193,2
10194,2
10202,2
10207,2
10208,2
10215,2
10216,2
10219,2
10228,2
10229,2
10233,2
10235,2
10237,2
10238,2
10255,2
10256,2
10265,2
10270,2
10271,2
10273,2
10274,2
10277,2
10279,2
10289,2
10303,2
10310,2
10311,2
10312,2
10313,2
10315,2
10317,2
10318,2
10320,2
10326,2
10327,2
10330,2
10331,2
10332,2
10333,2
10339,2
10340,2
10344,2
10346,2
10351,2
10355,2
10357,2
10361,2
10366,2
10368,2
10369,2
10372,2
10374,2
10377,2
10383,2
10385,2
10386,2
10400,2
10401,2
10402,2
10405,2
10412,2
10415,2
10416,2
10418,2
10420,2
10427,2
10432,2
10436,2
10439,2
10443,2
10445,2
10446,2
10447,2
10450,2
10452,2
10453,2
10456,2
10459,2
10461,2
10462,2
10463,2
10466,2
10469,2
10470,2
10471,2
10476,2
10477,2
10486,2
10492,2
10493,2
10495,2
10503,2
10507,2
10509,2
10513,2
10515,2
10516,2
10517,2
10520,2
10525,2
10538,2
10542,2
10549,2
10557,2
10560,2
10565,2
10566,2
10569,2
10571,2
10575,2
10576,2
10580,2
10581,2
10583,2
10593,2
10597,2
10602,2
10603,2
10604,2
10608,2
10609,2
10610,2
10611,2
10612,2
10613,2
10617,2
10619,2
10620,2
10624,2
10625,2
10626,2
10628,2
10631,2
10632,2
10636,2
10638,2
10640,2
10642,2
10651,2
10653,2
10656,2
10657,2
10659,2
10661,2
10666,2
10671,2
10677,2
10678,2
10680,2
10687,2
10691,2
10693,2
10695,2
10697,2
10700,2
10704,2
10708,2
10711,2
10713,2
10714,2
10717,2
10720,2
10722,2
10726,2
10728,2
10730,2
10731,2
10735,2
10736,2
10737,2
10738,2
10739,2
10742,2
10743,2
10744,2
10745,2
10748,2
10751,2
10753,2
10756,2
10757,2
10761,2
10764,2
10765,2
10766,2
10767,2
10769,2
10770,2
10774,2
10784,2
10786,2
10790,2
10793,2
10797,2
10799,2
10800,2
10804,2
10805,2
10810,2
10813,2
10821,2
10825,2
10830,2
10833,2
10834,2
10835,2
10838,2
10847,2
10848,2
10856,2
10859,2
10860,2
10863,2
10864,2
10867,2
10868,2
10869,2
10870,2
10871,2
10872,2
10873,2
10874,2
10877,2
10879,2
10880,2
10882,2
10884,2
10886,2
10887,2
10889,2
10894,2
10898,2
10899,2
10900,2
10901,2
10902,2
10903,2
10904,2
10907,2
10908,2
10909,2
10914,2
10916,2
10919,2
10922,2
10923,2
10928,2
10933,2
10937,2
10940,2
10942,2
10943,2
10944,2
10948,2
10949,2
10951,2
10953,2
10954,2
10956,2
10958,2
10959,2
10961,2
10964,2
10966,2
10973,2
10974,2
10975,2
10978,2
10980,2
10982,2
10984,2
10988,2
10989,2
10990,2
10991,2
10993,2
10995,2
10996,2
10997,2
11000,2
11001,2
11002,2
11004,2
11005,2
11009,2
11010,2
11015,2
11017,2
11021,2
11024,2
11025,2
11026,2
11028,2
11029,2
11035,2
11036,2
11037,2
11040,2
11043,2
11045,2
11046,2
11047,2
11048,2
11052,2
11054,2
11055,2
11056,2
11058,2
11059,2
11063,2
11067,2
11069,2
11073,2
11074,2
11075,2
11076,2
11083,2
11084,2
11087,2
11091,2
11094,2
11095,2
11099,2
11100,2
11101,2
11102,2
11103,2
11104,2
11106,2
11107,2
11108,2
11109,2
11110,2
11113,2
11114,2
11115,2
11116,2
11117,2
11118,2
11119,2
11120,2
11122,2
11124,2
11125,2
11126,2
11129,2
11130,2
11133,2
11137,2
11140,2
11141,2
11142,2
11143,2
11144,2
11145,2
11146,2
11149,2
11150,2
11151,2
11152,2
11155,2
11156,2
11158,2
11161,2
11162,2
11164,2
11166,2
11167,2
11168,2
11169,2
11170,2
11171,2
11172,2
11176,2
11178,2
11179,2
11182,2
11184,2
11186,2
11189,2
11192,2
11193,2
11195,2
11196,2
11198,2
11200,2
11204,2
11205,2
11206,2
11210,2
11212,2
11213,2
11215,2
11217,2
11218,2
11219,2
11221,2
11222,2
11223,2
11224,2
11225,2
11229,2
11230,2
11231,2
11232,2
11235,2
11236,2
11239,2
11240,2
11242,2
11243,2
11246,2
11247,2
11248,2
11250,2
11251,2
11252,2
11254,2
11255,2
11260,2
11262,2
11264,2
11266,2
11267,2
11268,2
11272,2
11274,2
11276,2
11282,2
11283,2
11286,2
11290,2
11291,2
11292,2
11294,2
11296,2
11298,2
11300,2
11307,2
11309,2
11310,2
11311,2
11312,2
11315,2
11317,2
11318,2
11320,2
11321,2
11322,2
11325,2
11326,2
11329,2
11333,2
11337,2
11339,2
11340,2
11341,2
11342,2
11348,2
11350,2
11351,2
11353,2
11356,2
11358,2
11360,2
11362,2
11363,2
11364,2
11367,2
11368,2
11370,2
11371,2
11373,2
11375,2
11377,2
11379,2
11381,2
11384,2
11385,2
11389,2
11392,2
11393,2
11394,2
11397,2
11399,2
11401,2
11404,2
11406,2
11407,2
11409,2
11410,2
11411,2
11418,2
11419,2
11421,2
11422,2
11423,2
11424,2
