,label
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
55,1
57,1
58,1
59,1
60,1
61,1
62,1
64,1
65,1
66,1
69,1
70,1
71,1
203,1
211,1
218,1
224,1
229,1
238,1
243,1
259,1
271,1
282,1
355,1
359,1
364,1
367,1
371,1
374,1
378,1
381,1
384,1
389,1
391,1
394,1
398,1
402,1
404,1
1586,1
1589,1
1592,1
1594,1
1603,1
1606,1
1620,1
1624,1
1626,1
1627,1
1632,1
1634,1
1637,1
1645,1
1650,1
1652,1
1661,1
1665,1
1666,1
1667,1
1668,1
1671,1
1673,1
1679,1
1683,1
1684,1
1685,1
1686,1
1697,1
1698,1
1702,1
1706,1
1707,1
1711,1
1712,1
1714,1
1718,1
1724,1
1726,1
1727,1
1729,1
1733,1
1738,1
1739,1
1742,1
1744,1
1745,1
1746,1
1750,1
1751,1
1753,1
1760,1
1762,1
1763,1
1766,1
1767,1
1768,1
1769,1
1777,1
1778,1
1781,1
1782,1
1784,1
1785,1
1786,1
1787,1
1788,1
1791,1
1795,1
1797,1
1799,1
1800,1
1801,1
1803,1
1805,1
1809,1
1816,1
1817,1
1818,1
1819,1
1824,1
1826,1
1827,1
1828,1
1833,1
1834,1
1837,1
1838,1
1840,1
1841,1
1843,1
1844,1
1846,1
1848,1
1855,1
1859,1
1861,1
1862,1
1863,1
1866,1
1868,1
1871,1
1872,1
1873,1
1874,1
1877,1
1879,1
1881,1
1883,1
1884,1
1885,1
1886,1
1887,1
1890,1
1896,1
1899,1
1900,1
1902,1
1903,1
1905,1
1908,1
1910,1
1912,1
1913,1
1914,1
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1924,1
1925,1
1926,1
1933,1
1935,1
1937,1
1938,1
1940,1
1942,1
1943,1
1946,1
1947,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1959,1
1962,1
1963,1
1967,1
1968,1
1970,1
1971,1
1976,1
1978,1
1979,1
1980,1
1982,1
1984,1
1985,1
1987,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1998,1
1999,1
2000,1
2002,1
2003,1
2005,1
2010,1
2012,1
2014,1
2017,1
2021,1
2022,1
2023,1
2024,1
2027,1
2028,1
2029,1
2030,1
2031,1
2034,1
2035,1
2036,1
2038,1
2039,1
2040,1
2041,1
2044,1
2047,1
2048,1
2049,1
2050,1
2054,1
2055,1
2056,1
2062,1
2067,1
2068,1
2072,1
2073,1
2075,1
2076,1
2077,1
2079,1
2080,1
2082,1
2083,1
2084,1
2085,1
2086,1
2088,1
2092,1
2093,1
2096,1
2098,1
2099,1
2101,1
2103,1
2104,1
2106,1
2107,1
2108,1
2109,1
2112,1
2115,1
2117,1
2118,1
2122,1
2126,1
2129,1
2130,1
2132,1
2133,1
2135,1
2136,1
2137,1
2138,1
2140,1
2141,1
2144,1
2145,1
2146,1
2147,1
2148,1
2150,1
2152,1
2153,1
2154,1
2158,1
2160,1
2161,1
2162,1
2166,1
2170,1
2171,1
2172,1
2177,1
2179,1
2180,1
2182,1
2183,1
2184,1
2186,1
2187,1
2188,1
2189,1
2191,1
2192,1
2193,1
2194,1
2195,1
2196,1
2199,1
2201,1
2203,1
2204,1
2205,1
2207,1
2210,1
2212,1
2217,1
2218,1
2221,1
2226,1
2228,1
2229,1
2231,1
2232,1
2234,1
2235,1
2236,1
2237,1
2239,1
2240,1
2241,1
2242,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,1
2252,1
2255,1
2256,1
2258,1
2260,1
2263,1
2270,1
2271,1
2272,1
2275,1
2278,1
2279,1
2280,1
2281,1
2283,1
2284,1
2285,1
2288,1
2292,1
2293,1
2295,1
2296,1
2297,1
2298,1
2299,1
2303,1
2305,1
2307,1
2308,1
2309,1
2311,1
2312,1
2313,1
2314,1
2316,1
2317,1
2318,1
2319,1
2320,1
2322,1
2323,1
2324,1
2326,1
2329,1
2332,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,1
2345,1
2348,1
2349,1
2350,1
2351,1
2353,1
2356,1
2357,1
2359,1
2360,1
2364,1
2365,1
2366,1
2367,1
2368,1
2371,1
2372,1
2373,1
2376,1
2381,1
2382,1
2383,1
2384,1
2386,1
2387,1
2389,1
2391,1
2394,1
2395,1
2397,1
2398,1
2399,1
2402,1
2403,1
2404,1
2406,1
2407,1
2410,1
2411,1
2415,1
2417,1
2419,1
2420,1
2421,1
2422,1
2423,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,1
2433,1
2437,1
2438,1
2440,1
2441,1
2442,1
2443,1
2446,1
2449,1
2451,1
2452,1
2453,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2463,1
2464,1
2465,1
2466,1
2467,1
2470,1
2471,1
2473,1
2475,1
2476,1
2477,1
2479,1
2480,1
2481,1
2484,1
2485,1
2486,1
2488,1
2492,1
2493,1
2494,1
2499,1
2500,1
2505,1
2506,1
2507,1
2509,1
2510,1
2512,1
2513,1
2514,1
2515,1
2516,1
2518,1
2519,1
2520,1
2522,1
2525,1
2526,1
2529,1
2530,1
2531,1
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2540,1
2543,1
2545,1
2546,1
2547,1
2549,1
2551,1
2553,1
2554,1
2555,1
2557,1
2559,1
2563,1
2564,1
2566,1
2567,1
2568,1
2571,1
2574,1
2575,1
2576,1
2577,1
2578,1
2579,1
2580,1
2581,1
2583,1
2584,1
2585,1
2586,1
2587,1
2588,1
2590,1
2593,1
2595,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2606,1
2607,1
2611,1
2612,1
2613,1
2614,1
2616,1
2617,1
2618,1
2619,1
2620,1
2621,1
2622,1
2624,1
2626,1
2628,1
2630,1
2631,1
2635,1
2639,1
2640,1
2642,1
2644,1
2648,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2661,1
2662,1
2664,1
2665,1
2667,1
2668,1
2669,1
2671,1
2672,1
2674,1
2675,1
2677,1
2680,1
2684,1
2685,1
2687,1
2688,1
2690,1
2692,1
2693,1
2694,1
2695,1
2696,1
2698,1
2700,1
2701,1
2704,1
2705,1
2707,1
2709,1
2710,1
2712,1
2713,1
2715,1
2717,1
2718,1
2719,1
2721,1
2722,1
2725,1
2726,1
2728,1
2731,1
2734,1
2735,1
2736,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2745,1
2746,1
2748,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,1
2758,1
2759,1
2760,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2770,1
2773,1
2776,1
2778,1
2779,1
2780,1
2783,1
2785,1
2787,1
2789,1
2790,1
2791,1
2794,1
2797,1
2799,1
2800,1
2802,1
2803,1
2805,1
2806,1
2810,1
2811,1
2812,1
2813,1
2814,1
2816,1
2817,1
2818,1
2819,1
2821,1
2822,1
2823,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,1
2836,1
2837,1
2839,1
2842,1
2843,1
2846,1
2848,1
2849,1
2850,1
2854,1
2856,1
2857,1
2859,1
2860,1
2862,1
2864,1
2866,1
2867,1
2869,1
2870,1
2871,1
2872,1
2874,1
2875,1
2877,1
2878,1
2879,1
2882,1
2884,1
2887,1
2889,1
2890,1
2892,1
2895,1
2896,1
2897,1
2899,1
2902,1
2903,1
2904,1
2906,1
2907,1
2908,1
2909,1
2910,1
2912,1
2914,1
2915,1
2918,1
2919,1
2921,1
2922,1
2923,1
2924,1
2927,1
2928,1
2930,1
2932,1
2934,1
2935,1
2937,1
2938,1
2940,1
2941,1
2942,1
2943,1
2944,1
2949,1
2951,1
2952,1
2955,1
2958,1
2960,1
2961,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2971,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2983,1
2984,1
2985,1
2986,1
2989,1
2990,1
2991,1
2995,1
2996,1
2997,1
2999,1
3000,1
3001,1
3002,1
3004,1
3006,1
3007,1
3009,1
3010,1
3012,1
3013,1
3017,1
3020,1
3021,1
3022,1
3023,1
3025,1
3027,1
3028,1
3030,1
3031,1
3033,1
3035,1
3036,1
3037,1
3038,1
3039,1
3041,1
3043,1
3045,1
3046,1
3048,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,1
3057,1
3058,1
3059,1
3062,1
3063,1
3064,1
3066,1
3067,1
3070,1
3071,1
3073,1
3075,1
3078,1
3079,1
3083,1
3084,1
3086,1
3087,1
3089,1
3090,1
3092,1
3093,1
3095,1
3100,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,1
3109,1
3110,1
3112,1
3113,1
3114,1
3115,1
3117,1
3119,1
3121,1
3124,1
3125,1
3126,1
3127,1
3129,1
3130,1
3131,1
3134,1
3135,1
3137,1
3138,1
3139,1
3140,1
3142,1
3143,1
3144,1
3145,1
3147,1
3148,1
3149,1
3150,1
3151,1
3152,1
3153,1
3154,1
3156,1
3161,1
3164,1
3165,1
3166,1
3170,1
3171,1
3172,1
3173,1
3175,1
3177,1
3178,1
3181,1
3182,1
3183,1
3184,1
3185,1
3186,1
3188,1
3189,1
3191,1
3193,1
3196,1
3197,1
3200,1
3201,1
3202,1
3203,1
3205,1
3206,1
3207,1
3209,1
3210,1
3212,1
3213,1
3214,1
3215,1
3216,1
3217,1
3218,1
3219,1
3220,1
3221,1
3222,1
3224,1
3230,1
3234,1
3235,1
3236,1
3237,1
3238,1
3240,1
3243,1
3244,1
3246,1
3247,1
3249,1
3250,1
3251,1
3256,1
3257,1
3260,1
3261,1
3263,1
3264,1
3266,1
3267,1
3268,1
3270,1
