y,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,6.0767678e-12,-3.5343222e-21,1.1186461e-36,6.0767678e-12,-3.7081481e-38,6.0767678e-12
0.0017874829,1.4802974e-16,-1.0547852e-30,2.8451766e-46,1.4802974e-16,1.0075036e-47,1.4802974e-16
0.0027624773,1.4802974e-16,-1.0580212e-30,6.3815761e-46,1.4802974e-16,-3.7549147e-48,1.4802974e-16
0.0037959966,1.4802974e-16,-1.060529e-30,-9.7007923e-46,1.4802974e-16,-8.2928191e-48,1.4802974e-16
0.0048915537,1.4802974e-16,-1.0623798e-30,-1.2375463e-45,1.4802974e-16,7.6420109e-48,1.4802974e-16
0.0060528726,1.4802974e-16,-1.0636425e-30,1.5622669e-45,1.4802974e-16,7.3666526e-48,1.4802974e-16
0.0072839007,1.4802974e-16,-1.064384e-30,1.2077161e-45,1.4802974e-16,-6.3279429e-48,1.4802974e-16
0.0085888223,1.4802974e-16,-1.0646694e-30,-1.0732182e-45,1.4802974e-16,-3.8129795e-48,1.4802974e-16
0.0099720729,1.4802974e-16,-1.0645629e-30,1.0586638e-51,1.4802974e-16,2.6266523e-48,1.4802974e-16
0.011438354,1.4802974e-16,-1.0641271e-30,1.5846917e-51,1.4802974e-16,4.1763558e-57,1.4802974e-16
0.01299265,1.4802974e-16,-1.0634236e-30,3.5391261e-52,1.4802974e-16,-2.9919644e-54,1.4802974e-16
0.014640245,1.4802974e-16,-1.0625132e-30,-2.8438863e-52,1.4802974e-16,2.5457217e-48,1.4802974e-16
0.016386737,1.4802974e-16,-1.0614555e-30,1.7481705e-45,1.4802974e-16,2.3301042e-48,1.4802974e-16
0.018238064,1.4802974e-16,-1.0603097e-30,3.1897635e-46,1.4802974e-16,-6.0312196e-48,1.4802974e-16
0.020200518,1.4802974e-16,-1.0591346e-30,-2.7047459e-45,1.4802974e-16,-4.342152e-48,1.4802974e-16
0.022280771,1.4802974e-16,-1.0579885e-30,-2.8552546e-46,1.4802974e-16,4.9229013e-48,1.4802974e-16
0.024485892,1.4802974e-16,-1.0569296e-30,1.0053053e-45,1.4802974e-16,2.0442272e-48,1.4802974e-16
0.026823378,1.4802974e-16,-1.0560164e-30,-1.0454087e-49,1.4802974e-16,-3.2600961e-48,1.4802974e-16
0.029301173,1.4802974e-16,-1.0553076e-30,-1.5224554e-45,1.4802974e-16,-9.4804622e-49,1.4802974e-16
0.0319277,1.4802974e-16,-1.0548621e-30,1.8138494e-45,1.4802974e-16,7.8071408e-48,1.4802974e-16
0.034711887,1.4802974e-16,-1.0547401e-30,1.5410213e-45,1.4802974e-16,-1.204406e-48,1.4802974e-16
0.037663197,1.4802974e-16,-1.0550031e-30,-1.8077377e-45,1.4802974e-16,-5.9490218e-48,1.4802974e-16
0.040791661,1.4802974e-16,-1.0557136e-30,-1.8221626e-51,1.4802974e-16,2.209388e-48,1.4802974e-16
0.044107915,1.4802974e-16,-1.056936e-30,1.4881464e-49,1.4802974e-16,9.7094512e-48,1.4802974e-16
0.047623229,1.4802974e-16,-1.0587369e-30,8.9860232e-45,1.4802974e-16,2.369803e-47,1.4802974e-16
0.051349553,1.4802974e-16,-1.0611855e-30,-4.6756197e-45,1.4802974e-16,-4.0132099e-47,1.4802974e-16
0.055299553,1.4802974e-16,-1.0643541e-30,-1.2839134e-44,1.4802974e-16,-3.1072743e-47,1.4802974e-16
0.059486654,1.4802974e-16,-1.0683186e-30,7.0496771e-45,1.4802974e-16,4.3533694e-47,1.4802974e-16
0.06392509,1.4802974e-16,-1.0731589e-30,3.9359804e-45,1.4802974e-16,2.8677568e-48,1.4802974e-16
0.068629948,1.4802974e-16,-1.0789602e-30,-4.4056619e-45,1.4802974e-16,-2.3280292e-47,1.4802974e-16
0.073617218,1.4802974e-16,-1.0858126e-30,-7.0515736e-47,1.4802974e-16,1.7674307e-48,1.4802974e-16
0.078903853,1.4802974e-16,-1.093813e-30,-2.693589e-45,1.4802974e-16,-1.6760582e-47,1.4802974e-16
0.084507823,1.4802974e-16,-1.1030653e-30,-1.4578879e-46,1.4802974e-16,6.7014557e-48,1.4802974e-16
0.090448176,1.4802974e-16,-1.1136818e-30,4.6359865e-45,1.4802974e-16,2.6159598e-47,1.4802974e-16
0.096745104,1.4802974e-16,-1.1257841e-30,-1.4062469e-50,1.4802974e-16,-4.9889174e-48,1.4802974e-16
0.10342001,1.4802974e-16,-1.1395047e-30,1.7494997e-49,1.4802974e-16,5.7428431e-51,1.4802974e-16
0.11049558,1.4802974e-16,-1.1549883e-30,1.9695787e-52,1.4802974e-16,-2.9391088e-48,1.4802974e-16
