y,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5
0.44812865,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.44889175,6.0769777e-12,-4.4235423e-22,6.9703876e-39,6.0769777e-12,-4.2451522e-39,6.0769777e-12
0.44970063,1.4802974e-16,-1.3269911e-31,-9.118749e-49,1.4802974e-16,4.9748416e-49,1.4802974e-16
0.45055805,1.4802974e-16,-1.3361652e-31,-9.3092388e-50,1.4802974e-16,2.0969282e-49,1.4802974e-16
0.45146692,1.4802974e-16,-1.3447876e-31,-7.4720712e-48,1.4802974e-16,-9.6105169e-48,1.4802974e-16
0.45243032,1.4802974e-16,-1.3529547e-31,-4.8987829e-46,1.4802974e-16,3.7957562e-46,1.4802974e-16
0.45345151,1.4802974e-16,-1.3607908e-31,-1.0238809e-47,1.4802974e-16,4.0113997e-47,1.4802974e-16
0.45453398,1.4802974e-16,-1.3684055e-31,5.3770576e-46,1.4802974e-16,-4.3012802e-46,1.4802974e-16
0.45568138,1.4802974e-16,-1.3759049e-31,-5.8314407e-46,1.4802974e-16,4.3152292e-46,1.4802974e-16
0.45689762,1.4802974e-16,-1.383396e-31,-9.0808181e-47,1.4802974e-16,8.9527397e-47,1.4802974e-16
0.45818683,1.4802974e-16,-1.3909875e-31,1.9616765e-46,1.4802974e-16,-1.5093658e-46,1.4802974e-16
0.45955336,1.4802974e-16,-1.3987899e-31,-3.3831182e-47,1.4802974e-16,2.7221712e-47,1.4802974e-16
0.46100187,1.4802974e-16,-1.4069154e-31,3.3570537e-46,1.4802974e-16,-2.5757985e-46,1.4802974e-16
0.46253727,1.4802974e-16,-1.4154793e-31,5.5813484e-48,1.4802974e-16,-1.0444117e-47,1.4802974e-16
0.46416476,1.4802974e-16,-1.4246005e-31,2.7567018e-47,1.4802974e-16,-3.7521237e-47,1.4802974e-16
0.46588986,1.4802974e-16,-1.4344014e-31,-1.1393215e-45,1.4802974e-16,8.7038208e-46,1.4802974e-16
