y,T10_0,T10_1,T10_2,T10_3,T10_4,T10_5,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
0,0.00093461504,-2.4350641e-06,2.5818051e-18,-0.00093461504,-2.3592875e-19,2.5051352e-31,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00093461504,-2.4350641e-06,2.5818051e-18,-0.00093461504,-2.3592875e-19,2.5051352e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.00086769924,3.7711066e-07,-2.7878504e-07,8.2438415e-20,-3.7711066e-07,2.296031e-20,-2.5684395e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0017874829,6.2043697e-05,-8.6922294e-07,7.7047927e-20,-6.2043697e-05,2.5358982e-20,-1.9886882e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0027624773,3.2566354e-05,-7.7382988e-07,1.4045811e-19,-3.2566354e-05,-1.2364561e-21,-3.3558978e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0037959966,2.2193219e-05,-8.1063791e-07,-6.5746864e-21,-2.2193219e-05,-7.2121444e-21,-2.5929185e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0048915537,2.4328092e-05,-1.1082664e-06,7.1310338e-20,-2.4328092e-05,-6.8014519e-21,1.2561146e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0060528726,2.8262087e-05,-1.4987997e-06,-9.6733918e-21,-2.8262087e-05,-1.9310119e-20,4.995292e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0072839007,3.1916121e-05,-1.9262495e-06,-4.5034127e-19,-3.1916121e-05,2.7485931e-20,5.3370637e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0085888223,3.5540026e-05,-2.3986259e-06,8.2795565e-21,-3.5540026e-05,1.8526161e-20,5.6872159e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0099720729,3.8930149e-05,-2.908047e-06,1.3535423e-18,-3.8930149e-05,-9.271738e-20,4.2343258e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.011438354,4.1575649e-05,-3.4299139e-06,-2.2827241e-21,-4.1575649e-05,-3.1836671e-19,7.2626968e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.01299265,4.3420528e-05,-3.9665072e-06,-2.4230606e-18,-4.3420528e-05,2.0352143e-19,7.8667543e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.014640245,4.529503e-05,-4.5919465e-06,7.1246338e-20,-4.529503e-05,3.36061e-19,9.5683721e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.016386737,4.8469508e-05,-5.44649e-06,1.987875e-18,-4.8469508e-05,-1.7392471e-19,4.0393029e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.018238064,5.356541e-05,-6.6625744e-06,-4.4340858e-20,-5.356541e-05,-3.8635768e-19,-1.669006e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.020200518,5.9911391e-05,-8.2841604e-06,-2.8525083e-18,-5.9911391e-05,4.0074071e-19,1.7993962e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.022280771,6.6485086e-05,-1.0320371e-05,2.991082e-19,-6.6485086e-05,1.4669008e-18,-1.9635551e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.024485892,7.3114652e-05,-1.2870524e-05,4.9637046e-18,-7.3114652e-05,-9.9796306e-19,9.1228597e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.026823378,7.9849251e-05,-1.6067742e-05,-4.930271e-19,-7.9849251e-05,-1.83514e-18,7.7189596e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.029301173,8.6239851e-05,-1.9971191e-05,-3.6805409e-18,-8.6239851e-05,8.9532795e-19,5.7684037e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.0319277,9.1551032e-05,-2.4532967e-05,2.4238736e-19,-9.1551032e-05,7.671379e-19,-1.3356772e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.034711887,9.4770985e-05,-2.9501642e-05,9.8002643e-19,-9.4770985e-05,-2.1852141e-19,-1.3731446e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.037663197,9.4730689e-05,-3.4327948e-05,1.5226147e-19,-9.4730689e-05,-5.3542033e-20,-1.7135858e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.040791661,9.0583867e-05,-3.8204704e-05,-3.0724387e-20,-9.0583867e-05,-1.2631291e-19,3.2091957e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.044107915,8.2217134e-05,-4.0259151e-05,-4.8438245e-18,-8.2217134e-05,2.5127599e-18,3.5646923e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.047623229,7.0302056e-05,-3.9871006e-05,-1.6265318e-18,-7.0302056e-05,1.3482182e-17,-2.2180826e-30,0,0,0,0,0,0,0,0,0,0,0,0
0.051349553,5.5985908e-05,-3.7003426e-05,1.6940597e-17,-5.5985908e-05,1.0470317e-17,2.1036534e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.055299553,4.0037192e-05,-3.1746995e-05,6.3531037e-18,-4.0037192e-05,-1.1643229e-17,1.0498866e-29,0,0,0,0,0,0,0,0,0,0,0,0
0.059486654,2.2954678e-05,-2.3055022e-05,-1.0092736e-17,-2.2954678e-05,-1.1021275e-17,8.7714089e-30,0,0,0,0,0,0,0,0,0,0,0,0
0.06392509,7.995729e-06,-1.0735958e-05,-2.3041851e-18,-7.995729e-06,7.9855757e-19,9.0273425e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.068629948,1.0121647e-06,-2.8039312e-06,7.7521316e-19,-1.0121647e-06,9.693068e-19,-3.2182864e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.073617218,-1.3047029e-07,-1.2964924e-05,3.396133e-19,1.3047029e-07,-2.2070574e-19,-1.8059798e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.078903853,-9.3800822e-06,-3.8178896e-05,-3.7828096e-19,9.3800822e-06,-4.4823419e-19,-5.8988713e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.084507823,-3.3324985e-05,-5.0138395e-05,4.6156444e-19,3.3324985e-05,7.1293851e-19,-3.2324761e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.090448176,-5.7366625e-05,-2.3728102e-05,1.8344318e-18,5.7366625e-05,3.3193402e-18,-2.5888762e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.096745104,-6.06783e-05,3.6786965e-05,1.5180721e-17,6.06783e-05,-4.8117221e-18,-3.5238201e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.10342001,-3.6962232e-05,0.00010458924,-5.7860133e-18,3.6962232e-05,-6.7136328e-18,-2.0624267e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.11049558,2.972026e-06,0.00015312148,-1.8395597e-17,-2.972026e-06,3.0430512e-18,1.8692175e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.11799587,4.1643925e-05,0.00016976971,-5.7108425e-18,-4.1643925e-05,5.8013677e-18,-3.3974192e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.12594638,6.4242163e-05,0.00015522115,1.401002e-18,-6.4242163e-05,2.8794503e-18,-8.9762014e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.13437411,6.3133519e-05,0.00011800341,7.6520134e-18,-6.3133519e-05,-2.0076732e-18,2.2686691e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.14330773,3.8185435e-05,6.9235548e-05,1.0526477e-18,-3.8185435e-05,4.5184457e-19,3.4397552e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.1527776,-5.4637413e-06,1.9274223e-05,5.5009419e-18,5.4637413e-06,-7.9860616e-18,-4.9434577e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.1628159,-6.0436575e-05,-2.4298374e-05,-5.4533316e-18,6.0436575e-05,1.3123803e-18,-1.3958228e-30,0,0,0,0,0,0,0,0,0,0,0,0
0.17345677,-0.00012035624,-5.8035879e-05,-4.4135628e-18,0.00012035624,6.9154432e-18,-7.8042546e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.18473635,-0.00018029723,-8.138317e-05,1.4452868e-18,0.00018029723,-1.9403645e-18,1.6085594e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.19669301,-0.00023505718,-9.4502851e-05,-2.4165412e-18,0.00023505718,1.4015926e-18,-9.3969233e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.20936737,-0.00028032818,-9.8360522e-05,9.5328568e-19,0.00028032818,1.8731605e-18,-1.8221862e-31,0,0,0,0,0,0,0,0,0,0,0,0
0.22280253,-0.00031311052,-9.4547619e-05,1.1692219e-18,0.00031311052,7.8441262e-19,2.0962535e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.23704414,-0.00033160634,-8.4884852e-05,-2.2338316e-19,0.00033160634,-1.0338494e-18,2.2653558e-32,0,0,0,0,0,0,0,0,0,0,0,0
0.25214061,-0.00033580689,-7.1608092e-05,2.1999435e-20,0.00033580689,5.3844752e-20,-1.9940513e-33,0,0,0,0,0,0,0,0,0,0,0,0
