y,T10_0,T10_1,T10_2,T10_3,T10_4,T10_5,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
0.44812865,4.7751232e-05,-0.0001862457,-1.6206275e-19,-4.7751232e-05,1.2717854e-19,2.5162085e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.44889175,-1.0315348e-06,4.0046646e-06,7.4355156e-21,1.0315348e-06,-5.9453643e-21,2.0599121e-36,0,0,0,0,0,0,0,0,0,0,0,0
0.44970063,3.6520187e-06,-1.4689343e-05,4.3246852e-21,-3.6520187e-06,-3.4811912e-21,4.0842109e-36,0,0,0,0,0,0,0,0,0,0,0,0
0.45055805,7.3984114e-07,-2.9789365e-06,-5.2655025e-22,-7.3984114e-07,3.2552678e-22,3.7186381e-37,0,0,0,0,0,0,0,0,0,0,0,0
0.45146692,-1.5543058e-07,6.2441607e-07,-5.0783384e-21,1.5543058e-07,3.9325488e-21,-1.8209742e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.45243032,-1.4496624e-07,5.801851e-07,-7.11234e-21,1.4496624e-07,5.510299e-21,-1.0648585e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.45345151,-5.7110519e-08,2.2014157e-07,-8.1225542e-21,5.7110519e-08,6.9739806e-21,3.9472573e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.45453398,-3.6298326e-08,1.3460315e-07,7.5611927e-22,3.6298326e-08,3.3445518e-22,8.9056688e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.45568138,-3.5624029e-08,1.3196943e-07,8.5772351e-21,3.5624029e-08,-6.6155429e-21,5.6537459e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.45689762,-2.7908034e-08,9.9264175e-08,-3.5335555e-21,2.7908034e-08,2.5227183e-21,1.30749e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.45818683,-1.3366824e-08,3.6970223e-08,-1.2316097e-21,1.3366824e-08,1.7273265e-21,1.9516438e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.45955336,6.037966e-09,-4.7971881e-08,5.155482e-21,-6.037966e-09,-4.3847134e-21,3.3308007e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.46100187,3.8536842e-08,-1.9220041e-07,-8.954004e-23,-3.8536842e-08,-8.0317609e-22,-4.1150694e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.46253727,7.9228885e-08,-3.760693e-07,6.2275693e-21,-7.9228885e-08,-4.9550778e-21,-1.6496977e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.46416476,1.1759805e-07,-5.5430391e-07,-4.6507847e-21,-1.1759805e-07,3.3614329e-22,-3.5498909e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.46588986,1.5019425e-07,-7.1170782e-07,-1.5241649e-20,-1.5019425e-07,1.66272e-20,-6.9311585e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.46771842,1.7027366e-07,-8.1654301e-07,7.3127791e-21,-1.7027366e-07,-2.2917343e-21,-8.9785881e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.46965665,1.6775413e-07,-8.1943571e-07,3.6353536e-20,-1.6775413e-07,-3.4966727e-20,1.9385485e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.4717111,1.4291515e-07,-7.1701435e-07,3.927541e-21,-1.4291515e-07,-1.7854725e-20,2.9303399e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.47388875,1.0309446e-07,-5.3813929e-07,-9.1006094e-20,-1.0309446e-07,7.0091918e-20,6.1920736e-33,0,0,0,0,0,0,0,0,0,0,0,0
