y,T10_0,T10_1,T10_2,T10_3,T10_4,T10_5,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
0,-0.0001116764,-1.2051299e-08,3.5744618e-25,0.0001116764,-3.2791876e-21,3.2541722e-37,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.0001116764,-1.2051299e-08,3.5744618e-25,0.0001116764,-3.2791876e-21,3.2541722e-37,0,0,0,0,0,0,0,0,0,0,0,0
0.00086769924,3.9429283e-07,1.5235274e-09,4.9852513e-20,-3.9429283e-07,2.9398768e-21,-1.893709e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0017874829,2.0877828e-06,1.5469085e-09,2.0241225e-20,-2.0877828e-06,3.257361e-21,8.5461183e-35,0,0,0,0,0,0,0,0,0,0,0,0
0.0027624773,-6.1452913e-07,-1.1394021e-09,6.334464e-22,6.1452913e-07,4.4995965e-22,-2.0427589e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0037959966,-7.1532571e-07,-1.9663501e-09,3.4506801e-21,7.1532571e-07,1.7902114e-22,-1.0773044e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0048915537,-1.3154118e-06,-4.934557e-09,1.1482557e-20,1.3154118e-06,2.6243522e-23,-2.5662647e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0060528726,-2.5397522e-06,-1.2287404e-08,-3.0235609e-21,2.5397522e-06,-5.2876337e-21,-6.2384285e-34,0,0,0,0,0,0,0,0,0,0,0,0
0.0072839007,-4.00789e-06,-2.4456673e-08,-5.6874761e-20,4.00789e-06,-1.4634043e-21,-1.2115053e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0085888223,-4.417881e-06,-3.3606772e-08,-2.14654e-20,4.417881e-06,7.2835309e-21,-1.5882692e-33,0,0,0,0,0,0,0,0,0,0,0,0
0.0099720729,-1.8726047e-06,-1.5626849e-08,2.1403504e-20,1.8726047e-06,3.4599074e-21,-7.8880914e-34,0,0,0,0,0,0,0,0,0,0,0,0
