y,T10_0,T10_1,T10_2,T10_3,T10_4,T10_5,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
1.0002541,-1.0608451e-05,-8.4309804e-07,-1.0914559e-18,1.0608451e-05,-8.62603e-20,8.6906782e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.0008359,0.00037489531,-1.3611494e-07,5.1601343e-19,-0.00037489531,-1.7609026e-21,7.0690781e-34,0,0,0,0,0,0,0,0,0,0,0,0
1.0014527,0.00042584108,-1.0960949e-06,-1.8192315e-19,-0.00042584108,1.0827592e-19,1.9370422e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.0021064,0.00049670022,-1.76197e-06,-5.5238294e-19,-0.00049670022,7.3824095e-21,1.3018323e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.0027994,0.00052883871,-2.2544592e-06,-5.6930924e-19,-0.00052883871,3.9840806e-21,1.2274887e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.0035339,0.00055857905,-2.6009726e-06,-4.0255892e-20,-0.00055857905,-8.2053867e-19,-1.0750637e-34,0,0,0,0,0,0,0,0,0,0,0,0
1.0043126,0.00059542143,-2.8150635e-06,1.6562959e-18,-0.00059542143,-3.3554897e-20,1.056313e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.005138,0.00063998472,-2.8827995e-06,3.9808194e-20,-0.00063998472,1.9912723e-18,1.9223348e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.006013,0.00069079817,-2.7674107e-06,-1.7125424e-18,-0.00069079817,-8.1363751e-20,-3.6764231e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.0069405,0.00074646816,-2.3987593e-06,2.9071488e-20,-0.00074646816,-1.2143856e-18,-1.7083531e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.0079236,0.00080801025,-1.6441846e-06,6.3077477e-19,-0.00080801025,6.7878259e-20,1.4782575e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.0089658,0.00087974424,-2.644733e-07,-1.6469187e-20,-0.00087974424,3.3802811e-22,-1.5228092e-35,0,0,0,0,0,0,0,0,0,0,0,0
1.0100705,0.00096664901,2.1160895e-06,-1.3978717e-24,-0.00096664901,-9.5322109e-23,5.42962e-40,0,0,0,0,0,0,0,0,0,0,0,0
1.0112415,0.0010716303,5.9971875e-06,1.744588e-20,-0.0010716303,-1.7091479e-22,-1.2517888e-35,0,0,0,0,0,0,0,0,0,0,0,0
1.0124829,0.0011959817,1.1977594e-05,-7.4023411e-19,-0.0011959817,2.6973853e-19,4.0060309e-33,0,0,0,0,0,0,0,0,0,0,0,0
1.0137987,0.0013414519,2.0763151e-05,-7.2570744e-19,-0.0013414519,-6.7965053e-18,-7.1397439e-32,0,0,0,0,0,0,0,0,0,0,0,0
1.0151935,0.0015101005,3.3171272e-05,3.1630397e-18,-0.0015101005,-8.4759534e-18,-7.5653421e-32,0,0,0,0,0,0,0,0,0,0,0,0
1.0166721,0.0017102587,5.0442133e-05,1.432651e-18,-0.0017102587,2.2404498e-17,-6.361469e-31,0,0,0,0,0,0,0,0,0,0,0,0
1.0182393,0.0019513843,7.4298185e-05,-3.1559994e-18,-0.0019513843,8.9642536e-18,-8.6372376e-31,0,0,0,0,0,0,0,0,0,0,0,0
1.0199007,0.0022400676,0.00010691231,-1.8923444e-18,-0.0022400676,4.7021047e-18,-5.4922126e-31,0,0,0,0,0,0,0,0,0,0,0,0
1.0216618,0.0025886502,0.00015153093,-1.1201439e-18,-0.0025886502,-6.2131412e-18,-7.9565648e-31,0,0,0,0,0,0,0,0,0,0,0,0
1.0235286,0.0030152929,0.00021315139,1.8089694e-18,-0.0030152929,-2.3721742e-17,-4.2221262e-31,0,0,0,0,0,0,0,0,0,0,0,0
1.0255075,0.0035375715,0.00029844097,2.5662958e-18,-0.0035375715,-3.9710447e-19,1.2303423e-31,0,0,0,0,0,0,0,0,0,0,0,0
1.0276052,0.0041747745,0.00041635098,-3.0324889e-18,-0.0041747745,-2.7594677e-18,7.5488467e-32,0,0,0,0,0,0,0,0,0,0,0,0
1.0298287,0.0049523598,0.00057923558,1.2870567e-17,-0.0049523598,-1.0360247e-16,-3.7781184e-30,0,0,0,0,0,0,0,0,0,0,0,0
1.0321858,0.0058997071,0.00080369659,3.2594659e-18,-0.0058997071,3.4785337e-17,-9.4303641e-30,0,0,0,0,0,0,0,0,0,0,0,0
1.0346843,0.0070521325,0.0011121055,-2.0178015e-17,-0.0070521325,1.3681128e-16,-5.6344194e-30,0,0,0,0,0,0,0,0,0,0,0,0
1.0373328,0.0084507175,0.0015341958,-1.2631629e-17,-0.0084507175,-1.4044721e-17,5.976589e-31,0,0,0,0,0,0,0,0,0,0,0,0
1.0401402,0.010140648,0.0021085219,6.8204602e-17,-0.010140648,-3.1806664e-16,-1.6255371e-29,0,0,0,0,0,0,0,0,0,0,0,0
1.0431162,0.012167785,0.0028833746,-1.3161129e-17,-0.012167785,1.1277744e-16,-4.1770025e-29,0,0,0,0,0,0,0,0,0,0,0,0
1.0462709,0.014574972,0.003917139,-1.0173869e-16,-0.014574972,4.1377123e-16,-2.4903399e-29,0,0,0,0,0,0,0,0,0,0,0,0
1.0496148,0.017398245,0.0052778738,-5.6414026e-19,-0.017398245,3.6326883e-19,5.007995e-32,0,0,0,0,0,0,0,0,0,0,0,0
1.0531596,0.020661072,0.0070410612,-2.778227e-16,-0.020661072,8.0070571e-16,-5.6541596e-29,0,0,0,0,0,0,0,0,0,0,0,0
1.0569171,0.024368322,0.0092853332,3.9197868e-17,-0.024368322,-1.9659572e-16,-1.310966e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.0609001,0.028502005,0.012086677,8.8573555e-16,-0.028502005,-2.1529016e-15,-1.6223168e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.0651222,0.033019509,0.015511636,-1.1075775e-16,-0.033019509,3.2812962e-16,-2.0541706e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.0695978,0.037855358,0.019610693,-6.5142906e-16,-0.037855358,1.3711769e-15,-1.0966471e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.074342,0.042926642,0.024413223,1.4922954e-17,-0.042926642,-1.1677156e-16,8.0910201e-30,0,0,0,0,0,0,0,0,0,0,0,0
1.079371,0.048141577,0.029925252,3.7722446e-17,-0.048141577,2.410779e-17,4.6615132e-32,0,0,0,0,0,0,0,0,0,0,0,0
1.0847018,0.053410221,0.036131017,-1.6948233e-15,-0.053410221,2.5257363e-15,-2.0451614e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.0903526,0.058655054,0.042998125,2.1583723e-16,-0.058655054,-2.8561586e-16,-4.3542179e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.0963427,0.063819286,0.050484673,1.9951274e-15,-0.063819286,-2.7492746e-15,-2.3079691e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.1026923,0.068872052,0.058547535,4.7961755e-17,-0.068872052,3.8957349e-17,6.2801485e-32,0,0,0,0,0,0,0,0,0,0,0,0
1.109423,0.073811215,0.067151027,7.5572661e-20,-0.073811215,-9.7511093e-20,8.0221604e-36,0,0,0,0,0,0,0,0,0,0,0,0
1.1165578,0.078660946,0.076271962,4.3858949e-20,-0.078660946,-5.7036249e-20,8.2956578e-36,0,0,0,0,0,0,0,0,0,0,0,0
1.1241208,0.083466736,0.085902356,-2.8333993e-20,-0.083466736,4.2960156e-20,1.914571e-36,0,0,0,0,0,0,0,0,0,0,0,0
1.1321378,0.08828854,0.096047899,4.6951637e-19,-0.08828854,-5.7047338e-19,1.1400509e-34,0,0,0,0,0,0,0,0,0,0,0,0
1.140636,0.093190642,0.10672196,5.7997473e-17,-0.093190642,6.578021e-17,4.8868684e-32,0,0,0,0,0,0,0,0,0,0,0,0
1.1496443,0.098230397,0.11793698,-3.8542244e-15,-0.098230397,3.4335394e-15,1.3379519e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.1591934,0.10343961,0.12968731,1.215577e-17,-0.10343961,2.2140803e-17,3.3205618e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.1693157,0.10880062,0.14192946,-5.7987618e-16,-0.10880062,3.5674277e-16,1.158055e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.1800455,0.11420875,0.15455482,2.5635557e-17,-0.11420875,-4.1023164e-18,-1.3110026e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.1914194,0.1194165,0.1673594,4.9127171e-15,-0.1194165,-3.9888749e-15,-2.2751556e-29,0,0,0,0,0,0,0,0,0,0,0,0
1.2034761,0.1239566,0.1800213,-1.338867e-15,-0.1239566,1.4693165e-15,1.461055e-28,0,0,0,0,0,0,0,0,0,0,0,0
1.2162565,0.12703754,0.19209935,6.468302e-16,-0.12703754,-1.1112235e-15,3.0383062e-28,0,0,0,0,0,0,0,0,0,0,0,0
