x,wallShearStress_0,wallShearStress_1,wallShearStress_2
0.10000458,-0.003608914,8.0700798e-05,4.3283091e-21
0.39775998,0.0017176201,-0.00097310916,2.0293411e-19
0.70039081,0.00098254751,-0.00082746752,-1.1995769e-20
0.99909327,0.00078267271,-0.00060559473,-3.4956598e-21
1.3017854,0.00094316498,-0.00063790532,1.9422255e-19
1.6007759,0.0009524233,-0.00035526349,2.6931657e-21
1.9000332,0.00097848578,-3.4872632e-05,-5.7890154e-21
2.2,0.0016059058,-9.5673214e-07,-3.9044478e-24
2.5,0.0016081905,-5.2810869e-07,-1.3363621e-23
2.8,0.0014283212,-2.3401167e-07,-7.7072012e-25
3.1,0.0011673933,-4.2600628e-09,8.2213338e-24
3.4,0.00087524682,1.5921757e-07,-1.3594389e-22
3.7,0.0005842489,2.6063433e-07,4.7680374e-23
4,0.00031344218,3.1385141e-07,2.3995376e-26
4.3,7.3160845e-05,3.2747329e-07,5.1038342e-23
4.6,-0.00013039532,3.1961402e-07,-5.7093093e-23
4.9,-0.00029935395,3.0073204e-07,-4.5521745e-23
5.2,-0.0004357143,2.7473099e-07,-1.95479e-25
5.5,-0.00054062774,2.4432099e-07,-5.2743432e-23
5.8,-0.00061365175,2.1021321e-07,2.1811693e-23
6.1,-0.00065110434,1.7011064e-07,-4.7268333e-25
6.4,-0.000643034,1.1588208e-07,-9.1715161e-18
6.7,-0.00056177097,1.7670257e-08,-9.8239078e-25
7,-0.00032116307,-3.2819506e-07,1.4754356e-23
7.2998928,-0.00017444043,-4.8079108e-05,-5.818355e-20
7.6001892,-0.00061296259,-0.0003679443,1.6034363e-19
7.8995713,-0.0017867174,-0.0013596746,-1.2120523e-19
8.2014087,-0.003331957,-0.0027017305,-3.1152665e-20
8.7994087,-0.0079514854,-0.0011239812,-6.5814592e-20
