8.601726225117661828e-01,1.471714716648996613e-01,1.110370174704537471e-01,1.889573177375875350e-03,1.048900153268222946e-03,1.398200807649971475e-03
8.638149590748815942e-01,2.282356741659224975e-01,1.699659351265754292e-01,5.165819325555077134e-03,2.704059049825196029e-03,3.710787906527332480e-03
8.675156768117605610e-01,3.986117964763894461e-01,2.930291929854337285e-01,1.277351823584222529e-02,6.369231429943337380e-03,8.861739559874442368e-03
8.712780191209448244e-01,5.081924288935204537e-01,3.686029871327764496e-01,1.832825252980344044e-02,8.865614348623917021e-03,1.224506713661250093e-02
8.751052294009770138e-01,5.733523607111283837e-01,4.104790151549645993e-01,2.068240554537789308e-02,1.010240928102580649e-02,1.335639510410256692e-02
8.789994699175524007e-01,6.126368450776276120e-01,4.326301517985562395e-01,2.144252292978029995e-02,1.084003819822046757e-02,1.333140188966035200e-02
8.829629029363654791e-01,6.375497259789401072e-01,4.441096167234068193e-01,2.161565452326575515e-02,1.142086657515179599e-02,1.280532609407596459e-02
8.869987718559588785e-01,6.553895317543884103e-01,4.501780645973095241e-01,2.162079751193804467e-02,1.196152250202766817e-02,1.205936012604365976e-02
8.911092389420275373e-01,6.690509565100648537e-01,4.530862635936149241e-01,2.157188155018670978e-02,1.249589524686408465e-02,1.119595796132458881e-02
8.952964664602662825e-01,6.800632325293497482e-01,4.539623596640927627e-01,2.152709914623063270e-02,1.303614675497844627e-02,1.027162570920900353e-02
8.995626166763701637e-01,6.893420030473378368e-01,4.535001357615300877e-01,2.151825969014082435e-02,1.358728772674775917e-02,9.325048491707867843e-03
9.039109329888814770e-01,6.974604252588196829e-01,4.521224783360120458e-01,2.156048927514898905e-02,1.414894183533648916e-02,8.380530879342514353e-03
9.083424965306478027e-01,7.047808918793356803e-01,4.500964603392082486e-01,2.165834054868902292e-02,1.471869562427336776e-02,7.453526494979413608e-03
9.128616318330586843e-01,7.115377071993865821e-01,4.475980527197940817e-01,2.180738959080693803e-02,1.529273839283607460e-02,6.551984160678664230e-03
9.174683388961145658e-01,7.178804378276879561e-01,4.447367950102330547e-01,2.200126247109079891e-02,1.586645864314656720e-02,5.679514031394088808e-03
9.221658611183577436e-01,7.239081237975127925e-01,4.415950105050789332e-01,2.223134255238220017e-02,1.643502483074347348e-02,4.836528590447722493e-03
9.269574418983304032e-01,7.297617995066716379e-01,4.382147524456001531e-01,2.249563767159381070e-02,1.699937666688112678e-02,4.025268885330992794e-03
9.318441623688800135e-01,7.362577855852766584e-01,4.345634368537495407e-01,2.281494345244753502e-02,1.758204822885520852e-02,3.255830282592132342e-03
9.368303470613966732e-01,7.424434226081181309e-01,4.306849222025346813e-01,2.314732072536440990e-02,1.815825684982788277e-02,2.522371230559981078e-03
9.419159959758803824e-01,7.483855508646970467e-01,4.266313686772828517e-01,2.348863718441330378e-02,1.872141940094355916e-02,1.822785901769618340e-03
9.471054336437207954e-01,7.540677252123415553e-01,4.223963615637520985e-01,2.382975836762688329e-02,1.927288349527914516e-02,1.149823952550815473e-03
9.523997411977656036e-01,7.595167694015880766e-01,4.180053477727402877e-01,2.417123139512572169e-02,1.981274485895328716e-02,5.023431855769723391e-04
9.578032431694043503e-01,7.647543627979886960e-01,4.134746199406265088e-01,2.451424575682132137e-02,2.034329925774527176e-02,-1.201084110456928538e-04
9.633170206914849487e-01,7.698023872221030350e-01,4.088250533218854565e-01,2.485565819207580240e-02,2.086538114691876417e-02,-7.204132105289952131e-04
9.689432360297018931e-01,7.746745246629636039e-01,4.040731470165400130e-01,2.518929809195808583e-02,2.137790478906127778e-02,-1.302019511459354649e-03
9.746851325825979240e-01,7.793810368415128309e-01,3.992274924205223563e-01,2.551376648549343734e-02,2.188159167704546715e-02,-1.866662908278275560e-03
9.805459537487151156e-01,7.839348209674230628e-01,3.943010369000478632e-01,2.582836631849246348e-02,2.237515914465700376e-02,-2.416752343469294982e-03
9.865278617937487393e-01,7.883382605273288046e-01,3.892984175709353067e-01,2.613473614161149206e-02,2.285765337938042152e-02,-2.953897497848186754e-03
9.926341001162410915e-01,7.925889517609372437e-01,3.842218918446946851e-01,2.643596084535713292e-02,2.332963206744292917e-02,-3.478662037747691244e-03
9.988668309818868885e-01,7.966960031700160982e-01,3.790781172956773082e-01,2.673383929384798297e-02,2.379243053878173780e-02,-3.991771678620720243e-03
1.005228216656381290e+00,8.006814980722366526e-01,3.738836708969844880e-01,2.702793609696646851e-02,2.424607419394841229e-02,-4.494896322315328901e-03
1.011722581671113952e+00,8.045667149084456682e-01,3.686516846913383549e-01,2.731567934687263721e-02,2.469099950800435206e-02,-4.988828909220452239e-03
1.018352088291780255e+00,8.083199111026309058e-01,3.631200809544169461e-01,2.760858308230841954e-02,2.512031278086040986e-02,-5.480088197925143435e-03
1.025119979916921942e+00,8.119277136432018205e-01,3.572643263427592863e-01,2.791097004031353399e-02,2.553269945229777113e-02,-5.966099264673582411e-03
1.032029499945082085e+00,8.154304432681189763e-01,3.514147521027521925e-01,2.820928983734571210e-02,2.593799054065200338e-02,-6.435496003513781031e-03
1.039083891774802870e+00,8.188332950979211322e-01,3.455770912799432382e-01,2.849736631284630062e-02,2.633659793172402411e-02,-6.890046233559424770e-03
1.046285317671779014e+00,8.221435841374706843e-01,3.397580521186300828e-01,2.876932473052652359e-02,2.672554687628455120e-02,-7.332679668115533317e-03
1.053637021034552923e+00,8.253582134641119783e-01,3.339554855296115177e-01,2.903190053501350162e-02,2.710325539653868354e-02,-7.762799844695775914e-03
1.061144407527362166e+00,8.284724369892570994e-01,3.281676908621295463e-01,2.929208320947762970e-02,2.747106232491243125e-02,-8.179073880159291182e-03
1.068808558283053767e+00,8.314883010342499770e-01,3.223999666018927956e-01,2.955152907003876991e-02,2.783088683570206223e-02,-8.581036781015722800e-03
1.076633797833018269e+00,8.343769205264566224e-01,3.166723541344194093e-01,2.980680672547512261e-02,2.818374509432971034e-02,-8.970051025900312863e-03
1.084624450708645105e+00,8.372157664403405697e-01,3.109883335742001376e-01,3.006141605012133122e-02,2.852579375757150620e-02,-9.346320935003038510e-03
1.092781598042781743e+00,8.399899652481384038e-01,3.053377684920858259e-01,3.032136506379215501e-02,2.885307396765167398e-02,-9.709040226602523582e-03
1.101111726632513221e+00,8.426746839873389128e-01,2.997105003094346909e-01,3.058276394311334676e-02,2.916182328318387210e-02,-1.006010632240453631e-02
1.109616998743534255e+00,8.452766087361056613e-01,2.941120417157975231e-01,3.083671138014178886e-02,2.945149069368814196e-02,-1.040145816029378750e-02
1.118301738907234721e+00,8.478110934051585890e-01,2.885540622224351814e-01,3.107549007807054384e-02,2.972274712545621561e-02,-1.073376259183643489e-02
1.127169190522157027e+00,8.502704433447862975e-01,2.830328408390381245e-01,3.129998708005782282e-02,2.997428567034789160e-02,-1.105630596415412524e-02
1.136224759252538519e+00,8.526352279156479419e-01,2.774701253292882752e-01,3.151472562635387886e-02,3.020947909284890653e-02,-1.136508701340271585e-02
1.145470607364074356e+00,8.549058331880019512e-01,2.718149494249988973e-01,3.172052768160976699e-02,3.043546328292491901e-02,-1.165768683350688027e-02
1.154912140521001440e+00,8.571340936256540699e-01,2.662323396707632073e-01,3.191753840207683934e-02,3.064642612157536528e-02,-1.193691628268850682e-02
1.164553683254709870e+00,8.593495731372919888e-01,2.607241474245530211e-01,3.210571508592673790e-02,3.083957328967018227e-02,-1.220614594456428600e-02
1.174398478963742498e+00,8.615357788263696692e-01,2.553184703857559468e-01,3.227673209903102192e-02,3.100700932477048338e-02,-1.247103715960977237e-02
1.184451933312335781e+00,8.637276989641274882e-01,2.500018369043726651e-01,3.244177072542811513e-02,3.114991741138771822e-02,-1.272785699465896203e-02
1.194717289699032570e+00,8.658939651866934817e-01,2.447450117512621759e-01,3.263266907674518963e-02,3.126991645518403806e-02,-1.296904561592729724e-02
1.205201034920917902e+00,8.680233532806712615e-01,2.395464547610667294e-01,3.284445445798452046e-02,3.136844180024607465e-02,-1.319508695551059076e-02
1.215906412376533519e+00,8.701324560351709758e-01,2.344167844439959958e-01,3.305225661808347537e-02,3.144803098761181359e-02,-1.340704853528933149e-02
1.226839908862964901e+00,8.722156069147277702e-01,2.293543022556431277e-01,3.323907369564285674e-02,3.151009230777013226e-02,-1.360772169963350188e-02
1.238003686645906765e+00,8.742901459766873051e-01,2.243508393020446634e-01,3.340310597948944332e-02,3.155613829922661318e-02,-1.379596798665523594e-02
1.249404232522443703e+00,8.763318470674026361e-01,2.194168672771037165e-01,3.354485793618377371e-02,3.159036158933913735e-02,-1.396942596858370862e-02
1.261046952156813283e+00,8.783535837879450359e-01,2.145538095385113864e-01,3.367254186902550461e-02,3.161306299883399201e-02,-1.412861363090243093e-02
1.272937251213252630e+00,8.803649071238818236e-01,2.097595474282269168e-01,3.379465191512117522e-02,3.161621655304620859e-02,-1.428121119936677508e-02
1.285079454223151618e+00,8.823403081220971833e-01,2.050498171437633299e-01,3.392134369613308137e-02,3.159151768288931406e-02,-1.442757855229415825e-02
1.297478966850748261e+00,8.843409602348378806e-01,2.004057751195651715e-01,3.404996848111997015e-02,3.153648957760009364e-02,-1.456206992793280565e-02
1.310141194760278793e+00,8.863454122364524679e-01,1.957358360933132979e-01,3.417623515963347236e-02,3.144637959793847304e-02,-1.468297625852493793e-02
1.323073705881676165e+00,8.883313527564558054e-01,1.910679134511586441e-01,3.430181395762539609e-02,3.132148198229985775e-02,-1.478482389907765163e-02
1.336279743613482562e+00,8.903070558751471353e-01,1.864696907700728323e-01,3.444090243997151302e-02,3.116456486032440076e-02,-1.486262802114078109e-02
1.349766875885630268e+00,8.923315677152863223e-01,1.819557677660384176e-01,3.458464808191041850e-02,3.098210330012922398e-02,-1.491744062208582092e-02
1.363539427229509382e+00,8.944604027890519227e-01,1.775377443955061807e-01,3.471910376508274138e-02,3.078050926744872740e-02,-1.495485041294801129e-02
1.377606046707899434e+00,8.966623641321151972e-01,1.731870722076336022e-01,3.485125601050197142e-02,3.055555459154239706e-02,-1.498500604364636467e-02
1.391971058852190080e+00,8.989457236984977895e-01,1.688985416969286946e-01,3.496307885271879995e-02,3.030712900570034507e-02,-1.501446307830364008e-02
1.406640950459466799e+00,9.013047467557780967e-01,1.647173457212495473e-01,3.504379951794654724e-02,3.004082078857867391e-02,-1.503392747755844666e-02
1.421623289459660988e+00,9.037103639192181070e-01,1.606102337511939315e-01,3.511349786295060726e-02,2.975766212833234545e-02,-1.503358508487541434e-02
1.436923481517010437e+00,9.061004432410747489e-01,1.565710830159948441e-01,3.517429487983788489e-02,2.945623829728750628e-02,-1.501287770010011416e-02
1.452549094561447651e+00,9.084821898981780830e-01,1.525769795197881029e-01,3.522037801058765932e-02,2.912878495766219392e-02,-1.497947379003868387e-02
1.468506615390057224e+00,9.109281348824860292e-01,1.486594996848084604e-01,3.524469347199662289e-02,2.877592844009398826e-02,-1.493992471904712072e-02
1.484803611932770773e+00,9.134294362562868086e-01,1.447969188792188888e-01,3.525670596502834819e-02,2.839461617817199551e-02,-1.488217470020085711e-02
1.501447652119521692e+00,9.159256303540664890e-01,1.410136244493897517e-01,3.522896825515838687e-02,2.799077965699729373e-02,-1.481359806561611051e-02
1.518444141614546661e+00,9.184850470490797392e-01,1.372708911326109837e-01,3.514702389273871574e-02,2.756192283737246909e-02,-1.473452493873582923e-02
1.535801729480625433e+00,9.211094650214045609e-01,1.336418110845912499e-01,3.499445931159271550e-02,2.711991228187187603e-02,-1.463897894242446006e-02
1.553530145913385230e+00,9.237989035121179082e-01,1.300528548253487016e-01,3.481279236803042076e-02,2.666839728458379397e-02,-1.451001827392825981e-02
1.571634796577063842e+00,9.265519839362758026e-01,1.266064843004127694e-01,3.461894891493118992e-02,2.620128089619468137e-02,-1.435203259943531630e-02
