y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
0,1.482164e-20,0.155,-7.5972289e-25,-7.4108203e-21,0,-7.4108203e-21,-0.04805,3.4460315e-21,0,0.04805,-2.355141e-25,2.2237365e-47,0.0080083333,1.1486771e-21,0,0.0080083333,-1.1775705e-25,-0.016016667
0.00086769924,-7.4406347e-19,0.077500004,-7.6593021e-25,3.7203166e-19,0,3.7203166e-19,-0.024025001,3.4475802e-21,-6.4825675e-39,0.024025001,-2.3561792e-25,6.871984e-44,0.0040041669,1.1491934e-21,-2.1608558e-39,0.0040041669,-1.1780896e-25,-0.0080083339
0.0017874829,-4.7541155e-19,4.5931577e-16,-6.4193022e-16,2.3770565e-19,0,2.3770565e-19,-3.6905079e-30,-4.0788139e-33,-7.8365472e-34,1.3478001e-30,-1.6761415e-30,2.3427077e-30,6.1545368e-31,-1.3596046e-33,-2.6121819e-34,-5.5645375e-31,-8.3807073e-31,-5.8999923e-32
0.0027624773,9.0798545e-18,2.6020514e-17,-3.8715e-16,-4.5399272e-18,0,-4.5399272e-18,-8.0571647e-30,-3.9012207e-32,4.5210296e-32,3.6296393e-30,-2.9853643e-30,4.4275254e-30,1.3433875e-30,-1.3004069e-32,1.5070098e-32,-8.7116525e-31,-1.4926821e-30,-4.7222222e-31
0.0037959966,8.2041256e-18,-7.9228882e-16,5.8562799e-16,-4.1020627e-18,0,-4.1020627e-18,-7.6425386e-30,-3.4127131e-32,4.3119844e-32,3.4093677e-30,-1.905054e-30,4.233171e-30,1.2742204e-30,-1.1375711e-32,1.4373281e-32,-8.43061e-31,-9.52527e-31,-4.3115936e-31
0.0048915537,-1.1797511e-17,1.0553946e-16,7.9815791e-16,5.8987554e-18,0,5.8987554e-18,-8.2521808e-30,-2.1969844e-32,-2.2512525e-33,2.345259e-30,-7.1605617e-31,5.9069217e-30,1.3755939e-30,-7.3232812e-33,-7.5041748e-34,-1.5782126e-30,-3.5802808e-31,2.0261873e-31
0.0060528726,-1.367622e-17,2.6281806e-17,2.6744184e-17,6.83811e-18,0,6.83811e-18,-9.4015309e-30,-1.7737786e-32,2.2747219e-33,2.3005663e-30,-2.2556254e-31,7.1009645e-30,1.5671996e-30,-5.9125955e-33,7.5824069e-34,-1.9836994e-30,-1.1278126e-31,4.1649973e-31
0.0072839007,-7.6404353e-18,-1.0204463e-16,3.8454084e-16,3.8202177e-18,0,3.8202177e-18,-8.5250565e-30,-5.9992875e-33,-6.7952151e-33,2.1637754e-30,6.114381e-31,6.3612811e-30,1.4209475e-30,-1.9997625e-33,-2.2650718e-33,-1.7598502e-30,3.0571907e-31,3.3890265e-31
0.0085888223,-1.2633552e-18,2.300859e-16,-4.6303022e-16,6.316776e-19,0,6.316776e-19,-1.1099742e-29,-1.9617536e-32,-2.350889e-32,1.4394662e-30,1.2645039e-30,9.6602754e-30,1.8503629e-30,-6.5391788e-33,-7.8362968e-33,-2.9803837e-30,6.3225197e-31,1.1300208e-30
0.0099720729,7.7766397e-18,1.6240117e-16,-9.2956783e-16,-3.8883201e-18,0,-3.8883201e-18,-8.8158176e-30,-5.6957007e-33,-1.1672021e-32,7.1979035e-31,1.1949596e-30,8.0960271e-30,1.4698147e-30,-1.8985669e-33,-3.8906738e-33,-2.5789665e-30,5.9747978e-31,1.1091519e-30
0.011438354,5.5248516e-18,1.4518332e-16,7.1978315e-17,-2.762426e-18,0,-2.762426e-18,-3.1174766e-30,5.7929118e-33,9.9219953e-33,1.0122389e-30,1.0061111e-30,2.1052377e-30,5.1983377e-31,1.9309706e-33,3.3073316e-33,-5.331666e-31,5.0305556e-31,1.3332828e-32
