y,R_0,R_1,R_2,R_3,R_4,R_5,RB_0,RB_1,RB_2,RB_3,RB_4,RB_5
0.44812865,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11,-3.4078741e-10,-2.6210854e-10,-6.8145964e-29,6.6666667e-11,0,6.6666667e-11
0.44889173,5.0452543e-11,-1.0430684e-11,-1.0168256e-27,6.6666667e-11,0,6.6666667e-11,-3.5198881e-11,-6.5527999e-11,2.6905166e-28,6.6666667e-11,0,6.6666667e-11
0.44970062,6.6666667e-11,3.8612767e-26,-3.4148847e-27,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,3.8612767e-27,-3.4148847e-28,6.6666667e-11,0,6.6666667e-11
0.45055804,6.6666667e-11,-4.9442921e-26,-1.3736704e-27,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,-4.9442921e-27,-1.3736704e-28,6.6666667e-11,0,6.6666667e-11
0.4514669,6.6666667e-11,-7.1683898e-26,5.6103506e-29,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,-7.1683898e-27,5.6103506e-30,6.6666667e-11,0,6.6666667e-11
0.4524303,6.6666667e-11,6.0091801e-26,-2.7322083e-25,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,6.0091801e-27,-2.7322083e-26,6.6666667e-11,0,6.6666667e-11
0.4534515,6.6666667e-11,6.9210948e-26,-1.5838391e-26,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,6.9210948e-27,-1.5838391e-27,6.6666667e-11,0,6.6666667e-11
0.45453396,6.6666667e-11,-4.3167356e-26,2.8851e-25,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,-4.3167356e-27,2.8851e-26,6.6666667e-11,0,6.6666667e-11
0.45568137,6.6666667e-11,4.6795655e-26,-1.9101922e-25,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,4.6795655e-27,-1.9101922e-26,6.6666667e-11,0,6.6666667e-11
0.45689761,6.6666667e-11,1.040429e-25,-3.9071374e-26,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,1.040429e-26,-3.9071374e-27,6.6666667e-11,0,6.6666667e-11
0.45818681,6.6666667e-11,-4.1794488e-26,9.2343129e-26,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,-4.1794488e-27,9.2343129e-27,6.6666667e-11,0,6.6666667e-11
0.45955335,6.6666667e-11,-8.7862137e-26,-9.1796892e-27,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,-8.7862137e-27,-9.1796892e-28,6.6666667e-11,0,6.6666667e-11
0.46100186,6.6666667e-11,-1.2332364e-26,8.4349281e-26,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,-1.2332364e-27,8.4349281e-27,6.6666667e-11,0,6.6666667e-11
0.46253725,6.6666667e-11,2.4420165e-26,2.0521388e-27,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,2.4420165e-27,2.0521388e-28,6.6666667e-11,0,6.6666667e-11
0.46416474,6.6666667e-11,1.7381114e-26,5.4422836e-27,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,1.7381114e-27,5.4422836e-28,6.6666667e-11,0,6.6666667e-11
0.46588984,6.6666667e-11,-1.5461044e-26,-1.6448604e-25,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,-1.5461044e-27,-1.6448604e-26,6.6666667e-11,0,6.6666667e-11
0.46771841,6.6666667e-11,5.296512e-28,-1.345085e-26,6.6666667e-11,0,6.6666667e-11,6.6666667e-11,5.296512e-29,-1.345085e-27,6.6666667e-11,0,6.6666667e-11
