y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
0,2.2432456e-05,0.15499989,9.3232756e-19,-1.1216228e-05,0,-1.1216228e-05,-0.048049933,5.215331e-06,1.8560545e-21,0.048049933,2.8900963e-19,1.0285479e-34,0.008008337,1.7384436e-06,6.1868483e-22,0.0080083147,1.4450481e-19,-0.016016652
0.00086769924,1.1529533e-05,0.077499959,-3.2579756e-17,-5.7647666e-06,0,-5.7647666e-06,-0.02402497,2.6805059e-06,1.9077561e-21,0.02402497,2.9706024e-19,2.5913051e-31,0.0040041693,8.9350194e-07,6.359187e-22,0.0040041579,1.4853012e-19,-0.0080083274
0.0017874829,1.520325e-17,-5.3774589e-16,4.0484769e-16,-7.601625e-18,0,-7.601625e-18,-4.3277285e-30,-9.5584046e-33,1.4027159e-32,2.4598259e-30,1.4808721e-31,1.8679026e-30,7.2142773e-31,-3.1861349e-33,4.6757198e-33,-2.1273305e-31,7.4043604e-32,-5.0869468e-31
0.0027624773,2.313534e-18,2.6626545e-16,2.4021122e-17,-1.156767e-18,0,-1.156767e-18,-3.578527e-30,-2.4534516e-34,2.5244308e-32,5.4858091e-31,-3.9240347e-37,3.0299461e-30,5.9652857e-31,-8.1781717e-35,8.4147693e-33,-9.1860557e-31,-1.9620174e-37,3.2207701e-31
0.0037959966,-3.7276817e-18,2.2576581e-17,-4.1448171e-16,1.863841e-18,0,1.863841e-18,-2.3081078e-30,5.3075849e-33,1.2373731e-32,8.7965052e-31,-4.21834e-36,1.4284573e-30,3.8480676e-31,1.769195e-33,4.124577e-33,-3.2960506e-31,-2.10917e-36,-5.5201691e-32
0.0048915537,-2.8168252e-19,1.9146919e-16,2.6086738e-21,1.4084132e-19,0,1.4084132e-19,-1.1148683e-30,3.4771811e-33,-7.9202133e-38,1.1148683e-30,-3.9080397e-36,9.6329321e-40,1.8625612e-31,1.1590603e-33,-2.6400711e-38,1.8558901e-31,-1.9540199e-36,-3.7184514e-31
0.0060528726,-9.1723419e-18,-1.6886398e-16,7.0551121e-16,4.5861709e-18,0,4.5861709e-18,-4.3487729e-30,7.2178513e-33,-1.7288874e-32,2.3167361e-30,-1.7086231e-30,2.0320368e-30,7.2532272e-31,2.4059503e-33,-5.7629582e-33,-2.9148652e-31,-8.5431152e-31,-4.338362e-31
0.0072839007,-1.1880861e-17,-2.3018869e-16,3.9867136e-17,5.9404304e-18,0,5.9404304e-18,-6.5556739e-30,8.779676e-33,-9.2225969e-33,2.7175341e-30,-2.6914451e-30,3.8381399e-30,1.0927996e-30,2.9265586e-33,-3.0741991e-33,-8.265512e-31,-1.3457226e-30,-2.6624835e-31
0.0085888223,-6.0631417e-18,5.4004859e-16,-6.6468524e-16,3.0315709e-18,0,3.0315709e-18,-3.202153e-30,-1.0519171e-33,8.0424653e-33,1.395966e-30,-9.8241156e-31,1.806187e-30,5.3372878e-31,-3.5063903e-34,2.6808217e-33,-3.6941963e-31,-4.9120579e-31,-1.6430914e-31
0.0099720729,-7.8300413e-18,-3.1114717e-16,4.2990271e-22,3.9150206e-18,0,3.9150206e-18,-1.412744e-30,1.2095476e-32,-4.9165804e-38,1.412744e-30,6.6358277e-36,1.3478524e-39,2.35567e-31,4.0318254e-33,-1.6388601e-38,2.3540251e-31,3.3179138e-36,-4.709695e-31
