y,gradU_0,gradU_1,gradU_2,gradU_3,gradU_4,gradU_5,gradU_6,gradU_7,gradU_8
0,1.6530574e-19,0,0,1.1524835,0,0,-1.1297585e-23,0,0
0.00086769924,-3.1143239e-20,0,0,0.57624178,0,0,-5.652491e-24,0,0
0.0017874829,-7.1311717e-20,0,0,9.1863157e-17,0,0,-1.2838604e-16,0,0
0.0027624773,1.3619782e-18,0,0,5.2041087e-18,0,0,-7.7429998e-17,0,0
0.0037959966,1.2306188e-18,0,0,-1.5845776e-16,0,0,1.171256e-16,0,0
0.0048915537,-1.7696267e-18,0,0,2.1107893e-17,0,0,1.5963158e-16,0,0
0.0060528726,-2.051433e-18,0,0,5.2563632e-18,0,0,5.3488314e-18,0,0
0.0072839007,-1.1460653e-18,0,0,-2.0408927e-17,0,0,7.6908163e-17,0,0
0.0085888223,-1.8950331e-19,0,0,4.6017179e-17,0,0,-9.2606044e-17,0,0
0.0099720729,1.166496e-18,0,0,3.2480236e-17,0,0,-1.8591357e-16,0,0
0.011438354,8.2872775e-19,0,0,2.9036666e-17,0,0,1.4395657e-17,0,0
0.01299265,4.9779855e-19,0,0,-3.6774308e-17,0,0,2.7630272e-16,0,0
0.014640245,9.7748048e-19,0,0,5.5849547e-17,0,0,9.0396341e-17,0,0
0.016386737,7.2801278e-19,0,0,4.1473865e-17,0,0,-2.4318712e-16,0,0
0.018238064,-4.7822699e-19,0,0,-2.6669942e-17,0,0,2.457308e-23,0,0
0.020200518,-4.7467507e-19,0,0,-2.3736418e-17,0,0,-5.0847828e-17,0,0
0.022280771,3.8929491e-19,0,0,-4.2178276e-17,0,0,-1.9523973e-16,0,0
0.024485892,-1.7332976e-20,0,0,2.3799015e-17,0,0,-3.874901e-17,0,0
0.026823378,-3.6353956e-20,0,0,5.0482978e-17,0,0,1.7715994e-16,0,0
0.029301173,4.5262836e-19,0,0,-1.0571529e-17,0,0,5.7793027e-17,0,0
0.0319277,7.1036978e-19,0,0,-3.654669e-17,0,0,3.7025208e-17,0,0
0.034711887,-3.1743363e-19,0,0,1.573415e-17,0,0,-6.871436e-17,0,0
0.037663197,-1.9284245e-18,0,0,2.6923173e-17,0,0,-4.0434759e-17,0,0
0.040791661,-1.1811856e-18,0,0,1.7042596e-17,0,0,7.9103398e-17,0,0
0.044107915,4.4943506e-20,0,0,-6.8663155e-18,0,0,1.5889675e-17,0,0
0.047623229,-2.7911582e-19,0,0,-3.5973216e-17,0,0,8.8611713e-19,0,0
0.051349553,-1.488776e-18,0,0,-1.2822853e-17,0,0,7.8800904e-18,0,0
0.055299553,-1.2787587e-18,0,0,4.5308485e-18,0,0,1.2910148e-18,0,0
0.059486654,4.061198e-19,0,0,1.1803899e-17,0,0,3.4397464e-17,0,0
0.06392509,2.2629587e-18,0,0,1.1829414e-21,0,0,1.1036421e-17,0,0
0.068629948,1.1692983e-18,0,0,0,0,0,-5.2357415e-17,0,0
0.073617218,-1.0528143e-18,0,0,1.4432934e-18,0,0,-7.4026435e-18,0,0
0.078903853,-1.255628e-18,0,0,-7.4005767e-18,0,0,-4.6921941e-17,0,0
0.084507823,-3.7174851e-19,0,0,-4.9924068e-19,0,0,-2.7005358e-18,0,0
0.090448176,-5.8712035e-19,0,0,4.7159525e-19,0,0,4.6321426e-17,0,0
0.096745104,-3.5278309e-19,0,0,-8.9237273e-18,0,0,7.7033697e-20,0,0
0.10342001,1.2972188e-19,0,0,1.3922368e-17,0,0,-1.8730289e-18,0,0
0.11049558,-4.8071278e-19,0,0,1.2110109e-17,0,0,5.6873646e-17,0,0
0.11799587,-5.4128061e-19,0,0,-6.3853455e-18,0,0,-9.2904826e-18,0,0
0.12594638,8.0985394e-19,0,0,4.9007376e-18,0,0,-5.4271804e-17,0,0
0.13437411,1.9640014e-18,0,0,2.1851809e-18,0,0,7.9206331e-18,0,0
0.14330773,1.1778681e-18,0,0,-3.2917785e-18,0,0,-2.3153316e-19,0,0
0.1527776,6.1837031e-19,0,0,-4.7673621e-18,0,0,3.6030914e-18,0,0
0.1628159,-4.5933465e-19,0,0,3.6826086e-18,0,0,1.9288318e-17,0,0
0.17345677,-1.7465638e-18,0,0,9.9134898e-18,0,0,9.6660991e-18,0,0
0.18473635,-3.1737909e-18,0,0,-5.6425609e-18,0,0,-2.1315083e-17,0,0
0.19669301,-2.0185801e-18,0,0,3.6761282e-18,0,0,-8.3531555e-18,0,0
0.20936737,4.5251605e-19,0,0,5.8032674e-18,0,0,3.4572834e-18,0,0
0.22280253,-1.0818393e-19,0,0,-2.0105898e-18,0,0,-9.8315915e-23,0,0
0.23704414,-1.0266375e-18,0,0,1.5068738e-18,0,0,-1.2943296e-22,0,0
0.25214061,-7.3501303e-19,0,0,1.5177481e-18,0,0,-1.8972628e-22,0,0
0.26814327,-1.9414627e-19,0,0,-2.9807767e-22,0,0,8.5125753e-23,0,0
0.28510649,-6.1125666e-20,0,0,-4.0574749e-18,0,0,-1.3210897e-17,0,0
0.30308795,-7.2296576e-19,0,0,-4.0698214e-18,0,0,-7.2100687e-19,0,0
0.32214876,-3.1259212e-19,0,0,4.9188659e-18,0,0,1.2440235e-17,0,0
0.34235371,4.4707046e-19,0,0,4.9219053e-18,0,0,-1.132132e-23,0,0
0.36377149,1.1202404e-19,0,0,2.190516e-18,0,0,1.3324692e-22,0,0
0.38647488,3.4948899e-19,0,0,-1.9424198e-18,0,0,2.6600133e-22,0,0
0.41054106,-2.3449956e-19,0,0,-2.1875966e-18,0,0,2.528894e-22,0,0
0.43605183,1.6736503e-19,0,0,1.0469748e-18,0,0,-1.7098016e-17,0,0
0.46309391,-1.243226e-19,0,0,-5.2174606e-20,0,0,-8.4241522e-19,0,0
0.49175922,-1.292922e-18,0,0,1.6882489e-18,0,0,1.6040823e-17,0,0
0.52214518,-1.3841408e-19,0,0,-2.1707604e-18,0,0,0,0,0
0.55435509,2.1348464e-19,0,0,-3.1029721e-18,0,0,2.1121064e-23,0,0
0.58849842,-1.0140314e-18,0,0,1.3799477e-18,0,0,7.6821928e-23,0,0
0.62469124,-1.5291495e-18,0,0,1.3829724e-18,0,0,2.0925525e-22,0,0
0.66305656,-5.1878112e-19,0,0,-5.4960725e-19,0,0,1.460434e-22,0,0
0.70372479,6.6275965e-19,0,0,-5.4042977e-19,0,0,-1.5062843e-18,0,0
0.74683417,3.5726005e-19,0,0,-6.2704594e-19,0,0,-1.7836846e-19,0,0
0.79253123,-1.4652361e-18,0,0,3.9520345e-19,0,0,1.5007733e-18,0,0
0.84097128,-1.2307097e-18,0,0,1.6185738e-18,0,0,-2.6412145e-22,0,0
0.892319,0,0,0,-5.2275251e-19,0,0,-1.2668204e-22,0,0
0.9467489,9.9044876e-20,0,0,-8.0963178e-19,0,0,-4.3557861e-18,0,0
1.004446,9.6169536e-20,0,0,8.4293699e-19,0,0,-2.9129421e-19,0,0
1.0656064,6.9208242e-19,0,0,5.3247945e-19,0,0,7.3954104e-18,0,0
1.1304381,8.7269601e-19,0,0,0,0,0,1.5675401e-19,0,0
1.1991613,-4.2494321e-20,0,0,-1.1597981e-18,0,0,-3.034793e-18,0,0
1.2720096,-6.9533376e-19,0,0,1.2748787e-19,0,0,1.2440843e-21,0,0
1.3492308,-5.1904551e-19,0,0,7.0289245e-19,0,0,-1.4274401e-21,0,0
1.4310872,0,0,0,-1.6334818e-18,0,0,-1.4654515e-21,0,0
1.5178571,6.1763958e-19,0,0,-4.3695147e-19,0,0,3.0034751e-22,0,0
1.6046271,3.4996624e-19,0,0,1.2120568e-18,0,0,1.1407046e-17,0,0
1.6864835,-2.2051341e-19,0,0,1.9669793e-19,0,0,-8.8110028e-19,0,0
1.7637046,-6.3846714e-19,0,0,-6.8160693e-19,0,0,-1.2077435e-17,0,0
1.836553,-2.4611973e-19,0,0,-1.0764532e-18,0,0,-8.2792394e-18,0,0
1.9052762,5.4437255e-19,0,0,-8.7241781e-19,0,0,5.4753993e-19,0,0
1.9701079,3.3085722e-19,0,0,1.306584e-19,0,0,8.8541656e-18,0,0
2.0312683,3.4603989e-19,0,0,9.998463e-19,0,0,6.3967243e-23,0,0
2.0889654,1.0581782e-19,0,0,-5.1475677e-20,0,0,-8.4283577e-22,0,0
2.1433953,-7.3248128e-19,0,0,-1.9623725e-18,0,0,-1.2129245e-17,0,0
2.194743,-1.0927957e-18,0,0,-1.1993251e-18,0,0,2.0012668e-17,0,0
2.2431831,-1.405353e-18,0,0,1.0480082e-18,0,0,1.1463747e-17,0,0
2.2888801,-1.0511435e-18,0,0,1.1326414e-18,0,0,-2.0446914e-17,0,0
2.3319895,7.4807753e-19,0,0,-7.6006663e-20,0,0,-1.1654682e-21,0,0
2.3726577,7.543997e-19,0,0,-1.2177891e-18,0,0,-9.4425695e-22,0,0
2.411023,-7.8268809e-21,0,0,-1.1821597e-18,0,0,-1.0128427e-21,0,0
2.4472159,1.3326242e-19,0,0,1.4265057e-18,0,0,-2.7562215e-17,0,0
2.4813592,9.2969493e-19,0,0,1.4458436e-18,0,0,1.8506498e-18,0,0
2.5135691,1.6374017e-18,0,0,3.015823e-20,0,0,2.9172448e-17,0,0
2.5439551,8.5721194e-19,0,0,-3.6407047e-18,0,0,-2.1359979e-24,0,0
2.5726204,-5.956308e-19,0,0,-1.7055488e-18,0,0,-1.1420099e-24,0,0
2.5826596,-4.5785032e-19,0,0,-1.1180058e-18,0,0,-9.5068707e-23,0,0
2.5996625,-2.1388821e-19,0,0,-1.2292799e-19,0,0,-2.5184954e-22,0,0
2.6251732,8.0328351e-19,0,0,-4.2131448e-18,0,0,-2.4504008e-22,0,0
2.6492394,1.5972475e-18,0,0,-2.2098567e-18,0,0,2.8334032e-22,0,0
2.6719428,1.9089007e-18,0,0,4.7852666e-18,0,0,2.8794827e-22,0,0
2.6933606,7.9235471e-20,0,0,2.220404e-18,0,0,-3.0675078e-22,0,0
2.7135655,-1.3115672e-18,0,0,-1.1658374e-20,0,0,-8.0085864e-22,0,0
2.7326263,-8.8272865e-19,0,0,5.6655115e-18,0,0,-1.5940125e-17,0,0
2.7506078,-4.0476835e-19,0,0,-5.8472212e-20,0,0,1.1232165e-18,0,0
2.767571,5.5546585e-19,0,0,1.8671067e-19,0,0,1.6759121e-17,0,0
2.7835737,-8.9716429e-19,0,0,3.1028246e-18,0,0,1.0136664e-18,0,0
2.7986701,-2.8793402e-18,0,0,7.3790633e-18,0,0,-5.7230655e-20,0,0
2.8129118,-2.1649512e-18,0,0,-2.2102608e-20,0,0,1.5306754e-18,0,0
2.8263469,-2.5953956e-18,0,0,-7.5733765e-18,0,0,1.0135238e-19,0,0
2.8390213,-1.6697845e-18,0,0,-2.7615765e-19,0,0,-2.9198925e-18,0,0
2.8509779,-1.0875283e-18,0,0,4.3662863e-18,0,0,-1.2632228e-22,0,0
2.8622575,-1.6901889e-18,0,0,4.9925874e-18,0,0,1.1486677e-16,0,0
2.8728984,-6.1629405e-19,0,0,-2.3902677e-20,0,0,-6.8860261e-17,0,0
2.8829367,-1.0421171e-20,0,0,2.5935465e-20,0,0,-1.1785283e-16,0,0
2.8924066,1.3725664e-18,0,0,6.2998261e-18,0,0,-1.3520034e-16,0,0
2.9013402,5.900483e-19,0,0,-1.8131019e-18,0,0,1.2146466e-17,0,0
2.9097679,-1.485171e-18,0,0,-6.6715047e-18,0,0,2.1248763e-16,0,0
2.9177184,1.3695593e-19,0,0,5.7915505e-18,0,0,-8.2903607e-17,0,0
2.9252187,-3.1308549e-19,0,0,1.209216e-17,0,0,4.9729114e-18,0,0
2.9322943,6.540878e-19,0,0,-1.1220761e-18,0,0,8.7859457e-17,0,0
2.9389692,1.8440861e-18,0,0,8.8709593e-18,0,0,-1.138138e-23,0,0
2.9452661,1.031521e-18,0,0,1.6658178e-17,0,0,-1.0932344e-16,0,0
2.9512065,2.4870799e-18,0,0,-1.8729038e-17,0,0,6.5470626e-18,0,0
2.9568104,2.0368214e-18,0,0,1.6682091e-19,0,0,1.2140223e-16,0,0
2.9620971,6.2731103e-19,0,0,1.8056486e-17,0,0,2.4321865e-16,0,0
2.9670843,-1.2723253e-18,0,0,1.0132126e-17,0,0,-1.4271109e-17,0,0
2.9717892,-1.3665649e-18,0,0,5.2260055e-19,0,0,-2.5836012e-16,0,0
2.9762276,7.8582831e-19,0,0,4.2125903e-18,0,0,-6.7425344e-18,0,0
2.9804147,7.8564866e-19,0,0,-8.3251929e-19,0,0,-4.7840034e-24,0,0
2.9843647,-1.768492e-19,0,0,-2.8766582e-17,0,0,-1.0867379e-23,0,0
2.9880911,-9.12467e-19,0,0,1.2852378e-17,0,0,-1.9458197e-16,0,0
2.9916064,-6.4819335e-19,0,0,1.266585e-17,0,0,1.1417443e-17,0,0
2.9949226,8.4765024e-20,0,0,-1.597352e-17,0,0,5.8362694e-16,0,0
2.9980511,-4.9412211e-19,0,0,1.0317311e-19,0,0,-1.3882378e-16,0,0
3.0010024,-4.9600359e-19,0,0,-1.7087391e-17,0,0,-3.9288914e-16,0,0
3.0037866,-1.3472299e-19,0,0,3.2066229e-18,0,0,1.1088679e-16,0,0
3.0064131,-1.3547825e-18,0,0,1.9927563e-17,0,0,7.2108237e-19,0,0
3.0088909,-1.8645356e-18,0,0,-2.0044893e-17,0,0,1.6005661e-16,0,0
3.0112284,2.4333141e-20,0,0,3.5764603e-18,0,0,-8.6902648e-18,0,0
3.0134335,7.4864272e-19,0,0,2.4041826e-17,0,0,-1.5578356e-16,0,0
3.0155138,-1.2377631e-18,0,0,2.6857941e-18,0,0,5.1104648e-23,0,0
3.0174762,-1.3353952e-18,0,0,-2.8458125e-17,0,0,1.6796791e-16,0,0
3.0193275,-1.4161078e-19,0,0,-4.7495551e-18,0,0,-6.8381942e-16,0,0
3.021074,-1.0148428e-18,0,0,-4.0275356e-17,0,0,-1.3743645e-16,0,0
3.0227216,-2.4729751e-20,0,0,1.8428469e-19,0,0,7.1402038e-16,0,0
