y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
1.0002541,-0.00045226959,0.15499554,2.5073552e-17,0.00022613479,0,0.00022613479,-0.048047237,-0.00010516953,5.0672162e-21,0.048047237,7.7725708e-18,2.4160484e-33,0.0080084869,-3.5056509e-05,1.6890721e-21,0.0080075657,3.8862855e-18,-0.016016053
1.0008359,-0.00022609362,0.077497556,-1.3376294e-15,0.00011304681,0,0.00011304681,-0.024023552,-5.2575196e-05,5.0750326e-21,0.024023552,7.772054e-18,1.4775551e-29,0.0040042324,-1.7525065e-05,1.6916776e-21,0.0040037717,3.886027e-18,-0.0080080042
1.0014527,6.1434529e-18,3.9930392e-16,-1.3143328e-15,-3.0717265e-18,0,-3.0717265e-18,-1.6612194e-29,4.804559e-33,-2.4272381e-32,1.3801515e-30,-3.5596838e-30,1.5232042e-29,2.7687676e-30,1.6015197e-33,-8.0907938e-33,-4.8473564e-30,-1.7798419e-30,2.0785889e-30
1.0021064,2.841808e-18,2.9932506e-17,4.8358702e-17,-1.420904e-18,0,-1.420904e-18,-2.4956887e-30,-2.9400205e-33,-4.5741282e-33,2.0350284e-30,1.4663625e-31,4.6066034e-31,4.1600419e-31,-9.8000681e-34,-1.5247094e-33,1.855899e-31,7.3318125e-32,-6.0159408e-31
1.0027994,-8.2965259e-19,-6.4381249e-16,6.2970211e-21,4.1482618e-19,0,4.1482618e-19,-5.6387659e-30,2.4402746e-32,3.3379099e-36,5.6387658e-30,2.7508978e-34,1.1598387e-37,9.3997946e-31,8.1342487e-33,1.1126367e-36,9.3970171e-31,1.375449e-34,-1.8796811e-30
1.0035339,3.1675652e-18,5.7085149e-16,1.9961446e-15,-1.5837827e-18,0,-1.5837827e-18,-2.5920349e-29,3.69102e-32,1.977621e-32,9.9833152e-30,9.8142464e-30,1.5937033e-29,4.3203513e-30,1.23034e-32,6.5920696e-33,-3.6486052e-30,4.9071232e-30,-6.7174613e-31
1.0043126,1.3950283e-17,6.3103565e-16,1.1297334e-16,-6.9751413e-18,0,-6.9751413e-18,-3.9315885e-29,1.6610053e-32,-4.0379897e-32,9.1950972e-30,1.431955e-29,3.0120787e-29,6.5530623e-30,5.5366846e-33,-1.3459966e-32,-8.5079537e-30,7.1597747e-30,1.9548914e-30
1.005138,2.1683153e-17,-5.8659317e-16,-3.6594353e-15,-1.0841577e-17,0,-1.0841577e-17,-3.0915424e-29,5.9979519e-33,-1.1895675e-31,4.1097189e-30,4.423413e-30,2.6805705e-29,5.1530231e-30,1.9993171e-33,-3.9652249e-32,-8.250508e-30,2.2117065e-30,3.0974849e-30
1.006013,9.0084464e-18,6.5580689e-19,-1.347736e-16,-4.5042234e-18,0,-4.5042234e-18,-2.5983606e-29,4.0058889e-33,-7.0129224e-32,2.3578569e-30,-1.5552143e-31,2.3625749e-29,4.3307603e-30,1.3352962e-33,-2.3376407e-32,-7.4823532e-30,-7.7760689e-32,3.1515929e-30
1.0069405,-6.9925356e-18,-6.1923799e-19,1.6738695e-15,3.4962678e-18,0,3.4962678e-18,-1.3306375e-29,-4.5304463e-33,-9.2965776e-33,2.0984708e-30,-7.3398593e-32,1.1207904e-29,2.217809e-30,-1.5101487e-33,-3.0988591e-33,-3.3862628e-30,-3.6699284e-32,1.1684538e-30
1.0079236,-8.726297e-18,2.5689789e-16,3.2286144e-17,4.3631485e-18,0,4.3631485e-18,-1.6598848e-30,-1.3472256e-32,2.0308098e-33,1.4555003e-30,-2.6279536e-38,2.0438444e-31,2.7675731e-31,-4.4907521e-33,6.7693659e-34,1.7440033e-31,-1.3139768e-38,-4.5115763e-31
1.0089658,1.9600283e-18,-2.0036092e-16,-5.6794763e-20,-9.8001423e-19,0,-9.8001423e-19,-1.2664691e-30,-1.3012984e-32,5.2104665e-40,1.2664691e-30,-4.7165857e-38,2.690598e-38,2.1117106e-31,-4.3376614e-33,1.7368222e-40,2.1103174e-31,-2.3582928e-38,-4.222028e-31
