y,I01,I02
-2.7950884e-17,0.04805,-0.04805
0.00086769924,0.024025001,-0.024025001
0.0017874829,9.7550501e-29,-9.7550197e-29
0.0027624773,2.7733326e-29,-2.7733098e-29
0.0037959966,9.6421959e-31,-9.6406642e-31
0.0048915537,1.8533417e-30,-1.8529303e-30
0.0060528726,5.5584049e-30,-5.5577724e-30
0.0072839007,8.4939317e-30,-8.4935429e-30
0.0085888223,1.1455869e-29,-1.1455617e-29
0.0099720729,7.0690115e-30,-7.0675596e-30
0.011438354,1.4720222e-30,-1.4707625e-30
0.01299265,2.6408622e-30,-2.6407631e-30
0.014640245,2.1804198e-30,-2.1802254e-30
0.016386737,1.0430591e-30,-1.0427926e-30
0.018238064,8.0555599e-31,-8.0460086e-31
0.020200518,1.2825439e-30,-1.2813165e-30
0.022280771,1.6008209e-30,-1.5997258e-30
0.024485892,1.3240394e-30,-1.3232229e-30
0.026823378,3.1501307e-31,-3.1462417e-31
0.029301173,3.1196387e-31,-3.1158949e-31
0.0319277,7.4623283e-31,-7.4590428e-31
0.034711887,9.1719393e-31,-9.1693814e-31
0.037663197,6.0806043e-31,-6.0728688e-31
0.040791661,3.7665388e-31,-3.758604e-31
0.044107915,7.367677e-31,-7.3641408e-31
0.047623229,2.0453511e-30,-2.0446929e-30
0.051349553,2.8108181e-30,-2.8100733e-30
0.055299553,1.7429431e-30,-1.7425354e-30
0.059486654,5.4994572e-31,-5.4962124e-31
0.06392509,5.3282639e-31,-5.3243169e-31
0.068629948,5.207495e-31,-5.2057067e-31
0.073617218,2.8820922e-31,-2.879955e-31
0.078903853,4.9410238e-31,-4.9373158e-31
0.084507823,6.1092058e-31,-6.1044423e-31
0.090448176,3.2676762e-31,-3.2571579e-31
0.096745104,6.1882109e-32,-6.0744899e-32
0.10342001,6.3481314e-32,-6.3022349e-32
0.11049558,6.8466381e-32,-6.7954994e-32
0.11799587,2.0165861e-32,-1.9715706e-32
0.12594638,3.5970952e-32,-3.5604177e-32
0.13437411,6.3598685e-32,-6.3199733e-32
0.14330773,3.4302454e-32,-3.3652697e-32
0.1527776,1.4060706e-32,-1.3455041e-32
0.1628159,2.3089419e-31,-2.3064657e-31
0.17345677,4.3921543e-31,-4.3842465e-31
0.18473635,2.4369188e-31,-2.4255148e-31
0.19669301,4.4507922e-32,-4.3816915e-32
0.20936737,2.4641145e-32,-2.4249185e-32
0.22280253,1.1332613e-32,-1.0301121e-32
0.23704414,6.9738704e-33,-5.6647804e-33
0.25214061,1.0466897e-32,-9.7089457e-33
0.26814327,1.2706599e-32,-1.2285226e-32
0.28510649,2.8886115e-32,-2.8594296e-32
0.30308795,5.2477054e-32,-5.2178496e-32
0.32214876,2.9181301e-32,-2.8779393e-32
0.34235371,5.9787544e-33,-5.3456569e-33
0.36377149,5.4436896e-33,-4.6021267e-33
0.38647488,6.0359053e-33,-3.8896235e-33
0.41054106,4.7848441e-33,-2.969787e-33
0.43605183,6.9208212e-32,-6.899327e-32
0.46309391,1.3174325e-31,-1.3051397e-31
0.49175922,6.4365211e-32,-6.2974831e-32
0.52214518,3.0716576e-33,-1.9322332e-33
0.55435509,4.3807492e-33,-3.4538976e-33
0.58849842,6.1599732e-33,-5.82005e-33
0.62469124,5.8009445e-32,-5.7685213e-32
0.66305656,9.3672713e-32,-9.3534047e-32
0.70372479,5.2463676e-32,-5.2350975e-32
0.74683417,1.3845757e-32,-1.3845757e-32
0.79253123,4.29186e-34,-4.29186e-34
0.84097128,1.2611964e-33,-1.2611964e-33
0.892319,1.9337056e-33,-1.7043621e-33
0.9467489,1.2497324e-33,-1.0103091e-33
1.004446,3.9875322e-32,-3.9563154e-32
1.0656064,9.77603e-32,-9.7253099e-32
1.1304381,6.5566436e-32,-6.2478315e-32
1.1668475,3.5110836e-32,-3.2002236e-32
1.1991613,7.6708365e-33,-4.6038635e-33
1.2720096,4.7528633e-34,-2.192304e-34
1.3492308,9.2479044e-34,-1.2038051e-34
1.4310872,1.3141602e-33,-2.5905143e-34
1.5178571,1.3955221e-33,-3.7849175e-34
1.6046271,2.7989625e-33,-2.0442571e-33
1.6864835,4.8787792e-33,-4.5036836e-33
1.7637046,3.8944698e-32,-3.8295038e-32
1.836553,7.5535457e-32,-7.5016122e-32
1.9052762,3.9998582e-32,-3.9593003e-32
1.9701079,9.0175741e-33,-8.6450571e-33
2.0312683,1.9601623e-32,-1.8490727e-32
2.0889654,2.2232802e-32,-2.0963482e-32
2.1433953,2.4564885e-32,-2.369272e-32
2.194743,2.4949553e-32,-2.318255e-32
2.2431831,2.4039519e-32,-2.2572633e-32
2.2888801,1.5533767e-32,-1.2275387e-32
2.3319895,3.6889424e-33,-4.3775761e-34
2.3726577,1.6480384e-33,-1.2776237e-33
2.411023,1.7849265e-33,-1.334179e-33
2.4472159,1.8247945e-32,-1.7801197e-32
2.4813592,3.5593066e-32,-3.5216637e-32
2.5135691,2.0420467e-32,-2.0072191e-32
2.5439551,4.1527433e-33,-2.9791399e-33
2.5726204,5.563671e-32,-5.4103017e-32
2.5826559,1.9824942e-31,-1.9673929e-31
2.5996625,4.3668571e-31,-4.3521215e-31
2.6251732,4.1201995e-31,-4.1080428e-31
