y,I01,I02
2.6492394,3.3055125e-31,-3.2973194e-31
2.6719428,2.9954125e-31,-2.9808192e-31
2.6933606,1.1956145e-32,-1.1102581e-32
2.7135655,7.1665756e-32,-7.1500622e-32
2.7326263,1.2650446e-31,-1.263541e-31
2.7506078,7.0107812e-32,-6.9959237e-32
2.767571,1.5797177e-31,-1.5781443e-31
2.7835737,3.1628678e-31,-3.1596919e-31
2.7986701,1.9031583e-31,-1.8993262e-31
2.8129118,1.6921472e-31,-1.6863453e-31
2.8263469,6.9125696e-31,-6.898204e-31
2.8390213,1.1207121e-30,-1.1195953e-30
2.8509779,7.0363246e-31,-7.0345751e-31
2.8622575,1.7607827e-31,-1.75895e-31
2.8728984,8.440181e-31,-8.4305602e-31
2.8829367,2.1444535e-30,-2.1430866e-30
2.8924066,2.0180779e-30,-2.0174044e-30
2.9013402,1.1757068e-30,-1.1754838e-30
2.9097679,5.1817471e-31,-5.1788213e-31
2.9177184,4.7980834e-31,-4.7935228e-31
2.9252187,8.8432427e-31,-8.838016e-31
2.9322943,1.2044683e-30,-1.2037302e-30
2.9389692,1.7814102e-30,-1.7808187e-30
2.9452661,2.554838e-30,-2.5545546e-30
2.9512065,2.1997122e-30,-2.1981664e-30
2.9568104,1.5298234e-30,-1.5283927e-30
2.9620971,5.0090336e-30,-5.0084652e-30
2.9670843,8.6937509e-30,-8.6932118e-30
2.9717892,4.6272231e-30,-4.627223e-30
2.9762276,3.8904768e-31,-3.8877461e-31
2.9804147,8.1682226e-31,-8.1631896e-31
2.9843647,4.7579003e-31,-4.7535026e-31
2.9880911,4.389853e-32,-4.3385065e-32
2.9916064,1.1789888e-31,-1.1706705e-31
2.9949226,1.473203e-30,-1.4726253e-30
2.9980511,1.0572004e-29,-1.0571793e-29
3.0010024,1.42155e-29,-1.4211349e-29
3.0037866,5.1208494e-30,-5.1164648e-30
3.0064131,1.7119535e-31,-1.7079492e-31
3.0088909,4.7106202e-31,-4.70839e-31
3.0112284,3.8002434e-31,-3.7980119e-31
3.0134335,9.1017891e-30,-9.1014431e-30
3.0155138,1.2820769e-29,-1.2820215e-29
3.0174762,1.1237994e-29,-1.1237786e-29
3.0193275,4.1157238e-29,-4.1157235e-29
3.021074,3.6161072e-29,-3.6160569e-29
3.0227216,5.5585036e-30,-5.5579069e-30
3.0242759,3.0523322e-30,-3.0520078e-30
3.0257422,7.0855003e-30,-7.0850276e-30
3.0271255,4.8415805e-29,-4.8415554e-29
3.0284304,7.9608095e-29,-7.9607891e-29
3.0296614,3.897181e-29,-3.8971494e-29
3.0308227,2.2580577e-29,-2.2580267e-29
3.0319183,4.7001055e-29,-4.7000579e-29
3.0329518,3.9854032e-29,-3.9853748e-29
3.0339268,3.820199e-29,-3.8201986e-29
3.0348466,0.024025031,-0.024025031
3.0357143,0.04805,-0.04805
