y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
0.44812865,0.10809405,0.10430743,3.0435082e-20,-0.054047024,0,-0.054047024,-0.021760185,0.016912451,4.8485588e-21,0.021760185,6.4833163e-21,1.7419331e-37,0.0094688786,0.0056374836,1.6161863e-21,0.00070560707,3.2416583e-21,-0.010174486
0.44889173,0.054047078,0.052153419,5.0841276e-18,-0.027023539,0,-0.027023539,-0.010879991,0.008456203,-4.8371297e-20,0.010879991,-6.2112997e-20,5.4175315e-34,0.0047344342,0.0028187343,-1.6123765e-20,0.00035278069,-3.1056499e-20,-0.0050872148
0.44970062,3.2546191e-17,-1.9306384e-16,1.7074423e-17,-1.6273099e-17,0,-1.6273099e-17,-2.9992364e-31,2.651515e-31,-3.4008789e-32,2.982901e-31,-8.4845569e-33,1.6335325e-33,6.5499552e-31,8.8383835e-32,-1.1336263e-32,-2.5333362e-31,-4.2422785e-33,-4.016619e-31
0.45055804,5.582967e-16,2.4721461e-16,6.8683521e-18,-2.7914835e-16,0,-2.7914835e-16,-3.4349566e-31,4.4703283e-31,-3.0490369e-32,3.4197463e-31,-6.7236224e-33,1.5210304e-33,6.4395582e-31,1.4901095e-31,-1.0163456e-32,-2.3686451e-31,-3.3618111e-33,-4.0709132e-31
0.4514669,3.6970181e-16,3.5841949e-16,-2.8051753e-19,-1.848509e-16,0,-1.848509e-16,-1.6030631e-30,4.4784451e-31,-2.5488631e-32,1.6022474e-30,-6.7487777e-33,8.1562146e-34,7.8463101e-31,1.492815e-31,-8.4962108e-33,8.0424407e-33,-3.3743888e-33,-7.9267347e-31
0.4524303,-3.9430581e-16,-3.0045901e-16,1.3661041e-15,1.9715291e-16,0,1.9715291e-16,-1.2735344e-29,1.8759925e-31,-1.1727407e-30,2.3759017e-30,-1.160703e-30,1.0359443e-29,2.3731347e-30,6.2533084e-32,-3.9091357e-31,-3.1824526e-30,-5.8035152e-31,8.0931792e-31
0.4534515,-5.04483e-16,-3.4605473e-16,7.919195e-17,2.522415e-16,0,2.522415e-16,-2.0774125e-29,1.8763976e-31,-1.3030226e-31,1.19079e-30,-1.6215686e-30,1.9583335e-29,3.6608171e-30,6.2546589e-32,-4.3434078e-32,-6.4285449e-30,-8.107843e-31,2.7677278e-30
0.45453396,2.4465767e-16,2.1583678e-16,-1.44255e-15,-1.2232884e-16,0,-1.2232884e-16,-1.0027826e-29,3.2671271e-31,6.9432039e-31,4.0156954e-31,-4.626032e-31,9.6262566e-30,2.1156736e-30,1.0890424e-31,2.3144013e-31,-3.3640085e-30,-2.313016e-31,1.248335e-30
0.45568137,-2.1627997e-16,-2.3397828e-16,9.5509611e-16,1.0813998e-16,0,1.0813998e-16,-6.688395e-30,1.1771898e-30,-2.9241385e-30,9.8600277e-31,-1.8127245e-30,5.7023923e-30,2.0453944e-30,3.923966e-31,-9.7471283e-31,-2.2017946e-30,-9.0636225e-31,1.5640014e-31
0.45689761,-5.2790534e-16,-5.202145e-16,1.9535686e-16,2.6395267e-16,0,2.6395267e-16,-9.9660422e-30,8.5214555e-31,-3.3164801e-30,9.1828178e-31,-1.4887984e-30,9.0477605e-30,2.3387179e-30,2.8404851e-31,-1.1054934e-30,-3.2017286e-30,-7.443992e-31,8.6301072e-31
0.45818681,3.8603867e-16,2.0897244e-16,-4.6171565e-16,-1.9301933e-16,0,-1.9301933e-16,-6.007976e-30,0,-5.8352414e-31,1.1983629e-30,1.1348918e-30,4.8096131e-30,1.1236761e-30,0,-1.9450805e-31,-1.4646506e-30,5.6744591e-31,3.4097451e-31
0.45955335,2.8074598e-16,4.3931069e-16,4.5898439e-17,-1.4037299e-16,0,-1.4037299e-16,-3.4012558e-30,-1.7332949e-32,4.1965217e-32,1.4656339e-30,9.244243e-31,1.9356219e-30,6.9596771e-31,-5.7776465e-33,1.3988403e-32,-4.6548086e-31,4.6221215e-31,-2.3048686e-31
0.46100186,3.3977956e-16,6.1661827e-17,-4.2174643e-16,-1.6988978e-16,0,-1.6988978e-16,-1.5926068e-30,2.8652903e-32,-1.1084776e-31,7.2108468e-31,1.1546112e-31,8.7152215e-31,4.0497149e-31,9.5509704e-33,-3.6949254e-32,-2.4009512e-31,5.7730561e-32,-1.6487637e-31
0.46253725,-4.5697303e-17,-1.2210082e-16,-1.0260694e-17,2.2848653e-17,0,2.2848653e-17,-3.4446777e-31,1.1219261e-31,-1.0323076e-32,3.4365195e-31,-1.6917862e-34,8.1582981e-34,1.7963244e-31,3.7397535e-32,-3.4410254e-33,-4.1071921e-33,-8.4589276e-35,-1.7552525e-31
0.46416474,-2.9861688e-16,-8.6905569e-17,-2.7211414e-17,1.4930844e-16,0,1.4930844e-16,-5.345433e-31,6.7856361e-32,-2.442421e-31,1.473281e-31,-2.1653949e-33,3.872152e-31,2.6009741e-31,2.2618787e-32,-8.1414037e-32,-1.9002048e-31,-1.0826975e-33,-7.0076931e-32
0.46588984,7.602303e-18,7.7305222e-17,8.2243021e-16,-3.8011528e-18,0,-3.8011528e-18,-5.3707857e-30,5.3655635e-32,-3.0734146e-31,1.0731127e-31,-1.316325e-31,5.2634744e-30,1.0123061e-30,1.7885211e-32,-1.0244716e-31,-1.7951938e-30,-6.581625e-32,7.8288776e-31
