,label
0,4
1,4
2,4
3,4
4,4
5,4
6,4
7,4
8,4
9,4
10,4
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,4
32,4
33,4
34,4
35,4
36,4
37,4
38,4
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,4
60,4
61,4
62,4
63,4
64,4
65,4
66,4
67,4
68,4
69,4
70,4
71,4
72,4
73,4
74,4
75,4
76,4
77,4
78,4
79,4
80,4
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,4
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,4
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,4
132,4
133,4
134,4
135,4
136,4
137,4
138,4
139,4
140,4
141,4
142,4
143,4
144,4
145,4
146,4
147,4
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,4
158,4
159,4
160,4
161,4
162,4
163,4
164,4
165,4
166,4
167,4
168,4
169,4
170,4
171,4
172,4
173,4
174,4
175,4
176,4
177,4
178,4
179,4
180,4
181,4
182,4
183,4
184,4
185,4
186,4
187,4
188,4
189,4
190,4
191,4
192,4
193,4
194,4
195,4
196,4
197,4
198,4
199,4
200,4
201,4
202,4
203,4
204,4
205,4
206,4
207,4
208,4
209,4
210,4
211,4
212,4
213,4
214,4
215,4
216,4
217,4
218,4
219,4
220,4
221,4
222,4
223,4
224,4
225,4
226,4
227,4
228,4
229,4
230,4
231,4
232,4
233,4
234,4
235,4
236,4
237,4
238,4
239,4
240,4
241,4
242,4
243,4
244,4
245,4
246,4
247,4
248,4
249,4
250,4
251,4
252,4
253,4
254,4
255,4
256,4
257,4
258,4
259,4
260,4
261,4
262,4
263,4
264,4
265,4
266,4
267,4
268,4
269,4
270,4
271,4
272,4
273,4
274,4
275,4
276,4
277,4
278,4
279,4
280,4
281,4
282,4
283,4
284,4
285,4
286,4
287,4
288,4
289,4
290,4
291,4
292,4
293,4
294,4
295,4
296,4
297,4
298,4
299,4
300,4
301,4
302,4
303,4
304,4
305,4
306,4
307,4
308,4
309,4
310,4
311,4
312,4
313,4
314,4
315,4
316,4
317,4
318,4
319,4
320,4
321,4
322,4
323,4
324,4
325,4
326,4
327,4
328,4
329,4
330,4
331,4
332,4
333,4
334,4
335,4
336,4
337,4
338,4
339,4
340,4
341,4
342,4
343,4
344,4
345,4
346,4
347,4
348,4
349,4
350,4
351,4
352,4
353,4
354,4
355,4
356,4
357,4
358,4
359,4
360,4
361,4
362,4
363,4
364,4
365,4
366,4
367,4
368,4
369,4
370,4
371,4
372,4
373,4
374,4
375,4
376,4
377,4
378,4
379,4
380,4
381,4
382,4
383,4
384,4
385,4
386,4
387,4
388,4
389,4
390,4
391,4
392,4
393,4
394,4
395,4
396,4
397,4
398,4
399,4
400,4
401,4
402,4
403,4
404,4
405,4
406,4
407,4
408,4
409,4
410,4
411,4
412,4
413,4
414,4
415,4
416,4
417,4
418,4
419,4
420,4
421,4
422,4
423,4
424,4
425,4
426,4
427,4
428,4
429,4
430,4
431,4
432,4
433,4
434,4
435,4
436,4
437,4
438,4
439,4
440,4
441,4
442,4
443,4
444,4
445,4
446,4
447,4
448,4
449,4
450,4
451,4
452,4
453,4
454,4
455,4
456,4
457,4
458,4
459,4
460,4
461,4
462,4
463,4
464,4
465,4
466,4
467,4
468,4
469,4
470,4
471,4
472,4
473,4
474,4
475,4
476,4
477,4
478,4
479,4
480,4
481,4
482,4
483,4
484,4
485,4
486,4
487,4
488,4
489,4
490,4
491,4
492,4
493,4
494,4
495,4
496,4
497,4
498,4
499,4
500,4
501,4
502,4
503,4
504,4
505,4
506,4
507,4
508,4
509,4
510,4
511,4
512,4
513,4
514,4
515,4
516,4
517,4
518,4
519,4
520,4
521,4
522,4
523,4
524,4
525,4
526,4
527,4
528,4
529,4
530,4
531,4
532,4
533,4
534,4
535,4
536,4
537,4
538,4
539,4
540,4
541,4
542,4
543,4
544,4
545,4
546,4
547,4
548,4
549,4
550,4
551,4
552,4
553,4
554,4
555,4
556,4
557,4
558,4
559,4
560,4
561,4
562,4
563,4
564,4
565,4
566,4
567,4
568,4
569,4
570,4
571,4
572,4
573,4
574,4
575,4
576,4
577,4
578,4
579,4
580,4
581,4
582,4
583,4
584,4
585,4
586,4
587,4
588,4
589,4
590,4
591,4
592,4
593,4
594,4
595,4
596,4
597,4
598,4
599,4
600,4
601,4
602,4
603,4
604,4
605,4
606,4
607,4
608,4
609,4
610,4
611,4
612,4
613,4
614,4
615,4
616,4
617,4
618,4
619,4
620,4
621,4
622,4
623,4
624,4
625,4
626,4
627,4
628,4
629,4
630,4
631,4
632,4
633,4
634,4
635,4
636,4
637,4
638,4
639,4
640,4
641,4
642,4
643,4
644,4
645,4
646,4
647,4
648,4
649,4
650,4
651,4
652,4
653,4
654,4
655,4
656,4
657,4
658,4
659,4
660,4
661,4
662,4
663,4
664,4
665,4
666,4
667,4
668,4
669,4
670,4
671,4
672,4
673,4
674,4
675,4
676,4
677,4
678,4
679,4
680,4
681,4
682,4
683,4
684,4
685,4
686,4
687,4
688,4
689,4
690,4
691,4
692,4
693,4
694,4
695,4
696,4
697,4
698,4
699,4
700,4
701,4
702,4
703,4
704,4
705,4
706,4
707,4
708,4
709,4
710,4
711,4
712,4
713,4
714,4
715,4
716,4
717,4
718,4
719,4
720,4
721,4
722,4
723,4
724,4
725,4
726,4
727,4
728,4
729,4
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
791,4
792,4
793,4
794,4
795,4
797,4
799,4
800,4
801,4
802,4
803,4
804,4
805,4
807,4
808,4
809,4
810,4
811,4
812,4
813,4
814,4
815,4
818,4
819,4
820,4
821,4
823,4
825,4
826,4
828,4
831,4
832,4
833,4
837,4
839,4
841,4
842,4
843,4
844,4
845,4
846,4
847,4
849,4
850,4
855,4
856,4
857,4
859,4
860,4
861,4
862,4
863,4
864,4
865,4
866,4
869,4
870,4
871,4
873,4
876,4
878,4
884,4
885,4
887,4
888,4
890,4
891,4
893,4
895,4
896,4
898,4
899,4
900,4
901,4
903,4
904,4
916,4
999,4
1012,4
1031,4
1082,4
1092,4
1103,4
1148,4
1167,4
1189,4
1254,4
1299,4
1331,4
1438,4
1504,4
1605,4
1622,4
1648,4
1708,4
1728,4
1810,4
1845,4
1880,4
1893,4
2015,4
2032,4
2069,4
2071,4
2111,4
2220,4
2352,4
2358,4
2548,4
2666,4
2682,4
2948,4
2953,4
3016,4
3077,4
3091,4
3211,4
3229,4
3242,4
3576,4
3617,4
3634,4
3650,4
3684,4
3697,4
3726,4
3807,4
3855,4
3878,4
3957,4
4021,4
4134,4
4301,4
4349,4
4352,4
4365,4
4437,4
4502,4
4505,4
4602,4
4661,4
4697,4
5029,4
5135,4
5169,4
5379,4
5493,4
5502,4
5522,4
5525,4
5640,4
5729,4
5812,4
5859,4
5878,4
5923,4
5968,4
6011,4
6088,4
6278,4
6372,4
6449,4
6544,4
6550,4
6639,4
6692,4
6705,4
6853,4
6898,4
6922,4
6948,4
6998,4
7083,4
7105,4
7147,4
7176,4
7193,4
7200,4
7208,4
7216,4
7350,4
7427,4
7527,4
7530,4
7565,4
7635,4
7668,4
7751,4
7793,4
7920,4
7927,4
8032,4
8056,4
8071,4
8234,4
8258,4
8301,4
8359,4
8372,4
8377,4
8378,4
8498,4
8562,4
8590,4
8651,4
8657,4
8672,4
8688,4
8704,4
8730,4
8754,4
8823,4
8834,4
8888,4
9206,4
9255,4
9278,4
9325,4
9582,4
9727,4
9736,4
9967,4
10009,4
10065,4
10102,4
10111,4
10134,4
10159,4
10188,4
10259,4
10382,4
10434,4
10559,4
10750,4
10819,4
10888,4
11241,4
11749,4
11821,4
11944,4
13509,4
13954,4
14062,4
14152,4
14234,4
14340,4
14954,4
15421,4
15513,4
15528,4
15601,4
15679,4
15751,4
16693,4
16788,4
16861,4
17057,4
17220,4
17384,4
17531,4
17616,4
17761,4
17917,4
18041,4
18098,4
18147,4
18393,4
18487,4
18710,4
18779,4
18881,4
19204,4
19407,4
19611,4
19631,4
19676,4
19774,4
19846,4
19855,4
19979,4
20076,4
20087,4
20161,4
20179,4
20203,4
20255,4
20296,4
20304,4
20319,4
20332,4
20369,4
20381,4
20412,4
20466,4
20595,4
20675,4
20676,4
20805,4
20864,4
20924,4
20970,4
21080,4
21092,4
21101,4
21285,4
21315,4
21420,4
21438,4
21464,4
21517,4
21639,4
21662,4
21685,4
21777,4
21813,4
21867,4
21926,4
21952,4
22110,4
22187,4
22258,4
22263,4
22330,4
22405,4
22453,4
22454,4
22570,4
22576,4
22633,4
22651,4
22713,4
22732,4
22820,4
22895,4
22941,4
22981,4
23121,4
23189,4
23211,4
23300,4
23375,4
23556,4
23578,4
23602,4
23608,4
23650,4
23747,4
23755,4
23799,4
23821,4
23831,4
23860,4
23951,4
23985,4
23998,4
24007,4
24479,4
24487,4
24570,4
24586,4
24624,4
24626,4
24634,4
24655,4
24683,4
24705,4
24713,4
24729,4
24765,4
24779,4
24782,4
24804,4
24848,4
24849,4
24875,4
24958,4
24993,4
25032,4
25044,4
25054,4
25072,4
25170,4
25192,4
25284,4
25286,4
25287,4
25387,4
25392,4
25410,4
25416,4
25439,4
25441,4
25448,4
25455,4
25469,4
25519,4
25573,4
25587,4
25598,4
25629,4
25633,4
25679,4
25702,4
25715,4
25722,4
25731,4
25768,4
25808,4
25826,4
25941,4
25949,4
25952,4
26005,4
