,label
0,5
1,5
2,5
3,5
4,5
5,5
6,5
8,5
10,5
12,5
14,5
16,5
19,5
21,5
23,5
25,5
28,5
31,5
54,5
67,5
191,5
192,5
193,5
194,5
196,5
197,5
200,5
202,5
204,5
206,5
208,5
210,5
213,5
217,5
220,5
225,5
228,5
232,5
237,5
278,5
284,5
288,5
295,5
299,5
308,5
314,5
326,5
334,5
335,5
338,5
341,5
342,5
344,5
346,5
350,5
352,5
354,5
357,5
358,5
361,5
365,5
366,5
369,5
370,5
375,5
377,5
379,5
382,5
385,5
388,5
390,5
393,5
397,5
401,5
407,5
411,5
412,5
414,5
415,5
416,5
417,5
418,5
420,5
421,5
423,5
427,5
428,5
431,5
432,5
433,5
437,5
438,5
441,5
443,5
447,5
451,5
454,5
455,5
456,5
457,5
458,5
460,5
463,5
467,5
473,5
476,5
478,5
482,5
485,5
487,5
488,5
491,5
493,5
494,5
496,5
500,5
501,5
503,5
505,5
512,5
513,5
514,5
521,5
522,5
525,5
529,5
530,5
535,5
540,5
542,5
544,5
547,5
550,5
555,5
561,5
563,5
571,5
572,5
576,5
577,5
578,5
579,5
582,5
585,5
588,5
589,5
591,5
592,5
593,5
594,5
595,5
597,5
599,5
601,5
603,5
606,5
608,5
614,5
617,5
619,5
620,5
622,5
625,5
634,5
638,5
645,5
646,5
648,5
655,5
664,5
671,5
677,5
689,5
690,5
710,5
725,5
731,5
733,5
746,5
750,5
755,5
759,5
771,5
782,5
792,5
799,5
802,5
804,5
820,5
821,5
823,5
833,5
845,5
846,5
857,5
860,5
861,5
869,5
870,5
878,5
885,5
896,5
901,5
903,5
904,5
1092,5
1167,5
1189,5
1708,5
1728,5
1810,5
1845,5
2032,5
2071,5
2352,5
2548,5
2666,5
3016,5
3211,5
3634,5
3697,5
3726,5
4021,5
4134,5
4349,5
4352,5
4365,5
4437,5
5029,5
5135,5
5169,5
5379,5
5522,5
5859,5
5878,5
5923,5
5968,5
6278,5
6550,5
6639,5
6692,5
6853,5
6898,5
6922,5
6998,5
7193,5
7208,5
7350,5
7427,5
7527,5
7635,5
7668,5
7751,5
7793,5
8056,5
8071,5
8234,5
8372,5
8377,5
8378,5
8498,5
8657,5
8730,5
8754,5
8888,5
9206,5
9278,5
9325,5
9701,5
9705,5
9715,5
9726,5
9727,5
9739,5
9750,5
9777,5
9782,5
9841,5
9848,5
9860,5
9861,5
9866,5
9873,5
9893,5
9901,5
9913,5
9927,5
9933,5
9959,5
9963,5
9967,5
9971,5
10026,5
10046,5
10062,5
10074,5
10091,5
10125,5
10143,5
10146,5
10190,5
10225,5
10236,5
10244,5
10250,5
10259,5
10302,5
10343,5
10348,5
10378,5
10382,5
10387,5
10434,5
10449,5
10473,5
10484,5
10487,5
10499,5
10504,5
10512,5
10521,5
10522,5
10541,5
10552,5
10555,5
10595,5
10600,5
10646,5
10663,5
10702,5
10740,5
10741,5
10749,5
10750,5
10763,5
10772,5
10776,5
10778,5
10789,5
10794,5
10811,5
10812,5
10836,5
10837,5
10840,5
10846,5
10876,5
10888,5
10895,5
10911,5
10920,5
10946,5
10950,5
10952,5
10957,5
10986,5
11006,5
11008,5
11011,5
11013,5
11019,5
11023,5
11027,5
11049,5
11050,5
11064,5
11071,5
11078,5
11079,5
11080,5
11085,5
11088,5
11092,5
11098,5
11121,5
11134,5
11135,5
11139,5
11147,5
11153,5
11154,5
11180,5
11191,5
11194,5
11214,5
11238,5
11244,5
11258,5
11284,5
11302,5
11306,5
11316,5
11319,5
11331,5
11346,5
11390,5
11426,5
11429,5
11432,5
11446,5
11464,5
11523,5
11529,5
11545,5
11547,5
11549,5
11554,5
11558,5
11592,5
11594,5
11612,5
11627,5
11630,5
11631,5
11647,5
11667,5
11670,5
11671,5
11679,5
11704,5
11709,5
11720,5
11737,5
11738,5
11757,5
11764,5
11768,5
11798,5
11817,5
11822,5
11825,5
11833,5
11836,5
11841,5
11843,5
11865,5
11873,5
11878,5
11879,5
11895,5
11904,5
11906,5
11928,5
11929,5
11934,5
11939,5
11950,5
11962,5
11969,5
11983,5
11987,5
11988,5
11993,5
11998,5
12006,5
12014,5
12015,5
12018,5
12020,5
12025,5
12033,5
12040,5
12041,5
12042,5
12051,5
12067,5
12068,5
12074,5
12078,5
12080,5
12084,5
12091,5
12095,5
12104,5
12117,5
12129,5
12138,5
12146,5
12153,5
12160,5
12163,5
12173,5
12177,5
12192,5
12196,5
12202,5
12205,5
12206,5
12211,5
12225,5
12226,5
12242,5
12247,5
12254,5
