,label
78,0
88,0
99,0
101,0
105,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
148,0
158,0
173,0
185,0
199,0
214,0
222,0
231,0
234,0
236,0
242,0
273,0
292,0
303,0
320,0
336,0
340,0
345,0
348,0
353,0
360,0
362,0
368,0
372,0
373,0
376,0
380,0
383,0
386,0
387,0
392,0
395,0
396,0
399,0
400,0
403,0
405,0
409,0
413,0
422,0
424,0
426,0
429,0
434,0
436,0
440,0
442,0
444,0
445,0
446,0
448,0
449,0
450,0
452,0
453,0
462,0
465,0
468,0
470,0
471,0
474,0
479,0
481,0
483,0
490,0
492,0
495,0
497,0
498,0
502,0
507,0
509,0
510,0
515,0
518,0
520,0
524,0
526,0
527,0
532,0
533,0
537,0
539,0
541,0
548,0
549,0
551,0
554,0
556,0
558,0
560,0
564,0
565,0
567,0
573,0
575,0
580,0
583,0
584,0
586,0
587,0
590,0
604,0
605,0
616,0
624,0
626,0
627,0
628,0
631,0
632,0
635,0
640,0
643,0
647,0
652,0
654,0
660,0
661,0
662,0
665,0
666,0
669,0
670,0
672,0
676,0
679,0
680,0
681,0
686,0
692,0
694,0
695,0
697,0
700,0
703,0
709,0
721,0
722,0
724,0
729,0
732,0
734,0
737,0
739,0
741,0
744,0
745,0
747,0
749,0
756,0
757,0
758,0
761,0
762,0
763,0
765,0
767,0
768,0
770,0
775,0
781,0
785,0
786,0
787,0
788,0
789,0
793,0
805,0
809,0
811,0
812,0
813,0
819,0
826,0
828,0
831,0
837,0
839,0
841,0
842,0
843,0
849,0
863,0
873,0
876,0
884,0
887,0
888,0
890,0
891,0
895,0
898,0
899,0
900,0
916,0
1082,0
1438,0
1605,0
1622,0
1648,0
1893,0
2015,0
2111,0
2220,0
2948,0
2953,0
3091,0
3242,0
3617,0
3650,0
3684,0
3855,0
3878,0
4301,0
4502,0
4505,0
4602,0
4661,0
4708,0
4711,0
4712,0
4715,0
4722,0
4726,0
4733,0
4740,0
4750,0
4756,0
4772,0
4807,0
4837,0
4856,0
4857,0
4859,0
4863,0
4872,0
4877,0
4879,0
4884,0
4894,0
4898,0
4903,0
4911,0
4915,0
4923,0
4926,0
4928,0
4933,0
4950,0
4962,0
4975,0
4976,0
4992,0
5002,0
5010,0
5025,0
5028,0
5031,0
5036,0
5039,0
5042,0
5045,0
5047,0
5050,0
5057,0
5063,0
5075,0
5084,0
5086,0
5089,0
5101,0
5102,0
5107,0
5110,0
5129,0
5134,0
5139,0
5140,0
5141,0
5168,0
5171,0
5174,0
5187,0
5190,0
5198,0
5201,0
5202,0
5203,0
5206,0
5209,0
5213,0
5216,0
5221,0
5233,0
5236,0
5244,0
5245,0
5248,0
5251,0
5254,0
5257,0
5258,0
5259,0
5261,0
5267,0
5273,0
5282,0
5283,0
5291,0
5295,0
5299,0
5300,0
5304,0
5306,0
5310,0
5333,0
5339,0
5341,0
5347,0
5353,0
5356,0
5366,0
5372,0
5374,0
5382,0
5383,0
5394,0
5395,0
5397,0
5400,0
5401,0
5408,0
5409,0
5413,0
5418,0
5419,0
5421,0
5425,0
5426,0
5427,0
5432,0
5441,0
5445,0
5458,0
5465,0
5466,0
5467,0
5468,0
5475,0
5479,0
5484,0
5487,0
5493,0
5495,0
5497,0
5503,0
5506,0
5512,0
5516,0
5518,0
5520,0
5521,0
5523,0
5525,0
5527,0
5545,0
5547,0
5554,0
5557,0
5564,0
5573,0
5582,0
5583,0
5587,0
5590,0
5593,0
5596,0
5597,0
5600,0
5603,0
5604,0
5608,0
5610,0
5612,0
5615,0
5622,0
5625,0
5626,0
5634,0
5640,0
5643,0
5644,0
5645,0
5649,0
5652,0
5655,0
5663,0
5672,0
5676,0
5679,0
5689,0
5692,0
5694,0
5698,0
5705,0
5711,0
5713,0
5714,0
5715,0
5729,0
5738,0
5740,0
5741,0
5745,0
5747,0
5749,0
5752,0
5755,0
5767,0
5772,0
5775,0
5782,0
5783,0
5784,0
5785,0
5792,0
5793,0
5800,0
5802,0
5803,0
5805,0
5811,0
5813,0
5814,0
5819,0
5823,0
5826,0
5828,0
5829,0
5830,0
5833,0
5835,0
5844,0
5854,0
5855,0
5862,0
5863,0
5864,0
5870,0
5879,0
5882,0
5886,0
5891,0
5895,0
5898,0
5907,0
5914,0
5918,0
5922,0
5927,0
5929,0
5937,0
5943,0
5944,0
5945,0
5947,0
5955,0
5957,0
5958,0
5964,0
5979,0
5984,0
5985,0
5988,0
5993,0
5994,0
5998,0
6006,0
6008,0
6013,0
6017,0
6021,0
6022,0
6025,0
6027,0
6030,0
6031,0
6032,0
6037,0
6039,0
6044,0
6045,0
6048,0
6054,0
6062,0
6064,0
6068,0
6069,0
6073,0
6074,0
6076,0
6080,0
6081,0
6082,0
6083,0
6084,0
6098,0
6100,0
6103,0
6105,0
6106,0
6119,0
6123,0
6127,0
6128,0
6130,0
6132,0
6136,0
6144,0
6146,0
6159,0
6161,0
6163,0
6165,0
6173,0
6178,0
6191,0
6193,0
6194,0
6195,0
6196,0
6199,0
6203,0
6205,0
6207,0
6212,0
6218,0
6224,0
6230,0
6232,0
6233,0
6237,0
6240,0
6244,0
6245,0
6246,0
6248,0
6249,0
6254,0
6258,0
6262,0
6266,0
6270,0
6272,0
6281,0
6283,0
6286,0
6290,0
6292,0
6293,0
6299,0
6301,0
6303,0
6305,0
6308,0
6312,0
6317,0
6318,0
6322,0
6325,0
6326,0
6327,0
6330,0
6331,0
6335,0
6343,0
6344,0
6345,0
6347,0
6354,0
6358,0
6366,0
6368,0
6375,0
6377,0
6379,0
6383,0
6385,0
6386,0
6389,0
6392,0
6397,0
6418,0
6419,0
6421,0
6431,0
6433,0
6442,0
6443,0
6446,0
6449,0
6456,0
6458,0
6461,0
6463,0
6464,0
6467,0
6469,0
6483,0
6486,0
6490,0
6496,0
6498,0
6499,0
6500,0
6501,0
6502,0
6504,0
6506,0
6511,0
6512,0
6517,0
6519,0
6525,0
6526,0
6528,0
6533,0
6540,0
6544,0
6547,0
6549,0
6555,0
6557,0
6558,0
6559,0
6563,0
6564,0
6565,0
6567,0
6574,0
6578,0
6581,0
6590,0
6593,0
6594,0
6596,0
6597,0
6602,0
6607,0
6609,0
6610,0
6615,0
6617,0
6618,0
6623,0
6624,0
6628,0
6633,0
6637,0
6645,0
6647,0
6648,0
6650,0
6659,0
6662,0
6664,0
6666,0
6669,0
6671,0
6683,0
6684,0
6698,0
6700,0
6701,0
6704,0
6706,0
6707,0
6722,0
6723,0
6726,0
6727,0
6729,0
6736,0
6740,0
6742,0
6744,0
6745,0
6750,0
6754,0
6756,0
6757,0
6762,0
6765,0
6769,0
6771,0
6775,0
6777,0
6779,0
6784,0
6786,0
6787,0
6790,0
6792,0
6796,0
6797,0
6800,0
6808,0
6813,0
6818,0
6821,0
6823,0
6824,0
6825,0
6826,0
6827,0
6828,0
6831,0
6834,0
6838,0
6840,0
6843,0
6848,0
