x,wallShearStress_0,wallShearStress_1,wallShearStress_2
0.099993593,-0.0036380313,0.00010296285,-1.0162e-20
0.39757722,0.001735278,-0.00096505669,-3.1273938e-20
0.70037848,0.00053926219,-0.00045486999,-1.6447788e-20
0.99910619,0.00046052464,-0.0003578838,-9.2645123e-21
1.3019039,0.00059459064,-0.00040096898,1.6715119e-21
1.600933,0.0005025192,-0.00018892531,1.5731682e-21
1.9000502,0.00044819303,-1.8729267e-05,1.5258903e-25
2.2,0.0010471408,-9.3137422e-07,7.4368964e-26
2.5,0.0013560919,-7.7161042e-07,5.3356505e-30
2.8,0.0015374137,-6.6270896e-07,1.3598628e-25
3.1,0.0016234371,-4.9597863e-07,-9.9613583e-26
3.4,0.001623013,-2.8630608e-07,-1.4626588e-25
3.7,0.0015475897,-6.2439494e-08,7.2021083e-25
4,0.0014134939,1.4094516e-07,-2.6122632e-31
4.3,0.0012422242,3.0326759e-07,1.327362e-25
4.6,0.0010528035,4.1774458e-07,8.4069741e-26
4.9,0.00086006584,4.8784955e-07,-1.6058713e-27
5.2,0.00067474337,5.2108209e-07,2.1614793e-30
5.5,0.00050416974,5.2505344e-07,2.4569005e-30
5.8,0.00035279395,5.0903137e-07,2.8119819e-24
6.1,0.00022377663,4.7645258e-07,-3.6688779e-24
6.4,0.00012198247,4.2369527e-07,7.2981816e-25
6.7,5.7952098e-05,3.3357931e-07,-2.0103591e-24
7,6.9867858e-05,5.5865009e-07,-1.0234174e-23
7.299968,0.00011486937,2.8518292e-05,2.923965e-19
7.6001522,-9.8339706e-05,-6.3099707e-05,6.2289731e-20
7.8995533,-0.00084772836,-0.00064427124,2.0049663e-21
8.2013552,-0.0020431902,-0.0016572295,-1.2097234e-19
8.7996285,-0.0083555312,-0.0013869219,2.1926287e-19
