"wallGradU:0","wallGradU:1","wallGradU:2","Points:0","Points:1","Points:2"
-8.591903,-0.001155249,0,5.247377,0,0.08928572
-8.378038,-0.001175387,2.039952e-13,5.282967,0,0.08928572
-8.165408,-0.001194016,2.040923e-13,5.318556,-6.344132e-17,0.08928572
-7.954127,-0.001211361,-2.062244e-13,5.354146,6.344132e-17,0.08928572
-7.744307,-0.001227864,-2.063215e-13,5.389735,0,0.08928572
-7.53606,-0.001243462,0,5.425324,0,0.08928572
-7.329487,-0.001257495,0,5.460914,0,0.08928572
-7.12469,-0.001271178,0,5.496503,0,0.08928572
-6.921761,-0.001283558,0,5.532093,0,0.08928572
-6.720791,-0.001294503,0,5.567682,0,0.08928572
-6.521865,-0.001305696,0,5.603271,0,0.08928572
-6.325072,-0.001315722,0,5.638861,0,0.08928572
-6.130487,-0.001324552,0,5.67445,0,0.08928572
-5.938195,-0.001332527,1.987564e-20,5.71004,0,0.08928572
-5.748265,-0.001339825,-1.996182e-20,5.745629,0,0.08928572
-5.560777,-0.001346357,-1.987563e-20,5.781219,0,0.08928572
-5.37579,-0.001352127,1.996184e-20,5.816808,0,0.08928572
-5.193388,-0.001357071,0,5.852397,0,0.08928572
-5.01362,-0.00136144,0,5.887987,0,0.08928572
-4.836574,-0.001365384,0,5.923576,0,0.08928572
-4.662293,-0.001367661,2.045271e-20,5.959166,0,0.08928572
-4.490869,-0.001369306,-3.429173e-27,5.994755,0,0.08928572
-4.322338,-0.001371353,-2.045272e-20,6.030344,0,0.08928572
-4.156818,-0.001372229,0,6.065934,0,0.08928572
-3.994324,-0.001372361,0,6.101523,0,0.08928572
-3.834993,-0.001371981,0,6.137113,0,0.08928572
-3.678838,-0.001371099,0,6.172702,0,0.08928572
-3.526041,-0.001369288,0,6.208292,0,0.08928572
-3.376591,-0.001367106,0,6.243881,0,0.08928572
-3.230733,-0.001363845,0,6.27947,0,0.08928572
-3.088427,-0.001360196,0,6.31506,0,0.08928572
-2.950024,-0.001355783,0,6.350649,0,0.08928572
-2.815454,-0.001350733,0,6.386239,0,0.08928572
-2.6852,-0.001344452,0,6.421828,0,0.08928572
-2.559134,-0.001337817,4.287989e-20,6.457417,0,0.08928572
-2.437959,-0.001329489,-2.536191e-26,6.493007,0,0.08928572
-2.321471,-0.001321067,2.495758e-22,6.528596,0,0.08928572
-2.210673,-0.001310646,-5.965743e-26,6.564185,0,0.08928572
-2.105236,-0.00129991,-4.312956e-20,6.599775,0,0.08928572
-2.006609,-0.001286544,0,6.635364,0,0.08928572
-1.91427,-0.001273301,-4.360764e-20,6.670954,0,0.08928572
-1.830301,-0.001256658,6.723199e-26,6.706543,0,0.08928572
-1.753895,-0.001240308,2.388545e-13,6.742132,0,0.08928572
-1.688038,-0.001219436,4.786244e-13,6.777722,-6.344132e-17,0.08928572
-1.631532,-0.001199345,2.397698e-13,6.813311,0,0.08928572
-1.58861,-0.001172727,0,6.848901,0,0.08928572
-1.55759,-0.001147493,0,6.88449,0,0.08928572
-1.544395,-0.001113419,0,6.920079,0,0.08928572
-1.546995,-0.001082381,0,6.955669,0,0.08928572
-1.57305,-0.001042975,-2.430241e-13,6.991258,0,0.08928572
-1.617123,-0.001013165,-4.870294e-13,7.026847,6.344132e-17,0.08928572
-1.687455,-0.01089808,-2.44051e-13,7.062437,-7.250703e-09,0.08928572
-1.78214,-0.05731945,-4.584048e-17,7.098022,0.000411152,0.08928572
-1.835652,-0.1319518,3.686061e-16,7.133562,0.00224148,0.08928572
-1.866819,-0.2097146,3.686065e-16,7.168997,0.005520131,0.08928572
-1.871189,-0.2844806,4.5288e-20,7.204272,0.0102201,0.08928572
-1.846674,-0.3539539,-1.486094e-15,7.239334,0.01630626,0.08928572
-1.799187,-0.4146632,3.880367e-18,7.274137,0.02373657,0.08928572
-1.724028,-0.4636886,1.489886e-15,7.308638,0.03246344,0.08928572
-1.625453,-0.4982435,1.498399e-15,7.342802,0.04243506,0.08928572
-1.498513,-0.51473,-4.371265e-18,7.376593,0.05359499,0.08928572
-1.345165,-0.5102668,4.207409e-18,7.409989,0.06588695,0.08928572
-1.159887,-0.4802676,-4.603386e-18,7.442973,0.07925466,0.08928572
-0.9419079,-0.4208349,-1.511741e-15,7.475523,0.09363852,0.08928572
-0.6851106,-0.3260642,-7.046516e-20,7.507633,0.1089825,0.08928572
-0.3864455,-0.1905138,-2.781907e-22,7.539296,0.1252332,0.08928572
-0.03773009,-0.005923822,2.169475e-20,7.570504,0.1423342,0.08928572
0.3723065,0.2381593,-3.068308e-15,7.601267,0.1602286,0.08928572
0.8474728,0.5466224,-6.145419e-15,7.631616,0.1788211,0.08928572
1.386621,0.9203087,-3.077092e-15,7.661582,0.1980145,0.08928572
1.991284,1.360499,3.091149e-15,7.691213,0.2177298,0.08928572
2.662249,1.86744,-6.223246e-18,7.720544,0.237892,0.08928572
3.400814,2.440815,-3.097353e-15,7.749607,0.2584303,0.08928572
4.207508,3.079071,6.287277e-21,7.778442,0.2792885,0.08928572
5.08131,3.778589,4.570245e-20,7.807086,0.3004111,0.08928572
6.019791,4.533944,-3.104782e-15,7.835572,0.3217469,0.08928572
7.017067,5.336127,3.098386e-15,7.863933,0.3432482,0.08928572
8.064215,6.172815,1.239555e-14,7.892202,0.3648696,0.08928572
9.139411,7.021935,6.192293e-15,7.920412,0.3865677,0.08928572
10.20362,7.8579,-3.077717e-15,7.948592,0.4083044,0.08928572
11.25343,8.690065,-6.142859e-15,7.976747,0.4300739,0.08928572
12.31388,9.544394,-3.065182e-15,8.004866,0.4518895,0.08928572
13.40041,10.43544,6.067112e-15,8.032939,0.4737644,0.08928572
14.52734,11.37708,3.052956e-15,8.060955,0.4957116,0.08928572
15.70779,12.38241,-6.006099e-15,8.088905,0.5177439,0.08928572
16.9576,13.46729,-2.497121e-17,8.116778,0.539873,0.08928572
18.29342,14.64903,2.877381e-17,8.144565,0.5621106,0.08928572
19.73985,15.95155,-2.938216e-15,8.172255,0.584468,0.08928572
21.32092,17.3996,-2.868101e-15,8.199839,0.6069559,0.08928572
23.08061,19.03588,-4.275337e-17,8.227307,0.6295845,0.08928572
25.07588,20.91523,2.825315e-15,8.254651,0.6523634,0.08928572
27.43096,23.14253,-3.423611e-25,8.281862,0.6753014,0.08928572
30.3439,25.82382,-2.645152e-15,8.308941,0.6983967,0.08928572
33.80262,28.85191,-2.645162e-15,8.335942,0.7215837,0.08928572
37.75187,32.10894,4.906323e-15,8.36294,0.7447748,0.08928572
42.22265,35.55113,4.906328e-15,8.390008,0.7678827,0.08928572
47.31761,39.16952,4.559541e-21,8.417223,0.7908176,0.08928572
53.11822,42.91045,-2.006307e-15,8.444664,0.8134827,0.08928572
59.79794,46.7498,-2.006307e-15,8.472411,0.8357711,0.08928572
67.46539,50.55806,-1.564373e-15,8.500551,0.8575609,0.08928572
76.37037,54.19405,-1.564367e-15,8.529177,0.8787051,0.08928572
86.36205,57.1586,-9.613302e-16,8.558394,0.8990132,0.08928572
97.43429,58.94616,-3.474525e-16,8.588337,0.9182608,0.08928572
108.7012,58.56966,6.148576e-16,8.619105,0.9361404,0.08928572
118.7685,54.86551,-2.279208e-16,8.650817,0.9522822,0.08928572
122.8672,46.44558,-2.289027e-16,8.683553,0.9662149,0.08928572
117.9071,34.61965,4.744556e-16,8.71729,0.977526,0.08928572
105.3122,22.92977,1.704234e-16,8.751792,0.9862172,0.08928572
89.71314,13.5235,-5.857977e-16,8.786818,0.992484,0.08928572
72.06606,6.96255,-4.374512e-16,8.822159,0.9966313,0.08928572
57.14241,2.93736,-2.115869e-16,8.857663,0.9990402,0.08928572
43.0011,0.9384796,-7.238979e-17,8.893234,1.000135,0.08928572
35.31846,0.01483933,-1.648807e-17,8.928823,1.00036,0.08928572
27.86106,-0.1431714,-6.916512e-18,8.964411,1.000165,0.08928572
18.55366,-0.07568396,-1.383302e-17,9,1,0.08928572
