y,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
0.44812952,2.4489883e-20,-6.2557325e-21,-1.1263217e-38,-2.4492936e-20,-1.1445371e-38,3.0530908e-24,1.565502e-20,-3.9989417e-21,-7.1999474e-39,-1.5656971e-20,-7.3163886e-39,1.951671e-24
0.44889266,0,0,0,0,0,0,5.6795761e-20,-1.4570819e-20,-1.4036176e-37,-5.6796213e-20,-1.1270149e-37,4.5231898e-25
0.44970152,0,0,0,0,0,0,2.0362301e-19,-5.2449285e-20,1.9269362e-38,-2.0362413e-19,-1.9063904e-39,1.1139032e-24
0.45055892,0,0,0,0,0,0,5.0236476e-19,-1.299705e-19,-7.5130651e-37,-5.023653e-19,-5.7265437e-37,5.4054521e-25
0.45146777,0,0,0,0,0,0,9.9442879e-19,-2.5850305e-19,-7.2552638e-37,-9.9442863e-19,-7.2962689e-37,-1.6849739e-25
0.45243114,0,0,0,0,0,0,1.7164247e-18,-4.484691e-19,7.2703947e-36,-1.7164246e-18,5.8022486e-36,-1.247592e-25
0.45345231,0,0,0,0,0,0,2.7053566e-18,-7.1072082e-19,-1.1516949e-35,-2.7053569e-18,-8.6003082e-36,2.643251e-25
0.45453475,0,0,0,0,0,0,4.0007092e-18,-1.0571415e-18,5.0696911e-36,-4.0007097e-18,3.2791322e-36,5.5968726e-25
0.45568213,0,0,0,0,0,0,5.6453973e-18,-1.5009739e-18,1.0227151e-35,-5.6453981e-18,8.0820588e-36,8.010556e-25
0.45689834,0,0,0,0,0,0,7.6863686e-18,-2.0570782e-18,-1.2322681e-35,-7.6863697e-18,-1.026141e-35,1.1305319e-24
0.45818751,0,0,0,0,0,0,1.017511e-17,-2.7421864e-18,9.7391253e-35,-1.0175112e-17,7.4118986e-35,1.6108275e-24
0.45955401,0,0,0,0,0,0,1.3168149e-17,-3.5751779e-18,1.0322102e-34,-1.3168152e-17,8.5854504e-35,2.2558829e-24
0.46100249,0,0,0,0,0,0,1.6727587e-17,-4.5773928e-18,-3.4026144e-34,-1.672759e-17,-2.585574e-34,3.100528e-24
0.46253785,0,0,0,0,0,0,2.0921694e-17,-5.7729958e-18,-1.1528266e-34,-2.0921698e-17,-1.0195551e-34,4.2066537e-24
0.46416529,0,0,0,0,0,0,2.5825619e-17,-7.1894088e-18,5.0378915e-34,-2.5825624e-17,3.8749325e-34,5.6451079e-24
