y,k
0.44812952,1e-10
0.44889266,3.6358138e-12
0.44970152,6.1628046e-13
0.45055892,2.0341559e-13
0.45146777,9.2491079e-14
0.45243114,5.0171621e-14
0.45345231,3.0350092e-14
0.45453475,1.9754661e-14
0.45568213,1.354905e-14
0.45689834,9.6644408e-15
0.45818751,7.1073644e-15
0.45955401,5.3573308e-15
0.46100249,4.1225571e-15
0.46253785,3.2304538e-15
0.46416529,2.5744578e-15
0.46589035,2.0865077e-15
0.46771887,1.7219891e-15
0.46965705,1.4512422e-15
0.47171146,1.2542314e-15
0.47388905,1.1183658e-15
0.47619722,1.0336015e-15
0.47864379,1.0012927e-15
0.48123703,1e-15
0.48398573,1e-15
0.4868992,1e-15
0.4899873,1e-15
0.49326049,1e-15
0.49672983,1e-15
0.50040707,1e-15
0.50430464,1e-15
0.50843572,1e-15
0.51281426,1e-15
0.51745505,1e-15
0.52237379,1e-15
0.52758706,1e-15
0.53311245,1e-15
0.53896862,1e-15
0.5451753,1e-15
0.55175341,1e-15
0.5587251,1e-15
0.56611385,1e-15
0.57394452,1e-15
0.58224344,1e-15
0.59103849,1e-15
0.60035921,1e-15
0.61023689,1e-15
0.62070465,1e-15
0.63179756,1e-15
0.64355276,1e-15
0.65600958,1e-15
0.66920964,1e-15
0.68319703,1e-15
0.6980184,1e-15
0.71372312,1e-15
0.73036348,1e-15
0.74799478,1e-15
0.76667556,1e-15
0.78646776,1e-15
0.80743691,1e-15
0.82965235,1e-15
0.85318741,1e-15
0.87811967,1e-15
0.90453116,1e-15
0.93250863,1e-15
0.96214382,1e-15
0.99353369,1e-15
1.0139869,1e-15
1.0267827,1e-15
1.0620005,1e-15
1.0992983,1e-15
1.1387972,1e-15
1.1806248,1e-15
1.2249163,1e-15
1.271814,1e-15
1.3214686,1e-15
1.3740391,1e-15
1.4296932,1e-15
1.4886081,1e-15
1.5509706,1e-15
1.6169779,1e-15
1.6868383,1e-15
1.7607711,1e-15
1.8345812,1e-15
1.9041009,1e-15
1.9695866,1e-15
2.0312786,1e-15
2.0894021,1e-15
2.0951826,1e-15
2.1441708,1e-15
2.19578,1e-15
2.244415,1e-15
2.2902505,1e-15
2.3334504,1e-15
2.3741686,1e-15
2.4125499,1e-15
2.4487301,1e-15
2.4828372,1e-15
2.5149913,1e-15
2.5453057,1e-15
2.5738865,1e-15
2.600834,1e-15
2.6262423,1e-15
2.6502002,1e-15
2.672791,1e-15
2.6940934,1e-15
2.7141814,1e-15
2.7331246,1e-15
2.7509888,1e-15
2.7678357,1e-15
2.7837236,1e-15
2.7987073,1e-15
2.8128386,1e-15
2.8261662,1e-15
2.8387359,1e-15
2.8505912,1e-15
2.8617726,1e-15
2.8723187,1e-15
2.8822656,1e-15
2.8916476,1e-15
2.9004967,1e-15
2.9088434,1e-15
2.9167163,1e-15
2.9241422,1e-15
2.9311467,1e-15
2.9377537,1e-15
2.9439858,1e-15
2.9498644,1e-15
2.9554094,1e-15
2.96064,1e-15
2.9655739,1e-15
2.9702279,1e-15
2.9746181,1e-15
2.9787593,1e-15
2.9826657,1e-15
2.9863507,1e-15
2.9898267,1e-15
2.9931057,1e-15
2.9961989,1e-15
2.9991167,1e-15
3.0018692,1e-15
3.0044656,1e-15
3.006915,1e-15
3.0092255,1.0289657e-15
3.0114051,1.1136091e-15
3.0134611,1.2523982e-15
3.0154007,1.4513129e-15
3.0172304,1.7236319e-15
3.0189564,2.0893446e-15
3.0205847,2.5782464e-15
3.0221207,3.2350167e-15
3.0235696,4.1277838e-15
3.0249365,5.3631445e-15
3.026226,7.1136898e-15
3.0274424,9.6711502e-15
3.0285899,1.3555855e-14
3.0296723,1.9760848e-14
3.0306935,3.0353816e-14
3.0316569,5.0167843e-14
3.0325656,9.2464535e-14
3.0334229,2.0331204e-13
3.0342316,6.1586721e-13
3.0349946,3.6354149e-12
3.0357143,1e-10
