y,Ax_0,Ax_1,Ax_2,Ax_3,Ax_4,Ax_5,Rx_0,Rx_1,Rx_2,Rx_3,Rx_4,Rx_5
0,5.8876154e-25,-5.1543581e-20,-7.1070947e-43,-4.1999164e-25,2.5219852e-44,-1.687699e-25,3.763625e-25,-3.2948944e-20,-4.5431702e-43,-2.6847729e-25,1.6121648e-44,-1.0788521e-25
0.00086769924,0,0,0,0,0,0,4.8494064e-24,-1.1947548e-19,1.1327146e-42,-4.8162446e-24,4.425516e-45,-3.3161756e-26
0.0017874829,0,0,0,0,0,0,2.9719104e-23,-4.2824595e-19,-1.609611e-41,-2.9642537e-23,-4.5144116e-45,-7.6566833e-26
0.0027624773,0,0,0,0,0,0,1.0682383e-22,-1.056163e-18,1.4493411e-41,-1.0679205e-22,-4.763674e-44,-3.178547e-26
0.0037959966,0,0,0,0,0,0,2.8355296e-22,-2.0896961e-18,-4.4739935e-41,-2.8357142e-22,2.6537281e-43,1.8465061e-26
0.0048915537,0,0,0,0,0,0,6.2379378e-22,-3.6049862e-18,-2.7880277e-40,-6.2381227e-22,6.0238252e-43,1.8494236e-26
0.0060528726,0,0,0,0,0,0,1.2111022e-21,-5.6787691e-18,-8.0281279e-40,-1.2111002e-21,-9.6696483e-43,-1.9634313e-27
0.0072839007,0,0,0,0,0,0,2.1529717e-21,-8.3927464e-18,4.8916904e-40,-2.1529596e-21,-2.629741e-42,-1.2130509e-26
0.0085888223,0,0,0,0,0,0,3.5861543e-21,-1.1835545e-17,1.4744234e-39,-3.5861394e-21,-9.5033024e-43,-1.4976218e-26
0.0099720729,0,0,0,0,0,0,5.6831452e-21,-1.6103951e-17,2.0881066e-39,-5.6831264e-21,-9.244687e-43,-1.8842583e-26
0.011438354,0,0,0,0,0,0,8.6599615e-21,-2.1303989e-17,4.7392527e-39,-8.6599353e-21,-2.7137082e-42,-2.6148588e-26
0.01299265,0,0,0,0,0,0,1.2785518e-20,-2.7552102e-17,8.5886352e-39,-1.2785481e-20,6.1319026e-42,-3.6439196e-26
0.014640245,0,0,0,0,0,0,1.8393059e-20,-3.4976689e-17,-3.8654115e-40,-1.8393009e-20,1.6880216e-41,-4.9993111e-26
0.016386737,0,0,0,0,0,0,2.589438e-20,-4.3720398e-17,-1.3718994e-38,-2.5894312e-20,6.4161806e-42,-6.7848798e-26
0.018238064,0,0,0,0,0,0,3.579342e-20,-5.3937168e-17,-1.3948071e-38,-3.579333e-20,2.9378957e-43,-9.0166904e-26
0.020200518,0,0,0,0,0,0,4.8703714e-20,-6.5792216e-17,-2.5193705e-38,-4.8703595e-20,-6.5736062e-42,-1.1903819e-25
0.022280771,0,0,0,0,0,0,6.5372551e-20,-7.9467399e-17,-1.6355901e-38,-6.5372393e-20,-3.8041215e-41,-1.5857605e-25
0.024485892,0,0,0,0,0,0,8.6707349e-20,-9.5162447e-17,2.3482699e-38,-8.6707142e-20,-2.6070283e-41,-2.0737995e-25
