"wallGradU:0","wallGradU:1","wallGradU:2","Points:0","Points:1","Points:2"
-16.91421,0.001555076,0,3.040834,0,0.08928572
-17.01314,0.001528671,0,3.076424,0,0.08928572
-17.10022,0.001497488,0,3.112013,0,0.08928572
-17.17551,0.001470708,0,3.147603,0,0.08928572
-17.23917,0.00143961,0,3.183192,0,0.08928572
-17.29133,0.001404457,0,3.218781,0,0.08928572
-17.33212,0.001368857,0,3.254371,0,0.08928572
-17.36172,0.001327073,0,3.28996,0,0.08928572
-17.38029,0.001283466,0,3.32555,0,0.08928572
-17.38792,0.001238704,0,3.361139,0,0.08928572
-17.38469,0.001193311,0,3.396729,0,0.08928572
-17.3707,0.001145832,0,3.432318,0,0.08928572
-17.34614,0.00109647,0,3.467907,0,0.08928572
-17.3112,0.001045472,0,3.503497,0,0.08928572
-17.26607,0.0009929817,0,3.539086,0,0.08928572
-17.21098,0.0009392314,0,3.574676,0,0.08928572
-17.14613,0.0008843901,0,3.610265,0,0.08928572
-17.07177,0.0008285096,0,3.645854,0,0.08928572
-16.98813,0.0007717744,0,3.681444,0,0.08928572
-16.89545,0.0007143331,0,3.717033,0,0.08928572
-16.79401,0.0006563308,0,3.752623,0,0.08928572
-16.68405,0.0005978993,0,3.788212,0,0.08928572
-16.56584,0.0005391949,0,3.823801,0,0.08928572
-16.43966,0.0004801214,7.119344e-21,3.859391,0,0.08928572
-16.30578,0.0004207616,-4.469431e-27,3.89498,0,0.08928572
-16.16449,0.0003614003,-1.438422e-20,3.93057,0,0.08928572
-16.01606,0.000302121,1.594571e-13,3.966159,0,0.08928572
-15.86079,0.0002431735,3.204595e-13,4.001749,-6.344132e-17,0.08928572
-15.69899,0.0001847249,1.610024e-13,4.037338,0,0.08928572
-15.53095,0.0001266559,-5.435737e-27,4.072927,0,0.08928572
-15.35698,6.895135e-05,-7.483271e-21,4.108517,0,0.08928572
-15.17738,1.180591e-05,3.850324e-21,4.144106,0,0.08928572
-14.99245,-4.466041e-05,3.886338e-21,4.179696,0,0.08928572
-14.8025,-0.0001001844,-3.850334e-21,4.215285,0,0.08928572
-14.60783,-0.0001547515,-3.886348e-21,4.250874,0,0.08928572
-14.40872,-0.0002085172,0,4.286464,0,0.08928572
-14.20547,-0.0002628417,0,4.322053,0,0.08928572
-13.99835,-0.0003125676,2.031988e-21,4.357642,0,0.08928572
-13.78765,-0.0003625022,-3.078356e-27,4.393232,-1.268826e-16,0.08928572
-13.57364,-0.0004166256,-2.031991e-21,4.428821,0,0.08928572
-13.35659,-0.0004634529,0,4.464411,0,0.08928572
-13.13677,-0.0005090392,0,4.5,0,0.08928572
-12.91452,-0.0005563512,1.059006e-21,4.535589,0,0.08928572
-12.69011,-0.0006020912,-8.829483e-28,4.571179,0,0.08928572
-12.46374,-0.0006444207,-1.059006e-21,4.606768,0,0.08928572
-12.23565,-0.0006853582,0,4.642358,0,0.08928572
-12.00612,-0.0007273633,0,4.677947,0,0.08928572
-11.77537,-0.0007664859,0,4.713536,0,0.08928572
-11.54364,-0.0008045172,-4.43283e-21,4.749126,0,0.08928572
-11.31115,-0.0008413995,8.14041e-27,4.784715,0,0.08928572
-11.07812,-0.0008764442,4.432838e-21,4.820304,0,0.08928572
-10.84475,-0.0009103806,9.053429e-21,4.855894,0,0.08928572
-10.61125,-0.0009429363,-8.354224e-27,4.891483,0,0.08928572
-10.37781,-0.0009740958,1.215901e-22,4.927073,0,0.08928572
-10.14461,-0.001003871,-1.30394e-26,4.962662,0,0.08928572
-9.911847,-0.001032033,-1.846872e-20,4.998251,0,0.08928572
-9.679686,-0.001059136,1.301995e-26,5.033841,0,0.08928572
-9.448302,-0.001084821,1.870304e-20,5.06943,0,0.08928572
-9.217866,-0.001109167,9.466034e-21,5.10502,0,0.08928572
-8.988533,-0.001132421,-9.409373e-21,5.140609,0,0.08928572
-8.760452,-0.0011542,-9.46606e-21,5.176198,0,0.08928572
-8.533778,-0.001174625,0,5.211788,0,0.08928572
-8.308657,-0.001193919,0,5.247377,0,0.08928572
-8.085225,-0.001211901,2.120239e-13,5.282967,0,0.08928572
-7.863611,-0.001228806,2.121249e-13,5.318556,-6.344132e-17,0.08928572
-7.643938,-0.001244804,-2.143008e-13,5.354146,6.344132e-17,0.08928572
-7.426326,-0.001259732,-2.144018e-13,5.389735,0,0.08928572
-7.210889,-0.001272644,0,5.425324,0,0.08928572
-6.997737,-0.001285545,0,5.460914,0,0.08928572
-6.786977,-0.001296887,0,5.496503,0,0.08928572
-6.578704,-0.001307301,0,5.532093,0,0.08928572
-6.373022,-0.001317428,0,5.567682,0,0.08928572
-6.17002,-0.001325041,0,5.603271,0,0.08928572
-5.969788,-0.001332213,0,5.638861,0,0.08928572
-5.772406,-0.001338635,0,5.67445,0,0.08928572
-5.577968,-0.001344419,2.062929e-20,5.71004,0,0.08928572
-5.386544,-0.001349522,-2.071602e-20,5.745629,0,0.08928572
-5.198225,-0.001353187,-2.062928e-20,5.781219,0,0.08928572
-5.013073,-0.001356169,2.071604e-20,5.816808,0,0.08928572
-4.83118,-0.001358801,0,5.852397,0,0.08928572
-4.652604,-0.001360044,0,5.887987,0,0.08928572
-4.477438,-0.001358959,0,5.923576,0,0.08928572
-4.305737,-0.001360552,2.120764e-20,5.959166,0,0.08928572
-4.137609,-0.001361178,-3.408103e-27,5.994755,0,0.08928572
-3.973094,-0.001358006,-2.120764e-20,6.030344,0,0.08928572
-3.812318,-0.001355447,0,6.065934,0,0.08928572
-3.655321,-0.001352327,0,6.101523,0,0.08928572
-3.502264,-0.001348417,0,6.137113,0,0.08928572
-3.353162,-0.001344156,0,6.172702,0,0.08928572
-3.208229,-0.001339228,0,6.208292,0,0.08928572
-3.067461,-0.001333154,0,6.243881,0,0.08928572
-2.931138,-0.001326324,0,6.27947,0,0.08928572
-2.799247,-0.001318923,0,6.31506,0,0.08928572
-2.672158,-0.001310105,0,6.350649,0,0.08928572
-2.549809,-0.001300991,0,6.386239,0,0.08928572
-2.432729,-0.001290433,0,6.421828,0,0.08928572
-2.320789,-0.001279752,4.436251e-20,6.457417,0,0.08928572
-2.21474,-0.001267616,-2.335714e-26,6.493007,0,0.08928572
-2.114352,-0.001255116,2.427663e-22,6.528596,0,0.08928572
-2.020674,-0.001240165,-5.769703e-26,6.564185,0,0.08928572
-1.933336,-0.001225677,-4.460536e-20,6.599775,0,0.08928572
-1.853834,-0.001209002,0,6.635364,0,0.08928572
-1.781564,-0.001192033,-4.506821e-20,6.670954,0,0.08928572
-1.718639,-0.001171484,6.329e-26,6.706543,0,0.08928572
-1.664137,-0.001151512,2.467894e-13,6.742132,0,0.08928572
-1.621082,-0.001126966,4.944803e-13,6.777722,-6.344132e-17,0.08928572
-1.588083,-0.001103428,2.47691e-13,6.813311,0,0.08928572
-1.569351,-0.001073721,0,6.848901,0,0.08928572
-1.563056,-0.001046809,0,6.88449,0,0.08928572
-1.575095,-0.00101069,0,6.920079,0,0.08928572
-1.602868,-0.0009797029,0,6.955669,0,0.08928572
-1.653461,-0.0009432472,-2.507864e-13,6.991258,0,0.08928572
-1.720173,-0.0009222736,-5.02543e-13,7.026847,6.344132e-17,0.08928572
-1.807534,-0.01155316,-2.518037e-13,7.062437,-7.250703e-09,0.08928572
-1.91546,-0.06159864,-4.728835e-17,7.098022,0.000411152,0.08928572
-1.984361,-0.1428173,3.801152e-16,7.133562,0.00224148,0.08928572
-2.033999,-0.2287855,3.801155e-16,7.168997,0.005520131,0.08928572
-2.05763,-0.3133132,4.668193e-20,7.204272,0.0102201,0.08928572
-2.052563,-0.394059,-1.531708e-15,7.239334,0.01630626,0.08928572
-2.023864,-0.4673251,3.741878e-18,7.274137,0.02373657,0.08928572
-1.966236,-0.5299388,1.535359e-15,7.308638,0.03246344,0.08928572
-1.883784,-0.5788677,1.543645e-15,7.342802,0.04243506,0.08928572
-1.771025,-0.6101345,-4.275508e-18,7.376593,0.05359499,0.08928572
-1.629307,-0.6203641,4.110891e-18,7.409989,0.06588695,0.08928572
-1.452507,-0.6044165,-4.531341e-18,7.442973,0.07925466,0.08928572
-1.239531,-0.5578733,-1.556729e-15,7.475523,0.09363852,0.08928572
-0.9841213,-0.4743788,-7.350815e-20,7.507633,0.1089825,0.08928572
-0.6828772,-0.347909,-2.748016e-22,7.539296,0.1252332,0.08928572
-0.3277682,-0.1698368,2.340898e-20,7.570504,0.1423342,0.08928572
0.09214184,0.07077087,-3.157703e-15,7.601267,0.1602286,0.08928572
0.5813804,0.3798016,-6.324122e-15,7.631616,0.1788211,0.08928572
1.139766,0.7589964,-3.166399e-15,7.661582,0.1980145,0.08928572
1.769124,1.21003,3.180158e-15,7.691213,0.2177298,0.08928572
2.470156,1.733236,-6.027369e-18,7.720544,0.237892,0.08928572
3.243896,2.328164,-3.186167e-15,7.749607,0.2584303,0.08928572
4.090499,2.99298,6.633548e-21,7.778442,0.2792885,0.08928572
5.008545,3.723668,4.872421e-20,7.807086,0.3004111,0.08928572
5.995252,4.514375,-3.191974e-15,7.835572,0.3217469,0.08928572
7.044493,5.355672,3.184246e-15,7.863933,0.3432482,0.08928572
8.147102,6.234777,1.274009e-14,7.892202,0.3648696,0.08928572
9.280947,7.129064,6.363776e-15,7.920412,0.3865677,0.08928572
10.40573,8.011858,-3.161506e-15,7.948592,0.4083044,0.08928572
11.51688,8.891788,-6.309274e-15,7.976747,0.4300739,0.08928572
12.63902,9.794682,-3.147812e-15,8.004866,0.4518895,0.08928572
13.78732,10.73503,6.227099e-15,8.032939,0.4737644,0.08928572
14.97592,11.72669,3.134427e-15,8.060955,0.4957116,0.08928572
16.21783,12.78281,-6.161541e-15,8.088905,0.5177439,0.08928572
17.52879,13.91929,-2.665813e-17,8.116778,0.539873,0.08928572
18.92545,15.15358,3.058572e-17,8.144565,0.5621106,0.08928572
20.43271,16.50994,-3.011645e-15,8.172255,0.584468,0.08928572
22.07464,18.01328,-2.937527e-15,8.199839,0.6069559,0.08928572
23.89585,19.70693,-4.496172e-17,8.227307,0.6295845,0.08928572
25.95493,21.6472,2.892532e-15,8.254651,0.6523634,0.08928572
28.37975,23.94185,-3.516471e-25,8.281862,0.6753014,0.08928572
31.37535,26.70057,-2.7044e-15,8.308941,0.6983967,0.08928572
34.92799,29.81145,-2.704411e-15,8.335942,0.7215837,0.08928572
38.98008,33.15262,5.009961e-15,8.36294,0.7447748,0.08928572
43.56354,36.67931,5.009966e-15,8.390008,0.7678827,0.08928572
48.78165,40.38078,4.654047e-21,8.417223,0.7908176,0.08928572
54.71259,44.19801,-2.042757e-15,8.444664,0.8134827,0.08928572
61.53098,48.10454,-2.042756e-15,8.472411,0.8357711,0.08928572
69.34566,51.96735,-1.587413e-15,8.500551,0.8575609,0.08928572
78.413,55.64405,-1.587406e-15,8.529177,0.8787051,0.08928572
88.578,58.62609,-9.677787e-16,8.558394,0.8990132,0.08928572
99.85102,60.40871,-3.55883e-16,8.588337,0.9182608,0.08928572
111.3492,59.99612,6.129014e-16,8.619105,0.9361404,0.08928572
121.6358,56.18943,-2.522269e-16,8.650817,0.9522822,0.08928572
125.7692,47.54462,-2.532346e-16,8.683553,0.9662149,0.08928572
120.5992,35.41239,4.947055e-16,8.71729,0.977526,0.08928572
107.6641,23.44329,1.790642e-16,8.751792,0.9862172,0.08928572
91.73633,13.82805,-6.071959e-16,8.786818,0.992484,0.08928572
73.77123,7.126223,-4.525465e-16,8.822159,0.9966313,0.08928572
58.62221,3.011835,-2.186709e-16,8.857663,0.9990402,0.08928572
44.28024,0.9646863,-7.471019e-17,8.893234,1.000135,0.08928572
36.51875,0.01492341,-1.703063e-17,8.928823,1.00036,0.08928572
28.99896,-0.1491133,-7.142149e-18,8.964411,1.000165,0.08928572
19.54385,-0.0799895,-1.42843e-17,9,1,0.08928572
