y,I01,I02
0.44812952,0.039289974,-0.021769922
0.44889266,0.01964492,-0.010884858
0.44970152,3.5024985e-30,-1.5834703e-30
0.45055892,3.6873001e-30,-2.0746183e-30
0.45146777,3.8740391e-30,-3.1532265e-30
0.45243114,1.3905915e-29,-1.3250071e-29
0.45345231,2.2517176e-29,-2.1922681e-29
0.45453475,3.8824257e-29,-3.8370711e-29
0.45568213,6.5543089e-29,-6.511817e-29
0.45689834,3.9477438e-29,-3.8634508e-29
0.45818751,2.8040256e-30,-1.770605e-30
0.45955401,5.8529192e-30,-5.2903719e-30
0.46100249,1.0782565e-29,-1.0174118e-29
0.46253785,6.1253343e-30,-5.4751039e-30
0.46416529,6.5321972e-31,-2.0531214e-31
0.46589035,1.1126145e-30,-2.4829536e-31
0.46771887,1.3675677e-30,-7.4732199e-31
0.46965705,2.5698671e-30,-2.2417308e-30
0.47171146,2.70485e-30,-2.2096743e-30
0.47388905,2.2758411e-30,-1.9760043e-30
0.47619722,7.0352131e-30,-6.9228118e-30
0.47864379,1.0717331e-29,-1.0573754e-29
0.48123703,6.1275891e-30,-6.0182373e-30
0.48398573,1.0640942e-30,-1.0119446e-30
0.4868992,7.3652612e-31,-6.8217775e-31
0.4899873,1.2511586e-30,-1.1843465e-30
0.49326049,9.9332341e-31,-9.1747832e-31
0.49672983,8.4955348e-31,-6.2419643e-31
0.50040707,4.3488601e-31,-2.4697299e-31
0.50430464,1.9408291e-31,-1.2301549e-31
0.50843572,3.3226387e-31,-2.7373914e-31
0.51281426,2.4659031e-31,-1.908312e-31
0.51745505,8.5323679e-31,-7.999969e-31
0.52237379,1.499492e-30,-1.4691656e-30
0.52758706,9.9266002e-31,-9.6015882e-31
0.53311245,5.1380805e-31,-4.8641607e-31
0.53896862,2.7302749e-31,-2.3133338e-31
0.5451753,4.2659964e-32,-1.5997156e-32
0.55175341,1.4933181e-31,-1.3876548e-31
0.5587251,3.1197148e-31,-2.5915085e-31
0.56611385,2.1147566e-31,-1.4777227e-31
0.57394452,8.7074585e-32,-5.2414862e-32
0.58224344,4.4786548e-31,-4.3388529e-31
0.59103849,7.1542544e-31,-7.1127487e-31
0.60035921,5.8681578e-31,-5.7431297e-31
0.61023689,3.5668213e-31,-3.4748102e-31
0.62070465,1.2662985e-31,-1.2241142e-31
0.63179756,8.8574761e-32,-7.9464088e-32
0.64355276,5.2128024e-32,-3.8333601e-32
0.65600958,1.5516849e-32,-4.4767129e-33
0.66920964,1.8377924e-32,-9.4597531e-33
0.68319703,1.7875895e-32,-7.2259521e-33
0.6980184,1.4735153e-32,-6.8480277e-33
0.71372312,4.7343129e-32,-4.2274721e-32
0.73036348,6.8613976e-32,-6.3583169e-32
0.74799478,3.2696541e-32,-2.898334e-32
0.76667556,8.3980026e-33,-5.2912354e-33
0.78646776,1.1258852e-32,-7.664328e-33
0.80743691,7.6135642e-33,-4.4851517e-33
0.82965235,1.090042e-32,-7.9508602e-33
0.85318741,1.5490302e-32,-1.4597169e-32
0.87811967,1.0998387e-32,-1.0156971e-32
0.90453116,1.8153121e-32,-1.6090108e-32
0.93250863,2.9024401e-32,-2.6609808e-32
0.96214382,1.5054991e-32,-1.3677639e-32
0.99353369,2.2834725e-33,-1.8214859e-33
1.0139869,2.092481e-33,-1.6681231e-33
1.0267827,2.2600536e-33,-1.8096799e-33
1.0620005,1.7504606e-33,-1.3694352e-33
1.0992983,1.4817923e-33,-1.1119582e-33
1.1387972,8.2889354e-34,-3.3568166e-34
1.1806248,3.8748692e-33,-3.2982888e-33
1.2249163,6.7259645e-33,-5.8112572e-33
1.271814,6.0161291e-33,-5.3229777e-33
1.3214686,7.0224984e-33,-4.9238918e-33
