y,T01_0,T01_1,T01_2,T01_3,T01_4,T01_5,T02_0,T02_1,T02_2,T02_3,T02_4,T02_5,T03_0,T03_1,T03_2,T03_3,T03_4,T03_5
0,-2.2389863e-05,0.15499989,-7.182832e-23,1.1194931e-05,0,1.1194931e-05,-0.048049933,-5.2054288e-06,1.2797486e-25,0.048049933,-2.2265958e-23,4.906801e-43,0.008008337,-1.7351429e-06,4.2658286e-26,0.0080083147,-1.1132979e-23,-0.016016652
0.00086769924,-1.1508733e-05,0.07749996,-9.9991918e-16,5.7543665e-06,0,5.7543665e-06,-0.02402497,-2.6756703e-06,1.3156132e-25,0.02402497,-2.2824879e-23,7.7297644e-30,0.0040041693,-8.9189006e-07,4.3853774e-26,0.0040041579,-1.141244e-23,-0.0080083274
0.0017874829,-1.2776346e-18,-2.5420315e-16,-5.8366938e-17,6.388173e-19,0,6.388173e-19,-1.6260351e-29,1.7831675e-32,3.2727767e-32,1.6648585e-30,2.2144242e-30,1.4595493e-29,2.710221e-30,5.9438916e-33,1.0909255e-32,-4.5877691e-30,1.1072121e-30,1.8775482e-30
0.0027624773,-1.3032746e-19,1.3088264e-17,9.4322744e-16,6.5163664e-20,0,6.5163664e-20,-7.8512811e-30,4.9460235e-33,-6.2141324e-33,9.8588147e-31,6.7875475e-32,6.8653996e-30,1.3086579e-30,1.6486745e-33,-2.0713775e-33,-2.1242085e-30,3.3937737e-32,8.1555063e-31
0.0037959966,1.160002e-18,4.6466878e-16,-1.535465e-17,-5.8000108e-19,0,-5.8000108e-19,-9.4488671e-31,6.649883e-33,1.0833431e-34,8.9517036e-31,2.7648501e-32,4.9716342e-32,1.5758991e-31,2.2166277e-33,3.6111439e-35,1.3256855e-31,1.3824251e-32,-2.9015846e-31
0.0048915537,7.1748698e-18,2.1644771e-16,1.4008759e-17,-3.587435e-18,0,-3.587435e-18,-1.3782942e-30,2.2277847e-32,9.0398279e-34,1.1448762e-30,7.9244101e-32,2.3341797e-31,2.300615e-31,7.4259489e-33,3.013276e-34,1.1283382e-31,3.962205e-32,-3.4289532e-31
0.0060528726,9.3387594e-18,1.9242838e-16,3.6130671e-16,-4.6693799e-18,0,-4.6693799e-18,-2.2537384e-30,2.6283822e-32,7.8590588e-33,1.0315495e-30,6.0582446e-31,1.2221889e-30,3.7598919e-31,8.7612739e-33,2.6196863e-33,-2.3565444e-31,3.0291223e-31,-1.4033475e-31
0.0072839007,5.5410351e-18,-4.9089882e-18,-3.5546416e-16,-2.7705176e-18,0,-2.7705176e-18,-3.5183309e-30,4.4210754e-33,2.8979944e-33,6.0656146e-31,1.0963684e-30,2.9117694e-30,5.8642974e-31,1.4736917e-33,9.6599815e-34,-8.6951688e-31,5.481842e-31,2.8308713e-31
0.0085888223,-3.0213867e-18,-1.8958025e-16,-3.4671055e-16,1.5106932e-18,0,1.5106932e-18,-3.5527136e-30,-7.5507466e-33,-1.6022477e-32,7.9726432e-31,1.0073123e-30,2.7554493e-30,5.9221844e-31,-2.5169156e-33,-5.3408255e-33,-7.8565549e-31,5.0365614e-31,1.9343703e-31
0.0099720729,8.6538726e-18,3.0474012e-17,3.3879823e-16,-4.3269365e-18,0,-4.3269365e-18,-1.4684064e-30,-8.9745391e-33,-1.1913271e-32,5.8927863e-31,4.6301668e-31,8.7912782e-31,2.4521659e-31,-2.9915131e-33,-3.9710904e-33,-1.9507059e-31,2.3150834e-31,-5.0145995e-32
