y,gradU_0,gradU_1,gradU_2,gradU_3,gradU_4,gradU_5,gradU_6,gradU_7,gradU_8
0,9.0368263e-16,0,0,1.1524835,0,0,8.2395723e-24,0,0
0.00086769924,4.5200225e-16,0,0,0.57624178,0,0,-2.7168345e-16,0,0
0.0017874829,5.8551171e-19,0,0,-9.3987678e-18,0,0,-3.5854968e-17,0,0
0.0027624773,-6.620354e-19,0,0,-5.3231284e-19,0,0,2.5511204e-16,0,0
0.0037959966,-9.7095993e-19,0,0,-8.9622525e-17,0,0,1.9319154e-17,0,0
0.0048915537,-1.4516933e-19,0,0,-5.576758e-18,0,0,1.0377146e-23,0,0
0.0060528726,3.3209656e-20,0,0,4.5358708e-17,0,0,-1.8662958e-16,0,0
0.0072839007,4.423591e-19,0,0,3.5145955e-17,0,0,-6.6054455e-17,0,0
0.0085888223,8.7554871e-19,0,0,4.6883747e-17,0,0,1.7286312e-16,0,0
0.0099720729,5.892916e-19,0,0,-2.0205398e-18,0,0,5.239736e-17,0,0
0.011438354,8.1083827e-19,0,0,1.4908789e-17,0,0,3.3678855e-17,0,0
0.01299265,1.3651778e-18,0,0,-1.3339248e-17,0,0,1.8874178e-18,0,0
0.014640245,1.0728382e-18,0,0,1.1899104e-17,0,0,-3.1755978e-17,0,0
0.016386737,1.0066611e-18,0,0,-4.4140508e-18,0,0,-8.1408515e-24,0,0
0.018238064,6.5071107e-19,0,0,1.4206312e-17,0,0,7.2759738e-17,0,0
0.020200518,4.7187058e-19,0,0,3.9141419e-17,0,0,-1.178353e-16,0,0
0.022280771,1.0882196e-19,0,0,-2.1604406e-17,0,0,-7.5567665e-17,0,0
0.024485892,-2.0101562e-19,0,0,6.6936802e-18,0,0,1.150645e-16,0,0
0.026823378,-8.7903011e-20,0,0,2.232381e-17,0,0,1.0109703e-16,0,0
0.029301173,4.1541496e-19,0,0,-1.9933004e-17,0,0,1.952845e-17,0,0
0.0319277,1.4787001e-18,0,0,-4.2793303e-18,0,0,-2.3639442e-17,0,0
0.034711887,9.4363198e-19,0,0,-1.0044496e-17,0,0,-3.4271629e-17,0,0
0.037663197,-1.4224668e-18,0,0,-1.2249523e-17,0,0,-5.7418963e-17,0,0
0.040791661,-1.9705701e-18,0,0,3.1937087e-17,0,0,2.4496175e-17,0,0
0.044107915,-7.6428622e-19,0,0,1.0381119e-17,0,0,-1.9675462e-17,0,0
0.047623229,-9.3041905e-19,0,0,1.1671381e-17,0,0,-5.6297447e-18,0,0
0.051349553,-4.0575804e-19,0,0,-1.0260046e-17,0,0,-7.3987229e-17,0,0
0.055299553,-7.8834012e-20,0,0,-2.149318e-17,0,0,1.8305669e-19,0,0
0.059486654,-5.864468e-19,0,0,3.5022118e-17,0,0,7.7748612e-17,0,0
0.06392509,-6.1165864e-19,0,0,6.4511188e-18,0,0,3.4238619e-17,0,0
0.068629948,-3.3546793e-19,0,0,-1.5514495e-18,0,0,1.3228578e-17,0,0
0.073617218,3.5710589e-19,0,0,-1.4837116e-17,0,0,-3.1718805e-17,0,0
0.078903853,7.2001427e-19,0,0,-4.4947994e-18,0,0,-1.0597025e-17,0,0
0.084507823,-1.8296857e-19,0,0,2.0688061e-17,0,0,5.6959632e-23,0,0
0.090448176,4.7585076e-19,0,0,1.3029407e-17,0,0,-4.367414e-17,0,0
0.096745104,2.4071965e-18,0,0,-8.4133444e-18,0,0,-8.0534725e-18,0,0
0.10342001,1.1367877e-18,0,0,-8.5198901e-18,0,0,4.0832255e-17,0,0
0.11049558,2.1155217e-19,0,0,3.8100684e-18,0,0,5.3145947e-18,0,0
0.11799587,9.3039796e-20,0,0,-6.9038168e-18,0,0,1.9781577e-22,0,0
0.12594638,-1.3480726e-18,0,0,-5.5155318e-19,0,0,1.7933633e-22,0,0
0.13437411,-1.4812776e-18,0,0,6.0620149e-18,0,0,3.8019941e-18,0,0
0.14330773,-1.1598622e-18,0,0,-3.1149803e-18,0,0,2.9051279e-17,0,0
0.1527776,-9.6734143e-19,0,0,-2.1716037e-18,0,0,-9.6888486e-18,0,0
0.1628159,-4.4902329e-19,0,0,-1.2280768e-19,0,0,-2.7628845e-17,0,0
0.17345677,-3.368496e-19,0,0,-3.7899583e-18,0,0,1.724898e-17,0,0
0.18473635,7.017555e-19,0,0,-6.3291581e-18,0,0,4.2260407e-18,0,0
0.19669301,1.5674329e-18,0,0,5.2524521e-18,0,0,-9.187184e-18,0,0
0.20936737,2.821757e-19,0,0,4.0115953e-18,0,0,-3.4575122e-18,0,0
