y,gradU_0,gradU_1,gradU_2,gradU_3,gradU_4,gradU_5,gradU_6,gradU_7,gradU_8
0.44812952,-1.0182325,0,0,1.3105595,0,0,7.9951658e-23,0,0
0.44889266,-0.50912642,0,0,0.65528839,0,0,1.3951588e-18,0,0
0.44970152,-3.3028662e-17,0,0,-3.9630512e-17,0,0,-2.2570681e-18,0,0
0.45055892,-8.9064766e-17,0,0,4.1677107e-17,0,0,1.0348458e-18,0,0
0.45146777,5.0859183e-17,0,0,5.6190108e-18,0,0,3.5054226e-18,0,0
0.45243114,4.3000269e-17,0,0,3.6714448e-17,0,0,-2.7540072e-16,0,0
0.45345231,-1.6334722e-17,0,0,2.8727059e-17,0,0,2.2953272e-17,0,0
0.45453475,2.4119129e-18,0,0,-3.7649554e-17,0,0,7.6485863e-16,0,0
0.45568213,-7.5759299e-18,0,0,-2.6289935e-17,0,0,-1.0060717e-16,0,0
0.45689834,3.6377235e-17,0,0,-3.8589032e-17,0,0,-4.8321237e-16,0,0
0.45818751,8.7067643e-19,0,0,1.3940969e-17,0,0,1.179256e-16,0,0
0.45955401,-6.7959789e-17,0,0,8.8254208e-17,0,0,2.1170529e-16,0,0
0.46100249,2.88968e-17,0,0,2.3361408e-17,0,0,-1.8502584e-17,0,0
0.46253785,1.9508185e-17,0,0,-1.03454e-17,0,0,-1.9706046e-16,0,0
0.46416529,1.7009559e-17,0,0,-1.7000051e-17,0,0,3.517525e-21,0,0
0.46589035,-2.4342338e-17,0,0,-2.0537531e-18,0,0,-6.0108886e-19,0,0
0.46771887,-3.5621333e-17,0,0,4.8139768e-19,0,0,-6.0702348e-17,0,0
0.46965705,3.0462259e-17,0,0,-3.2244555e-17,0,0,5.4576366e-17,0,0
0.47171146,-8.5289375e-18,0,0,2.2096649e-17,0,0,6.0592729e-17,0,0
0.47388905,-2.1632067e-17,0,0,1.2273987e-18,0,0,-1.5324803e-16,0,0
0.47619722,1.8275566e-17,0,0,-1.9810496e-17,0,0,1.0826048e-16,0,0
0.47864379,3.1926849e-17,0,0,-2.4874531e-17,0,0,1.1877784e-17,0,0
0.48123703,-1.1002104e-17,0,0,-1.3417462e-17,0,0,-1.1127868e-16,0,0
0.48398573,-1.7319932e-17,0,0,6.4768751e-19,0,0,8.4743967e-17,0,0
0.4868992,1.0611576e-17,0,0,9.484217e-18,0,0,7.4582529e-17,0,0
0.4899873,5.5252011e-18,0,0,2.9709909e-17,0,0,2.2443437e-17,0,0
0.49326049,1.2698019e-17,0,0,-3.0716379e-17,0,0,-4.8581062e-17,0,0
0.49672983,-1.1517579e-17,0,0,-2.3137843e-18,0,0,-1.6307724e-17,0,0
0.50040707,-1.7533749e-17,0,0,3.0055424e-17,0,0,-2.0571078e-17,0,0
0.50430464,1.1821718e-17,0,0,3.4874502e-18,0,0,-8.9365752e-18,0,0
0.50843572,-7.1223221e-18,0,0,-1.0113465e-17,0,0,-3.3588429e-19,0,0
0.51281426,9.6553577e-18,0,0,-2.1216796e-17,0,0,8.2697598e-18,0,0
0.51745505,1.0504786e-17,0,0,-5.9690378e-20,0,0,-5.4565127e-17,0,0
0.52237379,-2.3082799e-19,0,0,-1.4793929e-17,0,0,-3.1577617e-18,0,0
0.52758706,3.3084833e-18,0,0,-1.0613419e-18,0,0,9.1874157e-17,0,0
0.53311245,-1.3560943e-17,0,0,2.7067801e-17,0,0,2.5815724e-18,0,0
0.53896862,-6.1067062e-19,0,0,5.4605171e-18,0,0,-3.8819594e-17,0,0
0.5451753,9.9979806e-18,0,0,-1.2102721e-17,0,0,-4.3135667e-20,0,0
0.55175341,-8.9015371e-18,0,0,-6.3437143e-18,0,0,1.8383274e-17,0,0
0.5587251,6.3787377e-18,0,0,-2.7715146e-18,0,0,1.5995513e-18,0,0
0.56611385,7.1058753e-18,0,0,1.1292916e-17,0,0,-1.7117512e-17,0,0
0.57394452,-2.148035e-18,0,0,-4.6160047e-18,0,0,-3.2779663e-19,0,0
0.58224344,6.4609741e-18,0,0,-1.8089457e-17,0,0,-5.6024275e-17,0,0
0.59103849,-4.7148879e-18,0,0,7.7229411e-18,0,0,-2.9014306e-18,0,0
0.60035921,-3.3671172e-18,0,0,3.0570932e-18,0,0,7.7852419e-17,0,0
0.61023689,7.3797617e-20,0,0,1.3954454e-18,0,0,1.8381185e-18,0,0
0.62070465,-5.6150107e-18,0,0,4.8456027e-18,0,0,-2.7340708e-17,0,0
0.63179756,1.7161306e-18,0,0,-4.0493626e-18,0,0,-6.8267059e-19,0,0
0.64355276,1.9047269e-18,0,0,-2.5515986e-18,0,0,3.2634381e-18,0,0
0.65600958,-7.1726842e-18,0,0,3.0746622e-18,0,0,-1.1776881e-19,0,0
