y,I01,I02
0,0.04805,-0.04805
0.00086769924,0.024025001,-0.024025001
0.0017874829,1.7265298e-29,-1.7263615e-29
0.0027624773,1.2811918e-29,-1.2810852e-29
0.0037959966,7.4098603e-30,-7.4093034e-30
0.0048915537,3.1758501e-30,-3.1751815e-30
0.0060528726,7.2119833e-30,-7.2110849e-30
0.0072839007,1.2583494e-29,-1.258264e-29
0.0085888223,8.7767224e-30,-8.7762321e-30
0.0099720729,1.824973e-30,-1.8243117e-30
0.011438354,7.3106311e-31,-7.3006723e-31
0.01299265,1.0251796e-30,-1.0246654e-30
0.014640245,8.7825449e-31,-8.7802261e-31
0.016386737,4.1550685e-31,-4.1512277e-31
0.018238064,8.5164584e-31,-8.5131971e-31
0.020200518,5.0536154e-30,-5.0534896e-30
0.022280771,6.2954288e-30,-6.2951553e-30
0.024485892,2.3918402e-30,-2.3916278e-30
0.026823378,1.8837598e-30,-1.8836197e-30
0.029301173,2.5342438e-30,-2.5340335e-30
0.0319277,2.0336734e-30,-2.0331057e-30
0.034711887,2.338146e-30,-2.3375378e-30
0.037663197,1.9162099e-30,-1.9155865e-30
0.040791661,8.6031866e-31,-8.5969433e-31
0.044107915,1.1311848e-30,-1.130702e-30
0.047623229,2.4486253e-30,-2.4477152e-30
0.051349553,2.5307382e-30,-2.5300636e-30
0.055299553,2.2926751e-30,-2.2924501e-30
0.059486654,1.3494418e-30,-1.3490702e-30
0.06392509,2.4518026e-31,-2.4396233e-31
0.068629948,4.9252101e-31,-4.9148104e-31
0.073617218,3.4078462e-31,-3.406229e-31
0.078903853,9.474139e-32,-9.4300761e-32
0.084507823,3.5869428e-32,-3.5324722e-32
0.090448176,2.7652548e-31,-2.7456804e-31
0.096745104,5.4231103e-31,-5.4022735e-31
0.10342001,3.0864062e-31,-3.0833996e-31
0.11049558,3.6761706e-32,-3.6548596e-32
0.11799587,2.6658202e-32,-2.5791298e-32
0.12594638,3.2181183e-32,-3.0741997e-32
0.13437411,2.9485372e-32,-2.8666689e-32
0.14330773,1.2258998e-31,-1.2234496e-31
0.1527776,2.3639985e-31,-2.3591135e-31
0.1628159,1.4981269e-31,-1.4948208e-31
0.17345677,5.2537475e-32,-5.242032e-32
0.18473635,3.9228063e-32,-3.8737041e-32
0.19669301,2.5549943e-32,-2.4521874e-32
0.20936737,1.4435029e-32,-1.3730561e-32
0.22280253,4.3301867e-33,-3.6667197e-33
0.23704414,4.4911109e-32,-4.4216634e-32
0.25214061,7.2351321e-32,-7.2196355e-32
0.26814327,3.393309e-32,-3.3833364e-32
0.28510649,2.8999635e-32,-2.848723e-32
0.30308795,4.6880364e-32,-4.6019811e-32
0.32214876,2.7522541e-32,-2.7007681e-32
0.34235371,1.6800605e-32,-1.6142806e-32
0.36377149,2.3110132e-32,-2.1542277e-32
0.38647488,1.7837312e-32,-1.5634313e-32
0.41054106,1.0654305e-32,-9.4658171e-33
0.43605183,1.4938618e-32,-1.4513105e-32
0.46309391,2.4092394e-32,-2.3130111e-32
0.49175922,3.2455948e-32,-3.0373911e-32
0.52214518,1.9249071e-32,-1.7609247e-32
0.55435509,1.3308941e-33,-1.1881225e-33
