y,I01,I02
2.9949975,6.7181604e-30,-6.7176005e-30
2.9981205,8.3977675e-30,-8.3972179e-30
3.0010666,9.5657635e-30,-9.565078e-30
3.0038458,1.1233861e-29,-1.1233375e-29
3.0064677,1.280086e-29,-1.2800662e-29
3.008941,1.3472964e-29,-1.3472811e-29
3.0112742,2.0547238e-29,-2.0546699e-29
3.0134753,2.0705249e-29,-2.0704722e-29
3.0155518,7.6786069e-29,-7.6785806e-29
3.0175106,1.4858211e-28,-1.4858154e-28
3.0193585,8.8815992e-29,-8.8815473e-29
3.0211017,7.7055762e-29,-7.7055015e-29
3.0227463,1.147216e-28,-1.1472083e-28
3.0242977,4.8096847e-29,-4.8096665e-29
3.0257612,1.0243277e-28,-1.0243268e-28
3.0271418,2.16221e-28,-2.1622051e-28
3.0284443,1.1435589e-28,-1.143554e-28
3.029673,2.2331468e-30,-2.2329692e-30
3.0308321,2.7406307e-30,-2.7403156e-30
3.0319256,1.0713485e-28,-1.0713434e-28
3.0329571,2.2456631e-28,-2.245658e-28
3.0339302,1.6661977e-28,-1.6661943e-28
3.0348483,0.024025029,-0.024025029
3.0357143,0.04805,-0.04805
