y,I01,I02
0,0.04805,-0.04805
0.00086769924,0.024025001,-0.024025001
0.0017874829,5.7015614e-29,-5.7015001e-29
0.0027624773,2.9211571e-29,-2.9210905e-29
0.0037959966,4.258038e-30,-4.2578585e-30
0.0048915537,4.8049192e-30,-4.8046736e-30
0.0060528726,2.2311496e-29,-2.2310984e-29
0.0072839007,2.3326208e-29,-2.3325878e-29
0.0085888223,4.1932129e-30,-4.193165e-30
0.0099720729,1.759206e-31,-1.7531425e-31
0.011438354,1.761595e-31,-1.7512013e-31
0.01299265,7.1916053e-31,-7.1862549e-31
0.014640245,1.4814029e-30,-1.4812695e-30
0.016386737,1.7715672e-30,-1.7708981e-30
0.018238064,2.0040257e-30,-2.0032687e-30
0.020200518,4.4672968e-30,-4.4671086e-30
0.022280771,6.2540749e-30,-6.2538368e-30
0.024485892,2.8690208e-30,-2.8688342e-30
0.026823378,2.4891e-31,-2.4823491e-31
0.029301173,4.3499844e-31,-4.3419301e-31
0.0319277,1.5085649e-30,-1.5082056e-30
0.034711887,2.1402604e-30,-2.1400046e-30
0.037663197,1.1564819e-30,-1.1552884e-30
0.040791661,3.3940718e-31,-3.3816332e-31
0.044107915,1.5805346e-31,-1.5796741e-31
0.047623229,2.1876656e-30,-2.1864025e-30
0.051349553,6.6292271e-30,-6.6272933e-30
0.055299553,4.9104314e-30,-4.9096586e-30
0.059486654,1.1418789e-30,-1.141742e-30
0.06392509,1.0619391e-30,-1.0613939e-30
0.068629948,4.1301934e-31,-4.123941e-31
0.073617218,2.0230327e-31,-2.0198889e-31
0.078903853,3.9719316e-31,-3.9696044e-31
0.084507823,5.5671099e-31,-5.5632804e-31
0.090448176,2.8543467e-31,-2.8488687e-31
0.096745104,2.4683866e-32,-2.4296023e-32
0.10342001,2.3563774e-32,-2.271586e-32
0.11049558,6.2065346e-32,-6.0537726e-32
0.11799587,8.8546005e-32,-8.7643415e-32
0.12594638,1.7907868e-31,-1.785721e-31
0.13437411,1.872345e-31,-1.8649347e-31
0.14330773,1.0205423e-31,-1.0169677e-31
0.1527776,2.8222223e-31,-2.8198932e-31
0.1628159,3.9665497e-31,-3.9640482e-31
0.17345677,1.7020943e-31,-1.6996123e-31
0.18473635,2.6420037e-32,-2.5992672e-32
0.19669301,3.1551482e-32,-3.0388049e-32
0.20936737,3.38184e-32,-3.2803417e-32
0.22280253,3.239108e-32,-3.1869171e-32
0.23704414,2.2030402e-32,-2.1417593e-32
0.25214061,1.1229832e-32,-1.0803674e-32
0.26814327,2.8980732e-33,-2.392332e-33
0.28510649,3.1533672e-32,-3.0969334e-32
0.30308795,5.1272772e-32,-5.040745e-32
0.32214876,2.29004e-32,-2.1797072e-32
0.34235371,2.1999732e-33,-1.6755585e-33
0.36377149,3.7520705e-33,-3.5826365e-33
0.38647488,5.9289213e-33,-5.7492044e-33
0.41054106,5.8948744e-33,-5.3673994e-33
0.43605183,6.6296454e-32,-6.5751496e-32
0.46309391,1.2279539e-31,-1.2236273e-31
0.49175922,6.0306698e-32,-5.9250215e-32
0.52214518,2.9093532e-33,-1.8306189e-33
0.55435509,1.3770123e-33,-9.393199e-34
