y,I01,I02
2.7433397,2.9345418e-31,-2.9326335e-31
2.7604448,6.2481801e-31,-6.2381482e-31
2.7765813,3.4887631e-31,-3.4776579e-31
2.791804,1.203262e-30,-1.2025272e-30
2.8061647,2.522184e-30,-2.521622e-30
2.8197122,1.3438723e-30,-1.3427317e-30
2.8324926,2.6028936e-31,-2.5879581e-31
2.8445492,5.4469861e-31,-5.4418046e-31
2.8559231,2.9679734e-31,-2.9650739e-31
2.866653,3.68884e-31,-3.6805475e-31
2.8767752,7.7354381e-31,-7.7283399e-31
2.8863243,4.4278147e-31,-4.4222642e-31
2.8953326,6.1596001e-32,-6.1051293e-32
2.9038308,3.7595678e-32,-3.6948084e-32
2.9118478,6.5864815e-31,-6.5780798e-31
2.9194108,1.4210228e-30,-1.4206206e-30
2.9265456,1.4422549e-30,-1.441744e-30
2.9332763,1.2291982e-30,-1.2285731e-30
2.9396259,4.6368222e-30,-4.6361421e-30
2.9456159,8.7452918e-30,-8.7439404e-30
2.9512667,6.1307585e-30,-6.1293354e-30
2.9565976,5.9667966e-30,-5.9663534e-30
2.9616265,1.5691764e-29,-1.5691673e-29
2.9663707,1.1316749e-29,-1.131646e-29
2.9708463,1.7087021e-31,-1.7050928e-31
2.9750684,1.4738827e-30,-1.4735658e-30
2.9790514,4.2187074e-30,-4.2183365e-30
2.9828089,3.5421138e-30,-3.5415239e-30
2.9863536,8.1032097e-31,-8.098586e-31
2.9896976,1.6671202e-31,-1.6625113e-31
2.9928523,1.1861996e-31,-1.1815722e-31
2.9958282,6.9582428e-32,-6.9442591e-32
2.9986357,1.5032497e-31,-1.5026017e-31
3.0012842,3.5342511e-30,-3.5340048e-30
3.0037827,7.0362758e-30,-7.035909e-30
3.0061397,1.1619796e-29,-1.1619495e-29
3.0083633,8.6394354e-30,-8.6391976e-30
3.010461,8.9323273e-31,-8.9275562e-31
3.0124398,1.462287e-30,-1.4609606e-30
3.0143066,2.6797044e-29,-2.6796086e-29
3.0160677,5.6713461e-29,-5.6713385e-29
3.0177291,3.1121637e-29,-3.1121506e-29
3.0192964,2.7918098e-31,-2.7881614e-31
3.0207749,7.9314521e-31,-7.9286077e-31
3.0221698,6.4974784e-29,-6.4974713e-29
3.0234856,1.3748504e-28,-1.374849e-28
3.0247269,1.0183312e-28,-1.0183302e-28
3.0258979,5.9207235e-29,-5.9207014e-29
3.0270027,3.0480551e-29,-3.0480159e-29
3.0280448,2.2269409e-29,-2.2268541e-29
3.029028,4.7815425e-29,-4.7813906e-29
3.0299554,2.6328377e-29,-2.6327322e-29
3.0308304,1.2678636e-28,-1.2678594e-28
3.0316558,2.57324e-28,-2.573238e-28
3.0324345,1.5183978e-28,-1.518391e-28
3.0331691,9.8789154e-29,-9.8786258e-29
3.033862,1.6362623e-28,-1.6362375e-28
3.0345158,1.815616e-28,-1.8156118e-28
3.0351325,0.024025022,-0.024025022
3.0357143,0.04805,-0.04805
