y,I01,I02
1.0002541,0.048049079,-0.048047237
1.0008359,0.024024473,-0.024023552
1.0014527,1.66124e-29,-1.6612194e-29
1.0021064,2.4958569e-30,-2.4956887e-30
1.0027994,5.6393213e-30,-5.6387659e-30
1.0035339,2.5921228e-29,-2.5920349e-29
1.0043126,3.9317129e-29,-3.9315885e-29
1.005138,3.0916781e-29,-3.0915424e-29
1.006013,2.5984084e-29,-2.5983606e-29
1.0069405,1.3306615e-29,-1.3306375e-29
1.0079236,1.6602143e-30,-1.6598848e-30
1.0089658,1.2667477e-30,-1.2664691e-30
1.0100705,1.554564e-30,-1.5541029e-30
1.0112415,1.07199e-30,-1.0715136e-30
1.0124829,1.55818e-30,-1.5578971e-30
1.0137987,4.9803229e-30,-4.9789482e-30
1.0151935,5.8577932e-30,-5.8564079e-30
1.0166721,1.2199942e-29,-1.219838e-29
1.0182393,1.2250008e-29,-1.2248568e-29
1.0199007,3.9848709e-30,-3.9846565e-30
1.0216618,3.5779168e-30,-3.5775297e-30
1.0235286,1.9328337e-30,-1.9324341e-30
1.0255075,3.2331967e-31,-3.2264845e-31
1.0276052,3.4668134e-31,-3.4536058e-31
1.0298287,1.9862613e-30,-1.9841991e-30
1.0321858,3.3832189e-30,-3.3814375e-30
1.0346843,1.661178e-30,-1.660237e-30
1.0373328,9.9052641e-32,-9.7926429e-32
1.0401402,1.1742999e-30,-1.1721184e-30
1.0431162,2.0982068e-30,-2.0963957e-30
1.0462709,9.9880373e-31,-9.9815173e-31
1.0496148,8.3383972e-32,-8.2823598e-32
1.0531596,7.5650497e-31,-7.5618311e-31
1.0569171,1.359918e-30,-1.3588413e-30
1.0609001,1.2372723e-30,-1.235641e-30
1.0651222,1.1671857e-30,-1.1665825e-30
1.0695978,5.8110734e-31,-5.8097916e-31
1.074342,2.9754395e-32,-2.9537757e-32
1.079371,2.0347009e-32,-2.0106505e-32
1.0847018,1.6703377e-31,-1.6682164e-31
1.0903526,3.2791854e-31,-3.2739025e-31
1.0963427,1.6234791e-31,-1.6185178e-31
1.1026923,1.1557841e-32,-1.1364517e-32
1.109423,2.0496613e-32,-2.0043165e-32
1.1165578,2.6779719e-32,-2.6379431e-32
1.1241208,2.5677757e-32,-2.4811589e-32
1.1321378,1.6093539e-32,-1.4449479e-32
1.140636,1.9877273e-32,-1.8651257e-32
1.1496443,5.3571839e-31,-5.3512307e-31
1.1591934,9.9379391e-31,-9.9342062e-31
1.1693157,6.9535949e-31,-6.9466573e-31
1.1800455,4.1062145e-31,-4.0969335e-31
1.1914194,1.8719449e-31,-1.8674509e-31
1.2034761,4.4961091e-32,-4.4876267e-32
1.2162565,8.3747643e-32,-8.3460171e-32
1.229804,9.5488443e-32,-9.5183739e-32
1.2441647,9.8245175e-32,-9.7885224e-32
1.2593874,4.631285e-32,-4.4644633e-32
1.2755239,1.3377164e-31,-1.3214694e-31
1.292629,1.4687159e-31,-1.4652295e-31
1.3107609,8.3135306e-32,-8.2901637e-32
1.3299811,8.151892e-32,-8.1347288e-32
1.350355,3.1026708e-32,-3.0603855e-32
1.3719519,3.6776946e-32,-3.5794257e-32
1.3948452,3.8125364e-32,-3.6659731e-32
1.4191127,2.1111234e-32,-1.8348611e-32
1.4448368,6.0322442e-33,-4.0196798e-33
1.472105,4.5304913e-33,-2.5813786e-33
1.5010101,3.2686549e-33,-1.1061112e-33
1.5316502,3.7171645e-32,-3.6611179e-32
1.5641295,6.7930126e-32,-6.7650679e-32
1.5985584,4.900354e-32,-4.829478e-32
1.6350539,3.2328192e-32,-3.1577649e-32
1.67374,4.0507532e-32,-3.9945181e-32
1.7147484,1.047819e-31,-1.0393917e-31
1.7582183,9.8024601e-32,-9.7598085e-32
1.8042975,2.3460596e-32,-2.2230619e-32
1.8531427,2.419904e-32,-2.2739016e-32
1.9049198,2.6235325e-32,-2.572001e-32
1.9598049,8.097169e-33,-7.630954e-33
2.0179846,2.4639107e-32,-2.4213643e-32
2.0761642,4.9882702e-32,-4.9618393e-32
2.1310493,2.6246611e-32,-2.6115978e-32
2.1828264,7.6804271e-34,-4.8737994e-34
2.2316716,7.9136828e-34,-5.4142996e-34
2.2777508,2.0208604e-32,-2.0106765e-32
2.3212207,4.4493259e-32,-4.3441363e-32
2.362229,2.7953075e-32,-2.6488416e-32
2.4009152,3.1633174e-32,-3.1044408e-32
2.4374107,6.1469256e-32,-6.1125127e-32
2.4718395,2.6752048e-31,-2.6628614e-31
2.5043188,3.3769822e-31,-3.3659604e-31
2.5349589,1.5143094e-31,-1.5120229e-31
2.5638639,5.2837377e-32,-5.1324714e-32
2.5911321,7.5229324e-33,-4.6491199e-33
2.6168562,3.3877468e-33,-1.8223214e-33
2.6411237,1.6670985e-33,-1.1066039e-33
2.6640169,6.9759299e-33,-5.918297e-33
2.6856138,9.0440881e-33,-8.4305494e-33
2.7059877,2.8601175e-33,-2.7619455e-33
2.7252079,3.1637124e-34,-1.4674442e-34
