y,I01,I02
0.44812865,0.039286728,-0.021760185
0.44889173,0.019643298,-0.010879991
0.44970062,2.1149484e-30,-2.9992364e-31
0.45055804,2.1036153e-30,-3.4349566e-31
0.4514669,3.1554246e-30,-1.6030631e-30
0.4524303,1.3487076e-29,-1.2735344e-29
0.4534515,2.1369514e-29,-2.0774125e-29
0.45453396,1.1360934e-29,-1.0027826e-29
0.45568137,9.4803808e-30,-6.688395e-30
0.45689761,1.1999175e-29,-9.9660422e-30
0.45818681,6.3750165e-30,-6.007976e-30
0.45955335,3.788531e-30,-3.4012558e-30
0.46100186,2.0112179e-30,-1.5926068e-30
0.46253725,7.1113121e-31,-3.4446777e-31
0.46416474,1.0475639e-30,-5.345433e-31
0.46588984,5.722311e-30,-5.3707857e-30
0.46771841,8.6434722e-30,-8.1450009e-30
0.46965663,3.9541646e-30,-3.3984192e-30
0.47171109,3.8031932e-30,-3.6796157e-30
0.47388874,6.2260267e-30,-6.1223656e-30
0.47619696,4.6230086e-30,-4.5051384e-30
0.47864358,3.0321461e-30,-2.9318635e-30
0.48123688,1.1603237e-30,-1.1032576e-30
0.48398565,3.9661431e-32,-2.3744559e-32
0.48689919,7.573021e-31,-7.0126373e-31
0.48998737,1.4364788e-30,-1.2399149e-30
0.49326063,8.6162717e-31,-6.6100415e-31
0.49673006,3.7027811e-31,-3.0763044e-31
0.50040738,2.8907879e-31,-2.6148846e-31
0.50430504,2.6790605e-31,-2.5177068e-31
0.50843621,4.6646197e-31,-3.9138782e-31
0.51281485,3.6791337e-31,-2.336568e-31
0.51745575,4.6672759e-31,-3.8280097e-31
0.5223746,6.5357228e-31,-6.3242007e-31
0.52758798,3.2986302e-31,-3.0431517e-31
0.5331135,5.7434979e-32,-3.3589719e-32
0.5389698,5.3759301e-32,-2.0487317e-32
0.54517662,5.3019604e-32,-1.4630939e-32
0.55175487,9.1796204e-32,-7.2629867e-32
0.55872671,1.4351615e-31,-1.3033265e-31
0.56611562,7.4628309e-32,-6.542567e-32
0.57394645,1.9550229e-32,-7.1322449e-33
0.58224554,3.5428851e-32,-1.6337441e-32
0.59104077,6.8102842e-32,-2.728862e-32
0.60036169,5.0044619e-32,-2.094949e-32
0.61023957,1.6016352e-32,-1.2075001e-32
0.62070753,2.8187679e-32,-2.5053672e-32
0.63180065,3.7708746e-32,-3.5794134e-32
0.64355608,2.1571278e-32,-1.7695918e-32
0.65601313,5.155467e-32,-4.5939311e-32
0.66921344,8.9223127e-32,-8.5021527e-32
0.68320109,4.7547295e-32,-4.3947395e-32
0.69802271,1.8981389e-32,-1.1588334e-32
0.71372771,4.7643899e-32,-4.257171e-32
0.73036835,6.3587904e-32,-6.2698893e-32
0.74799993,3.0940358e-32,-2.8880783e-32
0.76668101,4.4340725e-33,-2.0484235e-33
0.78647352,7.6423199e-33,-1.4223745e-33
0.80744298,7.5342154e-33,-1.5267373e-33
0.82965874,1.4556706e-32,-7.9931226e-33
0.85319413,2.0837927e-32,-1.4946016e-32
0.87812672,1.2673614e-32,-1.0746035e-32
0.90453854,1.125092e-32,-8.9814161e-33
0.93251635,7.4894927e-32,-7.2951383e-32
0.96215187,1.6482242e-31,-1.5572453e-31
0.99354207,9.7451307e-32,-8.8519249e-32
1.0138311,3.9394936e-32,-3.4999165e-32
1.0267912,1.7863814e-33,-3.2663519e-34
1.0620087,5.5972915e-34,-3.7220547e-37
1.0993063,4.6609808e-34,-1.2411176e-34
1.1388048,1.3979269e-32,-1.3382844e-32
1.1806322,1.7635539e-32,-1.6647512e-32
1.2249233,3.465707e-32,-3.3218368e-32
1.2718207,5.4990517e-32,-5.3955297e-32
1.321475,2.7560254e-32,-2.7294959e-32
1.3740452,6.3125094e-33,-6.0118557e-33
1.4296989,1.0397263e-32,-1.0076746e-32
1.4886134,1.9555213e-32,-1.9151413e-32
1.5509756,1.3754983e-32,-1.2978065e-32
1.6169826,1.874289e-33,-1.28953e-33
1.6868426,1.4840664e-34,-8.5411046e-35
1.760775,7.5580573e-34,-2.1357372e-34
1.8345848,1.7866165e-33,-2.1473201e-34
1.9041042,1.1765346e-32,-8.5754134e-33
1.9695896,3.5889106e-32,-3.3338085e-32
2.0312813,3.21771e-32,-3.1266161e-32
2.0894046,6.0085358e-33,-5.3794738e-33
2.0951232,5.4889825e-33,-4.8779984e-33
2.1441731,1.1597625e-33,-6.9613248e-34
2.1957821,3.1128846e-33,-2.1912286e-33
2.244417,1.3878533e-32,-1.2880683e-32
2.2902523,1.301449e-32,-1.2470481e-32
2.3334521,2.8835067e-31,-2.878628e-31
2.3741702,5.0948252e-31,-5.0844958e-31
2.4125513,2.2034084e-31,-2.1932335e-31
2.4487314,2.7745647e-33,-8.094696e-34
2.4828384,2.1229245e-33,-5.308169e-34
2.5149925,9.1344102e-33,-8.9246055e-33
2.5453067,1.6284597e-31,-1.618669e-31
2.5738875,3.3215982e-31,-3.3104193e-31
2.6008349,2.2715311e-31,-2.2619468e-31
2.6262432,1.007378e-31,-9.9800195e-32
2.650201,7.6226763e-32,-7.5553718e-32
2.6727917,5.003098e-32,-4.9517895e-32
2.6940941,6.9737498e-31,-6.9706337e-31
2.714182,1.4037672e-30,-1.4024472e-30
2.7331252,7.3695806e-31,-7.3553948e-31
2.7509893,6.7668619e-33,-6.21063e-33
2.7678362,2.8143102e-33,-2.0251154e-33
2.7837241,5.6886172e-32,-5.5617695e-32
2.7987078,1.1887785e-31,-1.178842e-31
2.812839,6.8991627e-32,-6.8708717e-32
2.8261666,6.6846852e-33,-6.434675e-33
2.8387363,5.9598088e-33,-5.5326457e-33
2.8505915,1.5890861e-32,-1.4590952e-32
2.8617729,9.0542125e-32,-8.9218507e-32
2.872319,4.8341313e-31,-4.8286241e-31
2.8822659,5.0726668e-31,-5.0641493e-31
2.8916478,1.0227005e-30,-1.0218926e-30
2.900497,1.4791539e-30,-1.4787053e-30
2.9088436,1.2679986e-30,-1.2674451e-30
2.9167165,1.1653331e-30,-1.1642938e-30
2.9241424,4.9060559e-31,-4.8987416e-31
2.9311469,5.8486286e-32,-5.8360002e-32
2.9377539,4.5695283e-31,-4.5660604e-31
2.943986,1.0187839e-30,-1.0180877e-30
2.9498645,1.9260351e-30,-1.9251077e-30
2.9554096,2.2534793e-30,-2.2525263e-30
2.9606401,2.3247005e-30,-2.323219e-30
2.965574,2.2948522e-30,-2.2936567e-30
2.970228,8.7660771e-30,-8.7657296e-30
2.9746182,1.1614921e-29,-1.1614631e-29
2.9787594,6.2618299e-30,-6.261671e-30
2.9826658,3.740921e-30,-3.7406268e-30
2.9863508,1.3397869e-30,-1.3392294e-30
2.9898268,2.4406497e-31,-2.4372907e-31
2.9931058,2.2042849e-31,-2.1996234e-31
2.996199,1.9747253e-31,-1.9677737e-31
2.9991168,4.7149814e-30,-4.7139276e-30
3.0018692,1.8950434e-29,-1.8949447e-29
3.0044657,1.8295736e-29,-1.8294704e-29
3.006915,6.979657e-30,-6.9786157e-30
3.0092255,4.0826374e-30,-4.0824159e-30
3.0114051,5.9272911e-30,-5.9266586e-30
3.0134612,5.0088842e-30,-5.0079518e-30
3.0154008,3.176785e-31,-3.165452e-31
3.0172305,3.9710812e-31,-3.961449e-31
3.0189565,1.5185535e-29,-1.5184555e-29
3.0205847,3.1784914e-29,-3.1783771e-29
3.0221207,8.234918e-29,-8.234755e-29
3.0235696,6.6561624e-29,-6.6560244e-29
3.0249365,1.3320521e-30,-1.331657e-30
3.026226,9.3984748e-29,-9.398431e-29
3.0274424,1.9818164e-28,-1.9818126e-28
3.0285899,1.0537693e-28,-1.0537643e-28
