y,I01,I02
0,0.04805,-0.04805
0.00086769924,0.024025001,-0.024025001
0.0017874829,3.6916149e-30,-3.6905079e-30
0.0027624773,8.0587449e-30,-8.0571647e-30
0.0037959966,7.6439305e-30,-7.6425386e-30
0.0048915537,8.252872e-30,-8.2521808e-30
0.0060528726,9.4023644e-30,-9.4015309e-30
0.0072839007,8.5253709e-30,-8.5250565e-30
0.0085888223,1.1100959e-29,-1.1099742e-29
0.0099720729,8.8173527e-30,-8.8158176e-30
0.011438354,3.1182396e-30,-3.1174766e-30
0.01299265,1.4040125e-29,-1.4039794e-29
0.014640245,2.0883216e-29,-2.0882745e-29
0.016386737,8.2882832e-30,-8.2878654e-30
0.018238064,3.960894e-31,-3.9557008e-31
0.020200518,1.2447243e-30,-1.2442051e-30
0.022280771,4.2737602e-30,-4.2731933e-30
0.024485892,6.7254916e-30,-6.7248318e-30
0.026823378,4.5929773e-30,-4.5924506e-30
0.029301173,1.3129605e-30,-1.3125223e-30
0.0319277,7.9696021e-31,-7.9496641e-31
0.034711887,2.2883538e-30,-2.2845197e-30
0.037663197,2.6172031e-30,-2.6150999e-30
0.040791661,1.0857812e-30,-1.0852779e-30
0.044107915,4.4411186e-31,-4.4373307e-31
0.047623229,5.4597972e-31,-5.4539283e-31
0.051349553,3.4719441e-31,-3.4656817e-31
0.055299553,2.4376917e-31,-2.4353508e-31
0.059486654,6.1181584e-31,-6.1151404e-31
0.06392509,7.9644182e-31,-7.9575034e-31
0.068629948,3.3125862e-31,-3.3074298e-31
0.073617218,4.3694114e-32,-4.3417727e-32
0.078903853,3.4294202e-31,-3.4229836e-31
0.084507823,6.1447891e-31,-6.1384001e-31
0.090448176,3.4054808e-31,-3.3992311e-31
0.096745104,1.2178519e-31,-1.2132975e-31
0.10342001,1.0262061e-31,-1.0247145e-31
0.11049558,4.4868942e-31,-4.4809897e-31
0.11799587,1.0129922e-30,-1.0123806e-30
0.12594638,6.549041e-31,-6.5446961e-31
0.13437411,7.7982802e-32,-7.754383e-32
0.14330773,3.3306952e-32,-3.2678605e-32
0.1527776,2.1879215e-32,-2.1367997e-32
0.1628159,8.0897447e-32,-8.060587e-32
0.17345677,1.1233e-31,-1.1172015e-31
0.18473635,7.4747161e-32,-7.3235884e-32
0.19669301,5.3145824e-32,-5.1973412e-32
0.20936737,2.1726367e-32,-2.1479759e-32
0.22280253,9.1683599e-33,-8.8168104e-33
0.23704414,6.8410941e-33,-5.8437262e-33
0.25214061,5.8154218e-33,-4.8449309e-33
0.26814327,3.9744408e-33,-3.8486653e-33
0.28510649,2.6538294e-32,-2.6482261e-32
0.30308795,4.6941501e-32,-4.6815729e-32
0.32214876,2.3195325e-32,-2.2738845e-32
0.34235371,4.9446246e-33,-4.5776097e-33
0.36377149,3.1482546e-33,-3.1175202e-33
0.38647488,2.8516319e-33,-2.6714587e-33
0.41054106,2.7748192e-33,-2.4739039e-33
0.43605183,7.3014882e-32,-7.2242225e-32
0.46309391,1.3543687e-31,-1.3459221e-31
0.49175922,6.5801106e-32,-6.4962575e-32
0.52214518,4.5646822e-33,-3.774404e-33
0.55435509,2.9368473e-33,-2.7792308e-33
